32768,"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
32768,s,s,,,,,,,,B,B,KB,GB/s,,,,
32768,0.628927,2.374500e-05,,,,,,,,,,256.000000,10.281770,"GeForce GTX TITAN X (0)","2","14","[CUDA memcpy HtoD]"
32768,0.628988,3.648000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [190]"
32768,0.629002,2.944000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [196]"
32768,0.629014,2.944000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [202]"
32768,0.629026,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [208]"
32768,0.629037,2.688000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [214]"
32768,0.629048,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [220]"
32768,0.629059,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [226]"
32768,0.629070,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [232]"
32768,0.629082,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [238]"
32768,0.629093,2.656000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [244]"
32768,0.629104,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [250]"
32768,0.629116,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [256]"
32768,0.629127,2.336000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [262]"
32768,0.629138,2.336000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [268]"
32768,0.629149,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [274]"
32768,0.629160,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [280]"
32768,0.629172,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [286]"
32768,0.629182,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [292]"
32768,0.629194,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [298]"
32768,0.629205,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [304]"
32768,0.629216,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [310]"
32768,0.629227,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [316]"
32768,0.629238,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [322]"
32768,0.629249,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [328]"
32768,0.629260,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [334]"
32768,0.629271,2.336000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [340]"
32768,0.629282,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [346]"
32768,0.629293,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [352]"
32768,0.629304,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [358]"
32768,0.629315,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [364]"
32768,0.629326,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [370]"
32768,0.629337,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [376]"
32768,0.629349,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [382]"
32768,0.629359,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [388]"
32768,0.629371,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [394]"
32768,0.629382,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [400]"
32768,0.629393,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [406]"
32768,0.629404,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [412]"
32768,0.629415,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [418]"
32768,0.629426,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [424]"
32768,0.629437,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [430]"
32768,0.629449,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [436]"
32768,0.629460,2.336000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [442]"
32768,0.629471,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [448]"
32768,0.629482,2.400000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [454]"
32768,0.629493,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [460]"
32768,0.629504,2.016000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [466]"
32768,0.629515,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [472]"
32768,0.629527,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [478]"
32768,0.629538,2.241000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [484]"
32768,0.629549,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [490]"
32768,0.629560,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [496]"
32768,0.629571,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [502]"
32768,0.629582,2.400000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [508]"
32768,0.629594,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [514]"
32768,0.629605,2.016000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [520]"
32768,0.629616,2.016000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [526]"
32768,0.629627,1.984000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [532]"
32768,0.629638,2.241000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [538]"
32768,0.629649,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [544]"
32768,0.629660,2.240000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [550]"
32768,0.629671,2.304000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [556]"
32768,0.629682,2.272000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [562]"
32768,0.629693,2.368000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [568]"
32768,0.629704,2.400000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [574]"
32768,0.629715,2.432000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [580]"
32768,0.629729,2.016000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [586]"
32768,0.629741,2.048000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [592]"
32768,0.629752,2.016000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX TITAN X (0)","2","14","Bitonic_Sort(int*, int, int, int) [598]"
