288,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",259200,259200,134784,134784,0,0,4,19,0,4,4,22,0,0,0,4,62208,62208,62208,62208,3921,3888,3837,3906,62164,62196,62136,62156,3921,3888,3837,3906,64444,64440,64460,64448,3922,3888,3841,3907,0,0,0,0,1,0,4,0,1428948,0,0,1990656,0,0,0,0,82944,0,0,0,0,0,0,0,0,0,0,2592,3790940,1145880,692280,2529792,80953344,80787456,0,0,933120,62208,0,0,0,0,0,62208,2592,0,36288,1400434,73795978,4108281,144,0,0,1119744,62208
576,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2032128,2032128,1036800,1036800,91474,43217,35510,34460,17749,17761,17880,17868,45742,45732,45736,45717,497664,497664,497664,497664,15573,15549,15546,15540,477008,476996,477036,477028,11368,11301,11294,11364,510140,510140,510148,510152,15573,15549,15547,15545,0,0,0,0,0,0,1,4,10933148,0,0,15925248,0,0,0,0,331776,0,0,0,0,0,0,0,0,0,0,10368,29411374,8813016,5505624,19823616,634355712,633692160,0,0,7464960,497664,0,0,0,0,0,497664,10368,0,269568,10913117,585057046,32851843,576,0,0,8957952,497664
864,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",6810608,6812944,3452544,3452544,1782562,1800057,63926,63944,31969,31957,32020,32028,891298,891264,891284,891305,1679616,1679616,1679616,1679616,35031,34893,34953,35091,816512,816512,816508,816500,25644,25569,25467,25616,1711698,1711700,1711720,1711708,35035,34895,34953,35091,0,0,0,0,4,1,0,0,37938544,0,0,53747712,0,0,0,0,746496,0,0,0,0,0,0,0,0,0,0,23328,102689520,29346840,18545976,66438144,2126020608,2124527616,0,0,25194240,1679616,0,0,0,0,0,1679616,23328,0,886464,37842033,2035602580,112721591,1296,0,0,30233088,1679616
1152,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",16091136,16091136,8128904,8128120,4194027,4194200,102208,100542,51115,51093,51020,51070,2097023,2097004,2097036,2097028,3981312,3981312,3981312,3981312,62271,62181,62127,62253,1949172,1949180,1949156,1949176,44937,44912,44768,44881,4046490,4046476,4046496,4046500,62271,62182,62132,62253,0,0,0,0,0,1,4,0,91302548,0,0,127401984,0,0,0,0,1327104,0,0,0,0,0,0,0,0,0,0,41472,246862868,69092568,43919064,156930048,5021761536,5019107328,0,0,59719680,3981312,0,0,0,0,0,3981312,41472,0,2073600,91174844,4910167114,269075844,2304,0,0,71663616,3981312
1440,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",31363200,31363200,15810224,15812176,8199332,8206201,147318,147372,73668,73650,73672,73644,4099656,4099672,4099764,4099645,7776000,7776000,7776000,7776000,97173,97143,97227,97257,3822560,3822416,3822464,3822528,69801,69760,69959,69963,7916724,7916748,7916720,7916736,97174,97144,97227,97261,0,0,0,0,1,0,0,4,173847344,0,0,248832000,0,0,0,0,2073600,0,0,0,0,0,0,0,0,0,0,64800,482657656,134395416,85730616,305856000,9787392000,9783244800,0,0,116640000,7776000,0,0,0,0,0,7776000,64800,0,4017600,173707167,9362023848,530211478,3600,0,0,139968000,7776000
1728,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",54120960,54120960,27246520,27247688,14149124,14147089,205414,204404,102704,102710,102616,102652,7074556,7074568,7074472,7074517,13436928,13436928,13436928,13436928,140052,140001,139917,139902,6620340,6620332,6620356,6620428,100873,100907,100772,100878,13695768,13695756,13695784,13695768,140052,140002,139918,139906,0,0,0,0,0,1,0,4,302013464,0,0,429981696,0,0,0,0,2985984,0,0,0,0,0,0,0,0,0,0,93312,836361142,231600600,148086360,527772672,16888725504,16882753536,0,0,201553920,13436928,0,0,0,0,0,13436928,93312,0,6905088,301779912,16274837282,911837987,5184,0,0,241864704,13436928
2016,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",85860112,85854704,43182720,43182720,22411753,22427249,271856,271828,135932,135924,135920,135930,11205828,11205925,11205680,11206272,21337344,21337344,21337344,21337344,190539,190227,190542,190740,10529316,10529496,10529712,10529456,137717,137347,137859,138140,21756210,21756196,21756148,21756172,190539,190232,190542,190741,0,0,0,0,0,5,0,0,482284948,0,0,682795008,0,0,0,0,4064256,0,0,0,0,0,0,0,0,0,0,127008,1314102150,367053552,235092240,837236736,26791575552,26783447040,0,0,320060160,21337344,0,0,0,0,0,21337344,127008,0,10922688,482177091,26006991190,1442911179,7056,0,0,384072192,21337344
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",128062448,128068624,64364544,64364544,33410919,33422557,349868,349672,174928,174940,174852,174834,16705666,16705253,16705324,16705052,31850496,31850496,31850496,31850496,248805,248967,248778,248778,15738156,15738252,15738932,15738524,179777,179952,179843,179789,32465544,32465508,32465540,32465556,248805,248972,248779,248778,0,0,0,0,4,0,1,0,723431316,0,0,1019215872,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,2012869768,547098840,350853336,1248804864,39961755648,39951138816,0,0,477757440,31850496,0,0,0,0,0,31850496,165888,0,16257024,723313825,39017928940,2158260838,9216,0,0,573308928,31850496
2592,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",182234864,182241808,91538200,91539944,47605798,47677973,437822,437834,218888,218934,218938,218942,23802534,23803264,23803249,23805220,45349632,45349632,45349632,45349632,314733,314895,315138,314946,22347788,22346716,22346636,22346320,226949,226895,227352,227050,46205910,46205872,46205864,46205872,314733,314895,315143,314947,0,0,0,0,0,0,5,0,1028772632,0,0,1451188224,0,0,0,0,6718464,0,0,0,0,0,0,0,0,0,0,209952,2817567842,778082328,499476024,1777033728,56865079296,56851642368,0,0,680244480,45349632,0,0,0,0,0,45349632,209952,0,23094720,1028440179,55487930950,3086143977,11664,0,0,816293376,45349632
2880,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",249870728,249866872,125453768,125451832,65434061,65646165,536528,536352,268279,268249,268164,268142,32717093,32716968,32715428,32717613,62208000,62208000,62208000,62208000,388902,388599,388659,389040,30570812,30571924,30572140,30573112,279403,279096,279059,279152,63375908,63375864,63375920,63375904,388902,388605,388659,389040,0,0,0,0,0,5,0,0,1402078424,0,0,1990656000,0,0,0,0,8294400,0,0,0,0,0,0,0,0,0,0,259200,3852715278,1066349016,685065816,2436480000,77967360000,77950771200,0,0,933120000,62208000,0,0,0,0,0,62208000,259200,0,31622400,1401874013,75639985334,4201333048,14400,0,0,1119744000,62208000
