256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,95.355686,1.411549,0.972651,30.554578,1.909661,95.355686,1.411549,0.123470,0.086957,0.000000,0.000000,0.000000,0.000000,1.916888,1.909661,1.909661,30.554578,0.000000,64.021977,100.000000,100.000000,93.701172,0.000000,30.554578,0.000000,0.000000,1.585833,736.000000,35.018973,0.000000,0.000000,1.200000,1.772400,1.000000,1.000000,0,0,786432,58078,32768,2048,0,4,0,8223,8192,131188,8196,0.000000,0.000000,1466.619735,108.309861,30.581619,1.910594,0.000000,977.746094,55357,40960,775009,885866,33554432,0,0,16777216,0,0,0,0,0,"High (8)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1507328,1693438,1495806,0.000000,16777216,0,5767168,0,524288,23134208,1900544,0,0.000000,0,0.000000,0,0.000000,131072,8192,0,1.909661,0,7.802852,0.000000,10.697190,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.087545,1.388457,0.992728,31.176921,997.661481,99.087545,1.388457,0.125170,0.088889,0.000000,0.000000,0.000000,0.000000,16.562948,997.661481,997.661481,31.176921,0.000000,63.968112,100.000000,100.000000,46.867371,0.000000,31.176921,0.000000,0.003699,1.562250,1440.000000,34.617896,0.000000,0.000000,1.200000,1.794102,1.000000,1.000000,0,0,6291456,470313,262144,8192,0,0,0,557063,32768,1048646,32777,0.000000,0.000000,1496.492222,111.869136,31.179003,997.935497,0.000000,0.000000,431363,294912,6173888,7032568,268435456,0,0,134217728,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (1)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",11796480,13273046,11764694,0.000000,134217728,0,41943040,0,4194304,184811520,11796480,0,0.000000,0,0.000000,0,0.000000,1048576,32808,0,998.879330,0,8.152818,0.000000,10.843799,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.937468,1.381134,0.996609,31.387510,669.600209,98.937468,1.381134,0.126705,0.089552,0.000000,0.000000,0.000000,0.000000,16.953453,669.600209,669.600209,31.387510,0.000000,63.873815,100.000000,100.000000,45.819092,0.000000,31.387510,0.000000,0.000000,1.556131,2144.000000,34.521930,0.000000,0.000000,1.200000,1.832182,1.000000,1.000000,0,0,21233664,1620997,884736,18432,0,4,0,1911503,73728,3539010,73734,0.000000,0.000000,1506.600472,115.015235,31.388095,669.654702,0.000000,37.199219,1437749,958464,20843364,23735515,905969664,0,0,452984832,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",39518208,44525382,39510854,0.000000,452984832,0,136839168,0,14155776,623443968,35979264,0,0.000000,0,0.000000,0,0.000000,3538944,73728,0,669.600209,0,8.157965,0.000000,11.367044,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.539992,1.380832,0.997591,31.550192,504.803075,99.539992,1.380832,0.126972,0.089888,0.000000,0.000000,0.000000,0.000000,16.783527,504.803075,504.803075,31.550192,0.000000,63.795950,100.000000,100.000000,46.726942,0.000000,31.550192,0.000000,0.000000,1.556159,2848.000000,34.540015,0.000000,0.000000,1.200000,1.863711,1.000000,1.000000,0,0,50331648,3908485,2097152,32768,0,4,0,4462427,131072,8388674,131080,0.000000,0.000000,1514.409225,117.600873,31.550440,504.833885,0.000000,15.774414,3390126,2228224,49514303,56374339,2147483648,0,0,1073741824,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",93323264,105172722,93375218,0.000000,1073741824,0,318767104,0,33554432,1477443584,80740352,0,0.000000,0,0.000000,0,0.000000,8388608,131072,0,504.803075,0,8.236584,0.000000,11.680297,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.583957,1.373416,0.998126,31.517055,403.418302,99.583957,1.373416,0.128432,0.090090,0.000000,0.000000,0.000000,0.000000,17.394850,403.418302,403.418302,31.517055,0.000000,63.733516,100.000000,100.000000,44.442017,0.000000,31.517055,0.000000,0.000000,1.549806,3552.000000,34.414377,0.000000,0.000000,1.200000,1.889047,1.000000,1.000000,0,0,98304000,7737537,4096000,51200,0,5,0,9042635,204800,16384070,204801,0.000000,0.000000,1512.818633,119.074403,31.517190,403.420271,0.000000,10.084961,6606754,4300800,96753138,110204623,4194304000,0,0,2097152000,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",181862400,205219353,182280729,0.000000,2097152000,0,616038400,0,65536000,2885222400,152371200,0,0.000000,0,0.000000,0,0.000000,16384000,204800,0,403.418302,0,8.214426,0.000000,11.680045,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.863670,1.370716,0.998671,31.574959,336.799562,99.863670,1.370716,0.127445,0.090226,0.000000,0.000000,0.000000,0.000000,16.922718,336.799562,336.799562,31.574959,0.000000,63.891952,100.000000,100.000000,45.316399,0.000000,31.574959,0.000000,0.000000,1.545407,4256.000000,34.319362,0.000000,0.000000,1.200000,1.824849,1.000000,1.000000,0,0,169869312,12916075,7077888,73728,0,13,0,15173683,294912,28311674,294920,0.000000,0.000000,1515.598030,115.239048,31.575095,336.808698,0.000000,15.202148,11427675,7372800,166750809,189942062,7247757312,0,0,3623878656,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",313786368,353776849,314257617,0.000000,3623878656,0,1056964608,0,113246208,4985192448,257163264,0,0.000000,0,0.000000,0,0.000000,28311552,294912,0,336.799562,0,8.233668,0.000000,11.615879,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.804121,1.369870,0.998867,31.562484,288.571279,99.804121,1.369870,0.129812,0.090323,0.000000,0.000000,0.000000,0.000000,18.433948,288.571279,288.571279,31.562484,0.000000,63.632707,100.000000,100.000000,42.536762,0.000000,31.562484,0.000000,0.000000,1.547696,4960.000000,34.383856,0.000000,0.000000,1.200000,1.930061,1.000000,1.000000,0,0,269746176,21692778,11239424,100352,0,1,0,26257371,401408,44957812,401408,0.000000,0.000000,1514.999217,121.835061,31.562565,288.571279,0.000000,753.000000,18051696,11640832,265574370,302653122,11509170176,0,0,5754585088,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",497745920,562359194,499738522,0.000000,5754585088,0,1669857280,0,179830784,7915765760,401408000,0,0.000000,0,0.000000,0,0.000000,44957696,401408,0,288.571279,0,8.232524,0.000000,11.960461,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.848081,1.368589,0.998863,31.570492,252.563934,99.848081,1.368589,0.129220,0.090395,0.000000,0.000000,0.000000,0.000000,17.784887,252.563934,252.563934,31.570492,0.000000,63.547342,100.000000,100.000000,45.368421,0.000000,31.570492,0.000000,0.000000,1.545438,5664.000000,34.334889,0.000000,0.000000,1.200000,1.964894,1.000000,1.000000,0,0,402653184,32965454,16777216,131072,0,1,0,37805035,524288,67108980,524304,0.000000,0.000000,1515.383606,124.065351,31.570546,252.571642,0.000000,505.000000,26885838,17301504,396806018,452253006,17179869184,0,0,8589934592,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",742391808,838323356,744999068,0.000000,8589934592,0,2483027968,0,268435456,11815354368,591396864,0,0.000000,0,0.000000,0,0.000000,67108864,524288,0,252.563934,0,8.235088,0.000000,12.078311,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.988759,1.366414,0.999182,31.698530,225.411772,99.988759,1.366414,0.128803,0.090452,0.000000,0.000000,0.000000,0.000000,18.149966,225.411772,225.411772,31.698530,0.000000,63.843346,100.000000,100.000000,43.593117,0.000000,31.698530,0.000000,0.000000,1.542413,6368.000000,34.268787,0.000000,0.000000,1.200000,1.844510,1.000000,1.000000,0,0,573308928,44061423,23887872,165888,0,4,0,54710935,663552,95551560,663553,0.000000,0.000000,1521.529462,116.936524,31.698554,225.412111,0.000000,1.390625,38322083,24551424,564804411,640381097,24461180928,0,0,12230590464,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1056374784,1192439543,1059728119,0.000000,12230590464,0,3524788224,0,382205952,16822370304,833421312,0,0.000000,0,0.000000,0,0.000000,95551488,663552,0,225.411772,0,8.238756,0.000000,12.128122,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.988139,1.364586,0.999286,31.696853,202.859858,99.988139,1.364586,0.128324,0.090498,0.000000,0.000000,0.000000,0.000000,17.078390,202.859858,202.859858,31.696853,0.000000,63.754384,100.000000,100.000000,43.491238,0.000000,31.696853,0.000000,0.000000,1.539696,7072.000000,34.208742,0.000000,0.000000,1.200000,1.880573,1.000000,1.000000,0,0,786432000,61622624,32768000,204800,0,5,0,70622115,819200,131072072,819201,0.000000,0.000000,1521.448937,119.216507,31.696870,202.860106,0.000000,1.267578,52636149,33587200,770042607,876648855,33554432000,0,0,16777216000,0,0,0,0,0,"High (9)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1448345600,1634203807,1452340383,0.000000,16777216000,0,4823449600,0,524288000,23075225600,1133772800,0,0.000000,0,0.000000,0,0.000000,131072000,819200,0,202.859858,0,8.231819,0.000000,12.185899,0.000000
