256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,98.787702,2.111662,0.953042,189.474392,734.930975,98.787702,2.111662,0.168786,0.000000,0.000000,0.000000,0.000000,0.000000,735.558968,734.930975,734.930975,229.665930,0.000000,0.000000,82.500000,100.000000,99.687500,0.000000,229.665930,0.000000,0.000000,2.468081,2973.000000,54.535483,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1048576,2048,0,1,0,8199,8192,2621540,8476,0.000000,0.000000,0.000000,0.000000,229.674691,760.409539,0.000000,91.866211,292735,540672,1053447,1050624,33554432,0,0,16777216,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",6088704,7116392,6289839,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,0,0.000000,2621440,8192,0,734.930975,0,2.993789,0.000000,9.056718,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.724262,2.098277,0.987655,190.843156,370.120059,99.724262,2.098277,0.165995,0.000000,0.000000,0.000000,0.000000,0.000000,6.144825,373.870055,370.120059,231.325037,0.000000,0.000000,82.500000,100.000000,97.343750,0.000000,231.325037,0.000000,0.000000,2.446580,5917.000000,54.187118,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,8388608,8192,0,0,0,557079,33100,20971626,32769,0.000000,0.000000,0.000000,0.000000,231.326206,370.131354,0.000000,0.000000,2225987,4259840,8442721,8396800,268435456,0,0,134217728,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Idle (0)","Mid (4)","Max (10)","Low (1)","Idle (0)",48472064,56518172,50070817,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,0,0.000000,20971520,32768,0,370.120059,0,3.017733,0.000000,8.716102,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.602320,2.110208,0.992939,191.948828,248.176263,99.602320,2.110208,0.161142,0.000000,0.000000,0.000000,0.000000,0.000000,6.301561,248.176263,248.176263,232.665247,0.000000,0.000000,82.500000,100.000000,97.291667,0.000000,232.665247,0.000000,0.000051,2.450251,8861.000000,54.267659,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,28311552,18432,0,0,0,1916992,73728,70779014,73732,0.000000,0.000000,0.000000,0.000000,232.665687,248.189727,0.000000,0.000000,7423010,14303232,28559050,28329984,905969664,0,0,452984832,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Idle (0)","Mid (4)","Max (10)","Low (1)","Idle (0)",163325952,189644545,168008368,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,0,0.000000,70778880,73764,0,248.297442,0,3.036142,0.000000,8.432592,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.321928,2.129134,0.994671,194.275335,188.388203,99.321928,2.129134,0.160555,0.000000,0.000000,0.000000,0.000000,0.000000,6.263233,188.422698,188.388203,235.485254,0.000000,0.000000,82.500000,100.000000,97.339463,0.000000,235.485254,0.000000,0.000000,2.470977,11805.000000,54.737915,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,67108864,32768,0,13,0,4462259,131096,167772266,131073,0.000000,0.000000,0.000000,0.000000,235.485403,188.389640,0.000000,19.132812,17461434,33816576,67747034,67141632,2147483648,0,0,1073741824,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",386826240,448933050,397796693,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,0,0.000000,167772160,131072,0,188.388203,0,3.057249,0.000000,8.375593,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.779162,2.100282,0.995091,193.128014,149.820519,99.779162,2.100282,0.163901,0.000000,0.000000,0.000000,0.000000,0.000000,6.385003,149.820519,149.820519,234.094562,0.000000,0.000000,82.500000,100.000000,97.281608,0.000000,234.094562,0.000000,0.000000,2.444520,14749.000000,54.173476,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,131072000,51200,0,5,0,8937575,204800,327680066,204805,0.000000,0.000000,0.000000,0.000000,234.094609,149.824177,0.000000,3.745117,34111076,65945600,132147022,131123200,4194304000,0,0,2097152000,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",755148800,878918517,779115263,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,0,0.000000,327680000,204800,0,149.820519,0,3.031192,0.000000,8.614768,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.756047,2.062197,0.996306,190.114636,122.902390,99.756047,2.062197,0.160236,0.000000,0.000000,0.000000,0.000000,0.000000,6.477980,122.902390,122.902390,230.441983,0.000000,0.000000,82.500000,100.000000,97.198622,0.000000,230.441983,0.000000,0.000000,2.392635,17693.000000,53.003982,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,226492416,73728,0,1,0,15917383,294912,566231110,294922,0.000000,0.000000,0.000000,0.000000,230.442011,122.906558,0.000000,436.000000,58897957,113836032,230329588,226566144,7247757312,0,0,3623878656,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",1304469504,1513492140,1341134385,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,0,0.000000,566231040,294912,0,122.902390,0,2.976513,0.000000,8.217554,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.791695,2.102184,0.996721,192.847690,106.859325,99.791695,2.102184,0.161449,0.000000,0.000000,0.000000,0.000000,0.000000,6.476061,106.859325,106.859325,233.754776,0.000000,0.000000,82.500000,100.000000,97.191286,0.000000,233.754776,0.000000,0.000000,2.441580,20637.000000,54.102863,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,359661568,100352,0,0,0,24910615,401408,899154080,401413,0.000000,0.000000,0.000000,0.000000,233.754818,106.860657,0.000000,0.000000,93187590,180633600,362951070,359761920,11509170176,0,0,5754585088,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Idle (0)","Mid (4)","Max (10)","Low (1)","Idle (0)",2070964224,2405319221,2131974652,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,0,0.000000,899153920,401408,0,106.859325,0,3.036025,0.000000,8.414457,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.799985,2.116194,0.994968,194.748091,94.423317,99.799985,2.116194,0.163832,0.000000,0.000000,0.000000,0.000000,0.000000,6.794460,94.423317,94.423317,236.058292,0.000000,0.000000,82.500000,100.000000,97.146661,0.000000,236.058292,0.000000,0.000000,2.462895,23581.000000,54.589593,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,536870912,131072,0,13,0,38631855,524288,1342177384,524292,0.000000,0.000000,0.000000,0.000000,236.058311,94.424037,0.000000,2.397461,139081683,269484032,540561860,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",3090808832,3597183315,3189235182,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,0,0.000000,1342177280,524288,0,94.423317,0,3.057049,0.000000,8.640114,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.901031,2.120433,0.998289,196.128987,84.526970,99.901031,2.120433,0.158569,0.000000,0.000000,0.000000,0.000000,0.000000,6.864444,84.526970,84.526970,237.732105,0.000000,0.000000,82.500000,100.000000,97.033377,0.000000,237.732105,0.000000,0.000000,2.456668,26525.000000,54.428642,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,764411904,165888,0,5,0,55180415,663552,1911029830,663565,0.000000,0.000000,0.000000,0.000000,237.732114,84.528626,0.000000,667.000000,197344140,383533056,772752950,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",4400179200,5097911412,4517866307,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,0,0.000000,1911029760,663552,0,84.526970,0,3.066693,0.000000,8.214253,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.852393,2.108784,0.997246,194.273126,75.354424,99.852393,2.108784,0.163339,0.000000,0.000000,0.000000,0.000000,0.000000,7.206369,75.354424,75.354424,235.482577,0.000000,0.000000,82.500000,100.000000,96.898026,0.000000,235.482577,0.000000,0.000000,2.453231,29469.000000,54.378497,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1048576000,204800,0,16,0,80222771,819200,2621440102,819202,0.000000,0.000000,0.000000,0.000000,235.482586,75.354608,0.000000,1.506836,271074954,525926400,1058157008,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",6035251200,7021043043,6225157604,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,0,0.000000,2621440000,819200,0,75.354424,0,3.048695,0.000000,8.459416,0.000000
