2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.911287,2.107675,0.997560,194.089045,68.439112,99.911287,2.107675,0.163116,0.000000,0.000000,0.000000,0.000000,0.000000,6.604723,68.439112,68.439112,235.259449,0.000000,0.000000,82.500000,100.000000,97.063630,0.000000,235.259449,0.000000,0.000000,2.451471,32413.000000,54.335941,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1395654656,247808,0,1,0,97954751,991232,3489136772,991232,0.000000,0.000000,0.000000,0.000000,235.259458,68.439112,0.000000,72.000000,360510255,699809792,1409666627,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",8032200704,9342384262,8282816916,0.000000,22330474496,0,"<OVERFLOW>",0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,0,0.000000,3489136640,991232,0,68.439112,0,3.049161,0.000000,8.601418,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.959148,2.079952,0.998242,191.398945,61.866325,99.959148,2.079952,0.161068,0.000000,0.000000,0.000000,0.000000,0.000000,7.633759,61.866325,61.866325,231.998721,0.000000,0.000000,82.500000,100.000000,96.815315,0.000000,231.998721,0.000000,0.000000,2.414965,35357.000000,53.518178,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1811939328,294912,0,4,0,149051552,1179648,4529848578,1179653,0.000000,0.000000,0.000000,0.000000,231.998734,61.866588,0.000000,219.000000,467970422,908328960,1839138035,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",10427203584,12106687549,10731881397,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,0,0.000000,4529848320,1179648,0,61.866325,0,3.010720,0.000000,8.254940,0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.954996,2.105500,0.998030,192.970453,57.576265,99.954996,2.105500,0.164045,0.000000,0.000000,0.000000,0.000000,0.000000,6.767920,57.576348,57.576265,233.903580,0.000000,0.000000,82.500000,100.000000,97.104287,0.000000,233.903580,0.000000,0.000000,2.450898,38301.000000,54.330983,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,2303721472,346112,0,4,0,166643483,1384450,5759303750,1384458,0.000000,0.000000,0.000000,0.000000,233.903583,57.576681,0.000000,174.000000,595240953,1154629632,2322328124,2304067584,73719087104,0,0,36859543552,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",13256435712,15431093684,13682929190,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,0,0.000000,5759303680,1384448,0,57.576265,0,3.047767,0.000000,8.653003,0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.976623,2.108407,0.998894,193.304264,53.556159,99.976623,2.108407,0.162385,0.000000,0.000000,0.000000,0.000000,0.000000,7.771307,53.556159,53.556159,234.308199,0.000000,0.000000,82.500000,100.000000,96.795024,0.000000,234.308199,0.000000,0.000000,2.450781,41245.000000,54.324247,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,2877292544,401408,0,10,0,238578119,1605632,7193231664,1605641,0.000000,0.000000,0.000000,0.000000,234.308209,53.556459,0.000000,349.000000,741365380,1441857536,2916652666,2877693952,92073361408,0,0,46036680704,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",16556072960,19244536818,17063049705,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,0,0.000000,7193231360,1605632,0,53.556159,0,3.052800,0.000000,8.285609,0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.945006,2.098661,0.998652,192.175619,49.693897,99.945006,2.098661,0.162529,0.000000,0.000000,0.000000,0.000000,0.000000,8.069405,49.693897,49.693897,232.940144,0.000000,0.000000,82.500000,100.000000,96.526783,0.000000,232.940144,0.000000,0.000000,2.439754,44189.000000,54.080144,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,3538944000,460800,0,6,0,306486171,1843200,8847360070,1843207,0.000000,0.000000,0.000000,0.000000,232.940146,49.694085,0.000000,169.000000,912415946,1773158400,3586026964,3539404800,113246208000,0,0,56623104000,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",20362291200,23671756089,20988539377,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,0,0.000000,8847360000,1843200,0,49.693897,0,3.037870,0.000000,8.341542,0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.954053,2.139103,0.999204,196.052471,47.527871,99.954053,2.139103,0.163596,0.000000,0.000000,0.000000,0.000000,0.000000,8.643875,47.527871,47.527871,237.639358,0.000000,0.000000,82.500000,100.000000,96.381529,0.000000,237.639358,0.000000,0.000000,2.489051,47133.000000,55.186412,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,4294967296,524288,0,5,0,390561975,2097152,10737418342,2097156,0.000000,0.000000,0.000000,0.000000,237.639361,47.527962,0.000000,118.000000,1103685752,2151677952,4358628720,4295491584,137438953472,0,0,68719476736,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",24711266304,28753923368,25500893307,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,"<OVERFLOW>",34594619392,0,0.000000,0,0.000000,0,0.000000,10737418240,2097152,0,47.527871,0,3.096819,0.000000,8.181017,0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.971326,2.108831,0.999186,193.176351,44.075887,99.971326,2.108831,0.160270,0.000000,0.000000,0.000000,0.000000,0.000000,7.629260,44.075887,44.075887,234.153153,0.000000,0.000000,82.500000,100.000000,96.640458,0.000000,234.153153,0.000000,0.000000,2.446813,50077.000000,54.226719,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,5151653888,591872,0,1,0,419632452,2367488,12879134860,2367493,0.000000,0.000000,0.000000,0.000000,234.153156,44.075980,0.000000,19.000000,1325966766,2580561920,5230058299,5152245760,164852924416,0,0,82426462208,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",29639174144,34389442438,30485808840,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,"<OVERFLOW>",41478389760,0,0.000000,0,0.000000,0,0.000000,12879134720,2367488,0,44.075887,0,3.053630,0.000000,8.184595,0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.971957,2.083433,0.998911,190.727817,41.099596,99.971957,2.083433,0.163664,0.000000,0.000000,0.000000,0.000000,0.000000,8.217704,41.099596,41.099596,231.185233,0.000000,0.000000,82.500000,100.000000,96.440931,0.000000,231.185233,0.000000,0.000000,2.424416,53021.000000,53.746390,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,6115295232,663552,0,2,0,543435300,2654208,15288238184,2654217,0.000000,0.000000,0.000000,0.000000,231.185234,41.099736,0.000000,32.000000,1576504197,3062956032,6202517058,6115958784,195689447424,0,0,97844723712,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",35182190592,40940248409,36303850340,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,0,0.000000,15288238080,2654208,0,41.099596,0,3.016970,0.000000,8.356175,0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.979688,2.096355,"<OVERFLOW>",192.376558,39.273045,99.979688,2.096355,0.163400,0.000000,0.000000,0.000000,0.000000,0.000000,8.338965,39.273045,39.273045,233.183707,0.000000,0.000000,82.500000,100.000000,96.761821,0.000000,233.183707,0.000000,0.000000,2.438899,55965.000000,54.068583,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,7192182784,739328,0,4,0,643005491,2957312,17980457584,2957314,0.000000,0.000000,0.000000,0.000000,233.183715,39.273071,0.000000,55.000000,1853932572,3602006016,7264179792,7192922112,230149849088,0,0,115074924544,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",41376491520,48137409405,42686820786,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,0,0.000000,17980456960,2957312,0,39.273045,0,3.036005,0.000000,8.284007,0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.978681,2.097804,"<OVERFLOW>","<OVERFLOW>",37.239762,99.978681,2.097804,0.161152,0.000000,0.000000,0.000000,0.000000,0.000000,8.035029,37.239762,37.239762,232.748518,0.000000,0.000000,"<OVERFLOW>",100.000000,96.308854,0.000000,232.748518,0.000000,0.000000,2.435870,58909.000000,53.989303,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,8388608000,819200,0,9,0,723986435,3276800,20971520072,3276809,0.000000,0.000000,0.000000,0.000000,232.748519,37.239864,0.000000,107.000000,2159508323,4200857600,8527323706,8389427200,268435456000,0,0,134217728000,0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",48258252800,56035187478,49679181308,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,0,0.000000,20971520000,3276800,0,37.239762,0,3.038151,0.000000,"<OVERFLOW>",0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.971779,2.106184,"<OVERFLOW>","<OVERFLOW>",35.622838,99.971779,2.106184,0.163823,0.000000,0.000000,0.000000,0.000000,0.000000,8.005579,35.622838,35.622838,233.774879,0.000000,0.000000,"<OVERFLOW>",100.000000,96.440644,0.000000,233.774879,0.000000,0.000000,2.451225,61853.000000,54.344080,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,9710862336,903168,0,5,0,831366847,3612672,24277156654,3612677,0.000000,0.000000,0.000000,0.000000,233.774887,35.622888,0.000000,51.000000,2502713965,4862656512,9821315966,9711765504,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Low (1)","Mid (4)","Max (10)","Low (1)","Idle (0)",55863650304,65015378562,57656086678,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,0,0.000000,24277155840,3612672,0,35.622838,0,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.984791,2.113986,"<OVERFLOW>","<OVERFLOW>",34.131310,99.984791,2.113986,0.163718,0.000000,0.000000,0.000000,0.000000,0.000000,8.405107,34.131310,34.131310,234.652758,0.000000,0.000000,"<OVERFLOW>",100.000000,96.557504,0.000000,234.652758,0.000000,0.000000,2.460084,64797.000000,54.542105,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,11165237248,991232,0,0,0,999828548,3964928,27913093188,3964937,0.000000,0.000000,0.000000,0.000000,234.652758,34.131387,0.000000,0.000000,2873747703,5590548480,11338107593,11166228480,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"Low (2)","Mid (5)","Idle (0)","Low (1)","Idle (0)","Mid (4)","Max (10)","Low (1)","Idle (0)",64228859904,74744299854,66285719432,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,89353617408,"<OVERFLOW>",89765969920,0,0.000000,0,0.000000,0,0.000000,27913093120,3964928,0,34.131310,0,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",32.371533,"<OVERFLOW>","<OVERFLOW>",0.162689,0.000000,0.000000,0.000000,0.000000,0.000000,8.585670,32.371533,32.371533,232.670401,0.000000,0.000000,"<OVERFLOW>",100.000000,96.221714,0.000000,232.670401,0.000000,0.000000,"<OVERFLOW>",67741.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,12758024192,1083392,0,5,0,1176945828,4333568,31895061445,4333574,0.000000,0.000000,0.000000,0.000000,232.670409,32.371578,0.000000,39.000000,3282707993,6387679232,12977514670,12759107584,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",73390057472,85329832512,75665119307,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,102098862080,"<OVERFLOW>",102549553152,0,0.000000,0,0.000000,0,0.000000,31895060480,4333568,0,32.371533,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",30.490141,"<OVERFLOW>","<OVERFLOW>",0.163415,0.000000,0.000000,0.000000,0.000000,0.000000,8.997164,30.490141,30.490141,228.676063,0.000000,0.000000,"<OVERFLOW>",100.000000,96.081047,0.000000,228.676063,0.000000,0.000000,"<OVERFLOW>",70685.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,14495514624,1179648,0,9,0,1425799878,4718592,36238786636,4718596,0.000000,0.000000,0.000000,0.000000,228.676064,30.490167,0.000000,60.000000,3734647620,7257194496,14816136585,14496694272,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",83383418880,97009479369,86023609066,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,116001865728,"<OVERFLOW>",116492599296,0,0.000000,0,0.000000,0,0.000000,36238786560,4718592,0,30.490141,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",29.616817,"<OVERFLOW>","<OVERFLOW>",0.163027,0.000000,0.000000,0.000000,0.000000,0.000000,9.168988,29.616817,29.616817,231.381384,0.000000,0.000000,"<OVERFLOW>",100.000000,96.183677,0.000000,231.381384,0.000000,0.000000,"<OVERFLOW>",73629.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,16384000000,1280000,0,9,0,1623128643,5120000,40960000066,5120004,0.000000,0.000000,0.000000,0.000000,231.381384,29.616839,0.000000,54.000000,4217189308,8202240000,16706502114,16385280018,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",94245120000,109609650239,97196995288,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,131112960000,"<OVERFLOW>",131645440000,0,0.000000,0,0.000000,0,0.000000,40960000000,5120000,0,29.616817,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
