256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.868188,0.171075,0.993547,15.503703,60.135574,99.868188,0.171075,2.833308,0.000000,2.679785,0.000000,0.000000,0.000000,100.590549,432.217100,481.084595,124.029622,0.000000,0.000000,12.500000,12.500000,99.923197,0.000000,124.029622,0.000000,0.000000,0.655782,2973.000000,15.823630,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504,65536,0,1,0,13703,58879,17301642,65538,0.000000,0.000000,0.000000,0.000000,124.030612,481.099277,0.000000,7.516602,282828,540672,17887043,1114112,33554432,0,0,16777216,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",6088704,23339875,22527107,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,0,0.000000,17301504,65536,0,481.084595,0,0.245192,0.000000,5.693755,0.000000
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.935134,0.169980,0.995282,15.489535,30.040310,99.935134,0.169980,2.857322,0.000000,2.687680,0.000000,0.000000,0.000000,744.931493,208.488078,240.322483,123.916281,0.000000,0.000000,12.500000,12.500000,99.408111,0.000000,123.916281,0.000000,0.000000,0.655667,5917.000000,15.828670,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,138412032,262144,0,2,0,812572,227419,138412098,262217,0.000000,0.000000,0.000000,0.000000,123.916340,240.389407,0.000000,1.876953,2203353,4259840,143669306,8651734,268435456,0,0,134217728,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",48472064,186972348,180550314,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,0,0.000000,138412032,262144,0,240.322483,0,0.244981,0.000000,5.714913,0.000000
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.954090,0.170354,0.996544,15.549004,20.103762,99.954090,0.170354,2.846499,0.000000,2.690328,0.000000,0.000000,0.000000,540.094464,150.274586,160.830097,124.392029,0.000000,0.000000,12.500000,12.500000,99.575753,0.000000,124.392029,0.000000,0.000000,0.655267,8861.000000,15.818537,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,467140608,589824,0,1,0,1980728,551113,467140680,589833,0.000000,0.000000,0.000000,0.000000,124.392048,160.832551,0.000000,285.000000,7384469,14303232,482097074,28901376,905969664,0,0,452984832,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",163325952,628233151,606636511,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,0,0.000000,467140608,589824,0,160.830097,0,0.245969,0.000000,5.722661,0.000000
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.950205,0.170150,0.996929,15.542359,15.071378,99.950205,0.170150,2.851814,0.000000,2.691656,0.000000,0.000000,0.000000,653.893851,113.074776,120.571025,124.338870,0.000000,0.000000,12.500000,12.500000,99.501910,0.000000,124.338870,0.000000,0.000000,0.655387,11805.000000,15.822741,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,1107296256,1048576,0,5,0,5686751,983383,1107296356,1048581,0.000000,0.000000,0.000000,0.000000,124.338881,120.571600,0.000000,602.000000,17432718,33816576,1144412687,68158490,2147483648,0,0,1073741824,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",386826240,1489982658,1438881826,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,0,0.000000,1107296256,1048576,0,120.571025,0,0.245866,0.000000,5.729502,0.000000
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.946472,0.170401,0.997344,15.572467,12.080460,99.946472,0.170401,2.844968,0.000000,2.692454,0.000000,0.000000,0.000000,523.508132,93.379828,96.643677,124.579740,0.000000,0.000000,12.500000,12.500000,99.589717,0.000000,124.579740,0.000000,0.000000,0.655185,14749.000000,15.817090,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,2162688000,1638400,0,12,0,8875032,1583068,2162688104,1638406,0.000000,0.000000,0.000000,0.000000,124.579746,96.644031,0.000000,742.000000,33969169,65945600,2228466168,132710401,4194304000,0,0,2097152000,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",755148800,2903522767,2803806065,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,0,0.000000,2162688000,1638404,0,96.643912,0,0.246340,0.000000,5.733357,0.000000
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.930452,0.170191,0.997268,15.699921,10.149444,99.930452,0.170191,2.848900,0.000000,2.692986,0.000000,0.000000,0.000000,581.363540,77.390129,81.195551,125.599368,0.000000,0.000000,12.500000,12.500000,99.549644,0.000000,125.599368,0.000000,0.000000,0.655047,17693.000000,15.814822,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,3737124864,2359296,0,2,0,16892658,2248722,3737124930,2359305,0.000000,0.000000,0.000000,0.000000,125.599370,81.195860,0.000000,72.000000,58683043,113836032,3855632538,228851712,7247757312,0,0,3623878656,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",1304469504,5020772302,4848666335,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,0,0.000000,3737124864,2359296,0,81.195551,0,0.246078,0.000000,5.727060,0.000000
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.955497,0.170335,0.997664,15.577453,8.631661,99.955497,0.170335,2.845875,0.000000,2.693366,0.000000,0.000000,0.000000,520.495234,67.350845,69.053296,124.619621,0.000000,0.000000,12.500000,12.500000,99.592443,0.000000,124.619621,0.000000,0.000000,0.655086,20637.000000,15.815468,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,5934415872,3211264,0,8,0,24205182,3132093,5934415936,3211265,0.000000,0.000000,0.000000,0.000000,124.619622,69.053318,0.000000,180.000000,93052016,180633600,6112492588,362872832,11509170176,0,0,5754585088,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",2070964224,7964670049,7691507532,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,0,0.000000,5934415872,3211264,0,69.053296,0,0.246405,0.000000,5.737215,0.000000
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.973840,0.170105,"<OVERFLOW>",15.723655,7.623590,99.973840,0.170105,2.852007,0.000000,2.693652,0.000000,0.000000,0.000000,598.658333,59.325934,60.988724,125.789243,0.000000,0.000000,12.500000,12.500000,99.555424,0.000000,125.789243,0.000000,0.000000,0.655244,23581.000000,15.820040,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,8858370048,4194304,0,0,0,41170808,4079951,8858370118,4194310,0.000000,0.000000,0.000000,0.000000,125.789244,60.988811,0.000000,0.000000,138770105,269484032,9132155784,541065218,17179869184,0,0,8589934592,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Idle (0)","Mid (6)","Low (1)","Low (1)","Idle (0)",3090808832,11905818164,11498034709,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,0,0.000000,8858370048,4194304,0,60.988724,0,0.246161,0.000000,5.735263,0.000000
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.973807,0.170335,"<OVERFLOW>",15.768216,6.795729,99.973807,0.170335,2.845877,0.000000,2.693874,0.000000,0.000000,0.000000,531.661779,53.035043,54.365836,126.145731,0.000000,0.000000,12.500000,12.500000,99.585033,0.000000,126.145731,0.000000,0.000000,0.655087,26525.000000,15.815603,0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,12612796416,5308416,0,9,0,51912783,5178474,12612796548,5308417,0.000000,0.000000,0.000000,0.000000,126.145733,54.365847,0.000000,96.000000,197562978,383533056,12986491704,769720321,24461180928,0,0,12230590464,0,0,0,0,0,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",4400179200,16922550161,16342284771,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,0,0.000000,12612796416,5308416,0,54.365836,0,0.246528,0.000000,5.742763,0.000000
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15.697979,6.088913,"<OVERFLOW>","<OVERFLOW>",2.847416,0.000000,2.694051,0.000000,0.000000,0.000000,592.498833,47.027651,48.711304,125.583832,0.000000,0.000000,12.500000,12.500000,99.546204,0.000000,125.583832,0.000000,0.000000,"<OVERFLOW>",29469.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,16.500000,32.000000,0,0,0,0,17301504000,6553600,0,0,0,79714563,6327082,17301504138,6553600,0.000000,0.000000,0.000000,0.000000,125.583833,48.711304,0.000000,0.000000,271232860,525926400,17822974930,1055129604,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6035251200,23220121592,22424708933,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,0,0.000000,17301504000,6553600,0,48.711304,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
