2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,48573323,49059876,495616,495616,247808,247808,247808,247808,24285400,24529567,25810184,25521852,247808,247808,247808,247808,872284160,872284160,872284160,872284160,848028688,847761116,848075672,846220068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,872284210,872284176,872284180,872284180,247808,247808,247809,247808,3814165674,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,7224228835,1059513855,0,0,0,0,1395654656,247808,3811096645,243265174784,7744,360257758,0,0,0,0,0,0,0,1395654656,247808,0,0,0,0,0,0,0,0,1406417819,247808,0,0
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,72196895,73135771,589824,589824,294912,294912,294912,294912,36106425,36560362,36677307,35676691,294912,294912,294912,294912,1132462080,1132462080,1132462080,1132462080,1095960907,1095243633,1095564456,1097001057,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1132462096,1132462098,1132462098,1132462098,294912,294916,294913,294912,5010852828,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,9362771459,1374862043,0,0,0,0,1811939328,294912,5007485002,319939708722,9216,467413412,0,0,0,0,0,0,0,1811939328,294912,0,0,0,0,0,0,0,0,1837199942,294912,0,0
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,85288323,82296216,692224,692224,346112,346112,346112,346112,42643924,41149955,41822752,42984072,346112,346112,346112,346112,1439825920,1439825920,1439825920,1439825920,1398021612,1398796116,1398718284,1397775976,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1439825936,1439825936,1439825970,1439825936,346113,346112,346112,346116,6299518792,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,11935863067,1748095464,0,0,0,0,2303721472,346112,6296277162,402157876168,10816,594503871,0,0,0,0,0,0,0,2303721472,346112,0,0,0,0,0,0,0,0,2319010371,346112,0,0
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,114227003,121201772,802816,802816,401408,401408,401408,401408,57100440,60594315,57656336,58811384,401408,401408,401408,401408,1798307840,1798307840,1798307840,1798307840,1738688464,1738846988,1741566156,1736361115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1798307856,1798307888,1798307856,1798307860,401413,401412,401409,401413,7853664672,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,14861301368,2181462766,0,0,0,0,2877292544,401408,7850988811,501866152508,12544,740627391,0,0,0,0,0,0,0,2877292544,401408,0,0,0,0,0,0,0,0,2911792222,401408,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,152370423,157749880,921600,921600,460800,460800,460800,460800,76188912,78873539,78563484,75804715,460800,460800,460800,460800,2211840000,2211840000,2211840000,2211840000,2133319864,2135247084,2134464028,2132609853,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2211840016,2211840016,2211840016,2211840016,460800,460800,460804,460801,9705769950,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,18294497118,2683404888,0,0,0,0,3538944000,460800,9701636578,620086990372,14400,911412145,0,0,0,0,0,0,0,3538944000,460800,0,0,0,0,0,0,0,0,3580824915,460800,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,197271403,189834052,1048576,1048576,524288,524288,524288,524288,98603308,94914695,96270944,99587680,524288,524288,524288,524288,2684354560,2684354560,2684354560,2684354560,2582501328,2587285112,2581393188,2588540580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2684354576,2684354576,2684355140,2684354578,524289,524288,524288,524288,11549088938,0,0,"<OVERFLOW>",0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,22259335017,3252573366,0,0,0,0,4294967296,524288,11545464534,738379496582,16384,1102550753,0,0,0,0,0,0,0,4294967296,524288,0,0,0,0,0,0,0,0,4355967829,524288,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,215383976,192843022,1183744,1183744,591872,591872,591872,591872,107672956,96427537,104154296,104351342,591872,591872,591872,591872,3219783680,3219783680,3219783680,3219783680,3113456133,3112515110,3116695641,3115224232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3219783698,3219784092,3219783696,3219783700,591872,591876,591872,591873,14055604492,0,0,"<OVERFLOW>",0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,29639174144,26570673921,3903684063,0,0,0,0,5151653888,591872,14051863395,898534185400,18496,1324774731,0,0,0,0,0,0,0,5151653888,591872,0,0,0,0,0,0,0,0,5226236493,591872,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,264843743,265454412,1327104,1327104,663552,663552,663552,663552,132435060,132737859,130239500,125610722,663552,663552,663552,663552,3822059520,3822059520,3822059520,3822059520,3690092024,3684441628,3690823440,3686474800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3822060027,3822059538,3822059572,3822059536,663552,663553,663552,663553,16889208612,0,0,"<OVERFLOW>",0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,35182190592,31694624669,4636927512,0,0,0,0,6115295232,663552,16886911901,1079470508844,20736,1575794761,0,0,0,0,0,0,0,6115295232,663552,0,0,0,0,0,0,0,0,6186186485,663552,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,282446687,283062308,1478656,1478656,739328,739328,739328,739328,141224964,141530667,141277148,134674384,739328,739328,739328,739328,4495114240,4495114240,4495114240,4495114240,4354501168,4351656320,4361204432,4359362108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4495114258,4495114256,4495114256,4495114256,739332,739328,739332,739328,19698004484,0,0,"<OVERFLOW>",0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,41376491520,37226295156,5452709308,0,0,0,0,7192182784,739328,19691566580,"<OVERFLOW>",23104,1852735620,0,0,0,0,0,0,0,7192182784,739328,0,0,0,0,0,0,0,0,7258470981,739328,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,391047771,370746734,1638400,1638400,819200,819200,819200,819200,195638153,185311531,182030592,197648390,819200,819200,819200,819200,5242880000,5242880000,5242880000,5242880000,5053933760,5066694524,5055861633,5047197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5242880016,5242880020,5242880018,5242880016,819200,819200,819204,819200,23026099220,0,0,"<OVERFLOW>",0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,48258252800,43405305032,6355827673,0,0,0,0,8388608000,819200,23018733926,"<OVERFLOW>",25600,2157511802,0,0,0,0,0,0,0,8388608000,819200,0,0,0,0,0,0,0,0,8519902017,819200,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,415488859,452023788,1806336,1806336,903168,903168,903168,903168,207744496,226011615,215598204,216187344,903168,903168,903168,903168,6069288960,6069288960,6069288960,6069288960,5860005724,5855531644,5860232028,5857858772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6069288978,6069288980,6069288980,6069288980,903168,903168,903168,903172,26526697450,0,0,"<OVERFLOW>",0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,55863650304,50312130548,7359249906,0,0,0,0,9710862336,903168,26522085203,"<OVERFLOW>",28224,2498849986,0,0,0,0,0,0,0,9710862336,903168,0,0,0,0,0,0,0,0,9822102844,903168,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,527022051,470662256,1982464,1982464,991232,991232,991232,991232,263586924,235332358,254239892,243754744,991232,991232,991232,991232,6978273280,6978273280,6978273280,6978273280,6736916852,6718183703,6749334152,6734169948,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,6978273328,6978273296,6978273296,6978273296,991232,991232,991236,991232,30395913616,0,0,"<OVERFLOW>",0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,64228859904,57815064719,8459164008,0,0,0,0,11165237248,991232,30393306234,"<OVERFLOW>",30976,2872272749,0,0,0,0,0,0,0,11165237248,991232,0,0,0,0,0,0,0,0,11275949955,991232,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,580794475,609535736,2166784,2166784,1083392,1083392,1083392,1083392,290362736,304803531,284883742,292269368,1083392,1083392,1083392,1083392,7973765120,7973765120,7973765120,7973765120,7668902076,7666743256,7684149352,7686054952,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7973765140,7973765136,7973765136,7973765168,1083393,1083392,1083396,1083396,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,73390057472,65967042347,9665115034,0,0,0,0,12758024192,1083392,"<OVERFLOW>","<OVERFLOW>",33856,3280650503,0,0,0,0,0,0,0,12758024192,1083392,0,0,0,0,0,0,0,0,12958019721,1083392,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,727444032,698522759,2359296,2359296,1179648,1179648,1179648,1179648,363775128,349197303,358229757,359360904,1179648,1179648,1179648,1179648,9059696640,9059696640,9059696640,9059696640,8705003392,8700581156,8703603274,8699887648,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,9059696656,9059696660,9059696658,9059696658,1179649,1179648,1179648,1179652,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,83383418880,75032586487,10985953116,0,0,0,0,14495514624,1179648,"<OVERFLOW>","<OVERFLOW>",36864,3732326048,0,0,0,0,0,0,0,14495514624,1179648,0,0,0,0,0,0,0,0,14793808858,1179648,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,807307247,811497668,2560000,2560000,1280000,1280000,1280000,1280000,403630864,405782635,401244156,377861640,1280000,1280000,1280000,1280000,10240000000,10240000000,10240000000,10240000000,9853943452,9854985320,9846335044,9841726648,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10240000016,10240000048,10240000020,10240000018,1280000,1280000,1280000,1280004,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,94245120000,84713844566,12413191089,0,0,0,0,16384000000,1280000,"<OVERFLOW>","<OVERFLOW>",40000,4214404545,0,0,0,0,0,0,0,16384000000,1280000,0,0,0,0,0,0,0,0,16687932235,1280000,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,909015809,916676172,2768896,2768896,1384448,1384448,1384448,1384448,454654696,458064471,434674012,428548168,1384448,1384448,1384448,1384448,11518607360,11518607360,11518607360,11518607360,11058140460,11033343380,11068491504,11058616616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,11518607408,11518607376,11518607380,11518607378,1384448,1384448,1384449,1384448,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,106011336704,95330735624,13958683487,0,0,0,0,18429771776,1384448,"<OVERFLOW>","<OVERFLOW>",43264,4737574916,0,0,0,0,0,0,0,18429771776,1384448,0,0,0,0,0,0,0,0,18702766979,1384448,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,917133827,905230422,2985956,2985984,1492972,1492992,1492992,1492992,458551661,452613367,455151076,452434616,1492992,1492992,1492992,1492992,12899450880,12899450880,12899450880,12899450880,12445543795,12476997987,12431027340,12410756662,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,12899450896,12899450898,12899450930,12899450896,1492992,1492992,1492992,1492992,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,118718244864,106939557955,15637681013,0,0,0,0,20639121408,1492992,"<OVERFLOW>","<OVERFLOW>",46656,5311835020,0,0,0,0,0,0,0,20639121408,1492992,0,0,0,0,0,0,0,0,20843422647,1492992,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1059668928,1105313278,3211264,3211264,1605632,1605632,1605632,1605632,530055814,552429617,558142854,532231881,1605632,1605632,1605632,1605632,14386462720,14386462720,14386462720,14386462720,13801167092,13854961587,13814231598,13835747322,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,14386462738,14386462736,14386462738,14386462736,1605632,1605636,1605632,1605636,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,132402020352,119093136604,17425656273,0,0,0,0,23018340352,1605632,"<OVERFLOW>","<OVERFLOW>",50176,5908220034,0,0,0,0,0,0,0,23018340352,1605632,0,0,0,0,0,0,0,0,23389028083,1605632,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1112342811,1180019668,3444736,3444736,1722368,1722368,1722368,1722368,556182064,589991835,582261408,566198012,1722368,1722368,1722368,1722368,15983575040,15983575040,15983575040,15983575040,15423192532,15397117144,15402469040,15425576372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15983575056,15983575060,15983575060,15983575090,1722368,1722368,1722369,1722372,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,"<OVERFLOW>",132484459556,19375078681,0,0,0,0,25573720064,1722368,"<OVERFLOW>","<OVERFLOW>",53824,6578176465,0,0,0,0,0,0,0,25573720064,1722368,0,0,0,0,0,0,0,0,25891006087,1722368,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1457603234,1470836764,3686400,3686400,1843200,1843200,1843200,1843200,728933259,735303665,722196092,736637340,1843200,1843200,1843200,1843200,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16960325896,16963203619,16964719684,16955143582,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1843204,1843200,1843200,1843200,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,"<OVERFLOW>","<OVERFLOW>",21454096605,0,0,0,0,28311552000,1843200,"<OVERFLOW>","<OVERFLOW>",57600,7289165710,0,0,0,0,0,0,0,28311552000,1843200,0,0,0,0,0,0,0,0,28984533009,1843200,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1607747340,1548561101,3936256,3936256,1968128,1968128,1968128,1968128,804208801,773860815,787992980,785675802,1968128,1968128,1968128,1968128,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1968128,1968128,1968128,1968128,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,1968128,62980096,"<OVERFLOW>","<OVERFLOW>",23654507083,0,0,0,0,31238127616,1968128,"<OVERFLOW>","<OVERFLOW>",61504,8025561704,0,0,0,0,0,0,0,31238127616,1968128,0,0,0,0,0,0,0,0,31819706439,1968128,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1687921411,1767033424,4194304,4194304,2097152,2097152,2097152,2097152,844072664,883410195,796208088,866378620,2097152,2097152,2097152,2097152,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2097152,2097152,2097157,2097157,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,2097152,67108864,"<OVERFLOW>","<OVERFLOW>",25993601183,0,0,0,0,34359738368,2097152,"<OVERFLOW>","<OVERFLOW>",65536,8803770315,0,0,0,0,0,0,0,"<OVERFLOW>",2097152,0,0,0,0,0,0,0,0,"<OVERFLOW>",2097152,0,0
