256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4103,4096,4096,4096,2048,2048,2048,2048,2052,2051,2048,2052,2048,2048,2048,2048,655360,655360,655360,655360,653304,653312,653312,653312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,655419,655378,655376,655380,2048,2049,2052,2048,2925528,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,5461176,822699,0,0,0,0,1048576,2048,2891241,177337388,64,289256,0,0,0,0,0,0,0,1048576,2048,0,0,0,0,0,0,0,0,1050716,2048,0,0
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,278572,278528,16384,16384,8192,8192,8192,8192,139285,139267,139264,139264,8192,8192,8356,8192,5242880,5242880,5242880,5242880,5103616,5103616,5103616,5103616,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,5242896,5242896,5242898,5242898,8192,8192,8193,8197,23169152,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,43605193,6442853,0,0,0,0,8388608,8192,23092733,1459928788,256,2204973,0,0,0,0,0,0,0,8388608,8192,0,0,0,0,0,0,0,0,8424194,8192,0,0
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,958471,958464,36864,36864,18432,18432,18432,18432,479236,479235,479232,479240,18432,18432,18432,18480,17694720,17694720,17694720,17694720,17215488,17215488,17215488,17215488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17694736,17694736,17694736,17694740,18432,18432,18432,18432,77632128,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,146389189,21636433,0,0,0,0,28311552,18432,77405696,4919914480,576,7391252,0,0,0,0,0,0,0,28311552,18432,0,0,0,0,0,0,0,0,28503786,18432,0,0
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2228235,2291720,65536,65536,32768,32768,32768,32768,1114116,1145899,1132828,1137444,32768,32768,32768,32768,41943040,41943040,41943040,41943040,40802508,40805684,40821920,40810860,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,41943056,41943056,41943058,41943088,32768,32768,32769,32772,181381592,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,346716408,51153590,0,0,0,0,67108864,32768,180916173,11530920884,1024,17408170,0,0,0,0,0,0,0,67108864,32768,0,0,0,0,0,0,0,0,67628689,32768,0,0
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4465023,4464640,102400,102400,51200,51200,51200,51200,2232464,2232523,2237328,2231140,51200,51200,51200,51200,81920000,81920000,81920000,81920000,79708920,79693744,79685548,79678104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81920016,81920020,81920020,81920016,51201,51200,51204,51201,360262216,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,679359502,99810152,0,0,0,0,131072000,51200,359453789,22890814416,1600,34015137,0,0,0,0,0,0,0,131072000,51200,0,0,0,0,0,0,0,0,131841772,51200,0,0
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8152255,7959460,147456,147456,73728,73728,73728,73728,4075156,3981595,3939388,4005028,73728,73728,73728,73728,141557760,141557760,141557760,141557760,137588340,137626492,137563100,137580628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,141557780,141557778,141557780,141557780,73729,73728,73728,73732,633943884,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1168325498,172403529,0,0,0,0,226492416,73728,632061518,40297623704,2304,58757127,0,0,0,0,0,0,0,226492416,73728,0,0,0,0,0,0,0,0,230048899,73728,0,0
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,12675555,12444104,200704,200704,100352,100352,100352,100352,6338376,6221979,6212480,6246584,100352,100352,100352,100352,224788480,224788480,224788480,224788480,218471300,218524968,218587136,218238692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,224788498,224788496,224788496,224788500,100356,100352,100352,100352,987082782,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,1860382417,273345010,0,0,0,0,359661568,100352,985278825,62867668646,3136,93016214,0,0,0,0,0,0,0,359661568,100352,0,0,0,0,0,0,0,0,362488809,100352,0,0
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,19463419,19438976,262144,262144,131072,131072,131072,131072,9731116,9719239,9726968,9727916,131072,131072,131072,131072,335544320,335544320,335544320,335544320,326055888,325959236,326041604,326014560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,335544447,335544340,335544340,335544340,131072,131076,131073,131072,1461559736,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,2781154895,407941883,0,0,0,0,536870912,131072,1457726182,92869837948,4096,138851795,0,0,0,0,0,0,0,536870912,131072,0,0,0,0,0,0,0,0,539457636,131072,0,0
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,27289363,27756008,331776,331776,165888,165888,165888,165888,13644160,13879639,14173728,13772356,165888,165888,165888,165888,477757440,477757440,477757440,477757440,463745056,463740820,464036632,464160984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,477757456,477757458,477757460,477757456,165889,165888,165888,165892,2074602918,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,3936479057,580057341,0,0,0,0,764411904,165888,2072454626,132371901580,5184,196991233,0,0,0,0,0,0,0,764411904,165888,0,0,0,0,0,0,0,0,771537542,165888,0,0
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,41626547,40322728,409600,409600,204800,204800,204800,204800,20825124,20157555,19809156,20480784,204800,204800,204800,204800,655360000,655360000,655360000,655360000,635317372,634761920,634286104,634827828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,655360048,655360016,655360016,655360020,204800,204800,204800,204801,2858755048,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,5426075216,795826193,0,0,0,0,1048576000,204800,2856916355,182371806012,6400,270609310,0,0,0,0,0,0,0,1048576000,204800,0,0,0,0,0,0,0,0,1056659278,204800,0,0
