256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8003,6876,13813,13626,6843,6799,7306,7939,4016,3407,3344,3268,16384,16384,16384,16384,262144,262144,262144,262144,258776,258728,258872,258756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,262160,262160,262164,262160,16384,16384,16384,16384,5859986,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1507328,4685174,197847,655360,32768,0,0,32768,2048,5827280,369396932,64,18432,0,0,0,0,0,0,0,1048576,65536,1966080,491520,1015808,63488,0,0,2621440,524288,1068501,65749,0,0
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,277909,277759,55428,57467,27893,28832,28033,24352,138968,138881,138759,138988,65536,65536,65536,65536,2097152,2097152,2097152,2097152,1958275,1958215,1958399,1958373,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2097168,2097172,2097170,2097168,65536,65536,65540,65540,46177988,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,11796480,37398979,1510148,5242880,262144,0,0,262144,8192,46003823,2928915234,256,139264,0,0,0,0,0,0,0,8388608,262144,15728640,3932160,8126464,253952,0,0,20971520,4194308,8802271,262144,0,0
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,958471,958476,137401,127141,68967,64562,68327,66021,479236,479251,479232,479232,147456,147456,147456,147456,7077888,7077888,7077888,7077888,6598636,6598656,6598656,6598656,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,7077906,7077906,7077908,7077904,147456,147460,147457,147456,154565694,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,18432,589824,39518208,125606287,5018286,17694720,884736,0,0,884736,18432,154238379,9843658680,576,460800,0,0,0,0,0,0,0,28311552,589824,53084160,13271040,27426816,571392,0,0,70778880,14155781,29621628,590667,0,0
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2388432,2362698,221634,223039,110954,111207,112029,112039,1192892,1181677,1196116,1195325,262144,262144,262144,262144,16777216,16777216,16777216,16777216,15583104,15590758,15537234,15595857,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,16777234,16777232,16777236,16777234,262145,262144,262148,262144,368753706,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,93323264,297205913,11808550,41943040,2097152,0,0,2097152,32768,366732620,23426048828,1024,1081344,0,0,0,0,0,0,0,67108864,1048576,125829120,31457280,65011712,1015808,0,0,167772160,33554472,70082441,1048576,0,0
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4404359,4621560,397234,388173,197968,195117,193038,192594,2202284,2310647,2441140,2279844,409600,409600,409600,409600,32768000,32768000,32768000,32768000,30564552,30564284,30523708,30543756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,32768016,32768020,32768018,32768016,409604,409601,409600,409600,712832322,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,181862400,579605165,22958019,81920000,4096000,0,0,4096000,51200,712284757,45519559626,1600,2099200,0,0,0,0,0,0,0,131072000,1638400,245760000,61440000,126976000,1587200,0,0,327680000,65536114,136586580,1638774,0,0
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8481926,8719405,480441,461564,242542,236883,245162,239494,4238322,4380507,3857580,4162221,589824,589824,589824,589824,56623104,56623104,56623104,56623104,52527356,52287335,52242733,52392148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,56623122,56623124,56623120,56623120,589828,589828,589824,589824,1233964918,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,313786368,1002517306,39547903,141557760,7077888,0,0,7077888,73728,1232430979,78784009778,2304,3612672,0,0,0,0,0,0,0,226492416,2359296,424673280,106168320,219414528,2285568,0,0,566231040,113246413,237618241,2381969,0,0
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,12046155,12043124,794903,796632,397657,400651,396754,397014,6023260,6021495,6048836,6021144,802816,802816,802816,802816,89915392,89915392,89915392,89915392,83892640,83893908,83890520,83892076,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,89915408,89915410,89915410,89915410,802820,802816,802817,802820,1952500554,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,497745920,1587894822,62664826,224788480,11239424,0,0,11239424,100352,1951884827,124798348880,3136,5720064,0,0,0,0,0,0,0,359661568,3211264,674365440,168591360,348422144,3110912,0,0,899153920,179830984,374513643,3211269,0,0
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,23856766,20632648,823993,876410,414897,436163,414608,405556,11909109,10319139,11723269,12362378,1048576,1048576,1048576,1048576,134217728,134217728,134217728,134217728,122289963,122812841,122413156,121866046,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,134217746,134217746,134217748,134217748,1048576,1048576,1048581,1048580,2923714946,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,742391808,2372740553,93396916,335544320,16777216,0,0,16777216,131072,2918826601,186608965508,4096,8519680,0,0,0,0,0,0,0,536870912,4194304,1006632960,251658240,520093696,4063232,0,0,1342177280,268435736,560902736,4194306,0,0
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,30761955,27800812,1212922,1233558,606459,620593,611150,607525,15383700,13898183,14272668,14670424,1327104,1327104,1327104,1327104,191102976,191102976,191102976,191102976,175862580,176582940,176726148,176579676,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,191102992,191102994,191103044,191102994,1327105,1327105,1327108,1327104,4156573936,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1056374784,3375086774,132806941,477757440,23887872,0,0,23887872,165888,4149901403,265384261752,5184,12109824,0,0,0,0,0,0,0,764411904,5308416,1433272320,358318080,740524032,5142528,0,0,1911029760,382206440,799076324,5308444,0,0
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,47970788,44760803,1232573,1283282,618170,637521,633159,625457,23958616,22393974,23002321,23510467,1638400,1638400,1638400,1638400,262144000,262144000,262144000,262144000,238848607,241584444,238880118,239720708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,262144016,262144020,262144018,262144018,1638400,1638400,1638400,1638401,5701115194,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1448345600,4634339997,181993166,655360000,32768000,0,0,32768000,204800,5696598262,364291857390,6400,16588800,0,0,0,0,0,0,0,1048576000,6553600,1966080000,491520000,1015808000,6348800,0,0,2621440000,524288508,1098208092,6554126,0,0
2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,55628291,49882240,1900541,1932825,950255,965618,957088,964594,27813108,24940519,26410212,25245820,1982464,1982464,1982464,1982464,348913664,348913664,348913664,348913664,323671580,323863416,324873444,324478452,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,348913680,348913684,348913730,348913804,1982465,1982468,1982468,1982464,7578657732,0,0,1395654656,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,1926955008,6156893743,242032014,872284160,43614208,0,0,43614208,247808,7571319160,484210542840,7744,22054912,0,0,0,0,0,0,0,1395654656,7929856,2616852480,654213120,1352040448,7682048,0,0,3489136640,697828259,1453517976,7929861,0,0
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,77689116,78754466,1809950,1788508,904540,895300,880992,897541,38792784,39563979,40338359,38572997,2359296,2359296,2359296,2359296,452984832,452984832,452984832,452984832,412782924,414587069,409575306,413070377,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,452984850,452984848,452984848,452984848,2359296,2359296,2359296,2359300,9847894294,0,0,1811939328,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,2500853760,8004676471,314007106,1132462080,56623104,0,0,56623104,294912,9842701165,629579377598,9216,28606464,0,0,0,0,0,0,0,1811939328,9437184,3397386240,849346560,1755316224,9142272,0,0,4529848320,905971033,1903673175,9459633,0,0
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,91982904,92905120,2623357,2594636,1311315,1296806,1311219,1310594,45992429,46449519,47332936,46299460,2768896,2768896,2768896,2768896,575930368,575930368,575930368,575930368,531251120,531815384,526838008,525981020,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,575930384,575930386,575930386,575930384,2768897,2768896,2768896,2768897,12505557896,0,0,2303721472,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,3178692608,10164642393,399004783,1439825920,71991296,0,0,71991296,346112,12498505960,799490858042,10816,36341760,0,0,0,0,0,0,0,2303721472,11075584,4319477760,1079869440,2231730176,10729472,0,0,5759303680,1151862496,2408431703,11075590,0,0
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,126195331,123943386,2560832,2559763,1280636,1281242,1263385,1234877,63076694,62000252,65593250,67625062,3211264,3211264,3211264,3211264,719323136,719323136,719323136,719323136,652587534,654750575,657273270,650724214,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,719323156,719323154,719323152,719323154,3211264,3211269,3211268,3211265,15619739420,0,0,2877292544,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,3969122304,12703340704,498097310,1798307840,89915392,0,0,89915392,401408,15615397500,998894109422,12544,45359104,0,0,0,0,0,0,0,2877292544,12845056,5394923520,1348730880,2787377152,12443648,0,0,7193231360,1438648596,3018273522,12845423,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,144950779,143659671,3293590,3264382,1650890,1645090,1633478,1593139,72457289,71905936,71463190,80191531,3686400,3686400,3686400,3686400,884736000,884736000,884736000,884736000,808361665,812545830,809707935,814973340,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,884736018,884736018,884736016,884736016,3686400,3686400,3686400,3686401,19205458708,0,0,3538944000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,4880793600,15623036152,612375024,2211840000,110592000,0,0,110592000,460800,19200077552,"<OVERFLOW>",14400,55756800,0,0,0,0,0,0,0,3538944000,14745600,6635520000,1658880000,3428352000,14284800,0,0,8847360000,1769474258,3706851455,14745704,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,225157489,208036412,3029339,3159629,1516394,1572185,1574276,1580799,112543312,104047812,104747725,104196927,4194304,4194304,4194304,4194304,1073741824,1073741824,1073741824,1073741824,967335450,962496525,964717397,967412648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1073741840,1073741840,1073741844,1073741844,4194304,4194304,4194305,4194304,23321592384,0,0,4294967296,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,5922357248,18957151645,742913930,2684354560,134217728,0,0,134217728,524288,23315598164,"<OVERFLOW>",16384,67633152,0,0,0,0,0,0,0,4294967296,16777216,8053063680,2013265920,4160749568,16252928,0,0,10737418240,2147486391,4500948427,16777223,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,247462824,229026565,4319757,4399765,2157592,2198058,2191104,2203337,123715276,114478483,115939167,113275746,4734976,4734976,4734976,4734976,1287913472,1287913472,1287913472,1287913472,1165305758,1171961069,1172892238,1172572294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1287913492,1287913492,1287913492,1287913492,4734976,4734981,4734976,4734980,27955925104,0,0,5151653888,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,7102464000,22725527077,890802015,3219783680,160989184,0,0,160989184,591872,27951977891,"<OVERFLOW>",18496,81086464,0,0,0,0,0,0,0,5151653888,18939904,9659351040,2414837760,4990664704,18348032,0,0,12879134720,2575830620,5392998229,18939941,0,0
