4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,284217665,291301120,3878352,3824982,1943951,1911113,1892523,1890284,142028394,146411938,148250015,149857753,5308416,5308416,5308416,5308416,1528823808,1528823808,1528823808,1528823808,1372877741,1394602898,1378548478,1380378705,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1528823828,1528823828,1528823828,1528823826,5308416,5308417,5308416,5308416,33228821784,0,0,6115295232,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,8429764608,27027141864,1057115998,3822059520,191102976,0,0,191102976,663552,33223835968,"<OVERFLOW>",20736,96215040,0,0,0,0,0,0,0,6115295232,21233664,11466178560,2866544640,5924192256,20570112,0,0,15288238080,3057652346,6442738348,21257885,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,331575731,300661692,5449498,5581420,2723201,2790425,2753552,2771650,165790520,150323711,157294948,154474456,5914624,5914624,5914624,5914624,1798045696,1798045696,1798045696,1798045696,1625304240,1639769584,1639563580,1630111496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1798045712,1798045716,1798045712,1798045714,5914624,5914628,5914624,5914628,"<OVERFLOW>",0,0,7192182784,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,9912909824,31725077178,1242939184,4495114240,224755712,0,0,224755712,739328,"<OVERFLOW>","<OVERFLOW>",23104,113117184,0,0,0,0,0,0,0,7192182784,23658496,13485342720,3371335680,6967427072,22919168,0,0,17980456960,3596096478,7522561111,23658616,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,416954878,409793358,4840449,4878171,2430172,2433473,2406999,2435531,208388120,205058116,209240200,202825926,6553600,6553600,6553600,6553600,2097152000,2097152000,2097152000,2097152000,1887546639,1895364351,1887102760,1893180078,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,1,2097152016,2097152064,2097152016,2097152020,6553600,6553604,6553600,6553600,"<OVERFLOW>",0,0,8388608000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,11560550400,37039291633,1449361040,5242880000,262144000,0,0,262144000,819200,"<OVERFLOW>","<OVERFLOW>",25600,131891200,0,0,0,0,0,0,0,8388608000,26214400,15728640000,3932160000,8126464000,25395200,0,0,20971520000,4194310458,8818499372,26218370,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,462729143,437618428,6274322,6366990,3134412,3195293,3131005,3180545,231266824,219151555,231091668,217257572,7225344,7225344,7225344,7225344,2427715584,2427715584,2427715584,2427715584,2208333384,2207055020,2219074920,2206703592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2427715600,2427715648,2427715602,2427715602,7225344,7225344,7225345,7225344,"<OVERFLOW>",0,0,9710862336,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,13381337088,42846655241,1677458737,6069288960,303464448,0,0,303464448,903168,"<OVERFLOW>","<OVERFLOW>",28224,152635392,0,0,0,0,0,0,0,9710862336,28901376,18207866880,4551966720,9407397888,27998208,0,0,24277155840,4855437562,10181039569,28901536,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,562638281,568424033,5801490,5783980,2907744,2887080,2925631,2921232,281276396,284260483,280493320,278113152,7929856,7929856,7929856,7929856,2791309312,2791309312,2791309312,2791309312,2513089218,2516150806,2521882530,2511232891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2791309328,2791309328,2791309328,2791309332,7929856,7929856,7929856,7929860,"<OVERFLOW>",0,0,11165237248,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,15383920640,49293183300,1928306482,6978273280,348913664,0,0,348913664,991232,"<OVERFLOW>","<OVERFLOW>",30976,175448064,0,0,0,0,0,0,0,11165237248,31719424,20934819840,5233704960,10816323584,30728192,0,0,27913093120,5582627310,11724665314,31719489,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,601620295,609368932,7795689,7750264,3898267,3875146,3913531,3913521,300826184,304662295,295402684,295330708,8667136,8667136,8667136,8667136,3189506048,3189506048,3189506048,3189506048,2899750116,2894158244,2909128800,2885017364,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3189506064,3189506064,3189506064,3189506064,8667136,8667136,8667140,8667136,"<OVERFLOW>",0,0,12758024192,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,17576951808,56282855209,2202997306,7973765120,398688256,0,0,398688256,1083392,"<OVERFLOW>","<OVERFLOW>",33856,200427520,0,0,0,0,0,0,0,12758024192,34668544,23921295360,5980323840,12359335936,33585152,0,0,31895060480,6379020501,13352204062,34668700,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,726129699,714429050,6589167,6592312,3300612,3309489,3279352,3299024,363136344,357386667,360774257,357345722,9437184,9437184,9437184,9437184,3623878656,3623878656,3623878656,3623878656,3263002621,3267952236,3245914916,3265592288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3623878672,3623878674,3623878720,3623878676,9437184,9437184,9437184,9437184,"<OVERFLOW>",0,0,14495514624,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,19969081344,64043475835,2502604520,9059696640,452984832,0,0,452984832,1179648,"<OVERFLOW>","<OVERFLOW>",36864,227672064,0,0,0,0,0,0,0,14495514624,37748736,27179089920,6794772480,14042529792,36569088,0,0,"<OVERFLOW>",7247767647,15268047062,37883770,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,784179859,771130820,9296787,9328250,4648249,4659056,4691140,4615713,392103772,385602939,379417860,399097036,10240000,10240000,10240000,10240000,4096000000,4096000000,4096000000,4096000000,3710975588,3714375360,3699956728,3697203236,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4096000016,4096000018,4096000597,4096000016,10240000,10240000,10240001,10240000,"<OVERFLOW>",0,0,16384000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,22568960000,72284791512,2828219531,10240000000,512000000,0,0,512000000,1280000,"<OVERFLOW>","<OVERFLOW>",40000,257280000,0,0,0,0,0,0,0,16384000000,40960000,30720000000,7680000000,15872000000,39680000,0,0,"<OVERFLOW>",8192012240,17157536151,40960645,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,958301102,915221348,7861873,8065417,3937331,4031320,3995103,3977174,479093950,457670997,467930646,469458317,11075584,11075584,11075584,11075584,4607442944,4607442944,4607442944,4607442944,4137123314,4156422627,4147175635,4135899265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607442960,4607442962,4607442962,4607442962,11075585,11075585,11075584,11075584,"<OVERFLOW>",0,0,18429771776,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,25385238528,81392675953,3180914415,11518607360,575930368,0,0,575930368,1384448,"<OVERFLOW>","<OVERFLOW>",43264,289349632,0,0,0,0,0,0,0,18429771776,44302336,"<OVERFLOW>",8638955520,17853841408,42917888,0,0,"<OVERFLOW>",9214899090,19403321182,44303039,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,949567101,1028868344,10080101,9839494,5037472,4929730,4953078,4947932,474725756,514697599,498633623,499932936,11943936,11943936,11943936,11943936,5159780352,5159780352,5159780352,5159780352,4663274285,4678090797,4668123139,4652411967,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5159781087,5159780368,5159780368,5159780370,11943937,11943936,11943936,11943940,"<OVERFLOW>",0,0,20639121408,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,28426567680,91081309073,3561794428,12899450880,644972544,0,0,644972544,1492992,"<OVERFLOW>","<OVERFLOW>",46656,323979264,0,0,0,0,0,0,0,20639121408,47775744,"<OVERFLOW>",9674588160,19994148864,46282752,0,0,"<OVERFLOW>",10319573398,21641298654,47775934,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1187069763,1191969966,9176935,9129112,4592726,4557283,4565988,4547051,593506282,595948332,595552117,598007908,12845056,12845056,12845056,12845056,5754585088,5754585088,5754585088,5754585088,5156893201,5165728898,5163801463,5172699667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5754585104,5754585108,5754585108,5754585106,12845057,12845057,12845056,12845060,"<OVERFLOW>",0,0,23018340352,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,31701598208,101629054058,3971906443,14386462720,719323136,0,0,719323136,1605632,"<OVERFLOW>","<OVERFLOW>",50176,361267200,0,0,0,0,0,0,0,23018340352,51380224,"<OVERFLOW>",10789847040,22299017216,49774592,0,0,"<OVERFLOW>",11509185125,24197112999,51380369,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1261774439,1266474632,12508659,12479127,6256525,6240167,6253549,6330326,630888356,633238015,624428592,607766076,13778944,13778944,13778944,13778944,6393430016,6393430016,6393430016,6393430016,5806319060,5793733784,5793285340,5788833412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6393430036,6393430032,6393430036,6393430036,13778949,13778944,13778944,13778949,"<OVERFLOW>",0,0,25573720064,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,35218980864,112788984346,4412351186,15983575040,799178752,0,0,799178752,1722368,"<OVERFLOW>","<OVERFLOW>",53824,401311744,0,0,0,0,0,0,0,25573720064,55115776,"<OVERFLOW>",11987681280,24774541312,53393408,0,0,"<OVERFLOW>",12786876926,26779739177,55116338,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1390982452,1452861330,10414538,10179534,5216079,5112210,5116458,5017178,695062095,726211143,714616628,744327699,14745600,14745600,14745600,14745600,7077888000,7077888000,7077888000,7077888000,6362393690,6343663944,6334988731,6353268932,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,7077888020,7077888018,7077888020,7077888018,14745600,14745601,14745604,14745600,"<OVERFLOW>",0,0,28311552000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,38987366400,125372478573,4884194006,17694720000,884736000,0,0,884736000,1843200,"<OVERFLOW>","<OVERFLOW>",57600,444211200,0,0,0,0,0,0,0,28311552000,58982400,"<OVERFLOW>",13271040000,27426816000,57139200,0,0,"<OVERFLOW>",14155787076,30121784679,59414773,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1515993743,1516881350,13844097,13843627,6921443,6918026,6973342,6890266,757947848,758546633,736392368,770847204,15745024,15745024,15745024,15745024,7809531904,7809531904,7809531904,7809531904,7038664188,7069935311,7041038468,7052908448,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7809532931,7809531920,7809531922,7809531924,15745024,15745028,15745024,15745024,"<OVERFLOW>",0,0,31238127616,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,1968128,62980096,43015405568,"<OVERFLOW>",5388574005,19523829760,976191488,0,0,976191488,1968128,"<OVERFLOW>","<OVERFLOW>",61504,490063872,0,0,0,0,0,0,0,31238127616,62980096,"<OVERFLOW>",14642872320,30261936128,61011968,0,0,"<OVERFLOW>",15619081273,32743703785,62980793,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1830855613,1766404021,11737296,11976262,5879838,5984369,6044354,5934858,915372278,883276404,876402465,888532517,16777216,16777216,16777216,16777216,8589934592,8589934592,8589934592,8589934592,7704454780,7718973392,7693224358,7734586760,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8589934608,8589934608,8589934608,8589934612,16777216,16777217,16777216,16777216,"<OVERFLOW>",0,0,34359738368,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,2097152,67108864,47311749120,"<OVERFLOW>",5926521991,21474836480,1073741824,0,0,1073741824,2097152,"<OVERFLOW>","<OVERFLOW>",65536,538968064,0,0,0,0,0,0,0,"<OVERFLOW>",67108864,"<OVERFLOW>",16106127360,33285996544,65011712,0,0,"<OVERFLOW>",17179888325,"<OVERFLOW>",67108990,0,0
