256,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6619,6628,28793,29103,14416,14594,14641,14620,3316,3323,3304,4100,16384,16384,16384,16384,4325376,4325376,4325376,4325376,4322052,4322064,4322064,4322056,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4325394,4325392,4325396,4325392,16388,16389,16600,16384,35644672,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,21712463,813480,0,0,0,0,1048576,2048,35573740,2263456698,64,279215,0,0,0,0,0,0,0,17301504,65536,0,0,16252928,63488,0,0,0,0,17818808,65536,0,0
512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,412407,405643,110307,111186,55324,55499,55860,55470,167624,237956,169048,237883,65536,65536,65536,65536,34603008,34603008,34603008,34603008,34433751,34373957,34434448,34360636,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34603026,34603024,34603026,34603024,65536,65536,65536,65536,285361754,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,174072602,6423805,0,0,0,0,8388608,8192,285181280,18166267472,256,2188667,0,0,0,0,0,0,0,138412032,262144,0,0,130023424,253952,0,0,0,0,143411585,263023,0,0
768,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,985929,995996,275187,275302,137797,137360,138330,136777,494278,490198,504207,487608,147456,147508,147456,147456,116785152,116785152,116785152,116785152,116291595,116294398,116277493,116294849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,116785168,116785170,116785170,116785168,147457,147456,147457,147456,959096944,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,585001914,21594504,0,0,0,0,28311552,18432,958673979,61143907928,576,7346941,0,0,0,0,0,0,0,467140608,589824,0,0,438829056,571392,0,0,0,0,481582219,589961,0,0
1024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2903801,2832813,494297,494681,247653,247272,248682,246960,1225864,1623356,1192879,1572690,262144,262144,262144,262144,276824064,276824064,276824064,276824064,275630246,275187896,275593420,275347522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,276824082,276824084,276824116,276824082,262144,262148,262148,262144,2275495346,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,1388028278,51112588,0,0,0,0,67108864,32768,2274398300,145097497690,1024,17385872,0,0,0,0,0,0,0,1107296256,1048576,0,0,1040187392,1015808,0,0,0,0,1143494503,1048810,0,0
1280,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4443026,4424563,790237,790814,395191,395926,395038,396190,2220784,2213676,2214243,2216798,409600,409600,409600,409600,540672000,540672000,540672000,540672000,538454095,538452205,538459257,538453917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540672048,540672018,540672020,540672016,409600,409604,409600,409601,4434130530,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,2704085078,99739925,0,0,0,0,131072000,51200,4432416076,282947480264,1600,33868974,0,0,0,0,0,0,0,2162688000,1638400,0,0,2031616000,1587200,0,0,0,0,2227091396,1638401,0,0
1536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8635136,8420756,1126868,1129354,563266,563682,564262,563182,4311378,4192808,4168946,4168360,589824,589824,589824,589824,934281216,934281216,934281216,934281216,930146463,929946757,930135945,930248064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934281236,934281232,934281264,934281232,589824,589824,589825,589825,7673277506,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,4677752214,172119403,0,0,0,0,226492416,73728,7665348329,489160362322,2304,58546818,0,0,0,0,0,0,0,3737124864,2359296,0,0,3510632448,2285568,0,0,0,0,3854782139,2359296,0,0
1792,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,12070919,12074012,1564486,1564459,782270,782635,783292,783839,6033995,6040979,6064414,6035230,802816,802816,802816,802816,1483603968,1483603968,1483603968,1483603968,1477579229,1477574365,1477535047,1477568024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1483603984,1483603984,1483603988,1483603986,802816,802816,802816,802820,12164506550,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,7417863834,273306845,0,0,0,0,359661568,100352,12157760370,776258582906,3136,92918359,0,0,0,0,0,0,0,5934415872,3211264,0,0,5574754304,3110912,0,0,0,0,6108806444,3211264,0,0
2048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,19601095,20311591,2033953,2032083,1017287,1015303,1018081,1019031,9567966,10529425,9604167,10202277,1048576,1048576,1048576,1048576,2214592512,2214592512,2214592512,2214592512,2204831993,2204039545,2205048437,2203927283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214592530,2214592528,2214592530,2214592528,1048576,1048576,1048576,1048576,18163767702,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,11081625259,407724344,0,0,0,0,536870912,131072,18155583569,"<OVERFLOW>",4096,138568263,0,0,0,0,0,0,0,8858370048,4194304,0,0,8321499136,4063232,0,0,0,0,9124419359,4194307,0,0
2304,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,26142090,26159262,2585879,2582410,1292843,1292024,1291126,1292786,13068506,13074479,13409014,13119161,1327104,1327104,1327104,1327104,3153199104,3153199104,3153199104,3153199104,3140188082,3140092559,3140208682,3139770205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3153199124,3153199124,3153199120,3153199156,1327105,1327105,1327105,1327104,25845514728,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,15761883209,580238165,0,0,0,0,764411904,165888,25835050546,"<OVERFLOW>",5184,197284674,0,0,0,0,0,0,0,12612796416,5308416,0,0,11848384512,5142528,0,0,0,0,12981542078,5308418,0,0
2560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,39547676,40686504,3166634,3171376,1582741,1585252,1585314,1575615,19688879,20674832,19451120,20984309,1638400,1638400,1638400,1638400,4325376000,4325376000,4325376000,4325376000,4306051816,4305600551,4305375090,4305777925,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4325376020,4325376020,4325376018,4325376050,1638401,1638401,1638404,1638401,"<OVERFLOW>",0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,21628281112,795284096,0,0,0,0,1048576000,204800,"<OVERFLOW>","<OVERFLOW>",6400,270735505,0,0,0,0,0,0,0,17301504000,6553600,0,0,16252928000,6348800,0,0,0,0,17811382895,6553603,0,0
