256,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,96.727897,1.426298,0.862592,87.800629,624.360030,96.727897,1.426298,0.351248,0.000000,0.086445,0.000000,0.000000,0.000000,25.608517,934.482219,624.360030,156.090008,0.000000,0.000000,56.250000,100.000000,99.996948,0.000000,156.090008,0.000000,0.000000,100.000000,0.000000,1.923491,2973.000000,40.065945,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864,4096,0,8,0,336,12261,2097340,8207,0.000000,0.000000,0.000000,0.000000,156.104000,625.503268,0.000000,624.359375,99.899092,318015,270336,2306873,1050624,33554432,0,0,16777216,0,0,0,0,0,6.676693,19.140064,23.055320,0.000000,0.000000,1.679508,"Low (1)","Low (3)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",6088704,8237119,6863104,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,2097152,8192,0,624.360030,0,4223,321.859425,16.463380,0.161038,1.973718,0.000000,16.181868,16.642130,10.413520,0.000000
512,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,96.950834,1.491053,0.970457,92.806039,329.977027,96.950834,1.491053,0.362774,0.000000,0.086699,0.000000,0.000000,0.000000,1.143271,492.095562,329.977027,164.988513,0.000000,0.000000,56.250000,100.000000,99.601531,0.000000,164.988513,0.000000,0.002403,100.000000,0.000000,2.028943,5917.000000,42.495682,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,12582912,16384,0,6,0,116256,48867,16777553,33359,0.000000,0.000000,0.000000,0.000000,164.991828,335.928455,0.000000,61.870117,99.949299,2306933,2129920,19322138,8396800,268435456,0,0,134217728,0,0,0,0,0,6.586909,17.538204,22.992738,0.000000,0.000000,1.657228,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",48472064,66056490,55347154,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,16777216,33172,0,334.045347,0,64691,651.444819,17.063075,0.015341,2.081042,0.000000,16.546943,17.599562,12.254499,0.000000
768,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.230829,1.489596,0.977220,94.122903,223.106141,99.230829,1.489596,0.360346,0.000000,0.086785,0.000000,0.000000,0.000000,9.088889,334.026763,223.106141,167.329606,0.000000,0.000000,56.250000,100.000000,96.319305,0.000000,167.329606,0.000000,0.001235,100.000000,0.000000,2.024709,8861.000000,42.410419,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,42467328,36864,0,0,0,3075613,110383,56627083,73737,0.000000,0.000000,0.000000,0.000000,167.341364,223.133375,0.000000,0.000000,99.966144,7688073,7151616,65379487,28329984,905969664,0,0,452984832,0,0,0,0,0,6.513365,17.378074,23.745688,0.000000,0.000000,1.633738,"Low (1)","Mid (4)","Idle (0)","Low (1)","Idle (0)","Mid (6)","High (7)","Low (1)","Idle (0)",163325952,222179776,186137182,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,56623104,74428,0,225.224390,0,1073065,3.171065,16.750737,0.004575,2.133369,0.000000,16.720982,17.252840,12.085193,0.000000
1024,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.039822,1.487412,0.990936,96.112152,170.866048,99.039822,1.487412,0.358782,0.000000,0.086828,0.000000,0.000000,0.000000,12.948210,252.993132,170.866048,170.866049,0.000000,0.000000,56.250000,100.000000,94.752792,0.000000,170.866049,0.000000,0.000000,100.000000,0.000000,2.020027,11805.000000,42.348253,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,100663296,65536,0,1,0,10171004,194072,134221819,131087,0.000000,0.000000,0.000000,0.000000,170.871257,170.885602,0.000000,1.333984,99.974587,17686048,16908288,155848821,67141632,2147483648,0,0,1073741824,0,0,0,0,0,6.462887,17.017797,24.015894,0.000000,0.000000,1.602599,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",386826240,525612473,440722947,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,134217728,131072,0,170.866048,0,3320180,4.226759,16.866369,0.001914,2.127135,0.000000,16.592251,17.440289,12.363751,0.000000
1280,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.783831,1.488315,0.990715,95.015183,135.132704,99.783831,1.488315,0.358635,0.000000,0.086853,0.000000,0.000000,0.000000,15.681355,202.329553,135.132704,168.915880,0.000000,0.000000,56.250000,100.000000,93.834773,0.000000,168.915880,0.000000,0.000093,100.000000,0.000000,2.022079,14749.000000,42.387756,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,196608000,102400,0,13,0,24336215,306640,262155131,204814,0.000000,0.000000,0.000000,0.000000,168.923053,135.141941,0.000000,8.783203,99.979660,34476321,32972800,304382127,131123200,4194304000,0,0,2097152000,0,0,0,0,0,6.450592,17.009900,24.223641,0.000000,0.000000,1.596705,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",755148800,1025902609,860217706,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,262144000,205044,0,135.293702,0,8286845,5.339736,16.796337,0.001174,2.148231,0.000000,16.613083,17.308569,12.301499,0.000000
1536,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.681347,1.488997,0.995432,95.061721,112.665744,99.681347,1.488997,0.358416,0.000000,0.086871,0.000000,0.000000,0.000000,15.998028,168.347251,112.665744,168.998616,0.000000,0.000000,56.250000,100.000000,93.721007,0.000000,168.998616,0.000000,0.000146,100.000000,0.000000,2.022367,17693.000000,42.400454,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,339738624,147456,0,8,0,42881203,440663,453003765,295137,0.000000,0.000000,0.000000,0.000000,169.005679,112.751700,0.000000,3.128906,99.983044,59231365,56918016,526524042,226566144,7247757312,0,0,3623878656,0,0,0,0,0,6.440205,16.935497,24.205064,0.000000,0.000000,1.591220,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",1304469504,1772036833,1486083892,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,452984832,295576,0,112.919413,0,14587661,5.442333,16.865655,0.000693,2.147205,0.000000,16.596369,17.365297,12.377579,0.000000
1792,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.883739,1.488064,0.994507,96.853230,98.390583,99.883739,1.488064,0.358431,0.000000,0.086883,0.000000,0.000000,0.000000,16.390884,147.485132,98.390583,172.183520,0.000000,0.000000,56.250000,100.000000,93.683334,0.000000,172.183520,0.000000,0.000000,100.000000,0.000000,2.021851,20637.000000,42.389618,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,539492352,200704,0,4,0,68475440,601701,719353540,401421,0.000000,0.000000,0.000000,0.000000,172.190798,98.393769,0.000000,1.003906,99.985463,94005580,90316800,836177924,359761920,11509170176,0,0,5754585088,0,0,0,0,0,6.432139,16.935008,24.300703,0.000000,0.000000,1.589112,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",2070964224,2813262190,2359249740,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,719323136,401408,0,98.390583,0,23198345,5.552960,16.812729,0.000438,2.151535,0.000000,16.621779,17.308094,12.337896,0.000000
2048,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.808044,1.487965,0.996165,95.148286,84.576254,99.808044,1.487965,0.358917,0.000000,0.086892,0.000000,0.000000,0.000000,16.076883,125.569172,84.576254,169.152509,0.000000,0.000000,56.250000,100.000000,93.683871,0.000000,169.152509,0.000000,0.000000,100.000000,0.000000,2.022052,23581.000000,42.399626,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,805306368,262144,0,5,0,102052414,778403,1073788340,524372,0.000000,0.000000,0.000000,0.000000,169.159837,84.589805,0.000000,845.000000,99.987278,139999543,134742016,1249196809,537001984,17179869184,0,0,8589934592,0,0,0,0,0,6.434405,16.905040,24.216330,0.000000,0.000000,1.589423,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",3090808832,4200056099,3522774478,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1073741824,524288,0,84.576254,0,34432976,5.424418,16.864298,0.000233,2.149767,0.000000,16.616905,17.373364,12.396792,0.000000
2304,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.890234,1.487768,0.996196,96.895418,76.559342,99.890234,1.487768,0.358661,0.000000,0.086899,0.000000,0.000000,0.000000,16.410854,114.704714,76.559342,172.258521,0.000000,0.000000,56.250000,100.000000,93.671319,0.000000,172.258521,0.000000,0.000002,100.000000,0.000000,2.021568,26525.000000,42.388895,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1146617856,331776,0,10,0,145649136,994164,1528885599,663670,0.000000,0.000000,0.000000,0.000000,172.265484,76.572957,0.000000,1.180664,99.988690,199151013,191766528,1778836225,764577792,24461180928,0,0,12230590464,0,0,0,0,0,6.430638,16.899791,24.282891,0.000000,0.000000,1.587485,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",4400179200,5978352332,5014298532,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,1528823808,663584,0,76.563034,0,49223935,5.546252,16.840654,0.000164,2.151624,0.000000,16.619755,17.338622,12.374487,0.000000
2560,"Tesla K40c (0)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.926057,1.487540,0.996512,95.195500,67.694577,99.926057,1.487540,0.359031,0.000000,0.086905,0.000000,0.000000,0.000000,16.143266,101.433036,67.694577,169.236445,0.000000,0.000000,56.250000,100.000000,93.671420,0.000000,169.236445,0.000000,0.000007,100.000000,0.000000,2.021907,29469.000000,42.398409,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864000,409600,0,8,0,200044873,1227483,2097240219,819212,0.000000,0.000000,0.000000,0.000000,169.243564,67.695569,0.000000,693.000000,99.989820,273181018,262963200,2440669416,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,6.429390,16.895972,24.226552,0.000000,0.000000,1.588193,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",6035251200,8202092810,6879658439,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,2097152000,819344,0,67.706477,0,67597513,5.454999,16.857105,0.000119,2.152435,0.000000,16.628724,17.373945,12.399936,0.000000
