256,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,77.267301,0.263704,0.771181,22.801964,11.400982,77.267301,0.263704,2.036250,0.000000,1.800000,0.000000,0.000000,0.000000,354.855559,37.910491,45.603927,91.207855,0.000000,0.000000,25.000000,25.000000,99.804688,0.000000,91.207855,0.000000,0.000000,100.000000,0.000000,0.807539,25.000000,19.530929,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,65536,32768,0,5,0,249,27240,65664,33464,0.000000,0.000000,0.000000,0.000000,91.385995,46.572565,0.000000,7.125613,96.000000,4096,4096,101174,6144,65536,65536,0,0,0,0,0,0,0,0.428106,4.838951,3.811178,0.000000,0.000000,0.638489,"Low (1)","Low (3)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",51200,155234,150178,0.000000,0,0.000000,0.000000,0.000000,0.000000,65536,0,720896,0,65536,196608,524288,0,0.000000,0,0.000000,65536,32768,0,45.603927,0,8413,11.708552,30.676751,3.040920,0.068600,0.000000,17.399830,39.165775,18.435882,0.000000
512,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,92.305689,0.274359,0.866916,27.257344,13.628672,92.305689,0.274359,2.053706,0.000000,1.800000,0.000000,0.000000,0.000000,47.353480,17.959585,54.514688,109.029377,0.000000,0.000000,25.000000,25.000000,77.760315,0.000000,109.029377,0.000000,0.002034,100.000000,0.000000,0.837249,25.000000,20.351513,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,262144,131072,0,5,0,113854,43181,262269,131638,0.000000,0.000000,0.000000,0.000000,109.081366,54.750096,0.000000,2.129479,96.000000,16384,16384,421273,24576,262144,262144,0,0,0,0,0,0,0,0.863096,4.269151,4.642904,0.000000,0.000000,0.687362,"Low (1)","Mid (4)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",204800,625399,608055,0.000000,0,0.000000,0.000000,0.000000,0.000000,262144,0,2883584,0,262144,786432,2097152,0,0.000000,0,0.000000,262144,131080,0,54.518016,0,64231,26.714576,31.354876,0.800756,0.084249,0.000000,17.794814,39.587042,20.874227,0.000000
768,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,96.616259,0.250068,0.870248,25.645473,12.822736,96.616259,0.250068,2.359321,0.000000,1.800000,0.000000,0.000000,0.000000,51.820704,22.638926,51.290945,102.581890,0.000000,0.000000,25.000000,25.000000,75.519816,0.000000,102.581890,0.000000,0.014014,100.000000,0.000000,0.837776,25.000000,20.434428,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,589824,294912,0,7,0,297958,130169,590023,311589,0.000000,0.000000,0.000000,0.000000,102.616500,54.191401,0.000000,1.246655,96.000000,36864,36864,1088490,55296,589824,589824,0,0,0,0,0,0,0,0.299737,3.883253,8.181904,0.000000,0.000000,0.662631,"Low (1)","Low (3)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",460800,1547975,1510151,0.000000,0,0.000000,0.000000,0.000000,0.000000,589824,0,6488064,0,589824,1769472,4718592,0,0.000000,0,0.000000,589824,295036,0,51.312511,0,181155,31.506386,30.324085,0.397243,0.080036,0.000000,20.064109,36.187039,19.076951,0.000000
1024,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,97.945736,0.275927,0.838049,28.614805,14.307403,97.945736,0.275927,2.066106,0.000000,1.800000,0.000000,0.000000,0.000000,57.678791,22.625371,57.229611,114.459221,0.000000,0.000000,25.000000,25.000000,75.107956,0.000000,114.459221,0.000000,0.003560,100.000000,0.000000,0.848719,25.000000,20.656464,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,1048576,524288,0,5,0,528403,207274,1048797,540780,0.000000,0.000000,0.000000,0.000000,114.483345,59.029825,0.000000,572.295898,96.000000,65536,65536,1700447,98304,1048576,1048576,0,0,0,0,0,0,0,0.326798,4.471833,5.004429,0.000000,0.000000,0.740230,"Low (1)","Mid (4)","Idle (0)","Low (3)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",819200,2511754,2445258,0.000000,0,0.000000,0.000000,0.000000,0.000000,1048576,0,11534336,0,1048576,3145728,8388608,0,0.000000,0,0.000000,1048576,524344,0,57.235723,0,310336,33.875291,31.194657,0.261100,0.090339,0.000000,18.552417,39.448536,19.946493,0.000000
1280,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,98.762771,0.271579,0.819006,28.214369,14.107184,98.762771,0.271579,2.120663,0.000000,1.800000,0.000000,0.000000,0.000000,58.687747,27.076564,56.428737,112.857475,0.000000,0.000000,25.000000,25.000000,75.047180,0.000000,112.857475,0.000000,0.008463,100.000000,0.000000,0.848710,25.000000,20.667943,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,1638400,819200,0,6,0,851995,393082,1638671,868836,0.000000,0.000000,0.000000,0.000000,112.876142,59.847801,0.000000,433.372070,96.000000,102400,102400,2734852,153600,1638400,1638400,0,0,0,0,0,0,0,0.411826,4.464979,6.085428,0.000000,0.000000,0.738501,"Low (1)","Mid (4)","Idle (0)","Mid (4)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1280000,3994449,3891089,0.000000,0,0.000000,0.000000,0.000000,0.000000,1638400,0,18022400,0,1638400,4915200,13107200,0,0.000000,0,0.000000,1638400,819408,0,56.443065,0,534417,36.812105,30.242791,0.136372,0.089660,0.000000,19.217442,38.702661,19.326580,0.000000
1536,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,99.147421,0.205016,0.833381,21.487889,10.743945,99.147421,0.205016,3.044749,0.000000,1.800000,0.000000,0.000000,0.000000,47.151429,23.622055,42.975779,85.951558,0.000000,0.000000,25.000000,25.000000,74.605348,0.000000,85.951558,0.000000,0.002374,100.000000,0.000000,0.834788,25.000000,20.453512,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,2359296,1179648,0,8,0,1294266,648405,2359749,1291068,0.000000,0.000000,0.000000,0.000000,85.968061,47.034923,0.000000,305.605469,96.000000,147456,147456,5649789,221184,2359296,2359296,0,0,0,0,0,0,0,0.250193,3.297855,13.296944,0.000000,0.000000,0.547430,"Low (1)","Low (3)","Idle (0)","Low (3)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1843200,7455282,7306866,0.000000,0,0.000000,0.000000,0.000000,0.000000,2359296,0,25952256,0,2359296,7077888,18874368,0,0.000000,0,0.000000,2359296,1179732,0,42.978839,0,838873,30.560998,25.977431,0.068939,0.068328,0.000000,27.989323,28.571886,14.905137,0.000000
1792,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,99.344214,0.272547,0.784223,28.403914,14.201957,99.344214,0.272547,2.117165,0.000000,1.800000,0.000000,0.000000,0.000000,60.673556,30.246983,56.807828,113.615656,0.000000,0.000000,25.000000,25.000000,74.965092,0.000000,113.615656,0.000000,0.000000,100.000000,0.000000,0.849828,25.000000,20.698574,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,3211264,1605632,0,10,0,1714894,854909,3211414,1735808,0.000000,0.000000,0.000000,0.000000,113.620963,61.413501,0.000000,370.989258,96.000000,200704,200704,5356518,301056,3211264,3211264,0,0,0,0,0,0,0,0.328049,4.711943,6.140157,0.000000,0.000000,0.760673,"Low (1)","Mid (4)","Idle (0)","Mid (4)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",2508800,7831084,7629420,0.000000,0,0.000000,0.000000,0.000000,0.000000,3211264,0,35323904,0,3211264,9633792,25690112,0,0.000000,0,0.000000,3211264,1605632,0,56.807828,0,1092704,38.660254,30.116306,0.073942,0.090156,0.000000,20.078436,37.790493,17.897582,0.000000
2048,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,99.439037,0.276682,0.751598,28.900879,14.450439,99.439037,0.276682,2.078761,0.000000,1.800000,0.000000,0.000000,0.000000,62.048900,29.921363,57.801758,115.603515,0.000000,0.000000,25.000000,25.000000,74.828172,0.000000,115.603515,0.000000,0.000445,100.000000,0.000000,0.851727,25.000000,20.738084,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,4194304,2097152,0,2,0,2251246,1085601,4194575,2275266,0.000000,0.000000,0.000000,0.000000,115.610984,62.710940,0.000000,57.800781,96.000000,262144,262144,6860936,393216,4194304,4194304,0,0,0,0,0,0,0,0.332935,4.936258,5.714600,0.000000,0.000000,0.788420,"Low (1)","Mid (4)","Idle (0)","Mid (4)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",3276800,10088484,9825380,0.000000,0,0.000000,0.000000,0.000000,0.000000,4194304,0,46137344,0,4194304,12582912,33554432,0,0.000000,0,0.000000,4194304,2097180,0,57.802529,0,1390126,38.314689,29.754422,0.071961,0.091660,0.000000,20.261011,38.140393,17.503576,0.000000
2304,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,99.677348,0.200646,0.827837,20.896995,10.448498,99.677348,0.200646,3.182499,0.000000,1.800000,0.000000,0.000000,0.000000,45.523331,22.928175,41.793990,83.587980,0.000000,0.000000,25.000000,25.000000,74.608169,0.000000,83.587980,0.000000,0.000000,100.000000,0.000000,0.835151,25.000000,20.475179,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,5308416,2654208,0,7,0,2891047,1456098,5309224,2891937,0.000000,0.000000,0.000000,0.000000,83.600703,45.537345,0.000000,115.578125,96.000000,331776,331776,13169712,497664,5308416,5308416,0,0,0,0,0,0,0,0.258347,3.166110,14.132367,0.000000,0.000000,0.519893,"Low (1)","Low (3)","Idle (0)","Low (3)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",4147200,17213003,16880267,0.000000,0,0.000000,0.000000,0.000000,0.000000,5308416,0,58392576,0,5308416,15925248,42467328,0,0.000000,0,0.000000,5308416,2654208,0,41.793990,0,1886284,29.702018,25.093441,0.029401,0.066856,0.000000,29.936223,26.864218,14.223070,0.000000
2560,"Tesla K40c (0)","1","7","matSum(float*, float*, float*, int)",0.000000,0.000000,99.703770,0.265694,0.772403,27.772209,13.886104,99.703770,0.265694,2.197950,0.000000,1.800000,0.000000,0.000000,0.000000,59.836210,30.659711,55.544417,111.088834,0.000000,0.000000,25.000000,25.000000,74.806305,0.000000,111.088834,0.000000,0.000000,100.000000,0.000000,0.849919,25.000000,20.715293,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,0,0,0,0,6553600,3276800,0,14,0,3529991,1808746,6554118,3573551,0.000000,0.000000,0.000000,0.000000,111.097615,60.574587,0.000000,248.838867,96.000000,409600,409600,11311800,614400,6553600,6553600,0,0,0,0,0,0,0,0.352045,4.707372,7.650766,0.000000,0.000000,0.756577,"Low (1)","Mid (4)","Idle (0)","Mid (4)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",5120000,16377016,15966456,0.000000,0,0.000000,0.000000,0.000000,0.000000,6553600,0,72089600,0,6553600,19660800,52428800,0,0.000000,0,0.000000,6553600,3276800,0,55.544417,0,2273986,38.545907,29.408088,0.036010,0.088309,0.000000,21.134286,35.954857,16.703400,0.000000
