256,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.856293,0.000000,95.524282,0.522205,0.901427,17.789441,569.262122,95.524282,0.522205,1.285794,0.630359,0.573581,0.072400,0.000000,0.000000,569.748552,938.045580,2.223680,284.631061,0.000000,30.357143,6.250000,25.000000,98.919649,0.000000,34.572906,0.000000,"<INVALID>",100.000000,0.000000,1.192727,863.000000,28.436718,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864,262144,1048576,32768,0,4,0,8199,13499,514827,32777,0.000000,0.000000,853.893184,142.315531,34.936847,2.224291,0.000000,284.630859,99.768250,134825,102400,3023891,788480,33554432,0,0,16777216,0,0,0,0,0,1.284984,4.667982,0.023954,0.000000,26.268941,0.345707,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (9)","Low (1)","Low (1)","Idle (0)",1767424,4039225,3852089,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1048576,25231360,2883584,0,0.000000,0,0.000000,509464,32884,0,2.231552,0,0,0.000000,33.367248,0.145641,2.464765,0.000000,19.153714,14.741829,9.411852,0.000000
512,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.741148,0.000000,98.270412,0.522744,0.977710,21.653150,346.450407,98.270412,0.522744,1.301066,0.641888,0.575221,0.074052,0.000000,0.000000,4.058118,576.864035,1.353322,346.450408,0.000000,30.357081,6.250000,25.000000,90.768749,0.000000,42.489054,0.000000,0.062354,100.000000,0.000000,1.203029,1695.000000,28.756508,0.000000,0.000000,2.400000,4.000057,16.000000,16.000000,0,0,12582912,2097182,8388608,131072,0,2,0,393037,54561,4119346,131079,0.000000,0.000000,1039.351223,173.227682,42.532358,1.353394,0.000000,21.652344,99.882006,1062380,802816,24095395,6299648,268435456,0,0,134217728,0,0,0,0,0,1.211909,4.305754,0.027519,0.000000,28.267784,0.316026,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",13885440,31953640,30552040,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8388608,201588736,19922944,0,0.000000,0,0.000000,4115152,131552,0,1.358278,0,0,0.000000,32.623143,0.014819,2.586350,0.000000,18.371972,14.861076,10.273814,0.000000
768,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.631770,0.000000,99.587531,0.518748,0.989621,24.676196,263.212753,99.587531,0.518748,1.312599,0.645825,0.575782,0.075088,0.000000,0.000000,11.991928,378.789599,1.028175,394.934307,0.000000,30.357102,6.248177,25.000000,75.749103,0.000000,48.765801,0.000000,"<INVALID>",100.000000,0.000000,1.200182,2527.000000,28.715706,0.000000,0.000000,2.400001,4.000025,16.000000,16.000000,0,0,42467350,7077933,28311552,294912,0,12,0,3439652,106102,14037882,295189,0.000000,0.000000,1184.458006,197.410820,48.941368,1.029141,0.000000,43.868164,99.920855,3567204,2691072,81493018,21252096,905969664,0,0,452984832,0,0,0,0,0,1.190215,4.192170,0.040183,0.000000,28.632746,0.299966,"High (8)","Low (2)","Idle (0)","Low (1)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",46577664,107715442,103088242,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28311552,680067072,63700992,0,0.000000,0,0.000000,13987524,294956,0,1.028328,0,0,0.000000,32.163122,0.004572,2.617773,0.000000,18.765822,14.711204,10.372911,0.000000
1024,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.855224,0.000000,99.488264,0.522241,0.993703,25.022393,200.179140,99.488264,0.522241,1.307121,0.647812,0.576064,0.074038,0.000000,0.000000,13.584923,325.084925,800.716560,400.358281,0.000000,30.357065,6.250000,25.000000,72.172127,0.000000,48.596157,0.000000,"<INVALID>",100.000000,0.000000,1.205194,3359.000000,28.842866,0.000000,0.000000,2.400004,4.000035,16.000000,16.000000,0,0,100663451,16777363,67108864,524288,0,5,0,9108529,212857,32583102,524288,0.000000,0.000000,1201.076691,200.180894,48.596094,800.716560,0.000000,7.819336,99.940458,8434254,6356992,192129284,50364416,2147483648,0,0,1073741824,0,0,0,0,0,1.202892,4.215663,0.039003,0.000000,28.983635,0.297913,"High (8)","Low (2)","Idle (0)","Low (1)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",110067712,253939495,243092519,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,67108864,1611661312,146800640,0,0.000000,0,0.000000,32583144,524516,0,801.064773,0,0,0.000000,32.123962,0.001946,2.640549,0.000000,18.484579,14.650407,10.356103,0.000000
1280,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.200221,0.000000,99.528734,0.513486,0.997223,24.616043,157.542677,99.528734,0.513486,1.325365,0.649010,0.576235,0.078185,0.000000,0.000000,13.904753,230.449243,630.170708,393.856693,0.000000,30.357127,6.250000,25.000000,72.555909,0.000000,50.425093,0.000000,0.127041,100.000000,0.000000,1.195328,4191.000000,28.622937,0.000000,0.000000,2.400000,4.000015,16.000000,16.000000,0,0,196608000,32768123,131072000,819200,0,0,0,18509512,299576,67136560,819207,0.000000,0.000000,1181.570078,196.929086,50.434463,630.176092,0.000000,0.000000,99.952279,16447949,12390400,378781729,98355200,4194304000,0,0,2097152000,0,0,0,0,0,1.184426,4.136091,0.047632,0.000000,29.021757,0.289502,"High (8)","Low (2)","Idle (0)","Low (1)","Idle (0)","Max (10)","Low (1)","Low (1)","Idle (0)",214579200,498989110,477945142,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,131072000,3147366400,281804800,0,0.000000,0,0.000000,67124088,819200,0,630.170708,0,0,0.000000,31.661681,0.001122,2.604194,0.000000,19.013208,14.644581,10.377302,0.000000
1536,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.401477,0.000000,99.828862,0.514443,0.997213,24.767131,132.091365,99.828862,0.514443,1.326708,0.649811,0.576349,0.076993,0.000000,0.000000,18.528186,191.990055,528.365460,396.276979,0.000000,30.357104,6.249955,25.000000,62.870483,0.000000,49.890826,0.000000,0.007747,100.000000,0.000000,1.196791,5023.000000,28.662820,0.000000,0.000000,2.400002,4.000013,16.000000,16.000000,0,0,339738950,56623287,226492416,1179648,0,2,0,42359505,428644,114151229,1179649,0.000000,0.000000,1188.823429,198.137688,49.930121,528.365909,0.000000,939.000000,99.960183,28392436,21381120,654160263,169943040,7247757312,0,0,3623878656,0,0,0,0,0,1.185695,4.139674,0.060832,0.000000,28.872572,0.287140,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",370335744,861663075,825461859,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,226492416,5438177280,481296384,0,0.000000,0,0.000000,114061392,1179740,0,528.406668,0,0,0.000000,31.639482,0.000649,2.616904,0.000000,19.271723,14.542234,10.316031,0.000000
1792,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",87.010292,0.000000,99.892751,0.512581,0.998074,24.499347,111.997014,99.892751,0.512581,1.326819,0.650384,0.576430,0.079728,0.000000,0.000000,13.694498,193.045076,447.988056,391.989549,0.000000,30.357110,6.250000,25.000000,73.336840,0.000000,50.984257,0.000000,"<INVALID>",100.000000,0.000000,1.192950,5855.000000,28.574039,0.000000,0.000000,2.400001,4.000018,16.000000,16.000000,0,0,539492644,89915788,359661568,1605632,0,8,0,50260368,691892,187494356,1605636,0.000000,0.000000,1175.969284,195.995638,51.086796,447.989172,0.000000,2.285156,99.965841,45053414,33918976,1038472660,269846528,11509170176,0,0,5754585088,0,0,0,0,0,1.184310,4.126356,0.042985,0.000000,29.181242,0.285354,"High (8)","Low (2)","Idle (0)","Low (1)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",587560960,1367468857,1310167097,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,359661568,8635088896,757858304,0,0.000000,0,0.000000,187118028,1605728,0,448.014841,0,0,0.000000,31.429651,0.000359,2.611871,0.000000,19.155272,14.594472,10.343932,0.000000
2048,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",88.075844,0.000000,99.917175,0.520375,0.998283,25.109689,100.438754,99.917175,0.520375,1.313278,0.650815,0.576492,0.072963,0.000000,0.000000,18.755383,130.953447,401.755018,401.755019,0.000000,30.357066,6.250000,25.000000,69.666971,0.000000,41.834047,0.000000,"<INVALID>",100.000000,0.000000,1.204235,6687.000000,28.839213,0.000000,0.000000,2.400005,4.000025,16.000000,16.000000,0,0,805307911,134218551,536870912,2097152,0,9,0,100252333,683574,256148798,2097154,0.000000,0.000000,1205.267367,200.878741,47.920768,401.755402,0.000000,1.764648,99.970091,67213241,50593792,1537445838,402784256,17179869184,0,0,8589934592,0,0,0,0,0,1.201454,4.182183,0.051828,0.000000,29.288762,0.287722,"High (8)","Low (2)","Idle (0)","Low (2)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",876478464,2028096718,1942768078,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1124073472,0,0.000000,0,0.000000,223613712,2097200,0,401.764215,0,0,0.000000,31.875324,0.000243,2.654307,0.000000,18.685903,14.426580,10.264921,0.000000
2304,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",86.897530,0.000000,99.924100,0.510630,0.998515,24.565715,87.344764,99.924100,0.510630,1.332545,0.651150,0.576539,0.080345,0.000000,0.000000,16.773057,142.773605,349.379055,393.045253,0.000000,30.357085,6.250098,25.000000,67.589241,0.000000,51.501473,0.000000,"<INVALID>",100.000000,0.000000,1.191580,7519.000000,28.547659,0.000000,0.000000,2.400003,4.000019,16.000000,16.000000,0,0,1146619499,191103876,764411904,2654208,0,4,0,130481896,1084641,400869858,2654214,0.000000,0.000000,1179.156001,196.526644,51.530619,349.379845,0.000000,552.000000,99.973401,95660359,71995392,2211429480,573474816,24461180928,0,0,12230590464,0,0,0,0,0,1.182902,4.116094,0.055871,0.000000,29.185373,0.282527,"High (8)","Low (2)","Idle (0)","Low (1)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",1247311872,2909410833,2788145937,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1592524800,0,0.000000,0,0.000000,400643124,2654208,0,349.379055,0,0,0.000000,31.316845,0.000191,2.607414,0.000000,19.307862,14.552333,10.312432,0.000000
2560,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",86.598391,0.000000,99.930303,0.505735,0.999089,24.439170,78.205344,99.930303,0.505735,1.345898,0.651419,0.576578,0.082165,0.000000,0.000000,21.857486,93.848323,312.821380,391.026725,0.000000,30.357094,6.250000,25.000000,58.845290,0.000000,52.469938,0.000000,"<INVALID>",100.000000,0.000000,1.185892,8351.000000,28.420030,0.000000,0.000000,2.400003,4.000013,16.000000,16.000000,0,0,1572866126,262144846,1048576000,3276800,0,4,0,234451857,983060,563816498,3276805,0.000000,0.000000,1173.081761,195.513993,52.563505,312.821856,0.000000,400.000000,99.976051,131175733,98713600,3055428671,786636800,33554432000,0,0,16777216000,0,0,0,0,0,1.169662,4.065008,0.070845,0.000000,28.889407,0.277790,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","Max (10)","Low (1)","Low (1)","Idle (0)",1710284800,4012152908,3846059340,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2175795200,0,0.000000,0,0.000000,562812864,3276804,0,312.821761,0,0,0.000000,31.064200,0.000121,2.580867,0.000000,19.957850,14.505117,10.297402,0.000000
