256,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",66.749001,0.000000,95.488565,1.785715,0.874023,78.401321,557.520505,95.488565,1.785715,0.217084,0.000000,0.086445,0.081197,0.000000,0.000000,559.017753,557.588562,557.520505,418.140379,0.000000,0.000000,18.750000,100.000000,100.000000,0.000000,132.214234,0.000000,"<INVALID>",100.000000,0.000000,2.183591,2973.000000,44.640487,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864,4096,0,4,0,8214,8193,1982550,8194,0.000000,0.000000,0.000000,0.000000,131.763491,557.656618,0.000000,278.759766,99.899092,287612,270336,2074127,1050624,33554432,0,0,16777216,0,0,0,0,0,6.829360,18.467035,8.524254,0.000000,0.000000,1.117369,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",6088704,7410463,6066751,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,1989332,8192,0,557.520505,0,0,0.000000,18.896035,0.131051,2.474516,0.000000,36.758032,9.276864,6.846816,0.000000
512,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",57.185253,0.000000,97.876422,1.690405,0.923960,101.509890,360.924051,97.876422,1.690405,0.257896,0.000000,0.086699,0.110173,0.000000,0.000000,4.207356,360.924051,360.924051,541.386078,0.000000,0.000000,18.750000,100.000000,96.757806,0.000000,232.554677,0.000000,"<INVALID>",100.000000,0.000000,2.126639,5917.000000,43.848169,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,12582912,16384,0,5,0,391150,32768,21165083,33084,0.000000,0.000000,0.000000,0.000000,227.659569,364.404642,0.000000,56.393555,99.949299,2260634,2129920,18136288,8396800,268435456,0,0,134217728,0,0,0,0,0,6.406019,16.836854,11.809478,0.000000,0.000000,1.089490,"Low (3)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",48472064,60972819,50297254,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,21620172,32824,0,361.540865,0,0,0.000000,14.548280,0.015430,2.389296,0.000000,41.245916,8.048532,6.385453,0.000000
768,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",69.297633,0.000000,99.182059,1.769652,0.959132,107.829534,255.595932,99.182059,1.769652,0.235651,0.000000,0.086785,0.072992,0.000000,0.000000,12.188600,255.599399,255.595932,575.090847,0.000000,0.000000,18.750000,100.000000,92.123587,0.000000,191.414586,0.000000,15.639828,100.000000,0.000000,2.200477,8861.000000,45.191140,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,42467328,36864,0,8,0,3600247,73729,55690445,73736,0.000000,0.000000,0.000000,0.000000,188.539441,255.623666,0.000000,28.399414,99.966144,7403907,7151616,58642093,28329984,905969664,0,0,452984832,0,0,0,0,0,7.073176,17.727837,10.188079,0.000000,0.000000,1.108451,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (9)","Low (1)","Idle (0)",163325952,200269725,164517373,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,56539700,73940,0,256.330881,0,0,0.000000,12.522200,0.006575,2.571089,0.000000,43.154727,8.218954,6.452750,0.000000
1024,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",69.556970,0.000000,99.578170,1.803819,0.978368,111.057935,197.436328,99.578170,1.803819,0.233848,0.000000,0.086828,0.078724,0.000000,0.000000,15.055390,197.437835,197.436328,592.308986,0.000000,0.000000,18.750000,100.000000,92.614407,0.000000,186.363332,0.000000,3.848511,100.000000,0.000000,2.227689,11805.000000,45.794063,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,100663296,65536,0,5,0,10234693,131073,135096186,131319,0.000000,0.000000,0.000000,0.000000,198.728554,197.808390,0.000000,7.711914,99.974587,17236923,16908288,139692338,67141632,2147483648,0,0,1073741824,0,0,0,0,0,6.843139,16.744175,9.242949,0.000000,0.000000,1.024618,"Low (3)","Mid (5)","Idle (0)","Low (1)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",386826240,477284758,392835428,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,126690276,131228,0,197.671314,0,0,0.000000,17.748555,0.002039,2.611122,0.000000,39.508309,8.886215,7.129464,0.000000
1280,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",53.808025,0.000000,99.584367,1.628769,0.958067,99.164885,141.034503,99.584367,1.628769,0.269020,0.000000,0.086853,0.116597,0.000000,0.000000,18.710292,141.034503,141.034503,528.879387,0.000000,0.000000,18.750000,100.000000,100.000000,0.000000,207.908653,0.000000,"<INVALID>",100.000000,0.000000,2.047598,14749.000000,42.362612,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,196608000,102400,0,1,0,27821792,204800,352891836,205177,0.000000,0.000000,0.000000,0.000000,237.321495,141.294122,0.000000,722.000000,99.979660,34524331,32972800,289701110,131123200,4194304000,0,0,2097152000,0,0,0,0,0,6.049978,15.654693,12.215066,0.000000,0.000000,1.017608,"Low (2)","Mid (6)","Idle (0)","Low (2)","Low (1)","High (7)","High (8)","Low (1)","Idle (0)",755148800,960627395,794974109,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,309155588,204800,0,141.034503,0,0,0.000000,10.760225,0.001046,2.318513,0.000000,48.184811,6.116573,5.354514,0.000000
1536,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",53.777989,0.000000,99.818062,1.595963,0.952377,97.662943,115.748672,99.818062,1.595963,0.274268,0.000000,0.086871,0.121654,0.000000,0.000000,24.384597,115.758485,115.748672,520.869029,0.000000,0.000000,18.750000,100.000000,90.962863,0.000000,244.722031,0.000000,"<INVALID>",100.000000,0.000000,2.031473,17693.000000,42.047343,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,339738624,147456,0,5,0,63619751,294937,634242771,294919,0.000000,0.000000,0.000000,0.000000,243.096746,115.751420,0.000000,2.008789,99.983044,59490542,56918016,510179731,226566144,7247757312,0,0,3623878656,0,0,0,0,0,6.007438,15.654720,13.509920,0.000000,0.000000,1.007813,"Low (3)","Mid (6)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",1304469504,1662244281,1375881193,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,638483160,295064,0,115.808331,0,0,0.000000,10.087335,0.000529,2.300281,0.000000,47.620201,6.112044,5.310184,0.000000
1792,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",48.134647,0.000000,99.831727,1.543830,0.952128,83.085890,84.404713,99.831727,1.543830,0.289030,0.000000,0.086883,0.134677,0.000000,0.000000,27.497567,84.404713,84.404713,443.124745,0.000000,0.000000,18.750000,100.000000,87.416853,0.000000,227.648447,0.000000,"<INVALID>",100.000000,0.000000,1.980738,20637.000000,41.067712,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,539492352,200704,0,4,0,133910166,401408,1105096956,401461,0.000000,0.000000,0.000000,0.000000,226.924351,84.415857,0.000000,881.000000,99.985463,95003555,90316800,823807127,359761920,11509170176,0,0,5754585088,0,0,0,0,0,5.850210,15.389583,14.189540,0.000000,0.000000,1.011724,"Low (2)","High (7)","Idle (0)","Low (2)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",2070964224,2669534780,2214699317,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,1108623224,401408,0,84.404713,0,0,0.000000,8.580662,0.000364,2.224510,0.000000,49.584981,5.392936,4.840121,0.000000
2048,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",46.434630,0.000000,99.910029,1.486523,0.962608,81.038584,72.034296,99.910029,1.486523,0.294288,0.000000,0.086892,0.139297,0.000000,0.000000,24.383017,72.034433,72.034296,432.205781,0.000000,0.000000,18.750000,100.000000,79.494710,0.000000,226.347863,0.000000,"<INVALID>",100.000000,0.000000,1.938800,23581.000000,40.292517,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,805306368,262144,0,0,0,181726389,524289,1712247995,524298,0.000000,0.000000,0.000000,0.000000,229.739734,72.035670,0.000000,0.000000,99.987278,140180987,134742016,1267460673,537001984,17179869184,0,0,8589934592,0,0,0,0,0,5.638278,14.668088,13.292381,0.000000,0.000000,0.971587,"Low (2)","High (7)","Idle (0)","Low (2)","Idle (0)","High (7)","High (7)","Low (1)","Idle (0)",3090808832,4015742538,3338238170,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,1686968412,524344,0,72.041990,0,0,0.000000,8.165671,0.000202,2.158066,0.000000,51.944280,5.319513,4.793714,0.000000
2304,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",46.460419,0.000000,99.923357,1.508520,0.951889,80.908420,63.927640,99.923357,1.508520,0.294905,0.000000,0.086899,0.140051,0.000000,0.000000,38.231006,63.927833,63.927640,431.511575,0.000000,0.000000,18.750000,100.000000,83.008435,0.000000,230.744508,0.000000,"<INVALID>",100.000000,0.000000,1.942689,26525.000000,40.338866,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1146617856,331776,0,1,0,406351596,663554,2469364031,663563,0.000000,0.000000,0.000000,0.000000,232.326567,63.928700,0.000000,101.000000,99.988690,200947068,191766528,1761975375,764577792,24461180928,0,0,12230590464,0,0,0,0,0,5.726669,15.169715,15.378972,0.000000,0.000000,0.998030,"Low (2)","High (7)","Idle (0)","Low (3)","Low (1)","High (7)","High (7)","Low (1)","Idle (0)",4400179200,5703434294,4737147532,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,2452548564,580620,0,55.937841,0,0,0.000000,7.883961,0.000143,2.168103,0.000000,49.769185,5.073325,4.608170,0.000000
2560,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",46.188505,0.000000,99.954177,1.493082,0.957572,81.287432,57.804396,99.954177,1.493082,0.296069,0.000000,0.086905,0.140806,0.000000,0.000000,43.229054,57.804466,57.804396,433.532968,0.000000,0.000000,18.750000,100.000000,81.744005,0.000000,232.588279,0.000000,"<INVALID>",100.000000,0.000000,1.936064,29469.000000,40.207828,0.000000,0.000000,0.000000,0.000000,1.500000,2.000000,0,0,0,0,1572864000,409600,0,8,0,627342575,819201,3376805609,819200,0.000000,0.000000,0.000000,0.000000,232.689628,57.804396,0.000000,591.000000,99.989820,274812565,262963200,2414358265,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,5.684435,15.070433,15.514388,0.000000,0.000000,0.986615,"Low (2)","High (7)","Idle (0)","Low (3)","Low (1)","Mid (6)","High (7)","Low (1)","Idle (0)",6035251200,7821149566,6497129050,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,3375334824,819236,0,57.806935,0,0,0.000000,7.483444,0.000120,2.162065,0.000000,50.358309,4.902256,4.521597,0.000000
