256,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",15.429688,0.000000,93.262311,1.307206,0.874106,44.141161,1.379411,93.262311,1.307206,0.141781,0.074160,0.038239,0.062717,0.000000,0.000000,1.416288,1.379748,1.379411,88.282323,0.000000,65.298391,50.000000,100.000000,98.047030,0.000000,74.873475,0.000000,0.282232,100.000000,0.000000,1.491734,863.000000,33.833220,0.000000,0.000000,1.200000,1.017166,2.000000,2.000000,0,0,786432,66661,131072,4096,0,2,0,8411,8194,445007,8195,0.000000,0.000000,1059.387872,89.797789,74.932578,1.379916,0.000000,353.128906,99.768250,102744,102400,1033282,788480,33554432,0,0,16777216,0,0,0,0,0,3.334481,12.686850,5.989250,0.000000,19.387534,0.823977,"High (7)","Low (3)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1767424,2018011,1830875,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1048576,25231360,2883584,0,0.000000,0,0.000000,444656,8872,0,1.493913,0,0,0.000000,33.132600,0.335007,6.027255,0.000000,3.437956,20.872345,12.484389,0.000000
512,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",14.217949,0.000000,98.044038,1.327276,0.969249,54.062704,865.003265,98.044038,1.327276,0.142749,0.075516,0.038348,0.064686,0.000000,0.000000,14.892100,882.795385,865.003265,108.125408,0.000000,65.295846,50.000000,100.000000,84.096810,0.000000,92.701872,0.000000,0.031085,100.000000,0.000000,1.516018,1695.000000,34.552741,0.000000,0.000000,1.200000,1.017673,2.000000,2.000000,0,0,6291456,533554,1048576,16384,0,4,0,577681,33442,3598575,33097,0.000000,0.000000,1297.504898,110.036362,92.768047,873.688143,0.000000,108.125000,99.882006,805806,802816,8268772,6299648,268435456,0,0,134217728,0,0,0,0,0,3.338533,11.623118,6.177948,0.000000,21.396418,0.748755,"High (7)","Low (3)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",13885440,15867944,14466344,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8388608,201588736,19922944,0,0.000000,0,0.000000,3596008,32768,0,865.003265,0,0,0.000000,33.091409,0.038139,6.548074,0.000000,3.188836,20.396845,13.583516,0.000000
768,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",12.791189,0.000000,99.216892,1.312584,0.986891,62.522879,666.910707,99.216892,1.312584,0.146036,0.075979,0.038385,0.066261,0.000000,0.000000,38.818683,666.919752,666.910707,125.086957,0.000000,65.330174,49.983532,100.000000,64.642171,0.000000,108.989119,0.000000,"<INVALID>",100.000000,0.000000,1.505654,2527.000000,34.378227,0.000000,0.000000,1.200000,1.010833,2.000000,2.000000,0,0,21233664,1788641,3538944,36864,0,1,0,4394460,73729,12338327,73729,0.000000,0.000000,1500.549090,126.400400,108.991231,666.919752,0.000000,9.261719,99.920855,2697609,2691072,28026598,21252096,905969664,0,0,452984832,0,0,0,0,0,3.330088,11.403759,7.488149,0.000000,21.381348,0.721043,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",46577664,53379687,48752487,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28311552,680067072,63700992,0,0.000000,0,0.000000,12338088,73728,0,666.910707,0,0,0.000000,32.120127,0.014423,6.603018,0.000000,3.276878,20.264185,13.710965,0.000000
1024,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",13.461995,0.000000,99.583531,1.314385,0.992842,62.622662,500.981297,99.583531,1.314385,0.145546,0.076213,0.038404,0.065953,0.000000,0.000000,45.702738,502.617191,500.981297,125.245324,0.000000,65.321246,50.000000,100.000000,58.112275,0.000000,108.374010,0.000000,"<INVALID>",100.000000,0.000000,1.505362,3359.000000,34.396750,0.000000,0.000000,1.200000,1.012612,2.000000,2.000000,0,0,50331648,4247201,8388608,65536,0,14,0,12244205,131500,29051561,131075,0.000000,0.000000,1502.943891,126.824872,108.437901,500.992764,0.000000,54.793945,99.940458,6375138,6356992,66333644,50364416,2147483648,0,0,1073741824,0,0,0,0,0,3.337096,11.399092,7.900211,0.000000,21.232786,0.716058,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",110067712,126087623,115240647,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,67108864,1611661312,146800640,0,0.000000,0,0.000000,29034444,131260,0,501.699867,0,0,0.000000,32.039561,0.005047,6.648433,0.000000,3.121913,20.248236,13.722540,0.000000
1280,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",12.031573,0.000000,99.788767,1.302478,0.995442,62.587141,400.557704,99.788767,1.302478,0.148406,0.076354,0.038416,0.067158,0.000000,0.000000,51.794265,401.167929,400.557704,125.174283,0.000000,65.349294,50.000000,100.000000,52.742875,0.000000,110.096275,0.000000,"<INVALID>",100.000000,0.000000,1.495856,4191.000000,34.202823,0.000000,0.000000,1.200000,1.007027,2.000000,2.000000,0,0,98304000,8249562,16384000,102400,0,6,0,27117303,205112,57642932,204993,0.000000,0.000000,1502.091392,126.053834,110.098460,400.935183,0.000000,12.016602,99.952279,12409965,12390400,130112307,98355200,4194304000,0,0,2097152000,0,0,0,0,0,3.309681,11.289443,8.096563,0.000000,21.591827,0.699037,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",214579200,246424040,225380072,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,131072000,3147366400,281804800,0,0.000000,0,0.000000,57641788,204800,0,400.557704,0,0,0.000000,31.454254,0.002920,6.616380,0.000000,3.411178,20.145097,13.711181,0.000000
1536,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",13.076482,0.000000,99.731041,1.301296,0.997425,62.361122,332.592649,99.731041,1.301296,0.147998,0.076448,0.038423,0.066519,0.000000,0.000000,56.523389,332.594905,332.592649,124.722244,0.000000,65.356830,50.000000,100.000000,47.898839,0.000000,108.577422,0.000000,"<INVALID>",100.000000,0.000000,1.493690,5023.000000,34.162646,0.000000,0.000000,1.200000,1.005527,2.000000,2.000000,0,0,169869312,14234011,28311552,147456,0,1,0,51322517,294914,98569239,294921,0.000000,0.000000,1496.666923,125.411548,108.557954,332.602799,0.000000,1.154297,99.960183,21408359,21381120,224672290,169943040,7247757312,0,0,3623878656,0,0,0,0,0,3.299324,11.244699,8.871539,0.000000,21.383158,0.690136,"High (7)","Low (3)","Idle (0)","Mid (4)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",370335744,425144556,388943340,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,226492416,5438177280,481296384,0,0.000000,0,0.000000,98586916,295028,0,332.723471,0,0,0.000000,31.210138,0.001472,6.613208,0.000000,3.276946,20.022588,13.678966,0.000000
1792,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",14.078188,0.000000,99.725284,1.307573,0.997592,54.881696,250.887753,99.725284,1.307573,0.147844,0.076516,0.038429,0.065505,0.000000,0.000000,46.640628,250.888378,250.887753,109.763392,0.000000,65.349648,50.000000,100.000000,50.049153,0.000000,94.070336,0.000000,"<INVALID>",100.000000,0.000000,1.500680,5855.000000,34.329106,0.000000,0.000000,1.200000,1.006955,2.000000,2.000000,0,0,269746211,22635179,44957696,200704,0,4,0,76413644,401409,154026936,401426,0.000000,0.000000,1317.160877,110.526751,94.013486,250.899003,0.000000,2.559570,99.965841,33970480,33918976,356547260,269846528,11509170176,0,0,5754585088,0,0,0,0,0,3.315164,11.276317,7.653304,0.000000,22.135052,0.691792,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",587560960,674362075,617060315,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,359661568,8635088896,757858304,0,0.000000,0,0.000000,154120076,401420,0,250.895253,0,0,0.000000,31.477033,0.000914,6.651398,0.000000,3.401216,20.049208,13.710631,0.000000
2048,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",14.329082,0.000000,99.848904,1.311277,0.998001,55.474527,221.898106,99.848904,1.311277,0.146883,0.076566,0.038433,0.065581,0.000000,0.000000,48.343301,221.939159,221.898106,110.941451,0.000000,65.328244,50.003426,100.000000,49.140708,0.000000,95.021028,0.000000,"<INVALID>",100.000000,0.000000,1.504080,6687.000000,34.409001,0.000000,0.000000,1.200000,1.011218,2.000000,2.000000,0,0,402653184,33930834,67108864,262144,0,0,0,116964100,524385,229919440,524296,0.000000,0.000000,1331.388637,112.193641,95.029712,221.901491,0.000000,0.000000,99.970091,50720019,50593792,531059938,402784256,17179869184,0,0,8589934592,0,0,0,0,0,3.328617,11.306375,7.964156,0.000000,21.372717,0.693678,"High (8)","Low (3)","Idle (0)","Low (3)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",876478464,1005218028,919889388,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,536870912,12889096192,1124073472,0,0.000000,0,0.000000,229898428,458752,0,194.160842,0,0,0.000000,32.004234,0.000610,6.686432,0.000000,3.114046,20.215567,13.816812,0.000000
2304,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",12.552488,0.000000,99.887866,1.301830,0.998335,55.179981,196.195487,99.887866,1.301830,0.148414,0.076606,0.038436,0.066976,0.000000,0.000000,48.384927,196.226237,196.195487,110.333472,0.000000,65.345960,50.012004,100.000000,49.945348,0.000000,96.507856,0.000000,0.022077,100.000000,0.000000,1.494762,7519.000000,34.205501,0.000000,0.000000,1.200000,1.007690,2.000000,2.000000,0,0,573308928,48143148,95551488,331776,0,5,0,167569893,663656,334477898,663624,0.000000,0.000000,1324.319541,111.208650,96.578737,196.216776,0.000000,1.513672,99.973401,72119455,71995392,758305412,573474816,24461180928,0,0,12230590464,0,0,0,0,0,3.310714,11.241423,7.818780,0.000000,22.033141,0.682936,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1247311872,1432422832,1311157936,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,764411904,18351194112,1592524800,0,0.000000,0,0.000000,334232420,663552,0,196.195487,0,0,0.000000,31.410683,0.000427,6.639875,0.000000,3.399789,20.102108,13.727861,0.000000
2560,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int)",11.667927,0.000000,99.931331,1.296580,0.998557,54.736043,175.155338,99.931331,1.296580,0.149242,0.076638,0.038439,0.067707,0.000000,0.000000,49.414468,175.155552,175.155338,109.472087,0.000000,65.359383,50.000000,100.000000,42.974599,0.000000,96.718278,0.000000,"<INVALID>",100.000000,0.000000,1.490202,8351.000000,34.107425,0.000000,0.000000,1.200000,1.005019,2.000000,2.000000,0,0,786432006,65864895,131072000,409600,0,5,0,236657704,819201,463691122,819206,0.000000,0.000000,1313.665052,110.021477,96.819372,175.156621,0.000000,1.093750,99.976051,98847951,98713600,1041866049,786636800,33554432000,0,0,16777216000,0,0,0,0,0,3.300054,11.203807,7.898215,0.000000,22.233182,0.677940,"High (7)","Low (3)","Idle (0)","Low (3)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1710284800,1965531804,1799438236,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1048576000,25172377600,2175795200,0,0.000000,0,0.000000,463206960,819200,0,175.155338,0,0,0.000000,31.112428,0.000346,6.619284,0.000000,3.573502,20.000526,13.665005,0.000000
