256,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",75.378856,0.000000,90.103579,0.320652,0.947424,15.049391,107.017890,90.103579,0.320652,2.218147,0.000000,1.296670,0.332698,0.000000,0.000000,114.385821,410.239602,428.071563,454.826036,0.000000,0.000000,3.308824,25.000000,100.000000,0.000000,112.325634,0.000000,"<INVALID>",100.000000,0.000000,1.053817,2973.000000,24.508630,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,5,0,8756,31403,9225688,33574,0.000000,0.000000,0.000000,0.000000,117.696961,438.600911,0.000000,66.885742,99.899092,284222,270336,14046276,1050624,33554432,0,0,16777216,0,0,0,0,0,1.125785,3.001732,1.914996,0.000000,0.000000,0.195315,"Low (3)","Mid (4)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",6088704,19228934,17888298,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,8804656,32768,0,428.071563,0,0,0.000000,16.838121,0.025545,0.431490,0.000000,64.930479,11.968026,8.157104,0.000000
512,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",49.482031,0.000000,97.558044,0.246239,0.892328,14.827633,52.720470,97.558044,0.246239,2.596981,0.000000,1.300490,0.749036,0.000000,0.000000,607.821919,210.235106,210.881885,448.124005,0.000000,0.000000,3.308824,25.000000,100.000000,0.000000,225.943336,0.000000,"<INVALID>",100.000000,0.000000,0.892566,5917.000000,20.947399,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,9,0,377787,130670,145143065,131094,0.000000,0.000000,0.000000,0.000000,228.047692,210.917280,0.000000,14.827148,99.949299,2456652,2129920,131192514,8396800,268435456,0,0,134217728,0,0,0,0,0,0.830800,2.404716,2.904186,0.000000,0.000000,0.162377,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",48472064,176255597,165459829,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,143803728,131328,0,211.293763,0,0,0.000000,13.531283,0.002263,0.345358,0.000000,66.684898,13.479477,8.568912,0.000000
768,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",40.730116,0.000000,99.039575,0.233613,0.907110,14.302114,33.901306,99.039575,0.233613,2.657822,0.000000,1.301772,0.870483,0.000000,0.000000,2.960587,135.614421,135.605225,438.554293,0.000000,0.000000,3.261196,25.000000,100.000000,0.000000,223.102016,0.000000,"<INVALID>",100.000000,0.000000,0.850563,8861.000000,19.972334,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,5,0,6593162,294932,563754469,294922,0.000000,0.000000,0.000000,0.000000,253.147720,135.609823,0.000000,2.353516,99.966144,7998368,7151616,447471399,28329984,905969664,0,0,452984832,0,0,0,0,0,0.845254,2.292556,2.844252,0.000000,0.000000,0.155552,"Low (2)","Mid (6)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",163325952,598637877,562271938,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,496843340,295084,0,135.684313,0,0,0.000000,10.668389,0.000631,0.331997,0.000000,72.768211,10.425155,6.779009,0.000000
1024,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",29.424310,0.000000,99.681974,0.218037,0.874504,13.358272,23.748038,99.681974,0.218037,2.829805,0.000000,1.302414,1.040730,0.000000,0.000000,7.579473,94.907724,94.992155,403.716663,0.000000,0.000000,3.308824,25.000000,97.529895,0.000000,284.135479,0.000000,"<INVALID>",100.000000,0.000000,0.834939,11805.000000,19.642065,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,9,0,42837207,523822,1624134397,524532,0.000000,0.000000,0.000000,0.000000,287.368946,95.036365,0.000000,1.668945,99.974587,20204969,16908288,1144487813,67141632,2147483648,0,0,1073741824,0,0,0,0,0,0.793911,2.226760,3.856602,0.000000,0.000000,0.154633,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",386826240,1481469226,1394461470,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,1605859684,524452,0,95.021870,0,0,0.000000,14.569121,0.000260,0.313864,0.000000,63.477354,14.921359,9.093883,0.000000
1280,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",29.592094,0.000000,99.695512,0.213364,0.920829,13.119736,18.659179,99.695512,0.213364,2.805851,0.000000,1.302800,1.044252,0.000000,0.000000,10.418675,74.587337,74.636718,396.507568,0.000000,0.000000,3.308824,25.000000,96.178528,0.000000,279.673802,0.000000,"<INVALID>",100.000000,0.000000,0.813857,14749.000000,19.160311,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,0,0,117098098,818658,3144385641,819368,0.000000,0.000000,0.000000,0.000000,279.768260,74.652024,0.000000,0.000000,99.979660,36545314,32972800,2197000970,131123200,4194304000,0,0,2097152000,0,0,0,0,0,0.773281,2.074835,3.032639,0.000000,0.000000,0.141575,"Low (2)","High (7)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",755148800,2876629163,2708933385,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,3143324004,819244,0,74.640727,0,0,0.000000,8.994457,0.000123,0.308084,0.000000,75.379887,9.603203,6.390067,0.000000
1536,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",34.673424,0.000000,99.837246,0.213357,0.959336,13.037333,15.451653,99.837246,0.213357,2.761403,0.000000,1.303058,0.968659,0.000000,0.000000,14.929961,61.234260,61.806613,394.017162,0.000000,0.000000,3.308824,25.000000,94.282295,0.000000,258.332755,0.000000,"<INVALID>",100.000000,0.000000,0.802372,17693.000000,18.889871,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,6,0,291793843,1168724,5053452227,1179747,0.000000,0.000000,0.000000,0.000000,258.565586,61.811800,0.000000,329.000000,99.983044,59880186,56918016,3746654922,226566144,7247757312,0,0,3623878656,0,0,0,0,0,0.759809,1.986386,4.849373,0.000000,0.000000,0.134328,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1304469504,4906636105,4619970707,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,5048901732,1032192,0,54.080787,0,0,0.000000,6.176268,0.000068,0.307560,0.000000,79.803093,6.290676,4.597366,0.000000
1792,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",26.038003,0.000000,99.918097,0.208135,0.932432,12.772922,12.975666,99.918097,0.208135,2.856526,0.000000,1.303242,1.092542,0.000000,0.000000,12.735122,51.869338,51.902665,386.026075,0.000000,0.000000,3.308824,25.000000,95.554285,0.000000,285.909648,0.000000,0.072374,100.000000,0.000000,0.803113,20637.000000,18.926118,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,4,0,403421867,1604601,9059421138,1605637,0.000000,0.000000,0.000000,0.000000,285.985583,51.902826,0.000000,135.000000,99.985463,98344457,90316800,6142242218,359761920,11509170176,0,0,5754585088,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",2070964224,7987378505,7529203109,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,9057015700,1605632,0,51.902665,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.301113,0.000000,"<OVERFLOW>","<OVERFLOW>",6.355335,0.000000
2048,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",29.373919,0.000000,99.915760,0.210823,0.935599,12.999928,11.555491,99.915760,0.210823,2.887936,0.000000,1.303380,1.044523,0.000000,0.000000,17.219373,46.132879,46.221967,391.369303,0.000000,0.000000,3.321653,25.000000,93.656128,0.000000,277.866019,0.000000,0.701739,100.000000,0.000000,0.820324,23581.000000,19.338575,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,2,0,800016183,2093110,12891232268,2097200,0.000000,0.000000,0.000000,0.000000,277.468058,46.223024,0.000000,46.000000,99.987278,146599127,134742016,9233469361,537001984,17179869184,0,0,8589934592,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",3090808832,12016868091,11332627754,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,12909721640,2097200,0,46.223024,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.305490,0.000000,"<OVERFLOW>","<OVERFLOW>",7.508388,0.000000
2304,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",24.487803,0.000000,99.956609,0.204272,0.942367,12.580456,9.940113,99.956609,0.204272,2.880491,0.000000,1.303487,1.115047,0.000000,0.000000,19.540444,39.712067,39.760452,380.204682,0.000000,0.000000,3.308864,25.000000,93.190522,0.000000,287.175039,0.000000,"<INVALID>",100.000000,0.000000,0.792366,26525.000000,18.682574,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,6,0,1335727930,2650978,19633269612,2654237,0.000000,0.000000,0.000000,0.000000,287.216273,39.760887,0.000000,94.000000,99.988690,205827349,191766528,13120754445,764577792,24461180928,0,0,12230590464,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (2)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",4400179200,17068775126,16098055940,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,19630451008,2654208,0,39.760452,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.295584,0.000000,"<OVERFLOW>","<OVERFLOW>",5.735831,0.000000
2560,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",25.798916,0.000000,99.898765,0.199921,0.963839,12.311377,8.754756,99.898765,0.199921,2.852763,0.000000,1.303573,1.095222,0.000000,0.000000,26.997368,34.490450,35.019027,372.077165,0.000000,0.000000,3.308824,25.000000,90.190170,0.000000,276.020352,0.000000,0.011653,100.000000,0.000000,0.769756,29469.000000,18.146623,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,1,0,2586826087,3227340,26444473491,3276824,0.000000,0.000000,0.000000,0.000000,275.987309,35.019283,0.000000,11.000000,99.989820,275245951,262963200,17814508272,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (2)","Low (1)","Mid (6)","Low (1)","Low (1)","Idle (0)",6035251200,23252393014,21927707659,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,26447639636,3276800,0,35.019027,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.289261,0.000000,"<OVERFLOW>","<OVERFLOW>",4.141127,0.000000
