2816,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",23.849606,0.000000,99.947769,0.203808,"<OVERFLOW>",12.550510,8.113461,99.947769,0.203808,2.865717,0.000000,1.303644,1.124694,0.000000,0.000000,22.918183,32.416837,32.453842,379.304291,0.000000,0.000000,3.308824,25.000000,92.056851,0.000000,288.708443,0.000000,"<INVALID>",100.000000,0.000000,0.788152,32413.000000,18.580570,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,11863064576,3964928,0,0,0,2867142687,3960407,36148475705,3964930,0.000000,0.000000,0.000000,0.000000,288.948776,32.453859,0.000000,0.000000,99.990744,372620757,349904896,23860399971,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (2)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",8032200704,31050214050,29281179524,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,"<OVERFLOW>",0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,36118409280,3964940,0,32.453940,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.295225,0.000000,"<OVERFLOW>","<OVERFLOW>",5.635484,0.000000
3072,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",25.127254,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",12.145098,7.197094,"<OVERFLOW>","<OVERFLOW>",2.921283,0.000000,1.303702,1.106231,0.000000,0.000000,28.299129,28.161179,28.788379,367.051837,0.000000,0.000000,3.308824,25.000000,89.709276,0.000000,274.881999,0.000000,"<INVALID>",100.000000,0.000000,"<OVERFLOW>",35357.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,15401484288,4718592,0,0,0,4749722476,4615790,46150448347,4718601,0.000000,0.000000,0.000000,0.000000,274.967115,28.788434,0.000000,0.000000,99.991515,472097299,454164480,31566021143,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Idle (0)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",10427203584,40912032719,38627390761,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,46136162492,4718592,0,28.788379,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3328,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",22.684104,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",12.321823,6.740142,"<OVERFLOW>","<OVERFLOW>",2.860021,0.000000,1.303752,1.139933,0.000000,0.000000,29.634876,26.906758,26.960570,371.856526,0.000000,0.000000,3.313596,25.000000,89.660418,0.000000,287.658150,0.000000,0.096177,"<OVERFLOW>",0.000000,"<OVERFLOW>",38301.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,19581632512,5537792,0,8,0,6233193964,5526739,60554895650,5537797,0.000000,0.000000,0.000000,0.000000,287.900050,26.960594,0.000000,40.000000,"<OVERFLOW>",609761380,577314816,39315202638,2304067584,73719087104,0,0,36859543552,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13256435712,51163253136,48248034969,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,60504016196,5537796,0,26.960589,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3584,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",21.935173,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",12.010430,6.100535,"<OVERFLOW>","<OVERFLOW>",2.909850,0.000000,1.303794,1.151919,0.000000,0.000000,34.104046,24.002125,24.402143,362.740019,0.000000,0.000000,3.311030,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",41245.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,24456986624,6422528,0,5,0,9191447086,6317245,"<OVERFLOW>",6422530,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",24.402151,0.000000,19.000000,"<OVERFLOW>",753471695,720928768,49905454993,2877693952,92073361408,0,0,46036680704,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16556072960,64709417643,61077195540,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,"<OVERFLOW>",6422528,0,24.402143,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
3840,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",21.191141,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",10.569526,5.010737,"<OVERFLOW>","<OVERFLOW>",2.924237,0.000000,1.303831,1.164236,0.000000,0.000000,42.559254,19.786503,20.042953,319.434567,0.000000,0.000000,3.308824,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",44189.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,30081024000,7372800,0,5,0,16031150848,7278465,"<OVERFLOW>",7372806,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",20.042969,0.000000,14.000000,"<OVERFLOW>",934843965,886579200,61667321257,3539404800,113246208000,0,0,56623104000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",20362291200,79959201067,75483918307,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,"<OVERFLOW>",7372800,0,20.042953,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4096,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",19.759348,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",11.874790,5.277684,"<OVERFLOW>","<OVERFLOW>",3.091679,0.000000,1.303864,1.185436,0.000000,0.000000,39.806482,20.801857,21.110737,358.882535,0.000000,0.000000,3.308824,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",47133.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,36507222016,8388608,0,8,0,16197211399,8265871,"<OVERFLOW>",8388611,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",21.110744,0.000000,21.000000,"<OVERFLOW>",1156134504,1075838976,78870554410,4295491584,137438953472,0,0,68719476736,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",24711266304,101116291618,95662822991,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,137455730688,34594619392,0,0.000000,0,0.000000,"<OVERFLOW>",8388608,0,21.110737,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4352,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",19.581707,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",10.549002,4.412654,"<OVERFLOW>","<OVERFLOW>",2.967821,0.000000,1.303892,1.187556,0.000000,0.000000,42.261917,17.571812,17.650618,318.814288,0.000000,0.000000,3.308824,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",50077.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,43789058048,9469952,0,5,0,23218652273,9427671,"<OVERFLOW>",9469958,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",17.650629,0.000000,9.000000,"<OVERFLOW>",1358808355,1290280960,91068335752,5152245760,164852924416,0,0,82426462208,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",29639174144,117602930263,111091774166,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,"<OVERFLOW>",41478389760,0,0.000000,0,0.000000,"<OVERFLOW>",9469952,0,17.650618,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4608,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",21.749224,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",11.467031,4.530185,"<OVERFLOW>","<OVERFLOW>",2.839942,0.000000,1.303917,1.156118,0.000000,0.000000,39.153289,17.198039,18.120740,346.559166,0.000000,0.000000,3.308824,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",53021.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,51980009472,10616832,0,4,0,23490226774,10076227,"<OVERFLOW>",9289737,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",15.855663,0.000000,7.000000,"<OVERFLOW>",1584790188,1531478016,103616322852,6115958784,195689447424,0,0,97844723712,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",35182190592,135097568938,127395434807,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,"<OVERFLOW>",10616832,0,18.120740,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
4864,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",19.551078,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",10.823280,4.050817,"<OVERFLOW>","<OVERFLOW>",2.998977,0.000000,"<OVERFLOW>",1.188629,0.000000,0.000000,37.731054,16.164181,16.203273,327.103576,0.000000,0.000000,3.308824,25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",55965.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,61133553664,11829248,0,1,0,28206764682,11800709,"<OVERFLOW>",11829252,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.203279,0.000000,1.000000,"<OVERFLOW>",1892667531,1801003008,128478111753,7192922112,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (3)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",41376491520,165463636557,156375526503,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,"<OVERFLOW>",11829248,0,16.203273,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",11.557700,4.109404,"<OVERFLOW>","<OVERFLOW>",3.055323,0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,0.000000,"<OVERFLOW>",15.579296,16.437617,"<OVERFLOW>",0.000000,0.000000,"<OVERFLOW>",25.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>",58909.000000,"<OVERFLOW>",0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.000000,0,0,0,0,"<OVERFLOW>",13107200,0,1,0,"<OVERFLOW>",12422783,"<OVERFLOW>",13107206,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",16.437624,0.000000,1.000000,"<OVERFLOW>",2168406717,2100428800,152447316122,8389427200,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",48258252800,195702793708,185143908234,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,"<OVERFLOW>",13107200,0,16.437617,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
