2816,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1441126674,1439602184,1980229,1980316,990113,990142,989988,990033,721771874,716129720,722871692,721001008,991232,991232,991232,991232,9027174956,9037387088,9025155108,9023331484,8316972084,8317050532,8301747300,8302644276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9035610340,9038392152,9024935972,9025738780,991238,991232,991232,991232,39450389585,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,27504732421,1769283160,257030422528,0,0,0,0,1395654656,247808,39431117461,"<OVERFLOW>",30976,257006632960,0,0,0,0,2829267079,9033797497,0,3964928,0,0,10467409920,3717120,0,0,0,0,23867893787,4520604,0,0
3072,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,2362179319,2374294589,2308871,2308501,1155294,1153125,1153727,1152818,1175189626,1176976264,1188856312,1200521377,1179648,589824,1179648,1179648,11534151044,11520368624,11540801892,11521005868,10364858336,10332119204,10360747660,10330638484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11535222324,11513384823,11547381180,11533015112,1179652,1179648,1179649,1179649,"<OVERFLOW>",0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,36330515912,2284899432,333670514688,0,0,0,0,1811939328,294912,"<OVERFLOW>","<OVERFLOW>",36864,333642203136,0,0,0,0,3859955937,11541528351,0,4718592,0,0,13589544960,4423680,0,0,0,0,31558744310,5106598,0,0
3328,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,3151139986,3136983593,2763210,2763676,1381532,1381760,1381880,1381515,1577131626,1563054172,1569590916,1578690356,1384448,1384448,1384448,1384448,15141577200,15118518848,15109655652,15122164600,13572602840,13561741400,13547949968,13540219468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15144478987,15142413468,15112729199,15124584879,1384448,1384448,1384448,1384448,"<OVERFLOW>",0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,45331941754,2915102224,"<OVERFLOW>",0,0,0,0,2303721472,346112,"<OVERFLOW>","<OVERFLOW>",43264,"<OVERFLOW>",0,0,0,0,4456933625,15124698887,0,5537792,0,0,17277911040,5191680,0,0,0,0,39322768200,6178874,0,0
3584,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,4633173949,4634000709,3158605,3157462,1580092,1578600,1579054,1578074,2310339066,2317685156,2304726173,2324305692,1605632,1605632,1605632,1605632,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16812404320,16775137316,16777887816,16755232672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1605634,1605634,1605633,1605632,"<OVERFLOW>",0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,57482651461,3632293833,"<OVERFLOW>",0,0,0,0,2877292544,401408,"<OVERFLOW>","<OVERFLOW>",50176,"<OVERFLOW>",0,0,0,0,5373464824,19083521800,0,6422528,0,0,21579694080,6021120,0,0,0,0,49949426963,6985602,0,0
3840,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,7913565429,7972930292,3640186,3640404,1819969,1820078,1820212,1815718,3957999322,3963867341,3981918884,3877083204,1843200,921600,1843200,1843200,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1843200,1843200,1843201,1843205,"<OVERFLOW>",0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,70950546971,4473716968,"<OVERFLOW>",0,0,0,0,3538944000,460800,"<OVERFLOW>","<OVERFLOW>",57600,"<OVERFLOW>",0,0,0,0,6386266279,23694757721,0,7372800,0,0,26542080000,6912000,0,0,0,0,"<OVERFLOW>",8080508,0,0
4096,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,8118944595,8110597140,4133446,4132703,2067760,2065649,2067764,2065294,4043116275,4066478605,4048286692,4078445456,2097152,2097152,2097152,2097152,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2097156,2097152,2097153,2097153,"<OVERFLOW>",0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,90230058608,5453749924,"<OVERFLOW>",0,0,0,0,4294967296,524288,"<OVERFLOW>","<OVERFLOW>",65536,"<OVERFLOW>",0,0,0,0,7217878736,29289343280,0,8388608,0,0,32212254720,7864320,0,0,0,0,"<OVERFLOW>",9766631,0,0
4352,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,11605351493,11525199336,4713756,4714234,2356690,2357193,2357050,2356919,5801954362,5751082761,5787428677,5780400868,2367488,2367488,2367488,2367488,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2367488,1183744,2367488,2367492,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,29639174144,104653080499,6511828642,"<OVERFLOW>",0,0,0,0,5151653888,591872,"<OVERFLOW>","<OVERFLOW>",73984,"<OVERFLOW>",0,0,0,0,8580128698,35208929350,0,9469952,0,0,38637404160,8878080,0,0,0,0,"<OVERFLOW>",10694302,0,0
4608,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,11680491331,11750713177,5041517,5034636,2521678,2519104,2522847,2518719,5830609434,5851201988,5854457760,5893314932,2654208,2654208,2654208,2654208,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2654208,2654210,2654209,2654209,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,35182190592,119878818067,7701798787,"<OVERFLOW>",0,0,0,0,6115295232,663552,"<OVERFLOW>","<OVERFLOW>",82944,"<OVERFLOW>",0,0,0,0,11313863531,40666145941,0,10616832,0,0,45864714240,9953280,0,0,0,0,"<OVERFLOW>",10941561,0,0
4864,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,14286743505,14069258972,5901846,5899550,2950994,1474862,2950944,2949892,7142105213,3503049296,7156684588,7005625152,2957312,2957312,2957312,2957312,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2957313,2957316,2957313,2957316,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,41376491520,147347036301,9086736046,"<OVERFLOW>",0,0,0,0,7192182784,739328,"<OVERFLOW>","<OVERFLOW>",92416,"<OVERFLOW>",0,0,0,0,11946084749,49187468915,0,11829248,0,0,"<OVERFLOW>",11089920,0,0,0,0,"<OVERFLOW>",13713366,0,0
5120,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",6212130,6209652,3108215,3105539,3107792,3103523,8945322342,8954653969,8958026412,8962931704,3276800,3276800,3276800,3276800,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3276805,3276802,3276805,3276800,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,48258252800,174461727390,10559250755,"<OVERFLOW>",0,0,0,0,8388608000,819200,"<OVERFLOW>","<OVERFLOW>",102400,"<OVERFLOW>",0,0,0,0,14246015443,"<OVERFLOW>",0,13107200,0,0,"<OVERFLOW>",12288000,0,0,0,0,"<OVERFLOW>",14255536,0,0
5376,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",7177910,7177702,1795138,3588900,3588783,3588563,4419802055,8985075988,8988602812,9003548168,3612672,3612672,3612672,3612672,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3612672,3612672,3612672,3612676,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,55863650304,190206108855,12249080278,"<OVERFLOW>",0,0,0,0,9710862336,903168,"<OVERFLOW>","<OVERFLOW>",112896,"<OVERFLOW>",0,0,0,0,16558066534,"<OVERFLOW>",0,14450688,0,0,"<OVERFLOW>",13547520,0,0,0,0,"<OVERFLOW>",15588696,0,0
5632,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",7605256,7600034,3805973,3799587,3802820,3799789,11316964242,11375159344,11338496737,11362298700,3964928,3964928,3964928,3964928,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3964928,3964932,3964932,3964928,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,64228859904,"<OVERFLOW>",14059596744,"<OVERFLOW>",0,0,0,0,11165237248,991232,"<OVERFLOW>","<OVERFLOW>",123904,"<OVERFLOW>",0,0,0,0,20361141131,"<OVERFLOW>",0,15859712,0,0,"<OVERFLOW>",14868480,0,0,0,0,"<OVERFLOW>",16902310,0,0
5888,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",8635347,8629894,4317714,4314785,4315431,4317871,13784471342,13580246850,13564777940,13848381488,4333568,4333568,4333568,4333568,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4333569,4333568,4333572,4333569,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,73390057472,"<OVERFLOW>",16100720592,"<OVERFLOW>",0,0,0,0,12758024192,1083392,"<OVERFLOW>","<OVERFLOW>",135424,"<OVERFLOW>",0,0,0,0,21360266565,"<OVERFLOW>",0,17334272,0,0,"<OVERFLOW>",16250880,0,0,0,0,"<OVERFLOW>",19202979,0,0
6144,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",8945898,8939959,4474805,4469680,4473922,4471846,15809046171,15819663324,15932885524,15935655744,4718592,4718592,4718592,4718592,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4718593,4718592,4718592,4718592,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,83383418880,"<OVERFLOW>",18222243458,"<OVERFLOW>",0,0,0,0,14495514624,1179648,"<OVERFLOW>","<OVERFLOW>",147456,"<OVERFLOW>",0,0,0,0,26644845868,"<OVERFLOW>",0,18874368,0,0,"<OVERFLOW>",17694720,0,0,0,0,"<OVERFLOW>",19564139,0,0
6400,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",10187777,10177493,5093966,2544122,5093135,5093621,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5120000,5120000,5120000,5120000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5120000,5120000,5120004,5120001,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,94245120000,"<OVERFLOW>",20654817673,"<OVERFLOW>",0,0,0,0,16384000000,1280000,"<OVERFLOW>","<OVERFLOW>",160000,"<OVERFLOW>",0,0,0,0,27221395045,"<OVERFLOW>",0,20480000,0,0,"<OVERFLOW>",19200000,0,0,0,0,"<OVERFLOW>",22268194,0,0
6656,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",10206936,10381793,5108259,5188110,5192340,5186299,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5537792,5537792,5537792,5537792,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5537792,5537792,5537792,5537796,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,106011336704,"<OVERFLOW>",23192887293,"<OVERFLOW>",0,0,0,0,18429771776,1384448,"<OVERFLOW>","<OVERFLOW>",173056,"<OVERFLOW>",0,0,0,0,28686510565,"<OVERFLOW>",0,22151168,0,0,"<OVERFLOW>",20766720,0,0,0,0,"<OVERFLOW>",23775468,0,0
6912,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",11823028,11822159,5911923,5911083,5912563,5912143,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5971968,5971968,5971968,5971968,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5971968,5971968,5971969,5971968,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,118718244864,"<OVERFLOW>",26017476518,"<OVERFLOW>",0,0,0,0,20639121408,1492992,"<OVERFLOW>","<OVERFLOW>",186624,"<OVERFLOW>",0,0,0,0,33265282951,"<OVERFLOW>",0,23887872,0,0,"<OVERFLOW>",22394880,0,0,0,0,"<OVERFLOW>",25734731,0,0
