131072,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,64.651730,0.274415,0.110226,6.459333,1.291957,64.651730,0.274415,0.940047,0.751151,0.021461,0.024527,0.000000,0.000000,84.155875,5.890897,6.460053,5.905675,0.000000,4.626614,109.375000,19.999163,99.658203,0.000000,5.905675,0.000000,0.000000,99.640750,0.000000,0.558904,1304.664062,12.083269,0.000000,0.000000,16.113994,1.000000,0.914286,4.991091,0,0,134149,4224,4096,4482,0,8,0,228,16343,16699,18555,0.000000,0.000000,386.836163,12.180456,6.019218,6.688221,0.000000,2.952837,98.502855,35350,30920,152562,17927,0,0,0,0,0,0,0,0,4096,9.396936,31.748476,13.664868,0.000000,0.155523,0.053164,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (3)","Low (1)","Low (1)","Idle (0)",166997,323982,279641,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,3228075,12288,774168,569472,524244,0,0.000000,0,0.000000,16384,17922,0,6.460053,0,0,0.000000,0.153330,0.982010,0.000000,0.000000,43.668606,0.177088,0.496497,0.000000
262144,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,81.132289,0.229614,0.101029,5.321522,569.323422,81.132289,0.229614,0.799576,0.650510,0.012324,0.028168,0.000000,0.000000,3.758604,2.493067,2.779900,5.083245,0.000000,5.136754,104.687500,20.000000,26.733398,0.000000,5.083245,0.000000,"<INVALID>",99.990437,0.000000,0.413144,2272.062500,8.933073,0.000000,0.000000,16.111040,1.000000,0.955224,5.000000,0,0,202113,8448,8192,4480,0,10,0,24229,16071,33039,17924,0.000000,0.000000,250.827604,10.484192,5.125285,2.780520,0.000000,1.588513,99.117035,65068,56510,232130,30465,0,0,0,0,0,0,0,0,4096,9.455301,31.053783,22.635289,0.000000,0.536102,0.044707,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",290824,524278,453441,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,5546104,12288,1433596,974848,962447,0,0.000000,0,0.000000,32768,15680,0,2.432412,0,0,0.000000,0.084160,0.537785,0.000000,0.000000,35.548080,0.104793,0.363799,0.000000
524288,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,69.711163,0.262857,0.117587,7.097867,388.377955,69.711163,0.262857,0.709293,0.586803,0.006641,0.030360,0.000000,0.000000,6.944210,1.673298,1.896377,6.935321,0.000000,5.531516,102.343750,20.000000,0.189209,0.000000,6.935321,0.000000,"<INVALID>",99.994846,0.000000,0.449076,4216.062500,9.741143,0.000000,0.000000,15.920985,1.000000,0.977099,5.000000,0,0,338305,16896,16384,4480,0,3,0,65620,15812,65757,18251,0.000000,0.000000,286.407916,14.304099,6.958708,1.931405,0.000000,332.894531,99.286965,124491,107774,393612,55809,0,0,0,0,0,0,0,0,4096,9.620344,31.081223,26.739419,0.000000,0.398759,0.033754,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",539656,921480,799532,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,10182904,12288,2752508,1785856,1838863,0,0.000000,0,0.000000,65536,15680,0,1.659330,0,0,0.000000,0.071236,0.290936,0.000000,0.000000,31.670387,0.093942,0.396400,0.000000
1048576,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,70.801185,0.257849,0.124844,7.374656,204.098578,70.801185,0.257849,0.660670,0.551351,0.003457,0.031605,0.000000,0.000000,7.298133,933.363760,0.996575,7.289235,0.000000,5.789456,101.171875,20.000000,0.000000,0.000000,7.289235,0.000000,0.257069,99.996835,0.000000,0.428387,8100.101562,9.299739,0.000000,0.000000,15.797248,1.000000,0.988417,5.000000,0,0,610690,33792,32768,4480,0,16,0,131232,16390,131179,17929,0.000000,0.000000,271.695734,15.034047,7.295186,0.997076,0.000000,933.021484,99.430858,243281,210175,715222,106498,0,0,0,0,0,0,0,0,4096,9.849186,31.462977,28.205080,0.000000,0.398599,0.026813,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",1036813,1721804,1495015,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,19456252,12288,5390331,3407872,3591948,0,0.000000,0,0.000000,131072,18304,0,1.017930,0,0,0.000000,0.055367,0.148209,0.000000,0.000000,29.770583,0.083185,0.377837,0.000000
2097152,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,70.960974,0.262814,0.117699,5.803098,80.770105,70.960974,0.262814,0.634830,0.532247,0.001764,0.032250,0.000000,0.000000,5.783621,389.630121,403.850528,5.769293,0.000000,5.939289,100.585938,20.000000,0.000000,0.000000,5.048132,0.000000,"<INVALID>",99.998385,0.000000,0.428156,15876.101562,9.300301,0.000000,0.000000,15.726080,1.000000,0.994175,5.000000,0,0,1155458,67584,65536,4480,0,10,0,262795,17289,262333,17927,0.000000,0.000000,203.435548,11.899167,5.773453,404.008282,0.000000,230.771484,99.457669,481105,415231,1359466,207874,0,0,0,0,0,0,0,0,4096,9.884781,31.417755,29.432796,0.000000,0.475820,0.019726,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",2032141,3322206,2886515,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,38003452,12288,10665979,6651904,7097612,0,0.000000,0,0.000000,229376,17920,0,403.850528,0,0,0.000000,0.058884,0.075619,0.000000,0.000000,28.542975,0.091643,0.378594,0.000000
4194304,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,71.193882,0.278275,0.124945,6.714779,46.866149,71.193882,0.278275,0.621062,0.522399,0.000891,0.032582,0.000000,0.000000,6.695892,223.686480,234.330745,6.695164,0.000000,6.020431,100.292969,20.000000,0.000000,0.000000,5.858269,0.000000,"<INVALID>",99.999186,0.000000,0.424861,31428.101562,9.231929,0.000000,0.000000,15.687630,1.000000,0.997079,5.000000,0,0,2244994,135168,131072,4480,0,10,0,524345,17106,525370,18177,0.000000,0.000000,229.348806,13.808776,6.708981,237.691403,0.000000,133.902344,99.471489,956771,825343,2647629,410626,0,0,0,0,0,0,0,0,4096,9.920106,31.447717,29.994099,0.000000,0.452735,0.019664,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",4022797,6521203,5668371,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,75097852,12288,21217275,13139968,14108940,0,0.000000,0,0.000000,458752,18324,0,239.613647,0,0,0.000000,0.065095,0.038275,0.000000,0.000000,27.968139,0.094171,0.376052,0.000000
8388608,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,71.037956,0.281952,0.124958,6.784449,23.710840,71.037956,0.281952,0.614249,0.517652,0.000448,0.032767,0.000000,0.000000,6.813032,110.575609,118.554201,6.774526,0.000000,6.062710,100.146484,20.000000,0.000000,0.000000,6.774526,0.000000,0.015375,99.999591,0.000000,0.429402,62501.414062,9.333448,0.000000,0.000000,15.667620,1.000000,0.998537,5.000000,0,0,4424066,270336,262144,4480,0,6,0,1054536,16714,1049218,17926,0.000000,0.000000,228.660196,13.972459,6.778674,118.593895,0.000000,40.646484,99.527349,1907066,1644585,5223915,816130,0,0,0,0,0,0,0,0,4096,10.073727,31.888186,29.386363,0.000000,0.427695,0.020135,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",8000181,12914285,11228170,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,149284688,12288,42319867,26116096,28133560,0,0.000000,0,0.000000,1048576,18084,0,119.639183,0,0,0.000000,0.058547,0.019404,0.000000,0.000000,28.042255,0.083688,0.379372,0.000000
12582912,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,71.248472,0.258610,0.117679,7.598456,17.712433,71.248472,0.258610,0.612905,0.516065,0.000299,0.032830,0.000000,0.000000,7.593673,81.712435,88.562164,7.591043,0.000000,6.077069,100.097656,20.000000,0.000000,0.000000,7.591043,0.000000,0.004274,99.999726,0.000000,0.425829,93573.414062,9.257470,0.000000,0.000000,15.660829,1.000000,0.999024,5.000000,0,0,6603138,405504,393216,4480,0,5,0,1573409,16534,1575195,18024,0.000000,0.000000,254.947421,15.656526,7.602293,89.076141,0.000000,25.302734,99.547507,2857357,2463785,7800227,1221634,0,0,0,0,0,0,0,0,4096,10.047781,31.717423,29.763096,0.000000,0.488579,0.017317,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",11977397,19318402,16798730,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,223471440,12288,63422459,39092224,42158264,0,0.000000,0,0.000000,1572864,17988,0,88.898227,0,0,0.000000,0.061435,0.013213,0.000000,0.000000,27.764444,0.126712,0.379426,0.000000
16777216,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,71.198786,0.275656,0.124974,7.647944,13.374106,71.198786,0.275656,0.610516,0.515270,0.000225,0.032861,0.000000,0.000000,7.694764,61.982121,66.870536,7.642347,0.000000,6.084299,100.073242,20.000000,0.000000,0.000000,7.642347,0.000000,0.002080,99.999794,0.000000,0.418767,124645.414062,9.103552,0.000000,0.000000,15.657410,1.000000,0.999268,5.000000,0,0,8782210,540672,524288,4480,0,6,0,2111536,16610,2100083,17970,0.000000,0.000000,256.029877,15.762341,7.653028,67.057117,0.000000,22.926758,99.557615,3807587,3282985,10376750,1627138,0,0,0,0,0,0,0,0,4096,9.875653,31.230410,31.096657,0.000000,0.311696,0.017978,"Low (2)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (2)","Low (1)","Low (1)","Idle (0)",15954613,25700938,22348431,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,297658192,12288,84525051,52068352,56182968,0,0.000000,0,0.000000,2097152,17964,0,67.034726,0,0,0.000000,0.053241,0.010061,0.000000,0.000000,27.318883,0.085420,0.370292,0.000000
20971520,"Quadro K5200 (1)","2","14","subSeqMax(int*, int*, int, int)",0.000000,0.000000,66.883939,0.262439,0.117678,7.586012,10.614197,66.883939,0.262439,0.610404,0.514791,0.000180,0.032880,0.000000,0.000000,7.614623,49.055121,53.070984,7.581569,0.000000,6.088653,100.058594,20.000000,0.000000,0.000000,7.581569,0.000000,0.001364,99.999835,0.000000,0.444017,155717.414062,9.652498,0.000000,0.000000,15.655351,1.000000,0.999414,5.000000,0,0,10961282,675840,655360,4480,0,0,0,2632869,16564,2625766,17976,0.000000,0.000000,253.612420,15.636986,7.594081,53.236831,0.000000,0.000000,99.563688,4757862,4102185,12953001,2032642,0,0,0,0,0,0,0,0,4096,9.847397,31.146392,31.133677,0.000000,0.484821,0.020515,"Low (2)","Low (1)","Idle (0)","Low (1)","Idle (0)","Low (2)","Low (1)","Low (1)","Idle (0)",19931829,32086812,27901462,0.000000,0,0.000000,0.000000,0.000000,0.000000,4096,0,371844944,12288,105627643,65044480,70207672,0,0.000000,0,0.000000,2621440,17956,0,53.177600,0,0,0.000000,0.058751,0.007954,0.000000,0.000000,27.207248,0.093246,0.393244,0.000000
