256,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,94.657520,0.380876,0.895732,20.079681,627.490030,94.657520,0.380876,1.266480,0.631090,0.574246,0.000000,0.000000,0.000000,258.517926,956.937615,2.509960,80.318724,0.000000,30.357143,25.000000,25.000000,99.645615,0.000000,80.318724,0.000000,0.123397,100.000000,0.000000,0.863249,862.000000,20.755806,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864,262144,1048576,32768,0,1,0,3375,12493,1048753,32773,0.000000,0.000000,963.824687,160.637448,80.332282,2.510343,0.000000,76.597000,99.883991,135094,102400,2985340,788480,33554432,0,0,16777216,0,0,0,0,0,1.235533,3.586409,0.484928,0.000000,21.381126,0.101428,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1765376,4001190,3848158,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,10485760,0,1114112,25231360,2818048,0,0.000000,0,0.000000,1048576,34104,0,2.612295,0,0,0.000000,30.961543,0.105164,0.127465,0.000000,13.150799,28.993071,16.251557,0.000000
512,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,94.918249,0.378441,0.978314,20.673257,323.019634,94.918249,0.378441,1.276608,0.642267,0.575561,0.000000,0.000000,0.000000,494.298508,521.594692,1.292079,82.693026,0.000000,30.357143,25.000000,25.000000,99.412370,0.000000,82.693026,0.000000,0.000000,100.000000,0.000000,0.861506,1694.000000,20.764575,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,12582912,2097152,8388608,131072,0,0,0,50143,52912,8388703,131073,0.000000,0.000000,992.316316,165.386053,82.693963,1.292088,0.000000,0.000000,99.940968,1062021,802816,23743116,6299648,268435456,0,0,134217728,0,0,0,0,0,1.225426,3.240335,0.434000,0.000000,26.934480,0.092828,"Mid (5)","Low (2)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",13877248,31593057,30459040,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,79691776,0,8650752,201588736,19660800,0,0.000000,0,0.000000,8388608,131072,0,1.292079,0,349,3.440364,28.960245,0.012258,0.129240,0.000000,12.061940,27.038487,16.702341,0.000000
768,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.198816,0.369598,0.989820,20.876003,217.458360,99.198816,0.369598,1.327497,0.646081,0.576010,0.000000,0.000000,0.000000,8.779238,310.092295,869.833442,83.504010,0.000000,30.357143,25.000000,25.000000,89.418016,0.000000,83.504010,0.000000,0.000895,100.000000,0.000000,0.860328,2526.000000,20.767856,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,42467328,7077888,28311552,294912,0,6,0,2976550,105135,28311720,294923,0.000000,0.000000,1002.048126,167.008021,83.504506,869.865886,0.000000,17.696000,99.960412,3562865,2691072,82160782,21252096,905969664,0,0,452984832,0,0,0,0,0,1.193840,3.118629,0.513504,0.000000,27.551141,0.087843,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",46559232,108366470,104636286,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,264241152,0,28901376,680067072,63111168,0,0.000000,0,0.000000,28311552,295168,0,870.588506,0,0,0.000000,29.048412,0.003437,0.132718,0.000000,12.278612,26.204581,16.471112,0.000000
1024,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.479752,0.367468,0.994106,20.873382,163.073294,99.479752,0.367468,1.337506,0.648005,0.576236,0.000000,0.000000,0.000000,10.189507,211.938549,652.293177,83.493527,0.000000,30.357143,25.000000,25.000000,87.741098,0.000000,83.493527,0.000000,0.000000,100.000000,0.000000,0.858985,3358.000000,20.745908,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,100663296,16777216,67108864,524288,0,8,0,8189931,170348,67112179,524293,0.000000,0.000000,1001.922320,166.987053,83.497651,652.299398,0.000000,9.953000,99.970220,8419864,6356992,195482318,50364416,2147483648,0,0,1073741824,0,0,0,0,0,1.185343,3.073626,0.524151,0.000000,28.517338,0.085750,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",110034944,257207357,248479320,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,620756992,0,68157440,1611661312,145752064,0,0.000000,0,0.000000,67108864,524288,0,652.293177,0,12582,15.653901,28.430337,0.001487,0.132711,0.000000,12.249854,25.932113,16.449020,0.000000
1280,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.673743,0.366742,0.996111,20.856919,130.355744,99.673743,0.366742,1.341324,0.649165,0.576372,0.000000,0.000000,0.000000,10.499154,170.487237,521.422978,83.427677,0.000000,30.357143,25.000000,25.000000,87.409201,0.000000,83.427677,0.000000,0.000000,100.000000,0.000000,0.858374,4190.000000,20.736723,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,196608000,32768000,131072000,819200,0,0,0,16495067,267850,131073069,819862,0.000000,0.000000,1001.132119,166.855353,83.428357,521.844343,0.000000,0.000000,99.976134,16415472,12390400,382045350,98355200,4194304000,0,0,2097152000,0,0,0,0,0,1.192152,3.078301,0.532522,0.000000,28.342596,0.085009,"Mid (5)","Low (2)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",214528000,502279658,485365754,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,1205862400,0,132710400,3147366400,280166400,0,0.000000,0,0.000000,131072000,819200,0,521.422978,0,20145,12.822346,28.457464,0.000873,0.132896,0.000000,12.288857,26.022225,16.450902,0.000000
1536,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.863582,0.366047,0.997116,20.850595,108.596851,99.863582,0.366047,1.343603,0.649940,0.576464,0.000000,0.000000,0.000000,10.619406,142.929219,434.387405,83.402382,0.000000,30.357143,25.000000,25.000000,87.274035,0.000000,83.402382,0.000000,0.000146,100.000000,0.000000,0.857870,5022.000000,20.728157,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,339738624,56623104,226492416,1179648,0,0,0,28838684,388147,226497095,1180002,0.000000,0.000000,1000.828583,166.804764,83.404105,434.517760,0.000000,0.000000,99.980088,28331448,21381120,660285162,169943040,7247757312,0,0,3623878656,0,0,0,0,0,1.190874,3.061918,0.529060,0.000000,28.858348,0.084219,"Mid (5)","Low (2)","Idle (0)","Low (1)","Idle (0)","High (7)","Low (1)","Low (1)","Idle (0)",370262016,867747079,838672745,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,2076180480,0,228851712,5438177280,478937088,0,0.000000,0,0.000000,226492416,1179980,0,434.509659,0,3955,1.456368,28.214201,0.000434,0.133100,0.000000,12.273741,25.787204,16.369146,0.000000
1792,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.768987,0.365945,0.998004,20.870849,93.173431,99.768987,0.365945,1.343509,0.650495,0.576529,0.000000,0.000000,0.000000,10.560951,122.381815,372.693727,83.483395,0.000000,30.357143,25.000000,25.000000,87.353691,0.000000,83.483395,0.000000,0.000080,100.000000,0.000000,0.857605,5854.000000,20.723828,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,539492352,89915392,359661568,1605632,0,13,0,45498489,527243,359667571,1605639,0.000000,0.000000,1001.800739,166.966790,83.484788,372.695352,0.000000,3.017000,99.982918,44950549,33918976,1047801561,269846528,11509170176,0,0,5754585088,0,0,0,0,0,1.191571,3.055127,0.531148,0.000000,28.862826,0.083351,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",587460608,1376719032,1330723433,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,3288334336,0,362872832,8635088896,754647040,0,0.000000,0,0.000000,359661568,1605920,0,372.760576,0,6793,1.576767,28.226174,0.000274,0.133052,0.000000,12.221126,25.828405,16.428574,0.000000
2048,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.911867,0.365715,0.998183,20.927971,81.749886,99.911867,0.365715,1.344565,0.650912,0.576578,0.000000,0.000000,0.000000,10.580315,116.461249,326.999547,83.711884,0.000000,30.357143,25.000000,25.000000,87.363448,0.000000,83.711884,0.000000,0.000052,100.000000,0.000000,0.857443,6686.000000,20.721794,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,805306368,134217728,536870912,2097152,0,6,0,67854919,746903,536883381,2097462,0.000000,0.000000,1004.542609,167.423768,83.713828,327.047884,0.000000,935.000000,99.985043,67053739,50593792,1564421867,402784256,17179869184,0,0,8589934592,0,0,0,0,0,1.196611,3.057279,0.535150,0.000000,29.111512,0.083369,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",876347392,2054652994,1986188366,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,4898947072,0,541065216,12889096192,1119879168,0,0.000000,0,0.000000,536870912,2097432,0,327.043206,0,0,0.000000,28.080466,0.000182,0.133243,0.000000,12.257509,25.677924,16.317200,0.000000
2304,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.905440,0.365345,0.998776,20.931694,72.679491,99.905440,0.365345,1.345986,0.651237,0.576616,0.000000,0.000000,0.000000,10.903221,85.224072,290.717965,83.726774,0.000000,30.357143,25.000000,25.000000,86.978706,0.000000,83.726774,0.000000,0.000000,100.000000,0.000000,0.857093,7518.000000,20.714991,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1146617856,191102976,764411904,2654208,0,4,0,99544641,778082,764428237,2654223,0.000000,0.000000,1004.721288,167.453548,83.728563,290.719608,0.000000,438.000000,99.986699,95425148,71995392,2228598828,573474816,24461180928,0,0,12230590464,0,0,0,0,0,1.195989,3.052198,0.530712,0.000000,29.023232,0.082855,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1247145984,2925787064,2828520637,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,6964641792,0,769720320,18351194112,1587216384,0,0.000000,0,0.000000,764411904,2654208,0,290.717965,0,0,0.000000,28.125575,0.000151,0.133166,0.000000,12.276891,25.712397,16.350062,0.000000
2560,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0.000000,0.000000,99.919496,0.365277,0.998713,20.959109,65.497215,99.919496,0.365277,1.345700,0.651497,0.576647,0.000000,0.000000,0.000000,10.698634,88.714187,261.988860,83.836435,0.000000,30.357143,25.000000,25.000000,87.242275,0.000000,83.836435,0.000000,0.000024,100.000000,0.000000,0.856848,8350.000000,20.709945,0.000000,0.000000,2.400000,4.000000,16.000000,16.000000,0,0,1572864000,262144000,1048576000,3276800,0,4,0,133812111,1109584,1048601345,3277049,0.000000,0.000000,1006.037225,167.672871,83.838462,262.008768,0.000000,319.000000,99.988024,130845709,98713600,3055335884,786636800,33554432000,0,0,16777216000,0,0,0,0,0,1.198314,3.053725,0.532204,0.000000,29.218498,0.082651,"Mid (5)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (1)","Low (1)","Idle (0)",1710080000,4011334196,3878144360,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,9542041600,0,1055129600,25172377600,2169241600,0,0.000000,0,0.000000,1048576000,3277048,0,262.008688,0,0,0.000000,28.017217,0.000114,0.133216,0.000000,12.262727,25.634550,16.293303,0.000000
