2048,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.140906,0.045152,0.015625,11.816805,2.195390,7.140906,0.045152,0.109679,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.567325,17.563122,94.534444,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,94.534444,0.000000,0.009373,3.125000,0.000000,0.050103,583730.000000,0.902261,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,8188,13743,0,0,44982,8357,0,4,0,0,8359,46065,8369,68.831802,115.416003,0.000000,0.000000,96.810484,17.588341,0.000000,8.406000,2.998989,88145,88145,77294,77294,0,0,0,0,0,0,0,0,0,8.814737,40.719219,50.184644,0.000000,0.000000,0.278947,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",583730,647753,466595,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,331457,0,50145,75270,86857,0,0.000000,0,0.000000,44982,8362,0,17.573630,0,4,8.406000,0.000000,0.002452,0.000000,0.000000,0.000000,0.000000,0.036090,0.000000
2560,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.141399,0.044298,0.015625,11.913851,2.037005,7.141399,0.044298,0.112948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.282257,16.296047,95.310811,0.000000,0.000000,12.500000,12.500000,99.974284,0.000000,95.335328,0.000000,0.021962,3.125000,0.000000,0.049302,785388.000000,0.889426,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,10236,17331,0,0,62201,10635,0,4,0,0,10626,63200,10641,62.738635,106.225409,0.000000,0.000000,96.841582,16.305241,0.000000,6.129000,3.006524,116564,116564,102941,102941,0,0,0,0,0,0,0,0,0,9.056061,39.803004,50.869399,0.000000,0.000000,0.269666,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",785388,874096,630767,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,448268,0,68523,100403,117636,0,0.000000,0,0.000000,62217,10635,0,16.296047,0,0,0.000000,0.000000,0.001870,0.000000,0.000000,0.000000,0.000000,0.035577,0.000000
3072,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.141821,0.042796,0.015625,12.109479,1.678483,7.141821,0.042796,0.119845,0.000000,0.000000,0.000000,0.000000,0.000000,17.585000,13.422369,13.427865,96.875832,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,96.875832,0.000000,0.000000,3.125003,0.000000,0.047927,1058085.000000,0.867343,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,12284,20907,0,0,88140,12217,0,8,0,16,12212,90911,12218,54.006023,91.916634,0.000000,0.000000,99.921475,13.428964,0.000000,8.792000,3.021804,152295,152295,136593,136593,0,0,0,0,0,0,0,0,0,9.278663,38.519021,51.969052,0.000000,0.000000,0.231914,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1058085,1184891,857731,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,608794,0,95975,133548,160429,0,0.000000,0,0.000000,88140,12217,0,13.427865,0,0,0.000000,0.000000,0.001340,0.000000,0.000000,0.000000,0.000009,0.034694,0.000000
3584,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142006,0.041717,0.015625,12.021042,1.691056,7.142006,0.041717,0.113333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.527536,13.528449,96.168340,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,96.168340,0.000000,0.000000,3.125003,0.000000,0.046444,1242243.000000,0.846617,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,14332,24495,0,0,105385,14825,0,12,0,0,14824,106256,14831,52.314263,89.410959,0.000000,0.000000,96.963165,13.533924,0.000000,10.950000,3.020232,181412,181412,162586,162586,0,0,0,0,0,0,0,0,0,9.128319,38.774856,51.870516,0.000000,0.000000,0.225194,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1242243,1383030,1008438,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,717125,0,114227,159037,181154,0,0.000000,0,0.000000,105385,14825,0,13.528449,0,0,0.000000,0.000000,0.001116,0.000000,0.000000,0.000000,0.000000,0.033865,0.000000
4096,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142180,0.040985,0.015625,12.149961,1.499136,7.142180,0.040985,0.117430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.993818,11.993094,97.199689,0.000009,0.000000,12.500000,12.500000,100.000000,0.000000,97.222835,0.000000,0.027813,3.124998,0.000000,0.045822,1539321.000000,0.836828,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,16380,28075,0,0,134383,16581,0,10,0,0,16582,138422,16609,47.390843,81.187921,0.000000,0.000000,100.121112,12.013347,0.000000,7.233000,3.029282,220614,220602,199496,199496,0,0,0,0,0,0,0,0,0,9.214186,37.988851,52.592880,0.000000,0.000000,0.203202,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1539321,1720084,1256525,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,893047,0,144642,195419,226194,0,0.000000,0,0.000000,134415,16591,0,12.000327,0,0,0.000000,0.000000,0.000875,0.000000,0.000000,0.000000,0.000006,0.033473,0.000000
4608,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142294,0.040165,0.015625,12.181031,1.421416,7.142294,0.040165,0.117088,0.000000,0.000000,0.000000,0.000000,0.000000,9.545000,11.382664,11.371329,97.448255,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,97.464959,0.000000,0.021924,3.125000,0.000000,0.044955,1831822.000000,0.824021,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,18428,31651,0,0,163346,19061,0,1,0,16,19080,165267,19084,43.974788,75.528870,0.000000,0.000000,98.594277,11.385050,0.000000,596.000000,3.033404,261193,261193,237077,237077,0,0,0,0,0,0,0,0,0,9.265605,37.782327,52.762502,0.000000,0.000000,0.188824,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",1831822,2046306,1500356,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1067181,0,174672,232486,266387,0,0.000000,0,0.000000,163374,19073,0,11.378488,0,21,12.528000,0.000000,0.000743,0.000000,0.000000,0.000000,0.000000,0.032961,0.000000
5120,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142384,0.039397,0.015625,12.237009,1.285867,7.142384,0.039397,0.117776,0.000000,0.000000,0.000000,0.000000,0.000000,9.948000,10.290921,10.286942,97.896076,0.000000,0.000000,12.500000,12.500000,99.997968,0.000000,97.910004,0.000000,0.014712,3.125001,0.000000,0.044033,2151743.000000,0.810200,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,20476,35247,0,0,196802,20680,0,4,0,20,20688,201047,20698,40.741863,70.132275,0.000000,0.000000,100.007685,10.295896,0.000000,1.989000,3.039472,304513,304513,278294,278294,0,0,0,0,0,0,0,0,0,9.283378,37.410692,53.130392,0.000000,0.000000,0.174928,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2151743,2405166,1770205,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1258854,0,209626,273205,310112,0,0.000000,0,0.000000,196830,20684,0,10.288932,0,9,4.476000,0.000000,0.000607,0.000000,0.000000,0.000000,0.000004,0.032408,0.000000
5632,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142454,0.038721,0.015625,12.215229,1.264906,7.142454,0.038721,0.115192,0.000000,0.000000,0.000000,0.000000,0.000000,1.729000,10.120979,10.119250,97.721832,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,97.721832,0.000000,0.005613,3.125000,0.000000,0.043181,2435246.000000,0.797877,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,22524,38843,0,0,225984,23401,0,6,0,4,23405,228569,23414,38.960042,67.163867,0.000000,0.000000,98.839658,10.124871,0.000000,2.594000,3.040535,345823,345823,316361,316361,0,0,0,0,0,0,0,0,0,9.249396,37.258257,53.325067,0.000000,0.000000,0.166751,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2435246,2715766,2007212,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1428889,0,239748,310752,344195,0,0.000000,0,0.000000,225984,23415,0,10.125304,0,0,0.000000,0.000000,0.000526,0.000000,0.000000,0.000000,0.000004,0.031915,0.000000
6144,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142499,0.038596,0.015625,12.267188,1.202211,7.142499,0.038596,0.117898,0.000000,0.000000,0.000000,0.000000,0.000000,10.581000,9.617693,9.617693,98.137508,0.000000,0.000000,12.500000,12.500000,99.995379,0.000000,98.142043,0.000000,0.008767,3.125000,0.000000,0.043146,2777726.000000,0.796773,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,24572,42407,0,0,259688,25450,0,9,0,28,25450,263915,25475,37.143570,64.103344,0.000000,0.000000,99.734914,9.627141,0.000000,3.401000,3.044325,390286,390275,358240,358240,0,0,0,0,0,0,0,0,0,9.277981,36.940287,53.622442,0.000000,0.000000,0.158828,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",2777726,3105215,2293745,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1632431,0,274733,352117,396800,0,0.000000,0,0.000000,259700,25463,0,9.622606,0,9,3.401000,0.000000,0.000459,0.000000,0.000000,0.000000,0.000003,0.031871,0.000000
6656,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142550,0.038022,0.015625,12.299082,1.121687,7.142550,0.038022,0.117930,0.000000,0.000000,0.000000,0.000000,0.000000,3.883000,8.973500,8.973500,98.392657,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,98.397835,0.000000,0.004822,3.124999,0.000000,0.042506,3190227.000000,0.787554,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,26620,46007,0,0,304043,27729,0,1,0,12,27729,307519,27736,34.458448,59.554089,0.000000,0.000000,99.517540,8.975765,0.000000,323.000000,3.048666,445822,445810,411029,411029,0,0,0,0,0,0,0,0,0,9.293618,36.716898,53.841682,0.000000,0.000000,0.147432,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",3190227,3566449,2643192,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,1881791,0,320245,404399,451622,0,0.000000,0,0.000000,304059,27729,0,8.973500,0,0,0.000000,0.000000,0.000371,0.000000,0.000000,0.000000,0.000000,0.031502,0.000000
7168,"GeForce GTX TITAN (0)","2","14","quicksort(int*, int)",0.000000,100.000000,7.142571,0.037516,0.015625,12.350462,1.019834,7.142571,0.037516,0.119734,0.000000,0.000000,0.000000,0.000000,0.000000,11.252000,8.158955,8.158674,98.803701,0.000000,0.000000,12.500000,12.500000,100.000000,0.000000,98.803701,0.000000,0.001841,3.125000,0.000000,0.042007,3627026.000000,0.779570,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,28668,49575,0,0,351234,29003,0,4,0,40,29004,357179,29016,32.257748,55.768615,0.000000,0.000000,100.476056,8.162331,0.000000,1.125000,3.053767,502245,502245,465628,465628,0,0,0,0,0,0,0,0,0,9.346759,36.401592,54.113299,0.000000,0.000000,0.138013,"Low (1)","Low (1)","Idle (0)","Low (1)","Low (1)","Low (1)","Low (1)","Low (1)","Idle (0)",3627026,4061303,3014811,0.000000,0,0.000000,0.000000,0.000000,0.000000,0,0,2145405,0,369111,458480,513767,0,0.000000,0,0.000000,351234,29010,0,8.160643,0,17,4.782000,0.000000,0.000337,0.000000,0.000000,0.000000,0.000000,0.031183,0.000000
