3276801,"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
3276801,s,s,,,,,,,,B,B,KB,GB/s,,,,
3276801,0.328064,4.499000e-05,,,,,,,,,,262.144000,5.826717,"GeForce GT 630 (1)","2","14","[CUDA memcpy HtoD]"
3276801,0.328137,3.247600e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [190]"
3276801,0.328170,3.040000e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [196]"
3276801,0.328202,3.044900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [202]"
3276801,0.328233,3.014300e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [208]"
3276801,0.328264,3.007700e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [214]"
3276801,0.328295,3.069500e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [220]"
3276801,0.328327,3.005900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [226]"
3276801,0.328358,2.995500e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [232]"
3276801,0.328389,2.973400e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [238]"
3276801,0.328420,3.032100e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [244]"
3276801,0.328451,2.652900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [250]"
3276801,0.328478,2.646600e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [256]"
3276801,0.328506,2.659500e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [262]"
3276801,0.328533,2.655200e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [268]"
3276801,0.328561,2.665000e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [274]"
3276801,0.328589,2.593500e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [280]"
3276801,0.328616,2.605700e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [286]"
3276801,0.328643,2.608300e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [292]"
3276801,0.328670,2.604500e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [298]"
3276801,0.328697,2.582900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [304]"
3276801,0.328724,2.608200e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [310]"
3276801,0.328751,2.406900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [316]"
3276801,0.328776,2.599800e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [322]"
3276801,0.328803,2.616900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [328]"
3276801,0.328830,2.623900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [334]"
3276801,0.328857,2.601200e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [340]"
3276801,0.328884,2.623600e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [346]"
3276801,0.328911,2.616400e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [352]"
3276801,0.328938,2.096900e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [358]"
3276801,0.328960,2.435200e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [364]"
3276801,0.328986,2.626300e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [370]"
3276801,0.329013,2.561500e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [376]"
3276801,0.329040,2.598300e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [382]"
3276801,0.329066,2.655300e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [388]"
3276801,0.329094,2.591800e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [394]"
3276801,0.329121,2.593400e-05,256,1,1,128,1,1,8,0,0,,,"GeForce GT 630 (1)","2","14","Bitonic_Sort(int*, int, int, int) [400]"
