256,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,2122,3228,4096,4096,2048,2049,2912,2048,1062,1052,1300,1052,2048,2048,2048,2048,524288,524288,524288,524288,523224,523228,523224,523240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524333,524328,524288,524308,2052,2052,2048,2049,4101566,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,5820416,3558652,2028768,186253312,0,0,0,0,1048576,2048,3927800,212292394,256,186056704,0,0,0,0,0,0,1572864,4096,0,0,524288,2048,0,0,0,0,1573748,4096,0,0
512,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,32775,32769,16385,16385,8193,8193,8192,8193,16386,16388,16385,16388,8192,8192,8192,8192,4194304,4194304,4194304,4194304,4177920,4177920,4177920,4177920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,4194349,4194344,4194307,4194309,8197,8194,8196,8194,30155832,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,46350336,28398666,16225725,1483210752,0,0,0,0,8388608,8192,29671488,1819224496,1024,1482424320,0,0,0,0,0,0,12582912,16384,0,0,4194304,8192,0,0,0,0,12586026,16384,0,0
768,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1005941,946555,36864,36864,18432,18432,18432,18432,479612,486197,470504,458797,18432,18432,18432,18432,14155776,14155776,14155776,14155776,13675798,13658519,13675815,13670949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14155821,14155816,14155776,14155776,18437,18434,18433,18437,100956842,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,156192768,96412618,52884329,4998168576,0,0,0,0,28311552,18432,100360109,6246022176,2304,4996399104,0,0,0,0,0,0,42467328,36864,0,0,14155776,18432,0,0,0,0,42565296,36864,0,0
1024,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,3940278,3925870,65537,65537,32769,32769,32768,32768,1981876,1986214,1984019,1958157,32768,32768,32768,32768,33554432,33554432,33554432,33554432,31592960,31627986,31582602,31576173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,33554475,33554472,33554435,33554432,33112,32769,32768,32770,238016254,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,369950720,228611793,121806368,11838423040,0,0,0,0,67108864,32768,237020389,15048820134,4096,11835277312,0,0,0,0,0,0,100663296,65536,0,0,33554432,32768,0,0,0,0,101259776,65536,0,0
1280,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,7993771,7835578,102401,102400,51200,51200,51201,51201,4013869,3881495,3985274,3893242,51200,51508,51200,51200,65536000,65536000,65536000,65536000,61516566,61523758,61492581,61566801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,65536845,65536148,65536003,65536252,51205,51200,51200,51204,464441737,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,722227200,446350776,237679129,23111270400,0,0,0,0,131072000,51200,462858883,29462223362,6400,23106355200,0,0,0,0,0,0,196608000,102400,0,0,65536000,51200,0,0,0,0,197766631,102400,0,0
1536,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,14239591,14274747,147456,147456,73729,73728,73728,73728,7128584,7146921,7126106,7150896,73728,73728,73728,73728,113246208,113246208,113246208,113246208,106123716,106092306,106114552,106121038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,113246324,113248464,113248776,113247404,73729,73732,73732,73733,800777250,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1247625216,771201786,408396431,39924006912,0,0,0,0,226492416,73728,800022784,50947535404,9216,39916929024,0,0,0,0,0,0,339738624,147456,0,0,113246208,73728,0,0,0,0,341959202,147456,0,0
1792,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,22848001,22830111,200705,200704,100352,100352,100352,100352,11387589,11419101,11407875,11418990,100352,100352,100352,100352,179830784,179830784,179830784,179830784,168449346,168441166,168427067,168422165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,179831619,179833672,179831676,179831795,100352,100356,100352,100353,1272331494,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,1980747776,1224360136,648460633,63383928832,0,0,0,0,359661568,100352,1270580505,81056775488,12544,63374295040,0,0,0,0,0,0,539492352,200704,0,0,179830784,100352,0,0,0,0,542923268,200704,0,0
2048,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,33921537,33912376,262145,262144,131072,131072,131072,131072,16973929,16953567,16970024,16956899,131072,131072,131072,131072,268435456,268435456,268435456,268435456,251477322,251463812,251475894,251477420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268440121,268437808,268437901,268436488,131072,131072,131073,131077,1897389494,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,2956197888,1827403833,967708467,94598332416,0,0,0,0,536870912,131072,1895077346,120928012430,16384,94585749504,0,0,0,0,0,0,805306368,262144,0,0,268435456,131072,0,0,0,0,809812600,262144,0,0
2304,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,48754969,48711020,331776,331776,165888,165888,165888,165889,24285364,24295235,24352865,24305650,165888,165888,165888,165888,382205952,382205952,382205952,382205952,357751854,357855040,357831370,357850058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382207800,382209564,382209149,382207895,165888,165893,165893,165894,2700933956,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4208578560,2601735643,1377729721,134674513920,0,0,0,0,764411904,165888,2698209483,172388715174,20736,134658588672,0,0,0,0,0,0,1146617856,331776,0,0,382205952,165888,0,0,0,0,1154187853,331776,0,0
2560,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,66488608,66439292,409600,409600,204800,204800,204801,204800,33192312,33231086,33215318,33249913,204800,204800,204800,204800,524288000,524288000,524288000,524288000,491067287,491092877,491086342,491070009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,524293228,524292245,524291299,524293032,204800,204800,204800,204801,3704065512,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,5772492800,3568140948,1889388635,184719769600,0,0,0,0,1048576000,204800,3700375081,236316307710,25600,184700108800,0,0,0,0,0,0,1572864000,409600,0,0,524288000,204800,0,0,0,0,1583323684,409600,0,0
2816,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,88432672,88491787,495617,495616,247808,247809,247808,247808,44216221,44215553,44220188,44275341,247808,247808,247808,247808,697827328,697827328,697827328,697827328,653577231,653599102,653593985,653588695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,697831748,697831520,697833217,697832199,247809,247813,247808,247809,4926963650,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,7682543616,4749328984,2514085315,245841395712,0,0,0,0,1395654656,247808,4924947701,314519855022,30976,245817606144,0,0,0,0,0,0,2093481984,495616,0,0,697827328,247808,0,0,0,0,2107799822,495616,0,0
3072,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,115713447,115799951,589824,589825,294912,294912,294912,294912,57808830,57809183,57798244,57756814,294912,294912,294912,294912,905969664,905969664,905969664,905969664,848149574,848256355,848221802,848189725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,905975825,905976643,905976276,905977328,294912,294912,294912,294912,6395429362,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,9973334016,6164319649,3265293562,319146688512,0,0,0,0,1811939328,294912,6393578413,408559398612,36864,319118376960,0,0,0,0,0,0,2717908992,589824,0,0,905969664,294912,0,0,0,0,2735832204,589824,0,0
3328,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,147182082,147103036,692224,692225,346112,346112,346112,346112,73527171,73600041,73711713,73578315,346112,346112,346112,346112,1151860736,1151860736,1151860736,1151860736,1078287043,1078250147,1078353579,1078303543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1151871868,1151870688,1151868768,1151867831,346116,346117,346112,346116,8133313216,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,12679467008,7838392444,4149642478,405742944256,0,0,0,0,2303721472,346112,8129259664,519534149382,43264,405709717504,0,0,0,0,0,0,3455582208,692224,0,0,1151860736,346112,0,0,0,0,3478944979,692224,0,0
