256,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2179,3260,4212,4097,2049,2080,2048,2065,1075,1056,1088,1036,2104,2048,2048,2108,65536,65536,65536,65536,64476,64444,64456,64480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65576,65576,65541,65536,2052,2604,2105,2077,1649158,0,0,2097152,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,1765376,1703000,153038,56492032,655360,65536,0,0,65536,2048,1542277,84309910,256,56426496,0,0,0,0,0,0,131072,4096,131072,0,65536,2048,0,0,786432,65577,131072,4096,0,0
512,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,32775,32768,16384,16384,8193,8192,8192,8192,16387,16389,16389,16385,8212,8192,8192,8192,524288,524288,524288,524288,507904,507904,507904,507904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524328,524328,524291,524293,8192,8196,8193,8196,12075616,0,0,16777216,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,13877248,13527333,1133970,444071936,5242880,524288,0,0,524288,8192,11897252,734593560,1024,443809792,0,0,0,0,0,0,1048576,16384,1048576,0,524288,8192,0,0,6291456,524585,1048583,16388,0,0
768,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1627700,1629387,36865,36865,18432,18432,18432,18432,813363,815968,810870,820694,18432,18432,18432,18432,1769472,1769472,1769472,1769472,957586,953842,955836,956102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1770620,1769517,1769472,1769472,18433,18432,18433,18432,41494656,0,0,56623104,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,46559232,46026329,3730301,1489895424,17694720,1769472,0,0,1769472,18432,41313116,2606136502,2304,1489305600,0,0,0,0,0,0,3538944,36864,3538944,0,1769472,18432,0,0,21233664,1769631,3539078,36864,0,0
1024,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4053794,4093160,65537,65536,32768,32768,32768,32768,2045913,2047502,2029757,2046189,32768,32768,32768,32768,4194304,4194304,4194304,4194304,2145624,2152528,2157352,2141020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4194356,4194409,4195341,4194304,32769,32773,32773,32772,98277186,0,0,134217728,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,110034944,109022955,8727903,3521118208,41943040,4194304,0,0,4194304,32768,97969804,6218615714,4096,3520069632,0,0,0,0,0,0,8388608,65536,8388608,0,4194304,32768,0,0,50331648,4194451,8389010,65537,0,0
1280,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8298806,8305443,102401,102401,51200,51200,51201,51201,4157533,4159609,4159002,4160494,51200,51200,51200,51200,8192000,8192000,8192000,8192000,4037744,4038436,4033846,4038188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8192040,8192043,8192000,8192064,51201,51573,51200,51200,192199350,0,0,262144000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,214528000,212875105,16913788,6864896000,81920000,8192000,0,0,8192000,51200,191468701,12193640548,6400,6863257600,0,0,0,0,0,0,16384000,102400,16384000,0,8192000,51200,0,0,98304000,8192265,16384727,102401,0,0
1536,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,14426492,14450939,147457,147457,73729,73728,73728,73728,7220153,7218318,7222138,7216690,73728,73728,73728,73728,14155776,14155776,14155776,14155776,6940744,6931160,6936458,6943372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14155821,14155819,14155776,14155776,73728,73732,73733,73729,331399701,0,0,452984832,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,370262016,367688164,29073648,11848384512,141557760,14155776,0,0,14155776,73728,330684573,21085635410,9216,11846025216,0,0,0,0,0,0,28311552,147456,28311552,0,14155776,73728,0,0,169869312,14156292,28313004,147456,0,0
1792,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,22941226,22918902,200705,200704,100352,100352,100684,100352,11465338,11466113,11464250,11462986,100352,100352,100352,100352,22478848,22478848,22478848,22478848,11016660,11021674,11016514,11014100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,22478893,22478891,22478953,22478848,100352,100356,100356,100357,525899951,0,0,719323136,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,587460608,583746256,45995418,18798739456,224788480,22478848,0,0,22478848,100352,525186026,33511062022,12544,18795528192,0,0,0,0,0,0,44957696,200704,44957696,0,22478848,100352,0,0,269746176,22479425,44959844,200704,0,0
2048,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,34180485,34198561,262144,262145,131072,131073,131073,131072,17081879,17101964,17101822,17095362,131072,131072,131072,131072,33554432,33554432,33554432,33554432,16460450,16468302,16457238,16467132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33555261,33555272,33555272,33556060,131077,131072,131072,131072,785122159,0,0,1073741824,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,876347392,871198028,68464164,28043116544,335544320,33554432,0,0,33554432,131072,784185625,50077069804,16384,28038922240,0,0,0,0,0,0,67108864,262144,67108864,0,33554432,131072,0,0,402653184,33555377,67112172,262145,0,0
2304,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,48916202,48926870,331777,331776,165888,165888,165889,165888,24479183,24455498,24457338,24461740,165888,165888,165888,165888,47775744,47775744,47775744,47775744,23316340,23316522,23301422,23317888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47776792,47776593,47779001,47776624,165892,165889,165888,165888,1116285509,0,0,1528823808,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,1247145984,1240055886,97266855,39908671488,477757440,47775744,0,0,47775744,165888,1115521663,71262159334,20736,39903363072,0,0,0,0,0,0,95551488,331776,95551488,0,47775744,165888,0,0,573308928,47776823,95555542,331777,0,0
2560,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,67464646,67441412,409601,409600,204801,204800,204800,204800,33712829,33720807,33729450,33712694,204800,204800,204800,204800,65536000,65536000,65536000,65536000,31819226,31830698,31792892,31820780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,65537059,65537748,65536840,65538753,204800,204800,204802,204801,1531065091,0,0,2097152000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,1710080000,1700688390,133188826,54722560000,655360000,65536000,0,0,65536000,204800,1529856221,97772951034,25600,54716006400,0,0,0,0,0,0,131072000,409600,131072000,0,65536000,204800,0,0,786432000,65537916,131078213,409601,0,0
2816,"GeForce GTX TITAN (0)","2","14","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,90852107,91125732,495616,495616,247809,247808,247808,247809,45396451,45326691,45288791,45371660,247808,247808,247808,247808,87228416,87228416,87228416,87228416,41712518,41583748,41864416,41850110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,87230883,87230965,87230291,87229252,247808,247808,247813,247808,2036502356,0,0,2791309312,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,2275373056,2262927746,177019216,72811937792,872284160,87228416,0,0,87228416,247808,2034995797,130111494314,30976,72804007936,0,0,0,0,0,0,174456832,495616,174456832,0,87228416,247808,0,0,1046740992,87231457,174467656,495616,0,0
