256,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",1066000,1063920,541200,540144,0,0,4100,2,4111,4091,8,14,524288,524288,16384,16384,524288,524288,16384,16384,524336,524343,16385,16389,0,0,1,4,2378724,0,0,4194304,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,5979165,1884380,401817,2686976,85983232,85852160,0,0,655360,131072,0,0,0,0,0,131072,2048,0,69632,2116634,109884006,54002532,1024,524288,131072,1572864,262144
512,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",8456208,8452080,4257760,4261920,10140,10424,19485,17974,19432,19495,10268,10340,4194304,4194304,65536,65536,4184136,4184028,61528,61517,4194352,4194359,65537,65541,0,0,1,4,16503108,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,46104843,14877194,3179341,21233664,679477248,678952960,0,0,5242880,1048576,0,0,0,0,0,1048576,8192,0,540672,16014695,973272074,487416025,4096,4194304,1048576,12582912,2097152
768,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",28459008,28459008,14303232,14303232,59928,61640,51202,51105,50984,51217,60036,59788,14155776,14155776,147456,147456,14095648,14094940,138236,138237,14155824,14155831,147460,147458,0,0,0,5,54351948,0,0,113246208,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,154596937,49988849,10692096,71368704,2283798528,2282618880,0,0,17694720,3538944,0,0,0,0,0,3538944,18432,0,1806336,53743628,3382371966,1695021557,9216,14155776,3538944,42467328,7077888
1024,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",67371008,67371008,33818640,33814512,2620945,2698084,88015,87823,87892,87963,2622583,2622521,33554432,33554432,262144,262144,30786652,30786579,232727,232741,33554480,33554487,262145,262149,0,0,5,0,127542376,0,0,268435456,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,362036272,118227464,25297732,168820736,5402263552,5400166400,0,0,41943040,8388608,0,0,0,0,0,8388608,32768,0,4259840,126374901,7983811028,3992740324,16384,33554432,8388608,100663296,16777216
1280,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",131486736,131476464,65953328,65937872,8642414,8719445,124604,125197,124573,124619,8587493,8588113,65536000,65536000,409600,409600,56591880,56582745,353383,353424,65536192,65536151,409605,409601,0,0,5,0,298179496,0,0,524288000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,915350766,230605015,49357353,329318400,10538188800,10534912000,0,0,81920000,16384000,0,0,0,0,0,16384000,51200,0,8294400,295206149,18760412004,9393879172,25600,65536000,16384000,196608000,32768000
1536,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",227069920,227094560,113826768,113845296,18669535,19933046,171380,166995,171347,171353,18762900,18782616,113246208,113246208,589824,589824,95216941,95215871,534790,534721,113246256,113246263,589828,589826,0,0,4,1,581465512,0,0,905969664,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,1758783905,398131420,85230117,568590336,18194890752,18190172160,0,0,141557760,28311552,0,0,0,0,0,28311552,73728,0,14303232,578300993,36776519332,19581444508,36864,113246208,28311552,339738624,56623104
1792,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",360464384,360464384,180630000,180637200,31245199,31378172,223123,223235,223130,223039,31263407,31261361,179830784,179830784,802816,802816,148805749,148807878,693415,693171,179830832,179830839,802817,802821,0,0,5,0,947203776,0,0,1438646272,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,3361849979,631816725,135275354,902365184,28875685888,28869263360,0,0,224788480,44957696,0,0,0,0,0,44957696,100352,0,22679552,945797588,60287099374,30023534607,50176,179830784,44957696,539492352,89915392
2048,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",537894864,537944112,269488144,269479920,62048313,62415986,285675,285999,285677,285680,62046078,62045739,268435456,268435456,1048576,1048576,206937756,206937509,798620,798612,268435504,268435511,1048581,1048577,0,0,1,4,1030601868,0,0,2147483648,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,2961961099,942670046,201851421,1346371584,43083890688,43075502080,0,0,335544320,67108864,0,0,0,0,0,67108864,131072,0,33816576,1028511604,65566489118,32829129902,65536,268435456,67108864,805306368,134217728
2304,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",765739008,765739008,383514560,383551552,91790751,66139616,355793,353907,355696,355703,91767681,91767606,382205952,382205952,1327104,1327104,289859807,289864064,1017641,1017603,382206144,382206103,1327109,1327105,0,0,1,4,2716370008,0,0,3057647616,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,9163500642,1341702675,287318875,1916338176,61322821632,61312204800,0,0,477757440,95551488,0,0,0,0,0,95551488,165888,0,48107520,2711704906,173079967138,63991250311,82944,382205952,95551488,1146617856,191102976
2560,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",1050234912,1050193888,525916128,525936672,128297758,127989789,433531,433137,433470,433401,128295313,128292739,524288000,524288000,1638400,1638400,395283190,395283662,1239445,1239441,524288192,524288151,1638401,1638405,0,0,1,4,3813414036,0,0,4194304000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,12911661994,1839923729,394036061,2627993600,84095795200,84082688000,0,0,655360000,131072000,0,0,0,0,0,131072000,204800,0,65945600,3809266987,243165838798,121256409493,102400,524288000,131072000,1572864000,262144000
