256,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",86.136210,0.833215,1.871425,1.879702,5281.000000,100.000000,100.000000,99.943193,0.000143,41.820782,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,10485760,32768,8,2044,55.000000,0.000000,93.320353,995.417099,559.922119,3.888348,995.416992,248.368231,497.708550,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,4194304,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,33554432,0,16777216,0,0,10815488,10817040,"Low (1)","Mid (4)",0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626572,141312,141312,4210688,1058816,0,0.000000,1.279251,27.944168,16.183578,2.350919,0.000000,49.475535,0.086867,1.188613,0.325722,1.165346,0,5,4718695,32774,0,0.000000,54.828660,100.000000,100.000000,559.922119,3.888348,4718592,32768,559.934341,3.889060,0.000000,622.134766,"High (8)",0.000000,0,"Low (1)",0.000000,2.272783,2.041205,0.000000
512,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",96.479688,0.950719,1.942509,1.939885,10529.000000,100.000000,100.000000,99.971507,0.000026,43.167689,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,83886080,131072,20748,38998,55.000000,0.000000,104.833876,559.114005,629.003256,2.184039,354.019085,665.415282,559.114006,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,33554432,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,268435456,0,134217728,0,0,86253568,86254884,"Low (1)","Mid (4)",0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776190,1089536,1089536,33619968,8429568,0,0.000000,1.136035,29.467937,10.174497,2.347141,0.000000,54.427536,0.012420,1.179186,0.226082,1.029166,0,5,37748839,131078,0,0.000000,54.914197,99.943754,93.898773,629.003256,2.184039,37748736,131072,629.004973,2.184139,0.000000,87.361328,"High (9)",0.000000,0,"Low (1)",0.000000,2.334007,2.284016,0.000000
768,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",97.660961,0.974492,1.911410,1.916708,15777.000000,100.000000,100.000000,99.980985,0.000005,42.654183,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,283115520,294912,120572,100268,55.000000,0.000000,104.865963,372.856757,629.195778,1.456472,609.755926,507.074671,559.285136,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,113246208,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802981,"Low (1)","Mid (4)",0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859776,3631104,3631104,113393664,28403712,0,0.000000,1.057226,29.778294,8.057244,2.584240,0.000000,56.200739,0.001731,1.169182,0.159105,0.992239,0,5,127402087,294918,0,0.000000,54.942768,99.906843,93.614027,629.195778,1.456472,127401984,294912,629.196286,1.456501,0.000000,25.892578,"High (9)",0.000000,0,"Low (1)",0.000000,2.310748,2.287688,0.000000
1024,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.471484,0.982818,1.987081,1.985836,21025.000000,100.000000,100.000000,99.985731,0.000003,44.193678,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,671088640,524288,5487655,175535,55.000000,0.000000,110.679674,295.145796,664.078041,1.152913,12.067395,395.266855,590.291592,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,268435456,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688948538,"Low (1)","Mid (4)",0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286667,8552448,8552448,268697600,67272704,0,0.000000,1.118748,29.874624,8.098826,2.327421,0.000000,56.212189,0.000764,1.179417,0.118241,1.069770,0,5,301989991,524294,0,0.000000,54.957065,98.178686,87.257195,664.078041,1.152913,301989888,524288,664.078268,1.152926,0.000000,11.528320,"High (9)",0.000000,0,"Low (1)",0.000000,2.420705,2.410400,0.000000
1280,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.674527,0.985685,1.887833,1.879828,26273.000000,100.000000,100.000000,99.988581,0.000001,41.835157,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,1310720000,819200,13566601,250340,55.000000,0.000000,103.890726,221.633547,623.344353,886.534190,14.337606,270.916710,554.083869,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,524288000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345179861,"Low (1)","Mid (4)",0.000000,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466997,16640000,16640000,524697600,131328000,0,0.000000,1.031432,29.604802,7.558996,2.643339,0.000000,56.911479,0.000364,1.156816,0.093182,0.999590,0,5,589824103,819206,0,0.000000,54.965646,97.423970,85.332153,623.344353,886.534190,589824000,819200,623.344462,886.540684,0.000000,5.540039,"High (9)",0.000000,0,"Low (1)",0.000000,2.285153,2.288378,0.000000
1536,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.383766,0.987755,1.933165,1.908083,31521.000000,100.000000,100.000000,99.990483,0.000001,42.464392,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,2264924160,1179648,21458137,343458,55.000000,0.000000,95.873954,170.442585,575.243726,681.770341,12.110936,198.499449,511.327756,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,905969664,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323982526,"Low (1)","Mid (4)",0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068809061,28680192,28680192,906559488,226861056,0,0.000000,1.075772,29.737278,7.441179,2.475169,0.000000,56.949316,0.000427,1.183081,0.076183,1.061595,0,5,1019215975,1179654,0,0.000000,54.971369,97.482523,88.727061,575.243726,681.770341,1019215872,1179648,575.243784,681.773808,0.000000,2.958984,"High (9)",0.000000,0,"Low (1)",0.000000,2.339022,2.368241,0.000000
1792,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.569165,0.986944,1.896075,1.842176,36769.000000,100.000000,100.000000,99.991841,0.000001,40.997901,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,3596615680,1605632,70930258,457158,55.000000,0.000000,93.608357,142.641306,561.650143,570.565225,24.614491,162.452204,499.244572,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,1438646272,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689847021,"Low (1)","Mid (4)",0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284724461,45459456,45459456,1439449088,360163328,0,0.000000,1.029410,30.047537,7.325742,2.485874,0.000000,56.895633,0.000118,1.143790,0.067928,1.003968,0,5,1618477623,1605638,0,0.000000,54.975457,95.626631,79.662276,561.650143,570.565225,1618477056,1605632,561.650340,570.567356,0.000000,1.819336,"High (9)",0.000000,0,"Low (1)",0.000000,2.248575,2.275140,0.000000
2048,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.650254,0.990172,1.947470,1.985707,42017.000000,100.000000,100.000000,99.992860,0.000000,44.192451,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,5368709120,2097152,123492714,603384,55.000000,0.000000,98.166947,130.889263,589.001684,523.557053,30.107555,150.635695,523.557053,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,2147483648,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507254410,"Low (1)","Mid (4)",0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902618441,67764224,67764224,2148532224,537526272,0,0.000000,1.099275,29.735826,7.403121,2.388953,0.000000,57.063299,0.000188,1.162232,0.059467,1.087640,0,5,2415919343,2097158,0,0.000000,54.978524,95.000319,75.491953,589.001684,523.557053,2415919104,2097152,589.001743,523.558550,0.000000,1.277344,"High (9)",0.000000,0,"Low (1)",0.000000,2.449658,2.366140,0.000000
2304,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.676226,0.992300,1.706351,1.719566,47265.000000,100.000000,100.000000,99.993653,0.000000,38.269571,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,7644119040,2654208,188540583,759942,55.000000,0.000000,84.862819,100.578156,509.176912,402.312622,27.908314,115.188507,452.601700,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,3057647616,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840697571,"Low (1)","Mid (4)",0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904219,96380928,96380928,3058974720,765241344,0,0.000000,0.869290,29.920171,6.309678,3.396194,0.000000,57.458182,0.000056,1.154356,0.053325,0.838749,0,5,3439854103,2654214,0,0.000000,54.980909,94.525754,73.257258,509.176912,402.312622,3439853568,2654208,509.176992,402.313531,0.000000,794.000000,"High (8)",0.000000,0,"Low (1)",0.000000,2.057970,2.075228,0.000000
2560,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.721047,0.991484,1.702310,1.695639,52513.000000,100.000000,100.000000,99.994287,0.000000,37.737204,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,10485760000,3276800,262954095,942314,55.000000,0.000000,84.351155,89.974566,506.106932,359.898262,28.203941,103.496450,449.872828,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,4194304000,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754663698,"Low (1)","Mid (4)",0.000000,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991159,132096000,132096000,4195942400,1049600000,0,0.000000,0.863174,29.733493,5.519518,3.441614,0.000000,58.380269,0.000078,1.170441,0.048241,0.843171,0,5,4718592103,3276806,0,0.000000,54.982818,94.428722,72.811371,506.106932,359.898262,4718592000,3276800,506.106943,359.898921,0.000000,575.000000,"High (8)",0.000000,0,"Low (1)",0.000000,2.031405,2.053323,0.000000
