2816,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",6980255744,6980255744,3142154720,3142256160,177523955,177570521,609216,611471,609047,609328,177494499,177505162,3140222976,3140222976,1982464,1982464,2962827623,2962795628,1396679,1396497,3140223056,3140223055,1982464,1982470,0,0,4,1,9852250160,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,26665990323,11170937050,1571351127,14313637888,458036412416,458012622848,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,9843733087,622028725498,313479122532,123904,0,0,0,0
3072,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",9061933024,9062178848,4079250448,4079195120,232204140,232250892,717229,719835,717265,717267,232143586,232112601,4076863488,4076863488,2359296,2359296,3844716605,3844755875,1668435,1668513,4076864256,4076864195,2359296,2359302,0,0,0,5,12177139984,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,32152233223,14502297817,2039906837,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,12173386765,768655230350,385997621904,147456,0,0,0,0
3328,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",11521376256,11521376256,5186172176,5186112240,298080434,296125533,876116,859349,875715,876487,298078470,298096013,5183373312,5183373312,2768896,2768896,4885329187,4885362928,1913793,1914603,5183373432,5183373431,2768900,2768898,0,0,4,1,17601332620,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,49244383768,18437732874,2593418055,23624566784,755986137088,755952910336,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,17592427777,1112493617906,566146233239,173056,0,0,0,0
3584,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",14389602288,14389745680,6477119488,6477119488,375391790,378425540,1029351,1056017,1028663,1028914,375324654,375398060,6473908224,6473908224,3211264,3211264,6095331988,6095289622,2175051,2174589,6473908736,6473908711,3211269,3211265,0,0,5,0,22957844740,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,66209393857,23027572956,3238961707,29505495040,944175841280,944137306112,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,22936723223,1455765899140,732261933144,200704,0,0,0,0
3840,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",17698406400,17698406400,7966206672,7966414128,487590901,480169839,1311602,1276921,1311891,1312316,487434737,487417172,7962624000,7962624000,3686400,3686400,7477420350,7477381657,2410166,2410317,7962625520,7962625468,3686400,3686406,0,0,0,5,29696492976,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,86393496785,28322150623,3983616540,36289382400,1161260236800,1161216000000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,29688221106,1878829522376,944517283998,230400,0,0,0,0
4096,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",21479112720,21478948848,9667870720,9667870720,584757153,582644799,1473242,1469828,1472743,1472815,584449846,584453548,9663676416,9663676416,4194304,4194304,9083895982,9083888979,2789411,2789473,9663678052,9663677952,4194309,4194305,0,0,1,4,32450723064,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,90589661002,34371797215,4834460185,44040716288,1409302921216,1409252589568,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,32433379643,2058940918086,1033737759660,262144,0,0,0,0
4352,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",25762830304,25763178528,11595995408,11595917040,704509778,708220624,1674942,1682306,1676344,1675929,704701959,704603663,11591221248,11591221248,4734976,4734976,10890641881,10890702634,3069842,3068828,11591222996,11591222900,4734981,4734977,0,0,1,4,46703538476,0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,138888329857,41226844381,5798570524,52823984128,1690367492096,1690310672384,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,46688313492,2955344330356,1479729270328,295937,1,1,0,0
4608,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",30581692400,30581876752,13764722688,13764722688,875717645,866392839,1942449,1922475,1941826,1942303,875455612,875304448,13759414272,13759414272,5308416,5308416,12891328214,12891463405,3420870,3420962,13759415392,13759415375,5308416,5308422,0,0,4,1,58259691552,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,180201127935,48937624070,6883025729,62703673344,2006517547008,2006453846016,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,58248034415,3696843730160,1873931163132,331776,0,0,0,0
4864,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",35966828544,35966828544,16188369680,16188282096,1036358939,1033663181,2244378,2239212,2244630,2244508,1036182061,1036278673,16182411264,16182411264,5914624,5914624,15140212272,15140043968,3686885,3688110,16182412776,16182412727,5914624,5914630,0,0,0,5,77655710388,0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,244469691699,57554467347,8094903134,73744271360,2359816683520,2359745708032,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,77643265522,4913284291136,2473776410776,369664,0,0,0,0
5120,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",41949696016,41949491184,18880967696,18880875504,1229495726,1230529124,2503590,2510592,2504229,2504556,1229041779,1229072825,18874368000,18874368000,6553600,6553600,17638736186,17638629254,4033740,4033815,18874370256,18874370063,6553600,6553606,0,0,4,1,91453463376,0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,286324392214,67127705818,9441280534,86010265600,2752328499200,2752249856000,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,91441744006,5794276217238,2903292860396,409600,0,0,0,0
5376,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",48561429488,48561644560,21856617200,21856714000,1475698773,1453647985,2862484,2832264,2862359,2863475,1475376156,1475365726,21849440256,21849440256,7225344,7225344,20410051256,20410121248,4390343,4389389,21849442656,21849442511,7225344,7225350,0,0,4,1,"<OVERFLOW>",0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,404486798570,77707672808,10929237504,99566143488,3186116591616,3186029887488,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,123216376118,7801450063196,3943020095527,451584,0,0,0,0
5632,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",55834341408,55833890784,25129815072,25129612256,1754964595,1770717921,3229267,3253583,3229347,3229635,1754621806,1754501150,25121783808,25121783808,7929856,7929856,23385638489,23385663639,4647391,4647474,25121786632,25121786471,7929860,7929858,0,0,0,5,"<OVERFLOW>",0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,523448373100,89344696838,12565848894,114476392448,3663244558336,3663149400064,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,156321799176,9905255075976,4941049982591,495616,0,0,0,0
5888,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",63798905872,63798670320,28714221568,28714221568,2101720906,2050027098,3633697,3571426,3632093,3632586,2103586727,2103293118,28705554432,28705554432,8667136,8667136,26691663378,26692034043,5075663,5074851,28705557528,28705557375,8667141,8667137,0,0,1,4,"<OVERFLOW>",0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,672682441338,102089111774,14358194710,130805499904,4185775996928,4185671991296,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,196993979216,12475155286736,6323631430227,541696,0,0,0,0
6144,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",72486887408,72487133200,32624345088,32624345088,2315407555,2457791786,3867958,4022715,3867797,3867081,2315440168,2316325254,32614907904,32614907904,9437184,9437184,30134940389,30134260068,5495155,5495229,32614912136,32614911879,9437185,9437189,0,0,1,4,"<OVERFLOW>",0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,764141546221,115991249417,16313353032,148617953280,4755774504960,4755661258752,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,223414249982,14170499951990,7166434712494,589824,0,0,0,0
6400,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",81930240000,81930240000,36874297616,36874182384,2745208561,2771448991,4310649,4340943,4310379,4309410,2744488780,2745303717,36864000000,36864000000,10240000,10240000,34213621955,34212991827,5884771,5884365,36864007120,36864006687,10240000,10240006,0,0,4,1,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,1076104032227,131101440217,18438400544,167978240000,5375303680000,5375180800000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,307573470379,19497219900832,9807527068547,640000,0,0,0,0
6656,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",92160067600,92159801328,41478062080,41478062080,3232535916,3201323611,4784502,4752826,4784517,4784238,3232916840,3233140462,41466986496,41466986496,11075584,11075584,38319765417,38319615104,6397881,6397973,41466993344,41466993071,11075585,11075589,0,0,5,0,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,1317924355675,147470017045,20740416356,188950847488,6046427119616,6046294212608,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,373005439600,23627781666008,11957414768641,692224,0,0,0,0
6912,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",46449967104,46449967104,3520347184,3485738413,5064722,5030045,5065349,5064538,3520187307,3520367634,46438023168,46438023168,11943936,11943936,42784997334,42784985211,6933573,6933355,46438033021,46438032584,11943940,11943938,0,0,0,5,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,1617214636946,165147310613,23226477409,211600263168,6771208421376,6771065094144,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,449738920328,28529576083750,14212500908597,746496,0,0,0,0
7168,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",51804110848,51804110848,4189600644,4116984108,5643783,5588575,5642216,5644125,4189664502,4189703512,"<OVERFLOW>","<OVERFLOW>",12845056,12845056,47595546420,47595604553,7254301,7254659,"<OVERFLOW>","<OVERFLOW>",12845056,12845062,0,0,4,1,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,1895521207989,184183652571,25903661610,235990974464,7551711182848,7551557042176,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,530545840989,33613552667510,16790281878577,802816,0,0,0,0
7424,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",57554849584,57554448592,4637823561,4642064145,6030748,6038999,6031750,6032326,4637620904,4637806021,"<OVERFLOW>","<OVERFLOW>",13778944,13778944,"<OVERFLOW>","<OVERFLOW>",7738408,7740059,"<OVERFLOW>","<OVERFLOW>",13778944,13778950,0,0,4,1,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,2232641973795,204629375199,28779047458,262187468800,8389999001600,8389833654272,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,622617999178,39467866107172,19746767442863,861184,0,0,0,0
7680,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",63715737600,63715737600,4991827645,5194434108,6327207,6462388,6327577,6325821,4992156901,4992215509,"<OVERFLOW>","<OVERFLOW>",14745600,14745600,"<OVERFLOW>","<OVERFLOW>",8213195,8208773,"<OVERFLOW>","<OVERFLOW>",14745605,14745601,0,0,1,4,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,2628583680415,226534809817,31859712534,290254233600,9288135475200,9287958528000,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,717039544253,45524931417706,22945442541092,921600,0,0,0,0
7936,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",70301603600,70301460720,6052390032,6161586470,7049654,7103927,7048576,7049798,6054714145,6054130490,"<OVERFLOW>","<OVERFLOW>",15745024,15745024,"<OVERFLOW>","<OVERFLOW>",8759081,8755554,"<OVERFLOW>","<OVERFLOW>",15745029,15745025,0,0,5,0,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,3038319220441,249950288385,35152735060,320255756288,10248184201216,10247995260928,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,837128785029,53048607790348,"<OVERFLOW>",984064,0,0,0,0
8192,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",77326114800,77326262288,6320532557,6324919807,7339292,7341433,7342353,7342068,6319610604,6320439997,"<OVERFLOW>","<OVERFLOW>",16777216,16777216,"<OVERFLOW>","<OVERFLOW>",9318271,9320663,"<OVERFLOW>","<OVERFLOW>",16777221,16777217,0,0,1,4,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,3275511601218,274926141968,38665192280,352256524288,11272208777216,11272007450624,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,896038092434,56875712283732,"<OVERFLOW>",1048576,0,0,0,0
