256,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",87.341022,0.810980,1.291102,1.297800,1312.000000,100.000000,100.000000,99.847561,0.000684,27.594987,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,262144,1572864,0,0,2097152,32768,0,14,50.000000,0.000000,172.735916,2.698999,345.471832,10.795995,0.000000,4.723248,172.735916,0.000000,0.000000,2072.830990,345.471832,50.000000,25.000000,524288,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432,0,16777216,0,0,2686976,2688009,"Low (1)","Low (2)",64.285714,"High (8)",16777216,0,32768000,0,2097152,29425664,4784128,0,2286195,69632,69632,1458176,1058816,0,0.000000,2.404831,38.334988,22.063746,0.000000,27.579915,8.394305,0.228757,0.372557,0.222509,0.398392,0,5,1048679,32774,0,0.000000,49.230769,100.000000,100.000000,345.471832,10.795995,1048576,32768,345.505767,10.797972,0.000000,1.686873,"Mid (5)",0.000000,0,"Low (1)",0.000000,1.305800,5.238346,0.000000
512,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",96.098453,0.949643,1.327225,1.325548,2592.000000,100.000000,100.000000,99.922840,0.000062,28.177292,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,2097152,12582912,0,0,16777216,131072,20416,39032,50.000000,0.000000,195.583567,1.527997,391.167133,6.111986,974.861839,1.820092,195.583567,0.000000,0.000000,2347.002799,391.167133,50.000000,25.000000,4194304,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,268435456,0,134217728,0,0,21233664,21234985,"Low (1)","Low (2)",64.285714,"High (9)",134217728,0,256901120,0,16777216,235143168,35913728,0,18055938,540672,540672,11599872,8429568,0,0.000000,2.175731,39.115473,19.052034,0.000000,29.924856,8.948584,0.017323,0.343616,0.064817,0.357565,0,5,8388951,131078,0,0.000000,49.612403,99.740744,93.793488,391.167133,6.111986,8388608,131072,391.183128,6.112266,0.000000,244.478516,"Mid (6)",0.000000,0,"Low (1)",0.000000,1.338468,6.299864,0.000000
768,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",98.849510,0.984589,1.326805,1.327163,3872.000000,100.000000,100.000000,99.948347,0.000019,28.208912,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,7077888,42467328,0,0,56623104,294912,121392,102813,50.000000,0.000000,201.935904,1.051750,403.871808,4.206998,1.731689,1.466655,201.935904,0.000000,0.000000,2423.230850,403.871808,50.000000,25.000000,14155776,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,905969664,0,452984832,0,0,71368704,71370034,"Low (1)","Low (2)",64.285714,"Max (10)",452984832,0,861143040,0,56623104,793313280,118554624,0,60678920,1806336,1806336,39075840,28403712,0,0.000000,2.108478,38.602099,19.530147,0.000014,30.277503,8.753109,0.009492,0.340737,0.038334,0.340085,0,5,28311655,294918,0,0.000000,49.740933,99.575127,93.748983,403.871808,4.206998,28311552,294912,403.873278,4.207084,0.000000,74.791016,"Mid (6)",0.000000,0,"Low (1)",0.000000,1.337539,6.518422,0.000000
1024,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.137900,0.985909,1.334895,1.334836,5152.000000,100.000000,100.000000,99.961180,0.000008,28.370336,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,16777217,100663297,0,0,134217728,524288,5513112,175878,50.000000,0.000000,203.174479,812.697917,406.348959,3.174601,33.382286,1.064954,203.174479,0.000000,0.000000,2438.093776,406.348983,50.000000,25.000000,33554432,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2147483648,0,1073741824,0,0,168820736,168822050,"Low (2)","Low (2)",64.285713,"Max (10)",1073741824,0,2034237440,0,134217728,1880096768,277872640,0,143524607,4259840,4259840,92536832,67272704,0,0.000000,2.142213,38.189901,22.931420,0.000000,27.784006,8.276944,0.002036,0.295284,0.025915,0.352281,0,5,67108967,524294,0,0.000000,49.805447,93.023768,88.749313,406.348959,3.174601,67108864,524288,406.349582,3.174638,0.000000,31.745117,"Mid (6)",0.000000,0,"Low (1)",0.000000,1.352201,6.576056,0.000000
1280,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.355118,0.990962,1.049314,1.019716,6432.000000,100.000000,100.000000,99.968905,0.000013,21.672095,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,32768000,196608000,0,0,262144000,819200,18787875,249876,50.000000,0.000000,167.101491,534.724770,334.202981,2.088769,47.904692,652.416438,167.101491,0.000000,0.000000,2005.217887,334.202981,50.000000,25.000000,65536000,"Low (1)","Low (2)","Low (2)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304000,0,2097152000,0,0,329318400,329322845,"Low (2)","Low (2)",64.285714,"High (8)",2097152000,0,3964928000,0,262144000,3671654400,539033600,0,279964509,8294400,8294400,180633600,131328000,0,0.000000,1.644224,25.309338,51.080653,0.000065,17.820113,3.588010,0.000835,0.184493,0.076982,0.295286,0,5,131072343,819206,0,0.000000,49.844237,85.877834,86.387329,334.202981,2.088769,131072000,819200,334.203856,2.088784,0.000000,13.367188,"Mid (5)",0.000000,0,"Low (1)",0.000000,1.043152,5.204303,0.000000
1536,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.375907,0.993866,1.063743,0.964402,7712.000000,100.000000,100.000000,99.974066,0.000002,20.496028,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,56623104,339738624,0,0,452984832,1179648,38727120,340145,50.000000,0.000000,150.560822,401.495525,301.121645,1.568342,51.487702,463.076089,150.560822,0.000000,0.000000,1806.729868,301.121645,50.000000,25.000000,113246208,"Low (1)","Low (1)","Low (2)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,7247757312,0,3623878656,0,0,568590336,568592589,"Low (2)","Low (2)",64.285714,"High (7)",3623878656,0,6841958400,0,452984832,6344146944,927203328,0,483362162,14303232,14303232,312016896,226861056,0,0.000000,1.411245,21.924805,59.197271,0.000754,14.520852,2.430056,0.000841,0.157564,0.097465,0.259148,0,5,226492519,1179654,0,0.000000,49.870130,82.061742,86.219788,301.121645,1.568342,226492416,1179648,301.121782,1.568350,0.000000,6.969727,"Mid (5)",0.000000,0,"Low (1)",0.000000,0.989430,5.287370,0.000000
1792,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.890446,0.995915,0.947626,0.764498,8992.000000,100.000000,100.000000,99.977758,0.000001,16.247269,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,89915392,539492352,0,0,719323136,1605632,73056644,447012,50.000000,0.000000,146.347217,334.507924,292.694434,1.306672,59.453873,372.511401,146.347217,0.000000,0.000000,1756.166606,292.694434,50.000000,25.000000,179830784,"Low (1)","Low (1)","Low (2)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,11509170176,0,5754585088,0,0,902365184,902366516,"Low (2)","Low (1)",64.285714,"Mid (6)",5754585088,0,10854072320,0,719323136,10073735168,1467547648,0,767091462,22679552,22679552,495337472,360163328,0,0.000000,1.498146,23.556314,56.596315,0.009424,15.550133,2.229123,0.000577,0.176689,0.111761,0.271518,0,5,359661911,1605638,0,0.000000,49.888641,83.674739,86.819333,292.694434,1.306672,359661568,1605632,292.694713,1.306676,0.000000,4.266602,"Mid (4)",0.000000,0,"Low (1)",0.000000,0.781056,4.713349,0.000000
2048,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.864330,0.996312,1.314557,1.312956,10272.000000,100.000000,100.000000,99.980530,0.000002,27.902868,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,134217728,805306368,0,0,1073741824,2097152,126461822,569971,50.000000,0.000000,199.943906,399.887811,399.887811,1.562062,94.194973,434.731399,199.943906,0.000000,0.000000,2399.326869,399.887811,50.000000,25.000000,268435456,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,17179869184,0,8589934592,0,0,1346371584,1346372905,"Mid (4)","Low (2)",64.285714,"Max (10)",8589934592,0,16190013440,0,1073741824,15036579840,2185232384,0,1144521475,33816576,33816576,739246080,537526272,0,0.000000,2.032180,31.553356,39.141485,0.000002,21.530329,5.165687,0.000571,0.194393,0.026393,0.355605,0,5,536871015,2097158,0,0.000000,49.902534,76.684694,76.277018,399.887811,1.562062,536870912,2097152,399.887888,1.562066,0.000000,3.904297,"Mid (6)",0.000000,0,"Low (1)",0.000000,1.338298,6.539177,0.000000
2304,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.829982,0.997162,0.801327,0.807025,11552.000000,100.000000,100.000000,99.982687,0.000001,17.150679,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,191102976,1146617856,0,0,1528823808,2654208,183794777,710621,50.000000,0.000000,109.218731,194.166632,218.437461,776.666529,52.520983,207.939824,109.218731,0.000000,0.000000,1310.624767,218.437461,50.000000,25.000000,382205952,"Low (1)","Low (1)","Low (2)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,24461180928,0,12230590464,0,0,1916338176,1916339517,"Low (2)","Low (1)",64.285714,"Mid (6)",12230590464,0,23038525440,0,1528823808,21408841728,3105423360,0,1629020939,48107520,48107520,1052393472,765241344,0,0.000000,1.183920,19.248123,65.245189,0.005614,12.443982,1.414003,0.000200,0.144067,0.090877,0.224025,0,5,764412247,2654214,0,0.000000,49.913345,75.718972,77.261805,218.437461,776.666529,764411904,2654208,218.437559,776.668284,0.000000,1.498047,"Mid (4)",0.000000,0,"Low (1)",0.000000,0.829614,3.768062,0.000000
2560,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.909649,0.997275,0.690013,0.784783,12832.000000,100.000000,100.000000,99.984414,0.000000,16.677868,2.400000,2.000000,0.000000,0.000000,16.000000,16.000000,262144000,1572864000,0,0,2097152000,3276800,240501334,866852,50.000000,0.000000,107.483380,171.973408,214.966760,687.893633,49.304764,181.976920,107.483380,0.000000,0.000000,1289.800563,214.966760,50.000000,25.000000,524288000,"Low (1)","Low (1)","Low (2)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432000,0,16777216000,0,0,2627993600,2627994898,"Low (2)","Low (1)",64.285714,"Mid (6)",16777216000,0,31588352000,0,2097152000,29366681600,4253286400,0,2233959159,65945600,65945600,1443430400,1049600000,0,0.000000,1.049622,16.735048,69.525127,0.005017,10.999848,1.298740,0.000136,0.129590,0.064814,0.192057,0,5,1048576527,3276806,0,0.000000,49.921997,75.532238,75.598633,214.966760,687.893633,1048576000,3276800,214.966868,687.894893,0.000000,1.074219,"Low (3)",0.000000,0,"Low (1)",0.000000,0.802981,3.438226,0.000000
