256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",98.933243,0.985303,0.272341,0.271784,784.000000,100.000000,100.000000,99.744898,0.000478,4.541277,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,1048576,4718592,0,0,1048576,65536,0,5,1048656,65542,0,2,0.000000,0.000000,3.069175,196.427224,24.553403,1.534588,0.000000,0.000000,100.000000,100.000000,0.000000,49.106445,3.069175,24.553403,1.534588,24.555276,1.534728,0.000000,122.766602,0.000000,0.000000,441.961255,98.213612,12.500000,12.500000,131072,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,33554432,0,16777216,0,0,1605632,1606400,"Low (1)","Low (1)","Low (1)","Low (1)",0.571328,48.821672,4.528974,0.000196,17.674131,24.178233,0.012898,3.844022,18.750000,"Max (10)",16777216,0,9175040,0,524288,23134208,1638400,0,1073664,20480,20480,868352,763904,0,0.000000,0.000000,0,0.000000,0.246910,0,1048576,65536,2.210989,0.000000,0.263124,0.105422
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.745436,0.990545,0.268399,0.268376,1536.000000,100.000000,100.000000,99.869792,0.000061,4.455457,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,8388608,37748736,0,0,8388608,262144,0,5,8388712,262150,30532,34292,0.000000,0.000000,3.104748,99.351936,24.837984,794.815497,0.000000,0.000000,99.634886,96.875000,92.572429,103.972675,3.104748,24.837984,794.815497,24.838292,794.833690,0.000000,15.523438,0.000000,0.000000,447.083718,99.351937,12.500000,12.500000,1048576,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,268435456,0,134217728,0,0,12582912,12583680,"Low (1)","Low (1)","Low (1)","Low (1)",0.543279,48.513383,6.322434,0.000100,18.649261,23.149517,0.003278,2.591442,18.750000,"Max (10)",134217728,0,68157440,0,4194304,184811520,10747904,0,8356352,147456,147456,6881280,6070272,0,0.000000,0.000000,0,0.000000,0.231744,0,8388608,262144,2.231366,0.000000,0.142890,0.084416
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.801433,0.996178,0.265646,0.265505,2288.000000,100.000000,100.000000,99.912587,0.000018,4.398007,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,28311552,127401984,0,0,28311552,589824,0,5,28830796,589830,2322032,109324,0.000000,0.000000,3.094180,66.009171,24.753440,528.073378,0.000000,0.000000,93.660298,96.875000,2.030206,97.878510,3.094180,24.753440,528.073378,25.207427,528.078750,0.000000,4.583008,0.000000,0.000000,445.561913,99.013758,12.500000,12.500000,3538944,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,905969664,0,452984832,0,0,42172416,42173184,"Low (1)","Low (1)","Low (1)","Low (1)",0.537274,48.140928,6.669481,0.000099,18.778652,23.036648,0.000993,2.632736,18.750000,"Max (10)",452984832,0,224133120,0,14155776,623443968,33619968,0,27943424,479232,479232,23150592,20441088,0,0.000000,0.000000,0,0.000000,0.229672,0,28311552,589824,2.225468,0.000000,0.118472,0.084718
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.757673,0.997952,0.265144,0.264434,3040.000000,100.000000,100.000000,99.934211,0.000008,4.375338,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,67108864,301989888,0,0,67108864,1048576,0,5,68406330,1048582,5570403,167234,0.000000,0.000000,3.095627,49.530029,24.765015,396.240234,0.000000,0.000000,93.554688,96.875000,2.055632,63.195075,3.095627,24.765015,396.240234,25.243815,396.242501,0.000000,1.934570,0.000000,0.000000,445.770264,99.060059,12.500000,12.500000,8388608,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,2147483648,0,1073741824,0,0,99614720,99615488,"Low (1)","Low (1)","Low (1)","Low (1)",0.536262,47.915443,6.945593,0.000102,19.044438,22.767941,0.000390,2.610216,18.750000,"Max (10)",1073741824,0,524288000,0,33554432,1477443584,76546048,0,65929728,1114112,1114112,54788096,48398336,0,0.000000,0.000000,0,0.000000,0.228558,0,67108864,1048576,2.224477,0.000000,0.095376,0.084239
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.869151,0.998509,0.263855,0.264290,3792.000000,100.000000,100.000000,99.947257,0.000004,4.369984,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,131072000,589824000,0,0,131072000,1638400,0,5,133667372,1638406,10862620,242304,0.000000,0.000000,3.097889,39.652972,24.783108,317.223783,0.000000,0.000000,93.593649,96.875000,2.053905,46.914423,3.097889,24.783108,317.223783,25.273841,317.224944,0.000000,0.991211,0.000000,0.000000,446.095945,99.132432,12.500000,12.500000,16384000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,4194304000,0,2097152000,0,0,194150400,194151168,"Low (1)","Low (1)","Low (1)","Low (1)",0.534002,48.061990,7.002390,0.000080,18.990446,22.752076,0.000229,2.498072,18.750000,"Max (10)",2097152000,0,1015808000,0,65536000,2885222400,145817600,0,128410112,2150400,2150400,106905600,94464000,0,0.000000,0.000000,0,0.000000,0.226646,0,131072000,1638400,2.228853,0.000000,0.079237,0.081478
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.906765,0.998620,0.263810,0.263634,4544.000000,100.000000,100.000000,99.955986,0.000002,4.357154,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,226492416,1019215872,0,0,226492416,2359296,0,5,230904186,2359302,18735407,331586,0.000000,0.000000,3.098836,33.054245,24.790684,264.433966,0.000000,0.000000,93.616297,96.875000,2.050680,37.164730,3.098836,24.790684,264.433966,25.273574,264.434638,0.000000,587.000000,0.000000,0.000000,446.232318,99.162737,12.500000,12.500000,28311552,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,7247757312,0,3623878656,0,0,335020032,335020800,"Low (1)","Low (1)","Low (1)","Low (1)",0.534187,48.067501,7.066287,0.000080,19.048508,22.623481,0.000123,2.515781,18.750000,"Max (10)",3623878656,0,1745879040,0,113246208,4985192448,247726080,0,221479424,3686400,3686400,184614912,163160064,0,0.000000,0.000000,0,0.000000,0.226664,0,226492416,2359296,2.227261,0.000000,0.061865,0.082188
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.928890,0.998854,0.263379,0.263360,5296.000000,100.000000,100.000000,99.962236,0.000001,4.351215,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,359661568,1618477056,0,0,359661568,3211264,0,5,366408876,3211270,29649297,438342,0.000000,0.000000,3.097991,28.324491,24.783929,226.595925,0.000000,0.000000,93.624625,96.875000,2.043104,30.930658,3.097991,24.783929,226.595925,25.248880,226.596349,0.000000,369.000000,0.000000,0.000000,446.110729,99.135718,12.500000,12.500000,44957696,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,11509170176,0,5754585088,0,0,531464192,531464960,"Low (1)","Low (1)","Low (1)","Low (1)",0.535201,47.800990,7.349764,0.000073,19.075229,22.576976,0.000075,2.527672,18.750000,"Max (10)",5754585088,0,2761687040,0,179830784,7915765760,388562944,0,351232512,5820416,5820416,293027840,259008512,0,0.000000,0.000000,0,0.000000,0.226345,0,359661568,3211264,2.223935,0.000000,0.052178,0.081841
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.936664,0.999089,0.263706,0.263483,6048.000000,100.000000,100.000000,99.966931,0.000001,4.352182,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,536870912,2415919104,0,0,536870912,4194304,0,5,546991958,4194310,44134940,559736,0.000000,0.000000,3.106646,24.853169,24.853170,198.825361,0.000000,0.000000,93.648335,96.875000,2.043123,26.533535,3.106646,24.853170,198.825361,25.321700,198.825645,0.000000,248.000000,0.000000,0.000000,447.357063,99.412681,12.500000,12.500000,67108864,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,17179869184,0,8589934592,0,0,792723456,792724224,"Low (1)","Low (1)","Low (1)","Low (1)",0.533248,48.220027,6.760908,0.000067,19.053551,22.747954,0.000052,2.556059,18.750000,"Max (10)",8589934592,0,4110417920,0,268435456,11815354368,574619648,0,523764224,8650752,8650752,437256192,386531328,0,0.000000,0.000000,0,0.000000,0.227420,0,536870912,4194304,2.231680,0.000000,0.044389,0.083744
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.913792,0.999171,0.263588,0.263262,6800.000000,100.000000,100.000000,99.970588,0.000001,4.347701,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,764411904,3439853568,0,0,764411904,5308416,0,5,778684966,5308422,63238331,701542,0.000000,0.000000,3.099918,22.043862,24.799346,176.350904,0.000000,0.000000,93.599202,96.875000,2.051602,23.305928,3.099918,24.799346,176.350904,25.262398,176.351104,0.000000,174.000000,0.000000,0.000000,446.388227,99.197384,12.500000,12.500000,95551488,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,24461180928,0,12230590464,0,0,1128038400,1128039168,"Low (1)","Low (1)","Low (1)","Low (1)",0.535701,47.842483,7.174724,0.000069,19.069387,22.674699,0.000036,2.578040,18.750000,"Max (10)",12230590464,0,5839257600,0,382205952,16822370304,812187648,0,745169408,12275712,12275712,622411776,550250496,0,0.000000,0.000000,0,0.000000,0.225476,0,764411904,5308416,2.226743,0.000000,0.043850,0.081012
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.975530,0.999309,0.263051,0.262659,7552.000000,100.000000,100.000000,99.973517,0.000000,4.337075,7.200000,32.000000,0.000000,0.000000,32.000000,32.000000,1048576000,4718592000,0,0,1048576000,6553600,0,5,1068039590,6553606,86722193,856334,0.000000,0.000000,3.097314,19.822806,24.778508,158.582454,0.000000,0.000000,93.590734,96.875000,2.049300,20.721366,3.097314,24.778508,158.582454,25.238445,158.582599,0.000000,126.000000,0.000000,0.000000,446.013152,99.114034,12.500000,12.500000,131072000,"Low (1)","Low (1)","Low (1)","Idle (0)","Idle (0)","Low (1)",0,0,0,0,33554432000,0,16777216000,0,0,1546649600,1546650368,"Low (1)","Low (1)","Low (1)","Low (1)",0.533204,47.644440,7.553509,0.000065,19.193413,22.430543,0.000065,2.523699,18.750000,"Max (10)",16777216000,0,7995392000,0,524288000,23075225600,1107558400,0,1021542912,16793600,16793600,853606400,754688000,0,0.000000,0.000000,0,0.000000,0.225640,0,1048576000,6553600,2.227706,0.000000,0.039557,0.081504
