256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.128333,0.899008,0.886084,0.885211,5281.000000,100.000000,100.000000,99.943193,0.000071,19.695207,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368,65536,0,5,17417906,65542,54446,36,8.333333,0.000000,24.425331,94.740679,195.402652,757.925436,0.000000,8.304498,100.000000,100.000000,629.669316,426.333008,47.370340,195.402652,757.925436,196.717292,757.994826,0.000000,59.212891,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,4194304,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432,0,16777216,0,0,10815488,10816256,"Low (1)","Low (1)","Low (2)","High (8)",0.469331,21.548511,2.644206,3.467805,0.000000,70.633981,0.006868,0.512906,0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626112,141312,141312,4210688,1058816,0,0.000000,0.000000,0,0.000000,0.975729,0,17301504,65536,1.063651,0.000000,0.381024,0.335369
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",98.525094,0.907101,0.620268,0.620319,10529.000000,100.000000,100.000000,99.971507,0.000009,13.803824,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,150994944,262144,0,5,138804798,262150,496712,32792,8.333333,0.000000,17.283822,33.520140,138.270577,268.161119,0.000000,8.318891,99.977693,96.875000,508.113274,33.544690,33.520140,138.270577,268.161119,138.662942,268.167257,0.000000,5.237305,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,33554432,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,268435456,0,134217728,0,0,86253568,86254336,"Low (1)","Low (1)","Low (2)","Mid (5)",0.309127,21.209100,1.557449,4.642516,0.000000,71.533170,0.001254,0.366336,0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76775936,1089536,1089536,33619968,8429568,0,0.000000,0.000000,0,0.000000,0.657074,0,138412032,262144,0.753775,0.000000,0.197614,0.183433
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.951816,0.910411,0.691966,0.692115,15777.000000,100.000000,100.000000,99.980985,0.000003,15.402253,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,509607936,589824,0,5,468551658,589830,3228639,107998,8.333333,0.000000,19.301158,24.955031,154.409261,199.640257,0.000000,8.323699,99.621070,96.875000,1.067199,36.554545,37.432548,154.409261,199.640257,154.875672,199.642287,0.000000,1.732422,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,113246208,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802432,"Low (1)","Low (1)","Low (2)","Mid (6)",0.341282,21.058469,1.496842,4.286522,0.000000,72.060817,0.000411,0.400292,0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859520,3631104,3631104,113393664,28403712,0,0.000000,0.000000,0,0.000000,0.744501,0,467140608,589824,0.841438,0.000000,0.133141,0.222224
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.969905,0.914775,0.620267,0.620288,21025.000000,100.000000,100.000000,99.985731,0.000001,13.804167,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,1207959552,1048576,0,5,1111119800,1048582,8145760,165736,8.333333,0.000000,17.330869,16.805691,138.646955,134.445532,0.000000,8.326106,99.609375,96.875000,1.019948,21.250214,33.611383,138.646955,134.445532,139.125709,134.446301,0.000000,672.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,268435456,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688947968,"Low (1)","Low (1)","Low (2)","Mid (6)",0.300579,20.976662,1.354913,4.612817,0.000000,72.113115,0.000141,0.362701,0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286400,8552448,8552448,268697600,67272704,0,0.000000,0.000000,0,0.000000,0.655521,0,1107296256,1048576,0.755173,0.000000,0.100918,0.178154
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.993306,0.915115,0.620213,0.620210,26273.000000,100.000000,100.000000,99.988581,0.000001,13.802638,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,2359296000,1638400,0,5,2170183960,1638406,15867118,239828,8.333333,0.000000,17.335779,13.448361,138.686234,107.586897,0.000000,8.327550,99.611742,96.875000,1.017507,15.748505,33.620905,138.686234,107.586897,139.166926,107.587291,0.000000,344.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,524288000,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345178368,"Low (1)","Low (1)","Low (2)","Mid (6)",0.303828,20.990733,1.187156,4.632918,0.000000,72.256948,0.000077,0.358260,0.000000,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466112,16640000,16640000,524697600,131328000,0,0.000000,0.000000,0,0.000000,0.661675,0,2162688000,1638400,0.755344,0.000000,0.081119,0.188961
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.811752,0.916058,0.620320,0.620315,31521.000000,100.000000,100.000000,99.990483,0.000001,13.805106,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,4076863488,2359296,0,5,3749987796,2359302,27378123,333593,8.333333,0.000000,17.339300,11.209244,138.714400,89.673955,0.000000,8.328514,99.613309,96.875000,1.016220,12.679461,33.627733,138.714400,89.673955,139.191845,89.674183,0.000000,199.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,905969664,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323981824,"Low (1)","Low (1)","Low (2)","Mid (6)",0.302472,20.959582,1.251874,4.607335,0.000000,72.265830,0.000045,0.358124,0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068808704,28680192,28680192,906559488,226861056,0,0.000000,0.000000,0,0.000000,0.661223,0,3737124864,2359296,0.755582,0.000000,0.066893,0.187844
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.935605,0.921528,0.619859,0.619888,36769.000000,100.000000,100.000000,99.991841,0.000000,13.795714,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,6473908224,3211264,0,5,5954138712,3211270,42968077,437002,8.333333,0.000000,17.326218,9.600675,138.609742,76.805397,0.000000,8.329202,99.614247,96.874689,1.003602,10.451994,33.602362,138.609742,76.805397,139.070407,76.805541,0.000000,125.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,1438646272,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689843456,"Low (1)","Low (1)","Low (2)","Mid (6)",0.300578,20.660842,1.475279,4.501204,0.000000,72.459510,0.000028,0.357868,0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284722176,45459456,45459456,1439449088,360163328,0,0.000000,0.000000,0,0.000000,0.665040,0,5934415872,3211264,0.755076,0.000000,0.051142,0.193550
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.995082,0.920721,0.620578,0.620576,42017.000000,100.000000,100.000000,99.992860,0.000000,13.811094,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,9663676416,4194304,0,5,8887954060,4194334,64684667,559814,8.333333,0.000000,17.353373,8.413756,138.826982,67.310051,0.000000,8.329718,99.615137,96.875000,1.013728,8.983876,33.655026,138.826982,67.310051,139.290618,67.310533,0.000000,84.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,2147483648,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507252992,"Low (1)","Low (1)","Low (2)","Mid (6)",0.297536,20.879561,1.294429,4.549581,0.000000,72.380853,0.000019,0.364355,0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902617600,67764224,67764224,2148532224,537526272,0,0.000000,0.000000,0,0.000000,0.659878,0,8858370048,4194304,0.756180,0.000000,0.049302,0.184366
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.994822,0.913422,0.620129,0.620157,47265.000000,100.000000,100.000000,99.993653,0.000000,13.801823,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,13759414272,5308416,0,5,12655097254,5308422,91587335,703833,8.333333,0.000000,17.342439,7.474182,138.739516,59.793461,0.000000,8.330120,99.613567,96.874943,1.007452,7.927903,33.633822,138.739516,59.793461,139.204821,59.793529,0.000000,59.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,3057647616,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840697856,"Low (1)","Low (1)","Low (2)","Mid (6)",0.302462,21.040831,1.168958,4.622611,0.000000,72.268500,0.000053,0.360212,0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904512,96380928,96380928,3058974720,765241344,0,0.000000,0.000000,0,0.000000,0.662667,0,12612796416,5308416,0.755666,0.000000,0.045440,0.190935
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.915844,0.620137,0.620184,52513.000000,100.000000,100.000000,99.994287,0.000000,13.802464,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,18874368000,6553600,0,5,17359375670,6553630,124760021,854898,8.333333,0.000000,17.343768,6.727280,138.750145,53.818237,0.000000,8.330441,99.612244,96.874847,1.000518,7.020432,33.636399,138.750145,53.818237,139.214250,53.818484,0.000000,43.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,4194304000,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754663168,"Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>",0.301737,20.973700,1.118863,4.617146,0.000000,72.399533,0.000009,0.357228,0.000000,"<OVERFLOW>",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573990912,132096000,132096000,4195942400,1049600000,0,0.000000,0.000000,0,0.000000,0.663221,0,17301504000,6553600,"<OVERFLOW>","<OVERFLOW>",0.040422,0.191361
2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.919346,0.619676,0.620043,57761.000000,100.000000,100.000000,99.994806,0.000000,13.799378,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,25121783808,7929856,0,5,23105378602,7929886,167124307,1030233,8.333333,0.000000,17.336630,6.113192,138.693044,48.905536,0.000000,8.330704,99.609521,96.873525,1.006543,6.353721,33.622556,138.693044,48.905536,139.157256,48.905721,0.000000,32.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,5582618624,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,44660948992,0,22330474496,0,0,14313637888,14313638656,"Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>",0.299219,20.887567,1.131757,4.588481,0.000000,72.510651,0.000018,0.356897,0.000000,"<OVERFLOW>",22330474496,0,323894968320,0,5598478336,44668878848,61519822848,0,12742287872,175695872,175695872,5584601088,1396893696,0,0.000000,0.000000,0,0.000000,0.662198,0,23028301824,7929856,"<OVERFLOW>","<OVERFLOW>",0.036342,0.189068
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.923503,0.620087,0.619893,63009.000000,100.000000,100.000000,99.995239,0.000000,13.796061,0.000000,0.000000,0.000000,0.000000,18.000000,32.000000,0,0,0,0,32614907904,9437184,0,5,29997172428,9437244,219226228,1221985,8.333333,0.000000,17.338281,5.604292,138.706248,44.834342,0.000000,8.330923,99.607063,96.873993,1.017094,5.805428,33.625757,138.706248,44.834342,139.171000,44.834627,0.000000,24.000000,0.000000,0.000000,0.000000,0.000000,12.500000,12.500000,7247757312,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,57982058496,0,28991029248,0,0,18582110208,18582111744,"Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>",0.298155,20.799978,1.089226,4.568247,0.000000,72.666900,0.000014,0.354351,0.000000,"<OVERFLOW>",28991029248,0,420492607488,0,7266631680,57991495680,79857451008,0,16542204928,227966976,227966976,7250116608,1813413888,0,0.000000,0.000000,0,0.000000,0.663150,0,29896998912,9437184,"<OVERFLOW>","<OVERFLOW>",0.032895,0.190234
3328,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.926425,0.619778,0.619663,68257.000000,100.000000,100.000000,99.995605,0.000000,13.790965,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",11075584,0,5,"<OVERFLOW>",11075614,279362618,1427682,"<OVERFLOW>",0.000000,17.333743,5.171839,"<OVERFLOW>",41.374715,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",96.866161,1.019147,5.333346,33.616956,"<OVERFLOW>",41.374715,"<OVERFLOW>",41.374826,0.000000,19.000000,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,9214885888,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,73719087104,0,36859543552,0,0,23624566784,23624568320,"Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>",0.296287,20.708515,1.111996,4.547638,0.000000,72.761209,0.000011,0.353740,0.000000,"<OVERFLOW>",36859543552,0,534607364096,0,9237037056,73730162688,101518802944,0,21031150592,289695744,289695744,9217654784,2305452032,0,0.000000,0.000000,0,0.000000,0.663650,0,"<OVERFLOW>",11075584,"<OVERFLOW>","<OVERFLOW>",0.029906,0.190697
3584,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.928999,0.619217,0.619249,73505.000000,100.000000,100.000000,99.995919,0.000000,13.781786,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",32.000000,0,0,0,0,"<OVERFLOW>",12845056,0,5,"<OVERFLOW>",12845140,350222040,1659282,"<OVERFLOW>",0.000000,17.318550,4.798213,"<OVERFLOW>",38.385704,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",96.853334,1.022062,4.958538,33.587491,"<OVERFLOW>",38.385704,"<OVERFLOW>",38.385955,0.000000,15.000000,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",12.500000,11509170176,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,92073361408,0,46036680704,0,0,29505495040,29505497344,"Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>",0.295168,20.641111,1.123828,4.533559,0.000000,72.835335,0.000014,0.352530,0.000000,"<OVERFLOW>",46036680704,0,667698855936,0,11534860288,92086206464,126780702720,0,26266535424,361668608,361668608,11512381440,2879299584,0,0.000000,0.000000,0,0.000000,0.663837,0,"<OVERFLOW>",12845056,"<OVERFLOW>","<OVERFLOW>",0.027308,0.191146
