256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",557056,557056,557056,557056,0,0,458,14,212,246,212,160,0,0,0,0,262144,262144,262144,262144,16384,16384,16384,16384,262144,262144,262144,262144,16384,16384,16384,16384,262152,262152,262176,262176,16385,16388,16384,16385,0,0,0,0,1,4,0,0,5934100,0,0,1048576,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,22571264,540928,532736,1605632,51380224,51249152,0,0,655360,32768,0,0,0,0,0,32768,2048,0,20480,5893579,365948936,11487350,64,3670016,1015808,4718592,1048576
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",4325376,4325376,4325376,4325376,45386,145496,17874,17478,8941,8933,8876,8912,22698,22668,22712,22725,2097152,2097152,2097152,2097152,65536,65536,65536,65536,2086016,2085964,2086084,2086072,63488,63488,63488,63488,2162026,2162032,2162048,2162040,65536,65541,65536,65537,0,0,0,0,4,1,0,0,47085812,0,0,8388608,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,179326756,4129024,4227328,12582912,402653184,402128896,0,0,5242880,262144,0,0,0,0,0,262144,8192,0,147456,46956558,2986586648,93042785,256,29360128,8126464,37748736,8388608
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",14450688,14450688,14450688,14450688,1161756,1159296,55626,53874,27857,27769,27836,27844,580964,580792,579956,580137,7077888,7077888,7077888,7077888,147456,147456,147456,147456,6629112,6629292,6630400,6630476,142848,142848,142848,142848,7207692,7207696,7207712,7207720,147456,147458,147456,147460,0,0,0,0,0,1,4,0,158725520,0,0,28311552,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,606690284,13713664,14229760,42172416,1349517312,1348337664,0,0,17694720,884736,0,0,0,0,0,884736,18432,0,479232,158559842,10112264008,316975713,576,99090432,27426816,127401984,28311552
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",34078720,34078720,34078720,34078720,2811395,2811640,83162,84182,41580,41582,41600,41606,1405707,1405688,1405728,1405720,16777216,16777216,16777216,16777216,262144,262144,262144,262144,15695872,15695872,15695872,15695872,253952,253952,253952,253952,17101666,17101664,17101680,17101680,262145,262144,262149,262144,0,0,0,0,0,0,1,4,376746068,0,0,67108864,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,1437325104,32244224,33686016,99614720,3187671040,3185573888,0,0,41943040,2097152,0,0,0,0,0,2097152,32768,0,1114112,375977707,24013286752,750183962,1024,234881024,65011712,301989888,67108864
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",66355200,66355200,66355200,66355200,5366402,5366385,121486,119896,60736,60750,60584,60648,2683210,2683192,2683192,2683185,32768000,32768000,32768000,32768000,409600,409600,409600,409600,30668768,30668768,30668756,30668764,396800,396800,396800,396800,33416772,33416728,33416752,33416760,409601,409601,409600,409604,0,0,0,0,0,1,0,4,735665040,0,0,131072000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,2811487582,62669056,65741056,194150400,6212812800,6209536000,0,0,81920000,4096000,0,0,0,0,0,4096000,51200,0,2150400,735134974,46965932924,1469707800,1600,458752000,126976000,589824000,131072000
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",114425856,114425856,114425856,114425856,9303828,9372032,166350,166458,83161,83189,83220,83220,4651908,4651920,4651908,4652093,56623104,56623104,56623104,56623104,589824,589824,589824,589824,53008608,53008568,53008684,53008308,571392,571392,571392,571392,57726018,57725968,57725992,57726008,589824,589826,589824,589828,0,0,0,0,0,1,4,0,1270048276,0,0,226492416,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,4855725961,107938048,113541376,335020032,10720641024,10715922432,0,0,141557760,7077888,0,0,0,0,0,7077888,73728,0,3686400,1268912741,81103257508,2538032533,2304,792723456,219414528,1019215872,226492416
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",181436416,181436416,181436416,181436416,14695539,14834029,218368,218388,109172,109196,109192,109134,7347458,7348105,7347936,7347183,89915392,89915392,89915392,89915392,802816,802816,802816,802816,84187124,84187048,84187316,84187204,777728,777728,777728,777728,91602292,91602208,91602280,91602272,802817,802816,802820,802817,0,0,0,0,1,0,4,0,2020053112,0,0,359661568,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,7715942529,171000064,180232448,531464192,17006854144,17000431616,0,0,224788480,11239424,0,0,0,0,0,11239424,100352,0,5820416,2018364696,129028319204,4035951316,3136,1258815488,348422144,1618477056,359661568
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",270532608,270532608,270532608,270532608,22155284,22132049,279862,279960,139935,139927,139927,139919,11077676,11077608,11077600,11077532,134217728,134217728,134217728,134217728,1048576,1048576,1048576,1048576,125664032,125663904,125663860,125663944,1015808,1015808,1015808,1015808,136683212,136683120,136683192,136683200,1048581,1048576,1048576,1048577,0,0,0,0,1,4,0,0,3002526068,0,0,536870912,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,11497989508,254804224,268960000,792723456,25367150592,25358761984,0,0,335544320,16777216,0,0,0,0,0,16777216,131072,0,8650752,3001391464,191909495304,6006051958,4096,1879048192,520093696,2415919104,536870912
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",384860160,384860160,384860160,384860160,31568008,31557489,350646,350584,175304,175342,175524,175468,15784844,15783164,15784304,15785697,191102976,191102976,191102976,191102976,1327104,1327104,1327104,1327104,178906680,178907072,178906324,178905448,1285632,1285632,1285632,1285632,194675988,194675794,194675918,194675888,1327104,1327108,1327104,1327106,0,0,0,0,0,4,0,1,4288508148,0,0,764411904,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,16402734361,362299648,382869760,1128038400,36097228800,36086611968,0,0,477757440,23887872,0,0,0,0,0,23887872,165888,0,12275712,4286156459,274116825128,8567742454,5184,2675441664,740524032,3439853568,764411904
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",527564800,527564800,527564800,527564800,43445095,43533004,427440,428970,213722,213718,213796,213786,21722035,21723060,21723456,21719564,262144000,262144000,262144000,262144000,1638400,1638400,1638400,1638400,245407216,245405536,245407740,245408160,1587200,1587200,1587200,1587200,267074904,267074672,267074784,267074800,1638404,1638400,1638401,1638401,0,0,0,0,4,0,1,0,5886163476,0,0,1048576000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,22545633608,496435456,525107456,1546649600,49492787200,49479680000,0,0,655360000,32768000,0,0,0,0,0,32768000,204800,0,16793600,5883830784,376329622304,11769986549,6400,3670016000,1015808000,4718592000,1048576000
2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",701792256,701792256,701792256,701792256,57716623,57790053,514916,513512,257457,257459,257440,257402,28859062,28857561,28857220,28857740,348913664,348913664,348913664,348913664,1982464,1982464,1982464,1982464,326391028,326390236,326390820,326389128,1920512,1920512,1920512,1920512,355466688,355466462,355466656,355466648,1982465,1982464,1982465,1982468,0,0,0,0,1,0,4,0,7836580052,0,0,1395654656,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,29943047045,660160768,698818816,2057797632,65849524224,65833664512,0,0,872284160,43614208,0,0,0,0,0,43614208,247808,0,22302720,7834821928,501113704204,15677969733,7744,4884791296,1352040448,6280445952,1395654656
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",910688256,910688256,910688256,910688256,75776774,76142985,609510,612728,304753,304757,304812,304748,37887294,37889480,37882840,37881201,452984832,452984832,452984832,452984832,2359296,2359296,2359296,2359296,423631920,423626636,423646020,423646636,2285568,2285568,2285568,2285568,461419220,461418860,461419032,461419040,2359297,2359297,2359312,2359308,0,0,0,0,0,0,4,1,10153690452,0,0,1811939328,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,38875019412,856424704,907149568,2670723072,85463138304,85444263936,0,0,1132462080,56623104,0,0,0,0,0,56623104,294912,0,28901376,10151001647,649314668886,20307824278,9216,6341787648,1755316224,8153726976,1811939328
3328,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1157398528,1157398528,1157398528,1157398528,100343834,99551101,710407,711400,355217,355190,355257,355280,50172798,50171036,50171688,50172000,575930368,575930368,575930368,575930368,2768896,2768896,2768896,2768896,537242416,537243140,537248020,537248768,2682368,2682368,2682368,2682368,586700508,586700064,586700280,586700344,2768897,2768896,2768908,2768913,0,0,0,0,0,0,0,5,12908438736,0,0,2303721472,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,49408281624,1088176384,1153245440,3394666496,108629327872,108607176704,0,0,1439825920,71991296,0,0,0,0,0,71991296,346112,0,36687872,12904269448,825448014646,25823436762,10816,8063025152,2231730176,10366746624,2303721472
3584,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1445068800,1445068800,1445068800,1445068800,128937606,128883708,825243,825321,412640,412603,412637,412624,64470505,64467101,64469977,64470960,719323136,719323136,719323136,719323136,3211264,3211264,3211264,3211264,668207076,668207280,668207156,668205844,3110912,3110912,3110912,3110912,732753212,732752650,732753024,732753056,3211264,3211268,3211265,3211265,0,0,0,0,0,4,1,0,16145276408,0,0,2877292544,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,61780128980,1358364928,1440252160,4238868480,135643791360,135618101248,0,0,1798307840,89915392,0,0,0,0,0,89915392,401408,0,45760512,16144935888,1032774870352,32285807134,12544,10070523904,2787377152,12947816448,2877292544
3840,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1776844800,1776844800,1776844800,1776844800,159664114,159564408,941030,942506,470528,470502,470440,470396,79830778,79833336,79846248,79844233,884736000,884736000,884736000,884736000,3686400,3686400,3686400,3686400,821558768,821558076,821561504,821559284,3571200,3571200,3571200,3571200,901329350,901328674,901328992,901329056,3686405,3686400,3686412,3686413,0,0,0,0,4,0,0,1,"<OVERFLOW>",0,0,3538944000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,76003076222,1669939456,1771315456,5212569600,166802227200,166772736000,0,0,2211840000,110592000,0,0,0,0,0,110592000,460800,0,56217600,19858300156,1270396630708,39710838230,14400,12386304000,3428352000,15925248000,3538944000
4096,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2155872256,2155872256,2155872256,2155872256,191935200,189009984,1069653,1070956,534820,534833,534866,534840,95968247,95966953,95967117,95966004,1073741824,1073741824,1073741824,1073741824,4194304,4194304,4194304,4194304,997807544,997807684,997806348,997806788,4063232,4063232,4063232,4063232,1093789864,1093788970,1093789432,1093789464,4194308,4194304,4194304,4194306,0,0,0,0,4,0,0,1,"<OVERFLOW>",0,0,4294967296,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,92095648744,2025849088,2149581056,6325010432,202400333824,202366779392,0,0,2684354560,134217728,0,0,0,0,0,134217728,524288,0,68157440,24072378786,1539946146586,48126859091,16384,15032385536,4160749568,19327352832,4294967296
4352,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2585296896,2585296896,2585296896,2585296896,234528406,233449485,1206601,1204992,603276,603325,603310,603272,117264889,117263517,117263729,117260124,1287913472,1287913472,1287913472,1287913472,4734976,4734976,4734976,4734976,1194950508,1194946608,1194951964,1194954440,4587008,4587008,4587008,4587008,1312049022,1312047986,1312048440,1312048576,4734978,4734980,4734989,4734987,0,0,0,0,4,0,1,0,"<OVERFLOW>",0,0,5151653888,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,110741986520,2429043200,2578194944,7585431552,242733809664,242695929856,0,0,3219783680,160989184,0,0,0,0,0,160989184,591872,0,81678336,28937995794,1851253015150,57862167145,18496,18030788608,4990664704,23182442496,5151653888
4608,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3068264448,3068264448,3068264448,3068264448,279425452,279470800,1348137,1349724,674070,674067,674068,674086,139713279,139712173,139716200,139712812,1528823808,1528823808,1528823808,1528823808,5308416,5308416,5308416,5308416,1417823252,1417823692,1417824644,1417825372,5142528,5142528,5142528,5142528,1557565828,1557564626,1557565128,1557565296,5308417,5308417,5308428,5308432,0,0,0,0,0,0,4,1,"<OVERFLOW>",0,0,6115295232,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,131719853504,2882470656,3060302592,9003073536,288098353152,288055885824,0,0,3822059520,191102976,0,0,0,0,0,191102976,663552,0,96878592,34415187646,2201786469228,68820335345,20736,21403533312,5924192256,27518828544,6115295232
4864,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3607920640,3607920640,3607920640,3607920640,329993868,329766042,1504170,1499800,752090,752080,752070,752054,164995934,164997934,165001904,165003281,1798045696,1798045696,1798045696,1798045696,5914624,5914624,5914624,5914624,1666654436,1666653792,1666653900,1666650816,5729792,5729792,5729792,5729792,1831719413,1831718038,1831718852,1831718912,5914626,5914628,5914637,5914635,0,0,0,0,0,4,1,0,"<OVERFLOW>",0,0,7192182784,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,154726978212,3389080064,3599049216,10587176960,338789662720,338742345728,0,0,4495114240,224755712,0,0,0,0,0,224755712,739328,0,113856512,40429206216,2586509759116,80849155108,23104,25172639744,6967427072,32364822528,7192182784
5120,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",4207411200,4207411200,4207411200,4207411200,388020550,385365964,1660382,1659610,830190,830192,830393,830333,194008461,194012089,193994892,193993541,2097152000,2097152000,2097152000,2097152000,6553600,6553600,6553600,6553600,1944364924,1944365936,1944366488,1944364504,6348800,6348800,6348800,6348800,2136469594,2136468114,2136468808,2136468960,6553607,6553600,6553624,6553623,0,0,0,0,0,4,0,1,"<OVERFLOW>",0,0,8388608000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,180638880783,3951821568,4197581568,12346982400,395103436800,395051008000,0,0,5242880000,262144000,0,0,0,0,0,262144000,819200,0,132710400,47173580693,3018121554118,94391000331,25600,29360128000,8126464000,37748736000,8388608000
