256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",9469952,9469952,8683520,8683520,0,0,0,0,0,0,4,0,0,0,0,0,4325376,4325376,4325376,4325376,16384,16384,16384,16384,4325376,4325376,4325376,4325376,16384,16384,16384,16384,4325376,4325376,4325384,4325392,16385,16385,16388,16384,0,0,0,0,1,0,0,4,12306424,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,39158044,8435968,1190144,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,12197385,692832548,24024695,64,0,0,0,0
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",75628544,75628544,69337088,69337088,275109,275308,17984,17542,8989,8995,8960,8966,137564,137545,137568,137520,34603008,34603008,34603008,34603008,65536,65536,65536,65536,34595124,34595152,34595144,34595152,63488,63488,63488,63488,34732764,34732760,34732776,34732792,65541,65536,65536,65537,0,0,0,0,1,4,0,0,139102516,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,479394317,67297536,9478400,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,139058752,8101533490,277330459,256,0,0,0,0
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",255098880,255098880,233865216,233865216,1667072,1660800,55498,55374,27817,27681,27616,27648,833584,833488,831724,831985,116785152,116785152,116785152,116785152,147456,147456,147456,147456,116343396,116342808,116344772,116344924,142848,142848,142848,142848,117174404,117174396,117174400,117174392,147460,147456,147456,147458,0,0,0,0,4,0,0,1,420992564,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,1422179616,226916608,31942912,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,420258201,24433636558,839787714,576,0,0,0,0
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",604504064,604504064,554172416,554172416,3979356,4109225,82878,84052,41433,41445,41444,41436,1989708,1989648,1989656,1989689,276824064,276824064,276824064,276824064,262144,262144,262144,262144,275742720,275742720,275742720,275742720,253952,253952,253952,253952,277732388,277732328,277732360,277732384,262144,262145,262145,262148,0,0,0,0,0,0,1,4,1110879668,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,3829057848,537624832,75661568,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,1110710769,65065817946,2218750452,1024,0,0,0,0
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1180467200,1180467200,1082163200,1082163200,7831860,7831821,120022,121252,59997,60025,59918,59970,3915948,3915912,3915945,3915960,540672000,540672000,540672000,540672000,409600,409600,409600,409600,538572796,538572800,538572800,538572800,396800,396800,396800,396800,542488712,542488624,542488744,542488768,409600,409601,409600,409605,0,0,0,0,0,0,0,5,2169421012,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,7477406830,1049753856,147712256,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,2168883293,126965055106,4335471732,1600,0,0,0,0
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2039611392,2039611392,1869742080,1869742080,13453692,13454861,166554,169474,83257,83297,83244,83288,6726912,6726780,6726788,6726801,934281216,934281216,934281216,934281216,589824,589824,589824,589824,930668528,930668532,930668532,930668524,571392,571392,571392,571392,937395520,937395400,937395488,937395496,589825,589824,589824,589829,0,0,0,0,0,0,0,5,3746878516,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,12916623330,1813635328,255172864,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,3746485714,219914767050,7490345451,2304,0,0,0,0
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3238559744,3238559744,2968813568,2968813568,21439090,21443656,219858,222856,109912,109946,109900,109877,10719322,10719768,10719580,10719121,1483603968,1483603968,1483603968,1483603968,802816,802816,802816,802816,1477879132,1477879095,1477879380,1477879424,777726,777725,777725,777726,1488599850,1488599624,1488599680,1488599704,802818,802820,802828,802828,0,0,0,0,0,4,0,1,5956167416,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,20519059443,2879600896,405121280,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,5952691528,351514314292,11900482210,3136,0,0,0,0
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",4833935360,4833935360,4431282176,4431282176,31840626,31838544,284410,281334,142205,142205,142230,142227,15920481,15920145,15920393,15920472,2214592512,2214592512,2214592512,2214592512,1048576,1048576,1048576,1048576,2206066808,2206066816,2206066968,2206066964,1015808,1015808,1015808,1015808,2222053718,2222053400,2222053560,2222053616,1048579,1048580,1048588,1048587,0,0,0,0,5,0,0,0,8883326976,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,30590994230,4297982208,604635392,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,8874494606,521755418158,17744567822,4096,0,0,0,0
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",6882361344,6882361344,6309052416,6309052416,45493518,45494667,350783,350746,175363,175420,175401,175362,22747374,22746144,22747472,22748410,3153199104,3153199104,3153199104,3153199104,1327104,1327104,1327104,1327104,3141002272,3141004057,3141003238,3141001035,1285630,1285631,1285627,1285628,3163774668,3163774282,3163774480,3163774504,1327108,1327105,1327104,1327105,0,0,0,0,4,0,0,1,12644079828,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,43594985546,6119111168,860793344,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,12643441266,738791360174,25282163585,5184,0,0,0,0
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",9440460800,9440460800,8654028800,8654028800,62579349,62645145,431954,430728,215987,215967,216051,215993,31288820,31290529,31282452,31280420,4325376000,4325376000,4325376000,4325376000,1638400,1638400,1638400,1638400,4308635429,4308637544,4308640176,4308638003,1587200,1587194,1587197,1587200,4339844647,4339843880,4339844196,4339844252,1638400,1638404,1638400,1638402,0,0,0,0,4,0,0,1,"<OVERFLOW>",0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,59790806252,8393318656,1180672256,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,17343531839,1016704181632,34681983815,6400,0,0,0,0
