256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3153920,3153920,1318912,1318912,0,0,0,4,0,0,4,0,0,0,0,0,655360,655360,655360,655360,2048,2048,2048,2048,655360,655360,655360,655360,2048,2048,2048,2048,655360,655360,655368,655376,2049,2049,2052,2048,0,0,0,0,1,0,0,4,2675420,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,1002945,8435968,1190144,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,2655686,154601190,5168816,64,0,0,0,0
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",25198592,25198592,10518528,10518528,161527,32049,28596,27644,14273,14323,14368,14366,80770,80757,80772,80752,5242880,5242880,5242880,5242880,8192,8192,8192,8192,5227012,5227036,5226952,5226964,0,0,0,0,5307770,5307768,5307776,5307768,8192,8192,8194,8196,0,0,0,0,0,0,1,4,21196244,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,7663003,67297536,9478400,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,21158822,1221214000,42073675,256,0,0,0,0
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",85008384,85008384,35463168,35463168,974783,958389,55572,54052,27759,27813,27796,27758,487471,487312,486348,486300,17694720,17694720,17694720,17694720,18432,18432,18432,18432,17262388,17262108,17263344,17263300,0,0,0,0,17759610,17759616,17759640,17759640,18432,18433,18432,18437,0,0,0,0,0,1,4,0,71841940,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,28355620,226916608,31942912,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,71822740,4199604640,143247111,576,0,0,0,0
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",201457664,201457664,84017152,84017152,2422229,2422265,84252,82972,42137,42115,42072,42074,1211124,1211105,1211128,1211128,41943040,41943040,41943040,41943040,32768,32768,32768,32768,40861696,40861696,40861696,40861696,0,0,0,0,42137638,42137632,42137640,42137648,32768,32772,32769,32769,0,0,0,0,4,0,0,1,169716120,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,65138212,537624832,75661568,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,169486834,9909434040,339352933,1024,0,0,0,0
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",393420800,393420800,164044800,164044800,4847671,4717585,121280,120924,60641,60639,60592,60546,2423798,2423873,2423832,2423808,81920000,81920000,81920000,81920000,51200,51200,51200,51200,79820748,79820748,79820708,79820696,0,0,0,0,82179544,82179560,82179504,82179496,51201,51204,51200,51201,0,0,0,0,4,0,0,1,331530460,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,127905189,1049753856,147712256,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,331449723,19260513106,662103291,1600,0,0,0,0
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",679772160,679772160,283410432,283410432,8265045,8137801,166408,165164,83212,83196,83196,83246,4132568,4132477,4132804,4132752,141557760,141557760,141557760,141557760,73728,73728,73728,73728,137943136,137943116,137942952,137942912,0,0,0,0,142011982,142011944,142011960,142011960,73728,73729,73733,73728,0,0,0,0,0,0,5,0,572704664,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,220255197,1813635328,255172864,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,572287166,33341099576,1144415176,2304,0,0,0,0
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1079386112,1079386112,449978368,449978368,13018624,13016340,220162,218370,110092,110070,109884,109880,6509236,6509388,6509952,6509985,224788480,224788480,224788480,224788480,100352,100352,100352,100352,219053156,219053140,219053524,219053540,0,0,0,0,225567069,225567020,225567040,225567016,100353,100353,100356,100352,0,0,0,0,1,0,0,4,908403732,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,346067300,2879600896,405121280,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,907845930,52482971760,1814107882,3136,0,0,0,0
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1611137024,1611137024,671612928,671612928,19424616,19409165,281102,281356,140556,140546,140528,140588,9712376,9712240,9712460,9712281,335544320,335544320,335544320,335544320,131072,131072,131072,131072,327014244,327014204,327014236,327014036,0,0,0,0,336712132,336712104,336712104,336712096,131074,131072,131076,131072,0,0,0,0,1,0,4,0,1354140912,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,513431762,4297982208,604635392,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,1353884932,78883927820,2706515565,4096,0,0,0,0
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",2293899264,2293899264,956178432,956178432,27943192,27610164,351118,349566,175564,175554,175526,175498,13971648,13971544,13969957,13970496,477757440,477757440,477757440,477757440,165888,165888,165888,165888,465560852,465560040,465561796,465561048,0,0,0,0,479422254,479422154,479422252,479422272,165888,165888,165893,165889,0,0,0,0,0,0,1,4,1928622132,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,731898746,6119110912,860793088,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,1928194478,111430512848,3854572465,5184,0,0,0,0
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",3146547200,3146547200,1311539200,1311539200,38384525,38260800,429044,427518,214536,214508,214476,214490,19192032,19192493,19194948,19194664,655360000,655360000,655360000,655360000,204800,204800,204800,204800,638477388,638480372,638478128,638480920,0,0,0,0,657695808,657695688,657695720,657695768,204800,204804,204802,204800,0,0,0,0,4,0,1,0,2647675796,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,1014099209,8393318656,1180672256,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,2646938858,154458704638,5291994645,6400,0,0,0,0
2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",4187955200,4187955200,1745559552,1745559552,51601198,51541168,514942,514314,257453,257489,257388,257384,25800790,25800408,25804920,25802609,872284160,872284160,872284160,872284160,247808,247808,247808,247808,849581468,849584444,849579524,849584704,0,0,0,0,875333716,875333578,875333688,875333672,247809,247809,247812,247808,0,0,0,0,0,1,0,4,3520089880,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,1333336034,11170937088,1571350784,14313637888,458036412416,458012622848,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,3519073413,205099265326,7037481165,7744,0,0,0,0
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",5436997632,5436997632,2266103808,2266103808,67708428,67617976,607827,608002,303919,303908,304039,304068,33855144,33853284,33855780,33854648,1132462080,1132462080,1132462080,1132462080,294912,294912,294912,294912,1102398740,1102400036,1102402892,1102401680,0,0,0,0,1136419896,1136419722,1136419840,1136419832,294912,294916,294912,294914,0,0,0,0,4,0,0,1,4575036084,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,1753346825,14502297856,2039906560,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,4574003023,268577462948,9146440336,9216,0,0,0,0
