256,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.064540,0.736142,0.244374,27.383072,219.064576,99.064540,0.736142,0.320345,0.039168,0.236842,0.000000,0.000000,0.000000,219.786591,356.568245,438.129153,54.766144,0.000000,31.250000,50.000000,50.000000,99.609375,0.000000,54.766144,0.000000,0.037080,50.000000,0.000000,0.970487,1634.000000,24.137421,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,1572864,524288,2097152,16384,0,2,0,8219,13334,2097541,17909,0.000000,0.000000,328.596865,109.532288,54.776303,478.909607,0.000000,54.765625,49.938800,806912,794624,4502018,2363392,33554432,0,0,16777216,0,0,0,0,0,3.979677,35.737282,26.830203,0.000000,6.407041,0.486553,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",6692864,8836889,8791449,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,38797312,0,4194304,37814272,9371648,0,0.000000,0,0.000000,2097152,17168,0,459.094317,0,0,0.000000,4.918931,0.058377,0.950706,0.000000,16.039690,5.542247,1.762361,0.000000
512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.910392,0.711486,0.248161,34.909253,139.637013,99.910392,0.711486,0.339837,0.039579,0.238404,0.000000,0.000000,0.000000,5.121887,168.605898,279.274027,69.818507,0.000000,31.250000,50.000000,50.000000,92.706752,0.000000,69.818507,0.000000,0.002232,50.000000,0.000000,0.937838,3234.000000,23.386313,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,12582912,4194304,16777216,65536,0,0,0,1230777,39566,16778483,65860,0.000000,0.000000,418.911041,139.637014,69.823779,280.654715,0.000000,0.000000,49.969079,6373376,6324224,36877266,18890752,268435456,0,0,134217728,0,0,0,0,0,3.899773,35.094356,28.363356,0.000000,6.111247,0.389776,"Low (3)","Low (2)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (2)","Low (1)","Idle (0)",52985856,70992483,70811880,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,306184192,0,33554432,302252032,71041024,0,0.000000,0,0.000000,16777216,65912,0,280.876307,0,0,0.000000,5.173118,0.004542,0.922646,0.000000,15.755255,5.208577,1.690944,0.000000
768,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.904146,0.649183,0.249190,31.834724,84.892596,99.904146,0.649183,0.357508,0.039719,0.238933,0.000000,0.000000,0.000000,16.038732,86.619740,169.785192,63.669447,0.000000,31.250000,50.000000,50.000000,74.870463,0.000000,63.669447,0.000000,0.000768,50.000000,0.000000,0.865429,4834.000000,21.599414,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,42467328,14155776,56623104,147456,0,6,0,14263714,75228,56629934,147794,0.000000,0.000000,382.016684,127.338895,63.677127,170.174376,0.000000,7.074219,49.979313,21417984,21307392,127398150,63737856,905969664,0,0,452984832,0,0,0,0,0,3.462276,32.114852,36.849258,0.000000,5.431531,0.317799,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",178200576,241832664,241426778,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,1028653056,0,113246208,1019805696,235339776,0,0.000000,0,0.000000,56623104,147892,0,170.287216,0,0,0.000000,4.027884,0.001194,0.843495,0.000000,13.789245,4.005961,1.461846,0.000000
1024,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.982173,0.639456,0.249474,31.992284,63.984568,99.982173,0.639456,0.357967,0.039789,0.239198,0.000000,0.000000,0.000000,16.094340,64.966265,127.969135,63.984568,0.000000,31.250000,50.000000,50.000000,74.894699,0.000000,63.984568,0.000000,0.000137,50.000000,0.000000,0.868691,6434.000000,21.689929,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,100663296,33554432,134217728,262144,0,9,0,33760417,133083,134233589,262154,0.000000,0.000000,383.907408,127.969136,63.992129,127.974017,0.000000,4.498047,49.984458,50659328,50462720,301942156,151060480,2147483648,0,0,1073741824,0,0,0,0,0,3.456874,32.069358,36.785966,0.000000,5.423655,0.310469,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",421658624,572594977,571873701,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,2432696320,0,268435456,2416967680,552599552,0,0.000000,0,0.000000,134217728,262328,0,128.058957,0,0,0.000000,4.023877,0.000509,0.848280,0.000000,13.890697,4.038595,1.474146,0.000000
1280,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.982287,0.645724,0.249692,31.750349,50.800558,99.982287,0.645724,0.358231,0.039831,0.239358,0.000000,0.000000,0.000000,15.958767,51.826987,101.601116,63.500698,0.000000,31.250000,50.000000,50.000000,74.916144,0.000000,63.500698,0.000000,0.000062,50.000000,0.000000,0.864955,8034.000000,21.602063,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,196608000,65536000,262144000,409600,0,14,0,65881088,208938,262174616,409606,0.000000,0.000000,381.004187,127.001396,63.508114,101.602604,0.000000,3.555664,49.987553,98816000,98508800,589625899,295014400,4194304000,0,0,2097152000,0,0,0,0,0,3.507915,32.624585,35.748626,0.000000,5.520398,0.326441,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",822681600,1117401435,1116274653,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,4744806400,0,524288000,4720230400,1073152000,0,0.000000,0,0.000000,262144000,409764,0,101.641796,0,0,0.000000,4.067647,0.000266,0.845349,0.000000,14.128357,4.075766,1.463415,0.000000
1536,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.986999,0.634798,0.249725,31.861578,42.482104,99.986999,0.634798,0.358515,0.039859,0.239464,0.000000,0.000000,0.000000,16.003223,43.677576,84.964209,63.723157,0.000000,31.250000,50.000000,50.000000,74.929925,0.000000,63.723157,0.000000,0.000000,50.000000,0.000000,0.862456,9634.000000,21.543267,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,339738624,113246208,452984832,589824,0,5,0,113761116,303211,396420278,589904,0.000000,0.000000,382.338939,127.446313,55.765998,84.975732,0.000000,755.000000,49.989620,170606592,170164224,1018902416,509755392,7247757312,0,0,3623878656,0,0,0,0,0,3.425787,31.847064,37.317571,0.000000,5.390955,0.314176,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",1420591104,1929899656,1928277260,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,8191475712,0,905969664,8156086272,1847328768,0,0.000000,0,0.000000,452984832,589824,0,84.964209,0,0,0.000000,3.975580,0.000299,0.843370,0.000000,13.794082,3.934485,1.452905,0.000000
1792,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.993784,0.635906,0.249805,32.002119,36.573851,99.993784,0.635906,0.358571,0.039879,0.239541,0.000000,0.000000,0.000000,16.070085,37.164177,73.147701,64.004239,0.000000,31.250000,50.000000,50.000000,74.938507,0.000000,64.004239,0.000000,0.000004,50.000000,0.000000,0.863902,11234.000000,21.581987,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,539492352,179830784,719323136,802816,0,8,0,180606539,407887,719425473,802824,0.000000,0.000000,384.025432,128.008477,64.013344,73.148430,0.000000,764.000000,49.991098,270749696,270147584,1617695678,809439232,11509170176,0,0,5754585088,0,0,0,0,0,3.433399,31.913311,37.137427,0.000000,5.403159,0.313740,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",2254708736,3063181831,3060973705,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,12999196672,0,1438646272,12951027712,2925461504,0,0.000000,0,0.000000,719323136,802848,0,73.150617,0,0,0.000000,3.982772,0.000095,0.845236,0.000000,13.833370,3.982727,1.461504,0.000000
2048,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.995706,0.638693,0.249823,32.146427,32.146427,99.995706,0.638693,0.358610,0.039894,0.239598,0.000000,0.000000,0.000000,16.139355,32.664043,64.292854,64.292855,0.000000,31.250000,50.000000,50.000000,74.944368,0.000000,64.292855,0.000000,0.000006,50.000000,0.000000,0.867781,12834.000000,21.680828,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,805306368,268435456,1073741824,1048576,0,2,0,269540061,532730,1073890491,1048624,0.000000,0.000000,385.757128,128.585709,64.301757,64.295797,0.000000,128.000000,49.992208,403963904,403177472,2414481965,1208221696,17179869184,0,0,8589934592,0,0,0,0,0,3.450735,32.056037,36.786838,0.000000,5.428696,0.314345,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",3364356096,4570848553,4567964588,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,19394461696,0,2147483648,19331547136,4357881856,0,0.000000,0,0.000000,1073741824,1048636,0,64.296534,0,0,0.000000,4.026483,0.000063,0.849340,0.000000,13.902425,4.034378,1.473279,0.000000
2304,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.996058,0.635686,0.249858,31.803473,28.269753,99.996058,0.635686,0.358726,0.039906,0.239643,0.000000,0.000000,0.000000,15.970075,28.814442,56.539507,63.606946,0.000000,31.250000,50.000000,50.000000,74.943044,0.000000,63.606946,0.000000,0.000000,50.000000,0.000000,0.863710,14434.000000,21.580646,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,1146617856,382205952,1528823808,1327104,0,3,0,383848504,676337,1529033691,1327190,0.000000,0.000000,381.641677,127.213892,63.615678,56.543171,0.000000,134.000000,49.993072,574967808,573972480,3437808232,1720258560,24461180928,0,0,12230590464,0,0,0,0,0,3.431780,31.886294,37.209253,0.000000,5.400220,0.310486,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",4788854784,6506759816,6503109896,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,27603763200,0,3057647616,27524136960,6194921472,0,0.000000,0,0.000000,1528823808,1327104,0,56.539507,0,0,0.000000,3.974909,0.000044,0.845537,0.000000,13.819544,3.967469,1.459676,0.000000
2560,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.997096,0.634171,0.249877,31.938825,25.551060,99.997096,0.634171,0.358739,0.039915,0.239678,0.000000,0.000000,0.000000,16.052514,25.965703,51.102119,63.877650,0.000000,31.250000,50.000000,50.000000,74.915166,0.000000,63.877650,0.000000,0.000001,50.000000,0.000000,0.861714,16034.000000,21.531975,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,1572864000,524288000,2097152000,1638400,0,1,0,527016275,832494,2097425917,1638416,0.000000,0.000000,383.265898,127.755299,63.885993,51.102618,0.000000,32.000000,49.993763,788480000,787251200,4715351580,2359705600,33554432000,0,0,16777216000,0,0,0,0,0,3.425409,31.809553,37.379216,0.000000,5.388557,0.307965,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",6567526400,8923557982,8919052001,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,37853593600,0,4194304000,37755289600,8486912000,0,0.000000,0,0.000000,2097152000,1638412,0,51.102493,0,0,0.000000,3.966385,0.000032,0.843784,0.000000,13.788024,3.934860,1.452886,0.000000
