2816,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.998322,0.635348,0.249896,32.009142,23.279376,99.998322,0.635348,0.358771,0.039923,0.239707,0.000000,0.000000,0.000000,16.070029,23.767494,46.558752,64.018285,0.000000,31.250000,50.000000,50.000000,74.938812,0.000000,64.018285,0.000000,0.000000,50.000000,0.000000,0.863304,17634.000000,21.572690,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,2093481984,697827328,2791309312,1982464,0,5,0,700681421,1012016,2791681686,1982498,0.000000,0.000000,384.109709,128.036570,64.026825,46.559550,0.000000,123.000000,49.994329,1049219072,1047732224,6275809605,3140718592,44660948992,0,0,22330474496,0,0,0,0,0,3.431699,31.873404,37.191332,0.000000,5.400178,0.308274,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",8739692544,11875237188,11869785030,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,50370445312,0,5582618624,50251497472,11284185088,0,0.000000,0,0.000000,2791309312,1982476,0,46.559034,0,0,0.000000,3.991821,0.000024,0.845493,0.000000,13.828228,3.975040,1.460477,0.000000
3072,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.998770,0.631247,0.249906,31.758760,21.172506,99.998770,0.631247,0.358761,0.039929,0.239732,0.000000,0.000000,0.000000,15.996556,21.759232,42.345013,63.517519,0.000000,31.250000,50.000000,50.000000,74.858674,0.000000,63.517519,0.000000,0.000000,50.000000,0.000000,0.857636,19234.000000,21.431884,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,2717908992,905969664,3623878656,2359296,0,1,0,912654942,1212338,3624353445,2359305,0.000000,0.000000,381.105114,127.035038,63.525841,42.345174,0.000000,18.000000,49.994801,1361903616,1360134144,8146955809,4077453312,57982058496,0,0,28991029248,0,0,0,0,0,3.409520,31.647298,37.739293,0.000000,5.362513,0.303317,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",11344674816,15414647642,15408159194,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,65380810752,0,7247757312,65239252992,14637072384,0,0.000000,0,0.000000,3623878656,2359296,0,42.345013,0,0,0.000000,3.937158,0.000019,0.840092,0.000000,13.720190,3.880692,1.440996,0.000000
3328,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.998448,0.635026,0.249918,31.925856,19.646680,99.998448,0.635026,0.358788,0.039935,0.239752,0.000000,0.000000,0.000000,16.070078,19.945060,39.293361,63.851712,0.000000,31.250000,50.000000,50.000000,74.878522,0.000000,63.851712,0.000000,0.000000,50.000000,0.000000,0.862850,20834.000000,21.562877,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,3455582208,1151860736,4607442944,2768896,0,9,0,1159592520,1405474,4608052610,2768908,0.000000,0.000000,383.110273,127.703424,63.860161,39.293531,0.000000,133.000000,49.995200,1731252224,1729175552,10357728655,5184065536,73719087104,0,0,36859543552,0,0,0,0,0,3.432044,31.853566,37.276129,0.000000,5.398139,0.307014,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",14421794816,19596159259,19588544414,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,83111182336,0,9214885888,82945048576,18595905536,0,0.000000,0,0.000000,4607442944,2768896,0,39.293361,0,0,0.000000,3.966729,0.000023,0.845292,0.000000,13.811999,3.954356,1.457056,0.000000
3584,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.997789,0.634724,"<OVERFLOW>",31.831249,18.189284,99.997789,0.634724,0.358702,0.039939,0.239770,0.000000,0.000000,0.000000,16.076860,18.545303,36.378570,63.662498,0.000000,31.250000,50.000000,50.000000,74.790375,0.000000,63.662498,0.000000,0.000000,50.000000,0.000000,0.861805,22434.000000,21.537361,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,4315938816,1438646272,5754585088,3211264,0,1,0,1453220709,1637059,5755377527,3211272,0.000000,0.000000,381.974989,127.324996,63.671265,36.378660,0.000000,11.000000,49.995542,2161983488,2159575040,12934256536,6474711040,92073361408,0,0,46036680704,0,0,0,0,0,3.428898,31.791843,37.305135,0.000000,5.389041,0.304217,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",18010374144,24470730751,24461899391,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,103788052480,0,11509170176,103595376640,23211016192,0,0.000000,0,0.000000,5754585088,3211264,0,36.378570,0,0,0.000000,4.075370,0.000019,0.844421,0.000000,13.784498,3.920979,1.451409,0.000000
3840,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.998442,0.632788,"<OVERFLOW>",31.891403,17.008748,99.998442,0.632788,0.358441,0.039943,0.239785,0.000000,0.000000,0.000000,16.197682,17.427673,34.017496,63.782806,0.000000,31.250000,50.000000,50.000000,74.655339,0.000000,63.782806,0.000000,0.000000,50.000000,0.000000,0.859654,24034.000000,21.484105,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,5308416000,1769472000,7077888000,3686400,0,8,0,1797433893,1888598,7078808298,3686411,0.000000,0.000000,382.696833,127.565611,63.791099,34.017597,0.000000,77.000000,49.995839,2658816000,2656051200,15902142080,7963545600,113246208000,0,0,56623104000,0,0,0,0,0,3.422504,31.705424,37.516908,0.000000,5.377522,0.302889,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",22149734400,30089105473,30078967489,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,127637913600,0,14155776000,127416729600,28532736000,0,0.000000,0,0.000000,7077888000,3686400,0,34.017496,0,0,0.000000,3.971155,0.000010,0.842555,0.000000,13.765772,3.937817,1.451777,0.000000
4096,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.999391,0.637666,"<OVERFLOW>",32.126415,16.063207,99.999391,0.637666,0.358502,0.039947,0.239799,0.000000,0.000000,0.000000,16.278829,16.364954,32.126414,64.252830,0.000000,31.250000,50.000000,50.000000,74.707536,0.000000,64.252830,0.000000,0.000000,"<OVERFLOW>",0.000000,0.866303,25634.000000,21.650737,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,6442450944,2147483648,8589934592,4194304,0,10,0,2176309957,2136547,8591067126,4194309,0.000000,0.000000,385.516978,128.505659,64.261301,32.126452,0.000000,80.000000,"<OVERFLOW>",3226468352,3223322624,19300093553,9664724992,137438953472,0,0,68719476736,0,0,0,0,0,3.448542,31.972895,36.887971,0.000000,5.422818,0.306668,"Low (3)","Low (2)","Idle (0)","Low (1)","Low (1)","Mid (5)","Low (2)","Low (1)","Idle (0)",26879197184,36515446377,36503911660,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,154887258112,0,17179869184,154635599872,34611396608,0,0.000000,0,0.000000,8589934592,4194304,0,32.126414,0,0,0.000000,4.049950,0.000013,0.849118,0.000000,13.890615,4.020528,1.470493,0.000000
4352,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.998853,0.633553,"<OVERFLOW>",31.922744,15.022468,99.998853,0.633553,0.358199,0.039950,0.239811,0.000000,0.000000,0.000000,16.334913,15.279523,30.044935,63.845488,0.000000,31.250000,50.000000,50.000000,74.462523,0.000000,63.845488,0.000000,0.000000,"<OVERFLOW>",0.000000,0.860868,27234.000000,21.515307,0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,7727480832,2575826944,10303307776,4734976,0,0,0,2636108562,2407999,10304686113,4734979,0.000000,0.000000,383.072928,127.690976,63.854029,30.044954,0.000000,0.000000,"<OVERFLOW>",3869659136,3866107904,23138918191,11592404992,164852924416,0,0,82426462208,0,0,0,0,0,3.432274,31.747193,37.423697,0.000000,5.388028,0.303525,"Low (3)","Low (2)","Idle (0)","Low (1)","Idle (0)","Mid (5)","Low (2)","Low (1)","Idle (0)",32238084096,43785634600,43772613034,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,185762578432,0,20606615552,185478479872,41497329664,0,0.000000,0,0.000000,10303307776,4734976,0,30.044935,0,0,0.000000,3.969951,0.000011,0.844045,0.000000,13.786411,3.948910,1.454581,0.000000
4608,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",31.773923,14.121743,"<OVERFLOW>","<OVERFLOW>",0.358208,0.039953,0.239821,0.000000,0.000000,0.000000,16.307951,14.517344,28.243486,63.547845,0.000000,31.250000,50.000000,50.000000,74.391336,0.000000,63.547845,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",28834.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,9172942848,3057647616,12230590464,5308416,0,1,0,3138672481,2728562,12232181923,5308425,0.000000,0.000000,381.287071,127.095690,63.556114,28.243534,0.000000,5.000000,"<OVERFLOW>",4593106944,4589125632,27466487940,13760741376,195689447424,0,0,97844723712,0,0,0,0,0,3.413149,31.575934,37.835309,0.000000,5.359251,0.299944,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",38265716736,51972798558,51958200034,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,24461180928,"<OVERFLOW>",49240866816,0,0.000000,0,0.000000,12230590464,5308416,0,28.243486,0,0,0.000000,3.936897,0.000006,"<OVERFLOW>","<OVERFLOW>",13.702263,3.877247,"<OVERFLOW>",0.000000
4864,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",31.879678,13.423022,"<OVERFLOW>","<OVERFLOW>",0.358149,0.039955,0.239830,0.000000,0.000000,0.000000,16.403074,13.672463,26.846045,63.759356,0.000000,31.250000,50.000000,50.000000,74.321379,0.000000,63.759356,0.000000,"<INVALID>","<OVERFLOW>",0.000000,"<OVERFLOW>",30434.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,10788274176,3596091392,14384365568,5914624,0,8,0,3700599002,3012268,14386206982,5914638,0.000000,0.000000,382.556138,127.518713,63.767518,26.846107,0.000000,38.000000,"<OVERFLOW>",5401530368,5397094400,32299182606,16183889920,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",45001416704,61118621378,61102355780,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,28768731136,"<OVERFLOW>",57892339712,0,0.000000,0,0.000000,14384365568,5175296,0,23.490289,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",31.852471,12.740988,"<OVERFLOW>","<OVERFLOW>",0.358019,0.039958,0.239839,0.000000,0.000000,0.000000,16.461824,12.999909,25.481977,63.704942,0.000000,31.250000,50.000000,50.000000,74.208006,0.000000,63.704942,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",32034.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,12582912000,4194304000,16777216000,6553600,0,9,0,4335355666,3343391,16779433530,6553605,0.000000,0.000000,382.229650,127.409883,63.713362,25.481996,0.000000,36.000000,"<OVERFLOW>",6299648000,6294732800,37665366756,18876006400,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",52484505600,71274962988,71256940204,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,33554432000,"<OVERFLOW>",67502080000,0,0.000000,0,0.000000,16777216000,6553600,0,25.481977,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",31.840022,12.129532,"<OVERFLOW>","<OVERFLOW>",0.357889,0.039960,0.239847,0.000000,0.000000,0.000000,16.502457,12.380028,24.259064,63.680043,0.000000,31.250000,50.000000,50.000000,74.129999,0.000000,63.680043,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",33634.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,14566293504,4855431168,19421724672,7225344,0,9,0,5033070920,3687280,19424314528,7225350,0.000000,0.000000,382.080260,127.360087,63.688535,24.259084,0.000000,31.000000,"<OVERFLOW>",7292178432,7286759424,43592478727,21851246592,310747594752,0,0,155373797376,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",60754305024,82497465069,82477594994,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,"<OVERFLOW>",0,38843449344,"<OVERFLOW>",78120419328,0,0.000000,0,0.000000,19421724672,7225344,0,24.259064,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",31.818457,11.570348,"<OVERFLOW>","<OVERFLOW>",0.357814,0.039961,0.239854,0.000000,0.000000,0.000000,16.554001,11.813869,23.140696,63.636913,0.000000,31.250000,50.000000,50.000000,74.033050,0.000000,63.636913,0.000000,0.000000,"<OVERFLOW>",0.000000,"<OVERFLOW>",35234.000000,"<OVERFLOW>",0.000000,0.000000,1.200000,1.000000,4.000000,4.000000,0,0,16747855872,5582618624,22330474496,7929856,0,1,0,5808872296,4048378,22333429876,7929864,0.000000,0.000000,381.821478,127.273826,63.645335,23.140718,0.000000,3.000000,"<OVERFLOW>",8383840256,8377892864,50114940840,25123766272,357287591936,0,0,178643795968,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",69850136576,94842615410,94820807926,0.000000,0,0.000000,0.000000,0.000000,0.000000,178643795968,0,"<OVERFLOW>",0,44660948992,"<OVERFLOW>",89797689344,0,0.000000,0,0.000000,22330474496,7929856,0,23.140696,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
