3072,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,456332996,456205352,605719,606177,302907,303025,303337,303260,228161660,228185389,228084765,228081944,589824,589824,589824,589828,905969664,905969664,905969664,905969664,678234316,678282240,678304140,678279136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,906085456,906098604,906083632,906097904,589829,589824,589824,589825,17967649734,0,0,14495514624,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589824,9437184,11344674816,15401787897,6488446,181514797056,2264924160,905969664,0,0,905969664,589824,17967329557,287368920364,589824,181495922688,0,0,0,0,0,0,3623878656,2359296,452984832,0,2717908992,1769472,0,0,2717908992,905969664,3623881105,2359296,0,0
3328,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,579867843,579636568,705724,705389,352820,352777,352553,352586,289945635,289866104,289859640,289825724,692224,692224,692224,346112,1151860736,1151860736,1151860736,1151860736,862450148,862453592,862589108,862471208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1152031571,1152011404,1152018728,1152007752,692225,692224,692228,692225,22731760994,0,0,18429771776,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692224,11075584,14421794816,19580428924,7614846,230748717056,2879651840,1151860736,0,0,1151860736,692224,22731542275,363580486472,692224,230726565888,0,0,0,0,0,0,4607442944,2768896,575930368,0,3455582208,2076672,0,0,3455582208,1151860736,4607444508,2768896,0,0
3584,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,726777972,726640457,817699,817748,408947,408819,408973,408875,363457264,363325892,363544689,363222912,802816,802816,802816,802816,719323136,1438646272,1438646272,1438646272,1075882856,1075943216,1075933036,1076017236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1438822825,1438820724,1438835877,1438839536,802817,802816,802820,802821,28376461355,0,0,23018340352,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802816,12845056,18010374144,24453174893,8831357,288165986304,3596615680,1438646272,0,0,1438646272,802816,28376130832,"<OVERFLOW>",802816,288140296192,0,0,0,0,0,0,5754585088,3211264,719323136,0,4315938816,2408448,0,0,4315938816,1438646272,5754587754,3211264,0,0
3840,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,898907336,898725360,942392,942572,471228,471135,471435,471152,449473411,449524817,449290664,449435144,921600,921600,921600,921600,1769472000,1769472000,1769472000,1769472000,1320730776,1320880900,1320890096,1320964456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769698928,1769686772,1769680580,1769698419,921601,921600,921602,921601,34986381515,0,0,28311552000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921600,14745600,22149734400,30069252269,10137981,354395750400,4423680000,1769472000,0,0,1769472000,921600,34985830629,"<OVERFLOW>",921600,354366259200,0,0,0,0,0,0,7077888000,3686400,884736000,0,5308416000,2764800,0,0,5308416000,1769472000,7077891165,3686400,0,0
4096,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1088031312,1087862785,1064933,1064857,532365,532457,532515,532479,544010459,544045784,543926692,544051484,1048576,1048576,1048576,1048576,2147483648,2147483648,2147483648,2147483648,1604401336,802265912,1604338220,1604298084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2147755108,2147754071,2147762533,2147760897,1048576,1048581,1048580,1048576,42170821140,0,0,34359738368,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048576,16777216,26879197184,36493435440,11534720,"<OVERFLOW>",5368709120,2147483648,0,0,2147483648,1048576,42170109470,"<OVERFLOW>",1048576,"<OVERFLOW>",0,0,0,0,0,0,8589934592,4194304,1073741824,0,6442450944,3145728,0,0,6442450944,2147483648,8589937389,4194304,0,0
4352,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1318264807,1318030473,1207655,1207609,603889,603500,302060,603827,659201775,659077676,329556400,659000940,1183744,1183744,1183744,1183744,2575826944,2575826944,2575826944,2575826944,1917918972,1918031556,1917955412,1918046528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2576158395,2576156415,2576159945,2576185447,1183744,1183744,1183744,1183750,50901518565,0,0,41213231104,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183744,18939904,32238084096,43758808747,13021562,"<OVERFLOW>",6439567360,2575826944,0,0,2575826944,1183744,50900914074,"<OVERFLOW>",1183744,"<OVERFLOW>",0,0,0,0,0,0,10303307776,4734976,1287913472,0,7727480832,3551232,0,0,7727480832,2575826944,10303310666,4734976,0,0
4608,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1569067458,1568585885,1363954,1363647,682092,681820,681808,681891,784550513,784706252,784236256,784333425,1327104,663552,1327104,1327104,3057647616,3057647616,3057647616,3057647616,2274419428,2274499112,2274639572,2274959888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3058049649,3058060133,3058039816,3058070600,1327104,1327104,1327104,1327108,"<OVERFLOW>",0,0,48922361856,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327104,21233664,38265716736,51943542126,14598526,"<OVERFLOW>",7644119040,3057647616,0,0,3057647616,1327104,"<OVERFLOW>","<OVERFLOW>",1327104,"<OVERFLOW>",0,0,0,0,0,0,12230590464,5308416,1528823808,0,9172942848,3981312,0,0,9172942848,3057647616,12230598482,5308416,0,0
4864,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1850247536,1850004145,1510127,1510561,754916,755030,755189,755308,925075695,925213844,924570864,924865849,1478656,1478656,1478656,1478656,3596091392,3596091392,3596091392,3596091392,2672708104,2672707808,2672825936,2672717884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3596550608,3596564276,3596600511,3596608352,1478656,1478660,1478660,1478657,"<OVERFLOW>",0,0,57537462272,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478656,23658496,45001416704,61084936995,16265600,"<OVERFLOW>",8990228480,3596091392,0,0,3596091392,1478656,"<OVERFLOW>","<OVERFLOW>",1478656,"<OVERFLOW>",0,0,0,0,0,0,14384365568,5914624,1798045696,0,10788274176,4435968,0,0,10788274176,3596091392,14384370722,5914624,0,0
5120,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2167564723,2166742496,1673818,1674489,836841,837516,837248,836962,1083718239,1083636037,1083491368,1083632632,1638400,819200,1638400,1638400,4194304000,4194304000,4194304000,4194304000,3112581004,3112753304,3112595648,3112710912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4194844501,4194836144,4194897197,4194880540,1638404,1638400,1638400,1638400,"<OVERFLOW>",0,0,67108864000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638400,26214400,52484505600,71237887912,18022780,"<OVERFLOW>",10485760000,4194304000,0,0,4194304000,1638400,"<OVERFLOW>","<OVERFLOW>",1638400,"<OVERFLOW>",0,0,0,0,0,0,16777216000,6553600,2097152000,0,12582912000,4915200,0,0,12582912000,4194304000,16777226901,6553600,0,0
5376,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2517617223,2516372401,1840541,1841108,920424,920428,920803,920257,1258776975,1258840088,1258132465,1258033628,1806336,1806336,1806336,1806336,4855431168,4855431168,4855431168,4855431168,3598981632,3599068980,3599662384,3599315032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2427998421,4856078365,4856103273,4856055952,1806336,1806340,1806337,1806341,"<OVERFLOW>",0,0,77686898688,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806336,28901376,60754305024,82458568778,19870078,"<OVERFLOW>",12138577920,4855431168,0,0,4855431168,1806336,"<OVERFLOW>","<OVERFLOW>",1806336,"<OVERFLOW>",0,0,0,0,0,0,19421724672,7225344,2427715584,0,14566293504,5419008,0,0,14566293504,4855431168,19421731020,7225344,0,0
5632,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2904777888,2904316568,2024011,2024404,1012055,505940,1011975,1012022,1452309896,726140816,1452691692,1452262948,1982464,1982464,1982464,1982464,5582618624,5582618624,5582618624,5582618624,4132614476,4132726788,4132907680,4132515156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5583360952,5583339176,5583369960,5583371423,1982464,1982468,1982465,1982464,"<OVERFLOW>",0,0,89321897984,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982464,31719424,69850136576,94798791567,21807487,"<OVERFLOW>",13956546560,5582618624,0,0,5582618624,1982464,"<OVERFLOW>","<OVERFLOW>",1982464,"<OVERFLOW>",0,0,0,0,0,0,22330474496,7929856,2791309312,0,16747855872,5947392,0,0,16747855872,5582618624,22330483074,7929856,0,0
5888,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3329406847,3328787521,2201214,2200737,1100628,1100283,1100396,1100282,1664639623,1664772172,1664073548,1664229589,2166784,2166784,2166784,2166784,6379012096,6379012096,6379012096,6379012096,4717865268,4717747624,4717531512,4717563152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,6379804528,6379845657,6379853679,6379859153,2166784,2166785,2166788,2166784,"<OVERFLOW>",0,0,102064193536,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2166784,34668544,79811321856,108313291044,23835006,"<OVERFLOW>",15947530240,6379012096,0,0,6379012096,2166784,"<OVERFLOW>","<OVERFLOW>",2166784,"<OVERFLOW>",0,0,0,0,0,0,25516048384,8667136,3189506048,0,19137036288,6500352,0,0,19137036288,6379012096,25516055836,8667136,0,0
6144,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3785928240,3784701004,2434695,2436478,1217448,1217445,1217882,1218012,1892926372,1892943960,1892477096,1892339348,2359296,2359296,2359296,2359296,7247757312,7247757312,7247757312,7247757312,5358211028,5358207472,5358859256,5358675784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7248733120,7248705741,7248740897,7248701849,2359301,2359301,2359300,2359301,"<OVERFLOW>",0,0,115964116992,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2359296,37748736,90677182464,123062438965,25952637,"<OVERFLOW>",18119393280,7247757312,0,0,7247757312,2359296,"<OVERFLOW>","<OVERFLOW>",2359296,"<OVERFLOW>",0,0,0,0,0,0,28991029248,9437184,3623878656,0,21743271936,7077888,0,0,21743271936,7247757312,28991044654,9437184,0,0
6400,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4288662432,4286896104,2617067,2616808,1308547,1308372,1308485,1308717,2144297827,2143904208,2143592884,2144240901,2560000,2560000,2560000,2560000,8192000000,8192000000,8192000000,4096000000,6051528564,6051497692,6052376068,6051943444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8193064776,8193067896,8193078781,8193117473,2560004,2560001,2560001,2560001,"<OVERFLOW>",0,0,131072000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560000,40960000,102487040000,139083537075,28160381,"<OVERFLOW>",20480000000,8192000000,0,0,8192000000,2560000,"<OVERFLOW>","<OVERFLOW>",2560000,"<OVERFLOW>",0,0,0,0,0,0,32768000000,10240000,4096000000,0,24576000000,7680000,0,0,24576000000,8192000000,32768011561,10240000,0,0
6656,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4837022620,4836813937,2825529,2825319,1413025,1412831,1412454,1412617,2418458008,2418947388,2418142516,2419005244,1384448,2768896,2768896,2768896,9214885888,9214885888,9214885888,9214885888,6799941456,6800647100,6800870680,6800673832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9216106620,9216094199,9216084420,9216157004,2768896,2768901,2768898,2768900,"<OVERFLOW>",0,0,147438174208,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768896,44302336,115280216064,156438106017,30458238,"<OVERFLOW>",23037214720,9214885888,0,0,9214885888,2768896,"<OVERFLOW>","<OVERFLOW>",2768896,"<OVERFLOW>",0,0,0,0,0,0,36859543552,11075584,4607442944,0,27644657664,8306688,0,0,27644657664,9214885888,36859559347,11075584,0,0
6912,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5424283724,5421878604,3049122,3049439,1524506,1524186,1524453,1524583,2712040947,2711904625,2711752176,2711055096,2985984,2985984,2985984,2985984,10319560704,10319560704,10319560704,10319560704,7611567276,7611429180,7613085824,7613018020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,10320941432,10320907044,10320897120,10320975785,2985988,2985985,2985985,2985988,"<OVERFLOW>",0,0,165112971264,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985984,47775744,129096032256,175185742963,32846204,"<OVERFLOW>",25798901760,10319560704,0,0,10319560704,2985984,"<OVERFLOW>","<OVERFLOW>",2985984,"<OVERFLOW>",0,0,0,0,0,0,41278242816,11943936,5159780352,0,30958682112,8957952,0,0,30958682112,10319560704,41278255732,11943936,0,0
7168,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6063276223,6062880276,3274726,3274465,1637575,1637242,1637539,1636880,3031583855,3032073336,3030737564,3031914925,3211264,3211264,3211264,3211264,11509170176,11509170176,11509170176,11509170176,8481619332,8481522148,8481812460,8482563264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,11510669056,11510656080,11510750305,11510696460,3211265,3211265,3211264,3211265,"<OVERFLOW>",0,0,184146722816,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211264,51380224,143973810176,195366299222,35324287,"<OVERFLOW>",28772925440,11509170176,0,0,11509170176,3211264,"<OVERFLOW>","<OVERFLOW>",3211264,"<OVERFLOW>",0,0,0,0,0,0,46036680704,12845056,5754585088,0,34527510528,9633792,0,0,34527510528,11509170176,46036698387,12845056,0,0
7424,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6745868627,6744115801,3495237,3494943,1747568,1747564,1747810,1747764,3372902351,3372750976,3371217096,3371904196,3444736,3444736,3444736,3444736,12786860032,12786860032,12786860032,12786860032,9421189624,4710621480,9419780712,9421930376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,12788527803,12788523963,12788593244,12788560511,3444741,3444736,3444736,3444738,"<OVERFLOW>",0,0,204589760512,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3444736,55115776,159952871424,"<OVERFLOW>",37892477,"<OVERFLOW>",31967150080,12786860032,0,0,12786860032,3444736,"<OVERFLOW>","<OVERFLOW>",3444736,"<OVERFLOW>",0,0,0,0,0,0,51147440128,13778944,6393430016,0,38360580096,10334208,0,0,38360580096,12786860032,51147455528,13778944,0,0
7680,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7465748891,7469888549,3796020,3795781,1898246,1898312,1898296,1897456,3732692391,3736205996,3735987372,3735661260,3686400,3686400,3686400,3686400,14155776000,14155776000,14155776000,14155776000,10428674076,10425827556,10428358200,10427692664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14157656004,14157620336,14157679285,14157628520,3686401,3686401,3686400,3686401,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686400,58982400,177072537600,"<OVERFLOW>",40550783,"<OVERFLOW>",35389440000,14155776000,0,0,14155776000,3686400,"<OVERFLOW>","<OVERFLOW>",3686400,"<OVERFLOW>",0,0,0,0,0,0,"<OVERFLOW>",14745600,7077888000,0,42467328000,11059200,0,0,42467328000,14155776000,"<OVERFLOW>",14745600,0,0
