252,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,92.287646,1.211963,0.750629,33.301075,1.850060,92.287646,1.211963,0.155606,0.084906,0.042374,0.000000,0.000000,0.000000,1.892710,2.125541,2.290550,41.229902,0.000000,64.562247,80.769231,80.769231,95.512821,0.000000,41.229902,0.000000,0.000000,98.000000,0.000000,1.388112,742.000000,32.471497,0.000000,0.000000,1.200000,1.009767,2.654815,2.654815,0,0,765450,36806,96768,5376,0,8,0,8121,9120,177068,9837,0.000000,0.000000,1427.188918,68.625143,41.268125,2.292648,0.000000,1.909258,97.735849,58843,58725,938623,712800,32006016,0,0,16003008,0,0,0,0,0,2.720131,12.141340,5.330390,0.000000,19.741107,0.275621,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1502550,1736771,1625101,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008,0,6159888,0,571536,22353408,1905120,0,0.000000,0,0.000000,176904,9828,0,2.290550,0,0,0.000000,37.926808,0.544753,6.147887,0.000000,3.440751,17.879098,9.428930,0.000000
504,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,96.656599,1.202751,0.772675,35.553844,0.987607,96.656599,1.202751,0.155873,0.086717,0.043460,0.000000,0.000000,0.000000,10.565732,1.138367,1.234508,44.442305,0.000000,64.583781,80.000000,80.000000,76.300915,0.000000,44.442305,0.000000,0.000000,98.000000,0.000000,1.383720,1453.000000,32.548155,0.000000,0.000000,1.200000,1.002428,2.706667,2.706667,0,0,6123600,292308,789264,21924,0,2,0,339693,36599,1429325,39691,0.000000,0.000000,1523.736180,72.735037,44.457391,1.234540,0.000000,65.228516,97.865107,454021,453600,7514055,5694300,256048128,0,0,128024064,0,0,0,0,0,2.421467,11.642295,5.835605,0.000000,21.101760,0.221292,"High (7)","Low (2)","Idle (0)","Low (1)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",11769300,13605540,12801295,0.000000,0,0.000000,0.000000,0.000000,0.000000,128024064,0,45214848,0,4572288,178573248,12192768,0,0.000000,0,0.000000,1428840,39690,0,1.234508,0,0,0.000000,37.356116,0.069911,6.554723,0.000000,3.301972,18.049584,9.912517,0.000000
756,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,98.422831,1.189859,0.777138,35.983587,682.355428,98.422831,1.189859,0.156179,0.087338,0.042986,0.000000,0.000000,0.000000,19.029020,778.564467,850.236525,44.836692,0.000000,64.590280,80.254777,80.254777,57.709840,0.000000,44.836692,0.000000,0.000000,98.000000,0.000000,1.379595,2164.000000,32.502977,0.000000,0.000000,1.200000,1.000214,2.691303,2.691303,0,0,20667150,984361,2648646,49049,0,4,0,2040137,81515,4807377,89026,0.000000,0.000000,1542.153730,73.451636,44.839966,850.303383,0.000000,39.121094,97.909427,1512785,1512675,25353264,19209150,864162432,0,0,432081216,0,0,0,0,0,2.436971,11.571619,6.597656,0.000000,19.828110,0.203770,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",39438900,45598418,42971656,0.000000,0,0.000000,0.000000,0.000000,0.000000,432081216,0,148027824,0,15431472,602398944,37721376,0,0.000000,0,0.000000,4807026,89019,0,850.236525,0,0,0.000000,37.725326,0.019748,6.701604,0.000000,3.370865,18.245935,10.060902,0.000000
1008,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.218559,1.187143,0.777780,36.379728,517.400578,99.218559,1.187143,0.156897,0.087652,0.043137,0.000000,0.000000,0.000000,19.026263,590.581668,646.750722,45.474660,0.000000,64.590165,80.000000,80.000000,58.203289,0.000000,45.474660,0.000000,0.000035,98.000000,0.000000,1.375504,2875.000000,32.432544,0.000000,0.000000,1.200000,1.000253,2.698889,2.698889,0,0,48988800,2333391,6295968,87444,0,0,0,4782529,144972,10004860,158765,0.000000,0.000000,1559.131206,74.263152,39.802183,646.771091,0.000000,0.000000,97.931826,3564290,3564000,60099416,45522000,2048385024,0,0,1024192512,0,0,0,0,0,2.404404,11.516170,6.542096,0.000000,19.926637,0.194018,"High (7)","Low (1)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",93150000,107749698,101623767,0.000000,0,0.000000,0.000000,0.000000,0.000000,1024192512,0,345461760,0,36578304,1427569920,85349376,0,0.000000,0,0.000000,11430720,158764,0,646.767017,0,0,0.000000,37.634536,0.008478,6.756457,0.000000,3.448646,18.325015,10.115338,0.000000
1260,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.621592,1.186830,0.779496,36.630005,416.768059,99.621592,1.186830,0.156678,0.087842,0.042835,0.000000,0.000000,0.000000,19.412475,478.358167,519.967769,45.700292,0.000000,64.590315,80.152672,80.152672,57.402897,0.000000,45.700292,0.000000,0.000000,98.000000,0.000000,1.372611,3586.000000,32.378958,0.000000,0.000000,1.200000,1.000202,2.688000,2.688000,0,0,95681250,4557172,12247200,136080,0,7,0,9465369,227777,22286539,247593,0.000000,0.000000,1569.857367,74.770240,45.707345,519.974070,0.000000,15.052734,97.945343,6936172,6935625,117286202,88897500,4000752000,0,0,2000376000,0,0,0,0,0,2.391907,11.414657,6.582631,0.000000,20.432849,0.187939,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",181541250,209980550,198131946,0.000000,0,0.000000,0.000000,0.000000,0.000000,2000376000,0,668379600,0,71442000,2787825600,161935200,0,0.000000,0,0.000000,22283100,247590,0,519.967769,0,0,0.000000,37.349200,0.004564,6.784725,0.000000,3.364868,18.271386,10.150195,0.000000
1512,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.818475,1.184229,0.779550,36.685178,347.829838,99.818475,1.184229,0.157230,0.087968,0.043029,0.000000,0.000000,0.000000,19.724751,397.905659,434.787297,45.856473,0.000000,64.590318,80.000000,80.000000,64.743061,0.000000,40.122135,0.000000,"<INVALID>",98.000000,0.000000,1.373795,4297.000000,32.416694,0.000000,0.000000,1.200000,1.000201,2.696296,2.696296,0,0,165337200,7874785,21228480,196560,0,4,0,16594274,326909,38587508,357216,0.000000,0.000000,1572.221924,74.882783,45.866966,434.794600,0.000000,4.985352,97.954387,11956395,11955600,202632140,153600300,6913299456,0,0,3456649728,0,0,0,0,0,2.415648,11.473710,6.711414,0.000000,20.013952,0.186055,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",313251300,362503792,342162354,0.000000,0,0.000000,0.000000,0.000000,0.000000,3456649728,0,1147644288,0,123451776,4816905408,274337280,0,0.000000,0,0.000000,33754428,357274,0,434.865196,0,0,0.000000,37.520100,0.002509,6.813857,0.000000,3.461201,18.215411,10.088459,0.000000
1764,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.888331,1.183202,0.780354,36.750999,298.674785,99.888331,1.183202,0.157408,0.088059,0.042942,0.000000,0.000000,0.000000,20.394688,341.005513,372.835530,45.876247,0.000000,64.590121,80.108992,80.108992,55.621620,0.000000,45.876247,0.000000,0.000000,98.000000,0.000000,1.369174,5008.000000,32.315831,0.000000,0.000000,1.200000,1.000268,2.693333,2.693333,0,0,262549350,12505705,33672996,267246,0,0,0,27197290,444089,61189164,485543,0.000000,0.000000,1575.042812,75.022165,45.884494,372.837067,0.000000,0.000000,97.960863,18953876,18951975,321991509,243895050,10978063488,0,0,5489031744,0,0,0,0,0,2.408387,11.430832,6.755652,0.000000,19.944342,0.183248,"High (7)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (8)","Low (2)","Low (1)","Idle (0)",496918800,575137780,542986558,0.000000,0,0.000000,0.000000,0.000000,0.000000,5489031744,0,1814118768,0,196036848,7648548768,429414048,0,0.000000,0,0.000000,61178166,485541,0,372.835530,0,0,0.000000,37.500079,0.001536,6.798351,0.000000,3.423197,18.352727,10.145978,0.000000
2016,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.893589,1.181358,0.780152,36.722752,261.139566,99.893589,1.181358,0.158051,0.088127,0.042975,0.000000,0.000000,0.000000,20.776306,300.155884,326.424459,45.903440,0.000000,64.588292,80.000000,80.000000,62.720582,0.000000,40.157450,0.000000,"<INVALID>",98.000000,0.000000,1.368515,5719.000000,32.307328,0.000000,0.000000,1.200000,1.000891,2.695000,2.695000,0,0,391910400,18679036,50295168,349272,0,1,0,41389167,583936,91462108,635052,0.000000,0.000000,1573.832214,75.011198,45.911646,326.430627,0.000000,538.000000,97.965728,28260913,28252800,481371071,364046400,16387080192,0,0,8193540096,0,0,0,0,0,2.411003,11.415036,6.755774,0.000000,19.903768,0.181817,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",741182400,858327014,810502271,0.000000,0,0.000000,0.000000,0.000000,0.000000,8193540096,0,2698665984,0,292626432,11416495104,634023936,0,0.000000,0,0.000000,79998984,635060,0,326.434739,0,0,0.000000,37.507749,0.001024,6.794170,0.000000,3.460219,18.363610,10.150725,0.000000
2268,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.868921,1.181549,0.780473,36.765966,232.397220,99.868921,1.181549,0.158041,0.088180,0.042868,0.000000,0.000000,0.000000,20.463344,264.972256,290.189120,45.908826,0.000000,64.589256,80.084746,80.084746,55.493334,0.000000,45.908826,0.000000,0.000000,98.000000,0.000000,1.368200,6430.000000,32.303110,0.000000,0.000000,1.200000,1.000563,2.691047,2.691047,0,0,558013050,26587015,71506638,441399,0,2,0,57975133,733104,113818388,802873,0.000000,0.000000,1575.684275,75.074842,40.174205,290.189482,0.000000,757.000000,97.969518,40193753,40186125,684731576,518319000,23332385664,0,0,11666192832,0,0,0,0,0,2.405196,11.409612,6.779863,0.000000,19.991146,0.180102,"High (7)","Low (1)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1054680750,1221312995,1153404319,0.000000,0,0.000000,0.000000,0.000000,0.000000,11666192832,0,3832148880,0,416649744,16254483840,895025376,0,0.000000,0,0.000000,130065264,802872,0,290.189120,0,0,0.000000,37.470123,0.000823,6.797998,0.000000,3.432452,18.330684,10.140023,0.000000
2520,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.898317,1.180166,0.780496,36.739032,209.004272,99.898317,1.180166,0.157952,0.088223,0.043022,0.000000,0.000000,0.000000,21.652444,239.414156,261.255340,45.923790,0.000000,64.589915,80.000000,80.000000,52.826472,0.000000,45.923790,0.000000,0.000000,98.000000,0.000000,1.366535,7141.000000,32.266881,0.000000,0.000000,1.200000,1.000339,2.697333,2.697333,0,0,765450000,36462345,98317800,546210,0,5,0,84209836,909297,178641117,992267,0.000000,0.000000,1574.529949,75.003010,45.933077,261.259815,0.000000,1.347656,97.972553,55086332,55080000,939067330,710977500,32006016000,0,0,16003008000,0,0,0,0,0,2.404490,11.391029,6.921411,0.000000,20.048178,0.178925,"High (7)","Low (2)","Idle (0)","Low (2)","Low (1)","High (8)","Low (2)","Low (1)","Idle (0)",1446052500,1674458909,1581509074,0.000000,0,0.000000,0.000000,0.000000,0.000000,16003008000,0,5245430400,0,571536000,22296254400,1219276800,0,0.000000,0,0.000000,178605000,992250,0,261.255340,0,0,0.000000,37.357656,0.000565,6.795485,0.000000,3.430141,18.267605,10.109276,0.000000
