256,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",83.874718,0.793631,3.025036,3.091385,5281.000000,100.000000,100.000000,99.943193,0.000145,68.779058,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,6291456,16384,0,14,58.333333,0.000000,150.998280,1.572899,503.327599,3.145797,0.000000,2.752572,805.324159,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,4194304,"Low (1)","High (7)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,33554432,0,16777216,0,0,10815488,10817060,"Low (1)","Mid (5)",0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626584,141312,141312,4210688,1058816,0,0.000000,3.467959,22.390590,25.341206,0.137481,0.000000,42.782035,0.051152,1.988604,0.180372,3.660601,0,5,2621979,16390,0,0.000000,58.181818,100.000000,100.000000,503.327599,3.145797,2621440,16384,503.431090,3.146950,0.000000,0.983061,"High (7)",0.000000,0,"Low (1)",0.000000,4.513722,3.201942,0.000000
512,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",94.605715,0.956175,3.050174,2.998219,10529.000000,100.000000,100.000000,99.971507,0.000026,66.718485,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,50331648,65536,11984,39177,58.333333,0.000000,156.243490,833.298612,520.811633,1.627536,304.756182,996.281119,833.298613,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,33554432,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,268435456,0,134217728,0,0,86253568,86255815,"Low (1)","Mid (6)",0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776812,1089536,1089536,33619968,8429568,0,0.000000,2.740063,25.184618,22.326438,0.376079,0.000000,44.920517,0.009921,1.576137,0.164472,2.701755,0,5,20972055,65542,0,0.000000,58.257477,99.951439,87.646484,520.811633,1.627536,20971520,65536,520.824919,1.627685,0.000000,130.202148,"High (8)",0.000000,0,"Low (1)",0.000000,4.230295,3.530931,0.000000
768,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",98.474765,0.985807,2.386711,2.394049,15777.000000,100.000000,100.000000,99.980985,0.000005,53.276887,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,169869312,147456,150204,113879,58.333333,0.000000,133.943567,476.243794,446.478558,952.487590,970.238214,735.597970,714.365693,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,113246208,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802995,"Low (1)","Mid (5)",0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859785,3631104,3631104,113393664,28403712,0,0.000000,1.898304,27.483493,21.927522,1.251311,0.000000,44.505025,0.002181,1.208319,0.123906,1.599939,0,5,70778983,147462,0,0.000000,58.282741,99.788626,87.500000,446.478558,952.487590,70778880,147456,446.479208,952.526347,0.000000,33.072266,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.087741,2.875722,0.000000
1024,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.232558,0.987593,2.523568,2.465951,21025.000000,100.000000,100.000000,99.985731,0.000003,54.878353,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,402653184,262144,4605354,176415,58.333333,0.000000,137.940852,367.842272,459.802840,735.684544,12.621610,495.093493,735.684544,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,268435456,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688949415,"Low (1)","Mid (5)",0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613287256,8552448,8552448,268697600,67272704,0,0.000000,2.009514,27.212432,21.736058,1.079036,0.000000,44.807974,0.000956,1.271491,0.094848,1.787691,0,5,167773911,262150,0,0.000000,58.295381,97.269378,86.669922,459.802840,735.684544,167772160,262144,459.807639,735.701383,0.000000,14.368164,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.262255,2.981113,0.000000
1280,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.508646,0.990616,2.201038,2.202594,26273.000000,100.000000,100.000000,99.988581,0.000002,49.018206,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,786432000,409600,21754124,249061,58.333333,0.000000,123.147018,262.713637,410.490059,525.427275,27.251745,319.490827,656.784094,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,524288000,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345179873,"Low (1)","Mid (5)",0.000000,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197467002,16640000,16640000,524697600,131328000,0,0.000000,1.686740,27.216866,21.976072,1.800270,0.000000,44.706696,0.000425,1.112514,0.070784,1.429633,0,5,327680103,409606,0,0.000000,58.302967,93.829855,85.104980,410.490059,525.427275,327680000,409600,410.490188,525.434972,0.000000,6.567383,"Mid (6)",0.000000,0,"Low (1)",0.000000,2.838446,2.672258,0.000000
1536,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.474920,0.992363,2.286136,2.269039,31521.000000,100.000000,100.000000,99.990483,0.000001,50.497471,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,1358954496,589824,43236377,339566,58.333333,0.000000,127.357023,226.412485,424.523411,452.824971,32.415839,260.694654,679.237457,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,905969664,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323981593,"Low (2)","Mid (5)",0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068808443,28680192,28680192,906559488,226861056,0,0.000000,1.781943,27.321900,21.696866,1.687792,0.000000,44.786668,0.000259,1.151149,0.059820,1.513604,0,5,566231143,589830,0,0.000000,58.308026,92.379355,84.949070,424.523411,452.824971,566231040,589824,424.523488,452.829577,0.000000,3.930664,"Mid (6)",0.000000,0,"Low (1)",0.000000,2.937649,2.789035,0.000000
1792,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.684408,0.993158,2.371523,2.362578,36769.000000,100.000000,100.000000,99.991841,0.000000,52.579543,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,2157969408,802816,83555051,448647,58.333333,0.000000,116.616497,177.701329,388.721658,355.402658,36.122467,198.613800,621.954653,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,1438646272,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689843982,"Low (2)","Mid (5)",0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284722419,45459456,45459456,1439449088,360163328,0,0.000000,1.862632,27.381257,21.398876,1.594962,0.000000,44.884691,0.000321,1.185953,0.053117,1.638191,0,5,899154455,802822,0,0.000000,58.311640,90.380243,83.394452,388.721658,355.402658,899153920,802816,388.721889,355.405314,0.000000,2.265625,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.103835,2.884041,0.000000
2048,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.849242,0.992002,2.468073,2.378085,42017.000000,100.000000,100.000000,99.992860,0.000000,52.924937,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,3221225472,1048576,124712532,570930,58.333333,0.000000,121.767998,162.357330,405.893328,324.714662,37.714828,176.801054,649.429324,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,2147483648,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507253570,"Low (2)","Mid (5)",0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902617873,67764224,67764224,2148532224,537526272,0,0.000000,1.936432,26.904128,21.695459,1.417312,0.000000,45.091002,0.000224,1.215863,0.044560,1.695022,0,5,1342178583,1048582,0,0.000000,58.314351,90.690832,81.180286,405.893328,324.714662,1342177280,1048576,405.893722,324.716519,0.000000,1.584961,"High (7)",0.000000,0,"Low (1)",0.000000,3.133276,3.000295,0.000000
2304,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.825602,0.991230,2.371558,2.346032,47265.000000,100.000000,100.000000,99.993653,0.000000,52.211801,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,4586471424,1327104,188973725,710745,58.333333,0.000000,118.004132,139.856749,393.347108,279.713498,38.896447,149.803610,629.355372,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,3057647616,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840697622,"Low (2)","Mid (5)",0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904250,96380928,96380928,3058974720,765241344,0,0.000000,1.863399,26.364973,21.952306,1.615330,0.000000,45.371900,0.000076,1.175251,0.041402,1.615364,0,5,1911030647,1327110,0,0.000000,58.316459,90.126551,77.914692,393.347108,279.713498,1911029760,1327104,393.347290,279.714763,0.000000,1.079102,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.073404,2.865721,0.000000
2560,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.800455,0.985893,2.501386,2.579782,52513.000000,100.000000,100.000000,99.994287,0.000000,57.414176,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,6291456000,1638400,262347331,866334,58.333333,0.000000,128.403653,136.963896,428.012176,273.927793,42.834416,144.844336,684.819482,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,4194304000,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754664656,"Low (2)","Mid (5)",0.000000,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991792,132096000,132096000,4195942400,1049600000,0,0.000000,2.075200,25.869147,21.059163,1.298621,0.000000,46.470930,0.000060,1.263700,0.036029,1.927151,0,5,2621440103,1638406,0,0.000000,58.318146,89.994120,75.649963,428.012176,273.927793,2621440000,1638400,428.012193,273.928795,0.000000,876.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.491526,3.100169,0.000000
