2816,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.878916,0.980949,2.664865,2.664164,57761.000000,100.000000,100.000000,99.994806,0.000000,59.292310,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,8373927936,1982464,353351332,1035615,58.333333,0.000000,132.207700,128.201406,440.692334,256.402812,44.629729,133.941700,705.107735,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,5582618624,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,44660948992,0,22330474496,0,0,14313637888,14313640069,"Low (2)","Mid (6)",0.000000,"Idle (0)",22330474496,0,323894968320,0,5598478336,44668878848,61519822848,0,12742288709,175695872,175695872,5584601088,1396893696,0,0.000000,2.115874,26.685268,21.401494,1.094016,0.000000,45.325855,0.000090,1.301068,0.033152,2.043183,0,5,3489136775,1982470,0,0.000000,58.319527,89.840802,76.834939,440.692334,256.402812,3489136640,1982464,440.692351,256.403588,0.000000,678.000000,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.647865,2.995451,0.000000
3072,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.920458,0.986340,2.686780,2.579363,63009.000000,100.000000,100.000000,99.995239,0.000000,57.405142,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,10871635968,2359296,457717375,1226955,58.333333,0.000000,136.077231,120.957539,453.590771,241.915077,45.832964,125.808255,725.745234,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,7247757312,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,57982058496,0,28991029248,0,0,18582110208,18582111513,"Low (2)","Mid (6)",0.000000,"Idle (0)",28991029248,0,420492607488,0,7266631680,57991495680,79857451008,0,16542204668,227966976,227966976,7250116608,1813413888,0,0.000000,2.139998,26.373082,22.709905,1.308044,0.000000,44.133641,0.000038,1.307254,0.029627,1.998411,0,5,4529848447,2359302,0,0.000000,58.320677,89.928941,80.903286,453.590771,241.915077,4529848320,2359296,453.590784,241.915692,0.000000,537.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.496628,3.140622,0.000000
3328,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.879739,0.969863,2.543122,2.394998,68257.000000,100.000000,100.000000,99.995605,0.000000,53.302107,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,13822328832,2768896,585946488,1432507,58.333333,0.000000,125.210980,102.737214,417.369934,205.474429,42.462850,106.303579,667.791895,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,9214885888,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,73719087104,0,36859543552,0,0,23624566784,23624568991,"Low (2)","Mid (5)",0.000000,"Idle (0)",36859543552,0,534607364096,0,9237037056,73730162688,101518802944,0,21031150933,289695744,289695744,9217654784,2305452032,0,0.000000,2.104526,25.352039,23.849797,1.455760,0.000000,44.065055,0.000027,1.272565,0.026763,1.873468,0,5,5759304791,2768902,0,0.000000,58.321650,89.743071,72.795692,417.369934,205.474429,5759303680,2768896,417.370015,205.474874,0.000000,389.000000,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.186699,2.962205,0.000000
3584,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.929704,0.963187,2.417744,2.565707,73505.000000,100.000000,100.000000,99.995919,0.000000,57.101430,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,17263755264,3211264,741540207,1653187,58.333333,0.000000,125.443371,95.575901,418.144568,191.151802,43.105941,98.406631,669.031309,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,11509170176,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,92073361408,0,46036680704,0,0,29505495040,29505497236,"Low (2)","Mid (5)",0.000000,"Idle (0)",46036680704,0,667698855936,0,11534860288,92086206464,126780702720,0,26266535246,361668608,361668608,11512381440,2879299584,0,0.000000,2.135481,26.053052,25.359464,1.376230,0.000000,41.734770,0.000022,1.309777,0.025159,2.006044,0,5,7193232983,3211270,0,0.000000,58.322485,89.632297,74.939681,418.144568,191.151802,7193231360,3211264,418.144663,191.152160,0.000000,312.000000,"Mid (6)",0.000000,0,"Low (1)",0.000000,3.477504,2.920863,0.000000
3840,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.899716,0.940955,2.516447,2.613804,78753.000000,100.000000,100.000000,99.996191,0.000000,58.171937,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,21233664000,3686400,912943076,1890758,58.333333,0.000000,130.314452,92.668055,434.381507,185.336109,44.823042,95.059063,695.010411,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,14155776000,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,113246208000,0,56623104000,0,0,36289382400,36289384586,"Low (2)","Mid (5)",0.000000,"Idle (0)",56623104000,0,821226700800,0,14185267200,113260953600,155919974400,0,32305767752,444672000,444672000,14159462400,3541248000,0,0.000000,2.150823,23.126851,22.558228,0.958629,0.000000,47.883740,0.000018,1.282418,0.020408,2.018885,0,5,8847361119,3686406,0,0.000000,58.323208,89.802971,71.164876,434.381507,185.336109,8847360000,3686400,434.381562,185.336411,0.000000,263.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.545509,3.183786,0.000000
4096,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.911626,0.990097,2.694573,2.607560,84001.000000,100.000000,100.000000,99.996429,0.000000,58.033040,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,25769803776,4194304,1094399751,2145024,58.333333,0.000000,133.825374,89.216915,446.084578,178.433831,45.466689,91.253483,713.735326,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,17179869184,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,137438953472,0,68719476736,0,0,44040716288,44040718527,"Low (2)","Mid (6)",0.000000,"Idle (0)",68719476736,0,996650516480,0,17213423616,137455730688,189213442048,0,39206258024,539492352,539492352,17184063488,4297588736,0,0.000000,2.324311,25.978576,23.418572,0.977581,0.000000,43.792806,0.000016,1.394664,0.020256,2.093218,0,5,10737419735,4194310,0,0.000000,58.323841,89.707552,79.239225,446.084578,178.433831,10737418240,4194304,446.084641,178.434086,0.000000,223.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.482677,3.281617,0.000000
4352,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.950379,0.992688,2.679316,2.602856,89249.000000,100.000000,100.000000,99.996639,0.000000,57.928405,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,30909923328,4734976,1329679824,2414831,58.333333,0.000000,133.164018,83.553893,443.880060,167.107787,45.827486,85.224732,710.208096,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,20606615552,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,164852924416,0,82426462208,0,0,52823984128,52823986296,"Low (2)","Mid (6)",0.000000,"Idle (0)",82426462208,0,1195429920768,0,20644495360,164871864320,226937929728,0,47025415484,646916096,646916096,20611350528,5154613248,0,0.000000,2.211291,26.372072,20.564467,1.080396,0.000000,46.306853,0.000029,1.357678,0.022174,2.085040,0,5,12879137287,4734982,0,0.000000,58.324399,89.732321,78.636090,443.880060,167.107787,12879134720,4734976,443.880148,167.107999,0.000000,185.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.535205,3.265787,0.000000
4608,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.958665,0.960090,2.576346,2.693664,94497.000000,100.000000,100.000000,99.996825,0.000000,59.949470,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,36691771392,5308416,1612999050,2703215,58.333333,0.000000,132.311297,78.406693,441.037655,156.813388,46.532067,79.854386,705.660248,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,24461180928,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,195689447424,0,97844723712,0,0,62703673344,62703675545,"Low (2)","Mid (6)",0.000000,"Idle (0)",97844723712,0,1419024531456,0,24503648256,195710681088,269370261504,0,55820649808,767729664,767729664,24466489344,6118612992,0,0.000000,2.328971,26.930697,23.660026,1.035558,0.000000,42.402128,0.000013,1.396382,0.021688,2.224537,0,5,15288240615,5308422,0,0.000000,58.324895,89.493581,72.045107,441.037655,156.813388,15288238080,5308416,441.037728,156.813565,0.000000,154.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.696238,3.282092,0.000000
4864,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.970523,0.947046,2.731800,2.701058,99745.000000,100.000000,100.000000,99.996992,0.000000,60.114081,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,43153096704,5914624,1911684979,3005240,58.333333,0.000000,132.848597,74.581668,442.828658,149.163337,47.081612,75.790384,708.525853,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,28768731136,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,230149849088,0,115074924544,0,0,73744271360,73744273564,"Low (2)","Mid (6)",0.000000,"Idle (0)",115074924544,0,1668893966336,0,28816048128,230173507584,316787261440,0,65649370449,902719488,902719488,28774645760,7195879424,0,0.000000,2.340554,25.835410,25.017071,1.180462,0.000000,42.016739,0.000009,1.371496,0.019977,2.218281,0,5,17980458911,5914630,0,0.000000,58.325339,89.324556,70.238429,442.828658,149.163337,17980456960,5914624,442.828706,149.163488,0.000000,132.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.695653,3.291926,0.000000
5120,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.973984,0.914941,2.746316,2.739429,104993.000000,100.000000,100.000000,99.997143,0.000000,60.968101,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,50331648000,6553600,2236064039,3324216,58.333333,0.000000,134.089613,71.514460,446.965376,143.028920,47.657166,72.549290,715.144601,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,33554432000,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,268435456000,0,134217728000,0,0,86010265600,86010266911,"Low (2)","Mid (6)",0.000000,"Idle (0)",134217728000,0,1946497843200,0,33606860800,268461670400,369465753600,0,76568986366,1052672000,1052672000,33560985600,8392704000,0,0.000000,2.475080,25.777417,24.746379,0.945175,0.000000,42.172340,0.000009,1.466622,0.019198,2.397780,0,5,20971521007,6553606,0,0.000000,58.325739,89.395803,68.323853,446.965376,143.028920,20971520000,6553600,446.965397,143.029051,0.000000,114.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.770026,3.347273,0.000000
5376,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.978690,0.923838,2.552356,2.700591,110241.000000,100.000000,100.000000,99.997279,0.000000,60.103779,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,58265174016,7225344,2625493417,3661038,58.333333,0.000000,132.783594,67.445635,442.611981,134.891270,47.867009,68.348589,708.179170,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,38843449344,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,310747594752,0,155373797376,0,0,99566143488,99566144779,"Low (2)","Mid (5)",0.000000,"Idle (0)",155373797376,0,2253295779840,0,38901252096,310776496128,427682562048,0,88636908274,1218373632,1218373632,38850674688,9715378176,0,0.000000,2.330290,23.591921,26.369968,0.925246,0.000000,43.173067,0.000015,1.367792,0.016749,2.224952,0,5,24277157303,7225350,0,0.000000,58.326100,89.077402,65.705757,442.611981,134.891270,24277155840,7225344,442.612008,134.891382,0.000000,97.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.693616,3.291832,0.000000
5632,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.977382,0.918476,2.689708,2.701953,115489.000000,100.000000,100.000000,99.997402,0.000000,60.134129,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,66991423488,7929856,3046652113,4013330,58.333333,0.000000,131.804981,63.905445,439.349935,127.810890,47.954070,64.685573,702.959897,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,44660948992,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,357287591936,0,178643795968,0,0,114476392448,114476394630,"Low (2)","Mid (6)",0.000000,"Idle (0)",178643795968,0,2590747394048,0,44724387840,357319311360,491714510848,0,101910545734,1400610816,1400610816,44668878848,11170193408,0,0.000000,2.405302,24.941525,26.258654,0.940063,0.000000,41.730063,0.000006,1.404045,0.016943,2.303400,0,5,27913097008,7929862,0,0.000000,58.326429,89.052520,64.409328,439.349935,127.810890,27913093120,7929856,439.349997,127.810987,0.000000,84.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.700619,3.301791,0.000000
5888,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.981922,0.953613,2.653626,2.672913,120737.000000,100.000000,100.000000,99.997515,0.000000,59.487855,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,76548145152,8667136,3485658213,4381420,58.333333,0.000000,129.674455,60.138877,432.248184,120.277755,47.238331,60.802941,691.597094,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,51032096768,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,408256774144,0,204128387072,0,0,130805499904,130805501193,"Low (2)","Mid (6)",0.000000,"Idle (0)",204128387072,0,2960312303616,0,51101433856,408291442688,561838424064,0,116447306482,1600169984,1600169984,51040763904,12763441152,0,0.000000,2.282185,23.703678,27.168733,1.004409,0.000000,42.275098,0.000029,1.346479,0.015344,2.204046,0,5,31895062735,8667142,0,0.000000,58.326729,88.909093,66.156894,432.248184,120.277755,31895060480,8667136,432.248215,120.277839,0.000000,72.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.665650,3.217480,0.000000
6144,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.983365,0.928444,2.637503,2.660929,125985.000000,100.000000,100.000000,99.997619,0.000000,59.221164,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,86973087744,9437184,4092078542,4766845,58.333333,0.000000,130.766993,58.118663,435.889976,116.237327,49.220633,58.712993,697.423962,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,57982058496,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,463856467968,0,231928233984,0,0,148617953280,148617955490,"Low (2)","Mid (6)",0.000000,"Idle (0)",231928233984,0,3363450126336,0,58057555968,463894216704,638331125760,0,132304602454,1817837568,1817837568,57991495680,14501412864,0,0.000000,2.334918,24.331246,26.175891,0.992294,0.000000,42.524773,0.000005,1.383744,0.014639,2.242491,0,5,36238788055,9437190,0,0.000000,58.327004,88.719411,67.775832,435.889976,116.237327,36238786560,9437184,435.889994,116.237400,0.000000,64.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.645389,3.297820,0.000000
6400,"GeForce GTX TITAN X (0)","1","7","matMul(float*, float*, float*, int)",99.980032,0.976663,2.683398,2.696557,131233.000000,100.000000,100.000000,99.997714,0.000000,60.014138,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,98304000000,10240000,4462064812,5168416,58.333333,0.000000,130.519591,55.688358,435.065305,111.376718,47.394765,56.214962,696.104488,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,65536000000,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,524288000000,0,262144000000,0,0,167978240000,167978241252,"Low (2)","Mid (6)",0.000000,"Idle (0)",262144000000,0,3801620480000,0,65617920000,524328960000,721469440000,0,149539840733,2054400000,2054400000,65546240000,16390400000,0,0.000000,2.266156,25.256695,23.985894,1.085677,0.000000,43.827335,0.000004,1.365551,0.014495,2.198193,0,5,40960002919,10240006,0,0.000000,58.327258,88.907368,70.807773,435.065305,111.376718,40960000000,10240000,435.065336,111.376782,0.000000,57.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.708308,3.278121,0.000000
