256,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,4102,4192,4096,4096,2048,2048,2048,2048,2050,2168,2152,2048,2048,1024,2048,2048,524288,524288,524288,524288,522240,522240,522240,522240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,524388,524449,524391,524308,2050,2048,2048,2048,4252522,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,65536,6088704,5480244,1375038,194838528,0,0,0,0,1048576,2048,4118061,234755018,256,194641920,0,0,0,0,0,0,1572864,4096,0,0,524288,2048,0,0,0,0,2316600,4096,0,0
512,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,183868,183389,16384,16385,8192,8192,8193,4096,91800,92276,89856,45700,8192,8192,8192,8192,4194304,4194304,4194304,4194304,4105580,4104776,4105728,4106648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4195100,4194324,4194453,4194656,8192,8193,8194,8193,33477032,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,262144,48472064,44600392,10694984,1551106048,0,0,0,0,8388608,8192,32632748,2042231188,1024,1550319616,0,0,0,0,0,0,12582912,16384,0,0,4194304,8192,0,0,0,0,19369931,16384,0,0
768,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,1545224,1538005,36864,36865,18432,18432,18432,18433,773060,774064,801780,777520,18432,18432,9216,18432,14155776,14155776,14155776,14155776,13352650,13365620,13373280,13366734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,14157348,14156561,14156444,14158048,18433,18437,18438,18436,110331531,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18432,589824,163325952,150154495,35957539,5226430464,0,0,0,0,28311552,18432,109695058,6872434740,2304,5224660992,0,0,0,0,0,0,42467328,36864,0,0,14155776,18432,0,0,0,0,65410128,36864,0,0
1024,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,3975236,4062089,65536,65537,32768,32768,32769,32989,1988344,2031960,1989618,2035924,32768,32768,32768,32768,33554432,33554432,33554432,33554432,31544486,31524606,31552580,31538752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,33556419,33555595,33556728,33556328,32769,32768,32769,32773,261762968,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32768,1048576,386826240,355335031,84830890,12378439680,0,0,0,0,67108864,32768,259933243,16508882582,4096,12375293952,0,0,0,0,0,0,100663296,65536,0,0,33554432,32768,0,0,0,0,155627926,65536,0,0
1280,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,8309703,8306279,102401,102729,51200,51420,51200,51200,4155061,4154694,4157496,4150753,51200,51200,51200,51200,65536000,65536000,65536000,65536000,61389126,61387210,61397008,61393886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65539791,65538313,65539584,65539053,51201,51200,51205,51200,507683545,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51200,1638400,755148800,693506919,165588214,24164761600,0,0,0,0,131072000,51200,507275987,32212994972,6400,24159846400,0,0,0,0,0,0,196608000,102400,0,0,65536000,51200,0,0,0,0,304010229,102400,0,0
1536,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,14616612,14654726,147456,147456,73728,73728,73728,73728,7309084,7328731,7234456,7237307,73728,73728,73728,73728,113246208,113246208,113246208,113246208,106000820,106034788,105999958,106019680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,113252796,113250413,113254752,113251435,73729,73728,73917,73728,878474183,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73728,2359296,1304469504,1200820067,285918993,41743024128,0,0,0,0,226492416,73728,876448221,55881528346,9216,41735946240,0,0,0,0,0,0,339738624,147456,0,0,113246208,73728,0,0,0,0,526311602,147456,0,0
1792,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,22946745,22909725,200705,200705,100352,100352,100353,100352,11473569,11459124,11460802,11452635,100352,100444,50176,100352,179830784,179830784,179830784,179830784,168397972,168387636,168407728,168383010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179841025,179839312,179837112,179840976,100353,100426,100353,100352,1393852956,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,3211264,2070964224,1903558538,453772075,66270855168,0,0,0,0,359661568,100352,1392102971,88595393342,12544,66261221376,0,0,0,0,0,0,539492352,200704,0,0,179830784,100352,0,0,0,0,836356180,200704,0,0
2048,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,34298934,34310726,262144,262144,131072,131073,131072,131072,17149870,17161870,17196380,17153038,131072,131072,131072,131072,268435456,268435456,268435456,268435456,251327602,251332336,251302244,251315964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,268451472,268446573,268454100,268445897,131076,131073,131072,131077,2078609785,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131072,4194304,3090808832,2841421243,677071301,98905882624,0,0,0,0,536870912,131072,2076179602,132412520740,16384,98893299712,0,0,0,0,0,0,805306368,262144,0,0,268435456,131072,0,0,0,0,1247528946,262144,0,0
2304,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,49237899,49069210,331777,331776,165889,165888,165889,165889,24619692,24539955,24504896,24529898,165888,165920,165888,165888,382205952,382205952,382205952,382205952,357692406,178804304,357729076,357685530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382223336,382231137,382222625,382235356,165893,165888,165892,165888,2961625810,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165888,5308416,4400179200,4046181932,963844275,140805734400,0,0,0,0,764411904,165888,2958224171,188584526794,20736,140789809152,0,0,0,0,0,0,1146617856,331776,0,0,382205952,165888,0,0,0,0,1779058748,331776,0,0
2560,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,68070186,67811563,409600,409601,204800,204800,204800,204800,34037812,33917650,34048840,33977831,204800,204800,204800,204800,524288000,524288000,262144000,524288000,490353603,490410708,490395946,490342712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,524324244,524320873,524323048,524318216,204800,204800,204801,204801,4062090270,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204800,6553600,6035251200,5549285052,1321898559,193128038400,0,0,0,0,1048576000,204800,4058157381,258796113908,25600,193108377600,0,0,0,0,0,0,1572864000,409600,0,0,524288000,204800,0,0,0,0,2437812044,409600,0,0
2816,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,91467601,91196041,495617,495617,247809,247808,247808,247808,45733226,45618414,45722209,45750479,247808,247808,247808,247808,697827328,697827328,697827328,697827328,652188891,652281490,652334176,652207456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,697865200,697874064,697867481,697866496,247814,247822,247808,247809,5404830401,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,7401226824,1759837820,257030422528,0,0,0,0,1395654656,247808,5402122531,344647190894,30976,257006632960,0,0,0,0,0,0,2093481984,495616,0,0,697827328,247808,0,0,0,0,3250207220,495616,0,0
3072,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,120463124,120368786,589824,589824,294912,294912,294912,294912,60234871,60198186,60007295,60111225,294912,294912,294912,294912,905969664,905969664,905969664,905969664,845907556,846073385,845818976,846022032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,906026460,906021067,906021549,906024339,147456,294917,294912,294912,7019489202,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,9607732777,2283906231,333670514688,0,0,0,0,1811939328,294912,7015667070,447923767644,36864,333642203136,0,0,0,0,0,0,2717908992,589824,0,0,905969664,294912,0,0,0,0,4221518908,589824,0,0
3328,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,154522290,154415400,692225,692225,346113,346112,346113,346112,77262220,77234602,76714642,77302912,346112,346112,346112,346116,1151860736,1151860736,1151860736,1151860736,1074774799,1074877871,1074784128,1074826537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1151924616,1151934320,1151933020,1151920824,173060,346112,346112,346113,8922921886,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,12214721607,2903895658,"<OVERFLOW>",0,0,0,0,2303721472,346112,8918880458,569332109164,43264,"<OVERFLOW>",0,0,0,0,0,0,3455582208,692224,0,0,1151860736,346112,0,0,0,0,5367007666,692224,0,0
3584,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,193963043,194077794,802817,802817,401408,401408,401408,401409,96983352,97080703,97353260,97876786,401408,401408,401408,401408,1438646272,1438646272,1438646272,1438646272,1341510266,1341601819,1341575449,1341709309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,1438720605,1438727968,1438731943,1438728089,401413,401409,401408,401408,11145289803,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,15254486170,3625477662,"<OVERFLOW>",0,0,0,0,2877292544,401408,11140679878,711814808258,50176,"<OVERFLOW>",0,0,0,0,0,0,4315938816,802816,0,0,1438646272,401408,0,0,0,0,6706311194,802816,0,0
3840,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,245223952,245664519,921600,921600,460800,460800,460800,460800,122603768,122862445,122633221,122760103,460800,460800,460800,460800,1769472000,1769472000,1769472000,1769472000,1647192616,1646966419,1647059676,1646895701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1769566620,1769575892,1769589117,1769576603,460800,460800,460804,460805,13708092741,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,18761122575,4459747773,"<OVERFLOW>",0,0,0,0,3538944000,460800,13703658618,875080455616,57600,"<OVERFLOW>",0,0,0,0,0,0,5308416000,921600,0,0,1769472000,460800,0,0,0,0,8248370129,921600,0,0
4096,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0,0,0,0,0,0,0,0,297623973,297489339,1048576,1048576,524288,524288,524288,524289,148820067,148788126,148788178,148661804,524288,524288,524288,524288,2147483648,2147483648,2147483648,2147483648,1999286771,1999278414,1999416564,1999151871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2147609229,2147601391,1073796204,2147604995,524289,524289,524288,524288,16641325663,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,22771684973,5410952385,"<OVERFLOW>",0,0,0,0,4294967296,524288,16635663288,1062938747558,65536,"<OVERFLOW>",0,0,0,0,0,0,6442450944,1048576,0,0,2147483648,524288,0,0,0,0,10014319350,1048576,0,0
