256,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,92.286026,0.329090,0.914814,18.563945,132.010273,92.286026,0.329090,1.447588,0.000000,1.296670,0.000000,0.000000,0.000000,139.003982,536.468996,528.041094,140.260916,0.000000,0.000000,13.235294,25.000000,99.908088,0.000000,140.260916,0.000000,0.000000,100.000000,0.000000,0.805416,2973.000000,18.264871,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896,32768,0,6,0,8626,33291,8913994,33628,0.000000,0.000000,0.000000,0.000000,140.278195,541.899594,0.000000,99.006836,99.899092,329651,270336,9386607,1050624,33554432,0,0,16777216,0,0,0,0,0,1.165409,3.271883,4.197375,0.000000,0.000000,0.249178,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",6088704,14922914,13536606,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216,0,126484480,0,8454144,33619968,9306112,0,0.000000,0,0.000000,8912896,32768,0,528.041094,0,0,0.000000,28.315474,0.022128,0.435233,0.000000,17.581163,45.197392,26.886324,0.000000
512,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,98.899935,0.325614,0.957932,19.532011,69.447149,98.899935,0.325614,1.464789,0.000000,1.300490,0.000000,0.000000,0.000000,596.141727,273.810563,277.788599,147.575194,0.000000,0.000000,13.235294,25.000000,99.623524,0.000000,147.575194,0.000000,0.000364,100.000000,0.000000,0.802664,5917.000000,18.243676,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,71303168,131072,0,4,0,281284,129195,71306908,131434,0.000000,0.000000,0.000000,0.000000,147.582934,278.555807,0.000000,8.680664,99.949299,2421267,2129920,75962352,8396800,268435456,0,0,134217728,0,0,0,0,0,1.152714,3.093673,4.091846,0.000000,0.000000,0.239949,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",48472064,119505035,108648823,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728,0,1009254400,0,67371008,268697600,70778880,0,0.000000,0,0.000000,71303168,131332,0,278.339633,0,0,0.000000,28.630189,0.002874,0.464357,0.000000,17.110041,45.678716,28.250075,0.000000
768,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,98.657383,0.326110,0.971261,19.851052,47.054346,98.657383,0.326110,1.457899,0.000000,1.301772,0.000000,0.000000,0.000000,1.896513,186.384432,188.217386,149.985730,0.000000,0.000000,13.235294,25.000000,98.739670,0.000000,149.985730,0.000000,0.000106,100.000000,0.000000,0.801327,8861.000000,18.223862,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,240648192,294912,0,4,0,3042905,292040,210577767,294915,0.000000,0.000000,0.000000,0.000000,131.244120,188.219301,0.000000,2.613281,99.966144,7912628,7151616,255152498,28329984,905969664,0,0,452984832,0,0,0,0,0,1.161029,3.040580,3.999622,0.000000,0.000000,0.234383,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",163325952,401369041,365118877,0.000000,0,0.000000,0.000000,0.000000,0.000000,452984832,0,3403284480,0,227082240,906559488,234749952,0,0.000000,0,0.000000,240648192,295168,0,188.380770,0,0,0.000000,28.667398,0.000836,0.464706,0.000000,16.821378,46.074773,28.922655,0.000000
1024,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.345163,0.325206,0.982430,19.888350,35.357066,99.345163,0.325206,1.460609,0.000000,1.302414,0.000000,0.000000,0.000000,2.334419,140.024201,141.428267,150.267533,0.000000,0.000000,13.235294,25.000000,98.466018,0.000000,150.267533,0.000000,0.000036,100.000000,0.000000,0.800271,11805.000000,18.215415,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,570425344,524288,0,9,0,8861605,519083,499144992,524537,0.000000,0.000000,0.000000,0.000000,131.490102,141.495435,0.000000,2.485352,99.974587,18021835,16908288,606616234,67141632,2147483648,0,0,1073741824,0,0,0,0,0,1.165428,2.987172,3.956458,0.000000,0.000000,0.229085,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",386826240,951828259,866626644,0.000000,0,0.000000,0.000000,0.000000,0.000000,1073741824,0,8063549440,0,537919488,2148532224,551550976,0,0.000000,0,0.000000,570425344,524496,0,141.484375,0,0,0.000000,28.851876,0.000349,0.467113,0.000000,16.656105,46.153528,29.324923,0.000000
1280,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.423602,0.325473,0.988268,19.816043,28.182817,99.423602,0.325473,1.456328,0.000000,1.302800,0.000000,0.000000,0.000000,2.493102,111.336025,112.731267,149.721214,0.000000,0.000000,13.235294,25.000000,98.361499,0.000000,149.721214,0.000000,0.000000,100.000000,0.000000,0.799731,14749.000000,18.207045,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1114112000,819200,0,1,0,18551781,809061,974895327,819205,0.000000,0.000000,0.000000,0.000000,131.012423,112.731955,0.000000,144.000000,99.979660,34605782,32972800,1182717262,131123200,4194304000,0,0,2097152000,0,0,0,0,0,1.169796,2.970411,3.956208,0.000000,0.000000,0.227113,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",755148800,1855072455,1689336463,0.000000,0,0.000000,0.000000,0.000000,0.000000,2097152000,0,15745024000,0,1050214400,4195942400,1071513600,0,0.000000,0,0.000000,1114112000,819200,0,112.731267,0,0,0.000000,28.861441,0.000179,0.468168,0.000000,16.549897,46.264955,29.545901,0.000000
1536,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.790063,0.323848,0.981505,19.847411,23.522857,99.790063,0.323848,1.471198,0.000000,1.303058,0.000000,0.000000,0.000000,3.714755,92.317834,94.091429,149.958215,0.000000,0.000000,13.235294,25.000000,97.551727,0.000000,149.958215,0.000000,0.000006,100.000000,0.000000,0.800120,17693.000000,18.217354,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,1925185536,1179648,0,9,0,47690568,1157412,1925294915,1179662,0.000000,0.000000,0.000000,0.000000,149.966735,94.092546,0.000000,752.000000,99.983044,61148417,56918016,2057038781,226566144,7247757312,0,0,3623878656,0,0,0,0,0,1.158551,2.984313,4.182928,0.000000,0.000000,0.231074,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",1304469504,3223602587,2935769936,0.000000,0,0.000000,0.000000,0.000000,0.000000,3623878656,0,27202682880,0,1814298624,7250116608,1844969472,0,0.000000,0,0.000000,1925185536,1179772,0,94.101319,0,0,0.000000,28.747374,0.000104,0.467520,0.000000,16.766641,45.929015,29.125191,0.000000
1792,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.855082,0.325320,0.983065,20.026821,20.344707,99.855082,0.325320,1.459544,0.000000,1.303242,0.000000,0.000000,0.000000,2.676067,80.937780,81.378827,151.313758,0.000000,0.000000,13.235294,25.000000,98.242276,0.000000,151.313758,0.000000,0.000000,100.000000,0.000000,0.800189,20637.000000,18.212106,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,3057123328,1605632,0,1,0,54066910,1596930,3057282971,1605723,0.000000,0.000000,0.000000,0.000000,151.321659,81.383439,0.000000,53.000000,99.985463,96474165,90316800,3245862141,359761920,11509170176,0,0,5754585088,0,0,0,0,0,1.163674,2.989503,3.985488,0.000000,0.000000,0.229369,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",2070964224,5093627660,4637158208,0.000000,0,0.000000,0.000000,0.000000,0.000000,5754585088,0,43191500800,0,2880503808,11512381440,2922250240,0,0.000000,0,0.000000,3057123328,1605632,0,81.378827,0,0,0.000000,28.802545,0.000064,0.470181,0.000000,16.648943,46.180415,29.336664,0.000000
2048,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.803418,0.324715,0.987333,19.926145,17.712128,99.803418,0.324715,1.463255,0.000000,1.303380,0.000000,0.000000,0.000000,3.470114,69.963461,70.848514,150.553092,0.000000,0.000000,13.235294,25.000000,100.000000,0.000000,131.733956,0.000000,"<INVALID>",100.000000,0.000000,0.799772,23581.000000,18.210892,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,4563402752,2097152,0,10,0,105182355,2070954,4563661940,2097202,0.000000,0.000000,0.000000,0.000000,150.561643,70.850203,0.000000,354.000000,99.987278,141775622,134742016,4855463685,537001984,17179869184,0,0,8589934592,0,0,0,0,0,1.164800,2.967808,4.092441,0.000000,0.000000,0.228150,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",3090808832,7612982517,6933937654,0.000000,0,0.000000,0.000000,0.000000,0.000000,8589934592,0,64466452480,0,4299161600,17184063488,4353687552,0,0.000000,0,0.000000,3992977408,2097152,0,70.848514,0,0,0.000000,28.816627,0.000044,0.469078,0.000000,16.614926,46.115205,29.430078,0.000000
2304,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.906655,0.324856,0.991213,19.997610,15.800580,99.906655,0.324856,1.460868,0.000000,1.303487,0.000000,0.000000,0.000000,3.094213,62.533321,63.202323,151.093055,0.000000,0.000000,13.235294,25.000000,97.978696,0.000000,151.093055,0.000000,0.000001,100.000000,0.000000,0.799273,26525.000000,18.203463,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,6497501184,2654208,0,10,0,133061375,2626113,6497863905,2654261,0.000000,0.000000,0.000000,0.000000,151.101490,63.203586,0.000000,249.000000,99.988690,199090626,191766528,6913377945,764577792,24461180928,0,0,12230590464,0,0,0,0,0,1.168808,2.952393,4.029362,0.000000,0.000000,0.225747,"Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",4400179200,10827610860,9863967038,0.000000,0,0.000000,0.000000,0.000000,0.000000,12230590464,0,91782512640,0,6120603648,24466489344,6189613056,0,0.000000,0,0.000000,6497501184,2654252,0,63.203371,0,0,0.000000,28.872573,0.000030,0.469789,0.000000,16.535077,46.216009,29.612982,0.000000
2560,"Quadro K5200 (1)","2","14","matMul(float*, float*, float*, int, int)",0.000000,0.000000,99.860649,0.323764,0.989130,19.904253,14.154135,99.860649,0.323764,1.469204,0.000000,1.303573,0.000000,0.000000,0.000000,4.430005,55.312016,56.616540,150.387686,0.000000,0.000000,13.235294,25.000000,97.058535,0.000000,150.387686,0.000000,0.000000,100.000000,0.000000,0.799523,29469.000000,18.212542,0.000000,0.000000,0.000000,0.000000,8.500000,16.000000,0,0,0,0,8912896000,3276800,0,6,0,262549253,3201298,8913365702,3276806,0.000000,0.000000,0.000000,0.000000,150.395611,56.616644,0.000000,108.000000,99.989820,274829071,262963200,9529181689,1048780800,33554432000,0,0,16777216000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Mid (4)","Idle (0)","Low (1)","Low (1)","Mid (6)","Low (2)","Low (1)","Idle (0)",6035251200,14901648251,13577948803,0.000000,0,0.000000,0.000000,0.000000,0.000000,16777216000,0,125894656000,0,8395161600,33560985600,8480358400,0,0.000000,0,0.000000,8912896000,3276800,0,56.616540,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",0.468176,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
