"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",26370,26368,18178,18176,0,0,0,12,4,8,0,0,8192,8192,9984,9986,8192,8192,9984,9986,8512,8431,9985,9991,0,0,5,0,538844,0,0,131072,0,0,0,0,28674,0,0,0,0,0,0,0,0,0,0,128,1529763,167525,16332,199805,6369968,5505740,0,0,129,4224,0,0,0,0,0,4096,1156,5,23982,426125,3315054,839156,32,257911,0,266494,4352
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",42752,42752,26368,26368,8,8,1510,1763,1552,1540,8,8,16384,16384,9984,9984,16384,16384,9221,9211,16704,16615,9988,9986,0,0,0,5,766052,0,0,262144,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,2437373,305118,29187,363166,11620350,9945158,0,0,128,8448,0,0,0,0,0,8192,1152,3,45315,696478,5488416,1380501,32,388863,0,401536,8704
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",75520,75520,42752,42752,18748,23958,6560,6580,6519,6593,18752,18772,32768,32768,9984,9984,14264,14256,9211,9221,33088,32999,9985,9989,0,0,5,0,1638812,0,0,524288,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,5549711,581596,55043,691358,22122492,18825348,0,0,128,16896,0,0,0,0,0,16384,1152,3,88067,1551311,12258682,3153426,32,650751,0,671872,17408
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",141056,141056,75520,75520,59380,59312,15700,15706,15699,15721,59276,59444,65536,65536,9984,9984,6372,6368,9217,9205,65880,65844,9984,9990,0,0,0,5,3100912,0,0,1048576,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,10811261,1134558,106755,1347748,43126780,36585606,0,0,128,33792,0,0,0,0,0,32768,1152,3,173571,3015664,23992292,6006154,32,1174526,0,1212544,34816
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",272128,272128,141056,141056,128400,130221,15572,14159,15583,15609,128352,128384,131072,131072,9984,9984,2712,2728,9211,9221,131392,131303,9984,9990,0,0,0,5,5934676,0,0,2097152,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,20812021,2240478,210179,2660516,85135356,72106374,0,0,128,67584,0,0,0,0,0,65536,1152,3,344579,5819217,46403224,11683310,32,2222078,0,2293888,69632
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",534272,534272,272128,272128,260928,266118,16420,15936,16419,16453,260944,260952,262144,262144,9984,9984,1264,1240,9205,9217,262208,262183,9988,9986,0,0,4,1,11609484,0,0,4194304,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,41010791,4452318,417027,5286052,169152510,143147910,0,0,128,135168,0,0,0,0,0,131072,1152,3,686595,11461818,91520230,22943353,32,4317182,0,4456576,139264
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",1058560,1058560,534272,534272,523672,524221,15920,14271,15911,15941,523668,523680,524288,524288,9984,9984,608,608,9221,9211,524352,524327,9984,9990,0,0,0,5,22903764,0,0,8388608,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,80666409,8875998,830723,10537124,337186812,285230000,0,0,128,270336,0,0,0,0,0,262144,1152,3,1370627,22612783,180561082,45243258,32,8507390,0,8781952,278528
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",2107136,2107136,1058560,1058560,1048312,1048360,15798,15768,15755,15781,1048316,1048300,1048576,1048576,9984,9984,284,272,9217,9205,1054176,1054029,9989,9985,0,0,5,0,45515088,0,0,16777216,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,159900769,17723358,1658115,21039268,673255420,569394096,0,0,128,540672,0,0,0,0,0,524288,1152,3,2738691,44909121,358823472,89670234,33,16887807,1,17432704,557056
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",4204288,4204288,2107136,2107136,2102996,2097140,15319,14138,15415,15373,2102892,2102804,2097152,2097152,9984,9984,128,108,9211,9221,2097216,2097191,9988,9986,0,0,0,5,90843972,0,0,33554432,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,318203543,35418078,3312899,42043556,1345392636,1137722288,0,0,128,1081344,0,0,0,0,0,1048576,1152,3,5474819,89421281,714865964,178792675,32,33648638,0,34734208,1114112
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",8398592,8398592,4204288,4204288,4194448,4199916,16128,16130,16143,16057,4194592,4194590,4194304,4194304,9984,9984,60,56,9221,9211,4200240,4200103,9984,9990,0,0,4,1,180045036,0,0,67108864,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,649583801,70807518,6622467,84052132,2689667070,2274378672,0,0,128,2162688,0,0,0,0,0,2097152,1152,3,10947075,177905702,1422583610,363183839,32,67170302,0,69337216,2228224
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",16787200,16787200,8398592,8398592,8400512,8394256,16721,16052,16567,16564,8400308,8400116,8388608,8388608,9984,9984,20,20,9211,9221,8394559,8394432,9990,9984,0,0,5,0,368362708,0,0,134217728,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,1297260555,141586398,13241603,168069284,5378215932,4547691440,0,0,128,4325376,0,0,0,0,0,4194304,1152,3,21891587,363477014,2906700956,725806040,32,134213630,0,138543232,4456448
"GeForce GTX 980 (0)","1","7","subSeqMax(int*, int*, int, int)",33564416,33564416,16787200,16787200,16795140,16788544,16611,16484,16635,16632,16794828,16794502,16777216,16777216,9984,9984,12,8,9221,9211,16794552,16794229,9989,9985,0,0,4,1,771338092,0,0,268435456,0,0,0,0,28672,0,0,0,0,0,0,0,0,0,0,128,2736367277,283144158,26479875,336103588,10755313662,9094316976,0,0,128,8650752,0,0,0,0,0,8388608,1152,3,43780611,762094147,6094649816,1517443985,32,268300286,0,276955264,8912896
