"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",32790,32778,16402,16398,32,8,1364,1224,1408,1395,12,32,16384,16384,0,32,16384,16384,0,31,16424,16455,0,38,0,0,0,5,170072,0,0,262144,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,352920,64288,13216,90208,2850816,2809856,0,0,800,640,0,0,0,0,0,8192,32,0,9632,109878,1723334,217677,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",65537,65567,32769,32799,17756,17840,6684,6639,6751,6687,17864,17768,32768,32768,32,0,15176,15144,31,0,32800,32807,33,5,0,0,1,4,369640,0,0,524288,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,1432476,109344,21408,151648,4816896,4775936,0,0,800,640,0,0,0,0,0,16384,32,0,13728,297609,4720948,594402,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",131087,131089,65539,65565,65544,65571,16042,14125,16043,16059,65536,65552,65536,65536,0,32,12,4,0,31,65568,65599,4,34,0,0,0,5,721340,0,0,1048576,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,2362604,199456,37792,274528,8749056,8708096,0,0,800,640,0,0,0,0,0,32768,32,0,21920,644519,10270788,1354689,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",262159,262161,131092,131084,131080,131080,15882,15948,15899,15891,131072,131088,131072,131072,32,0,0,0,31,0,131104,131111,32,6,0,0,0,5,1261300,0,0,2097152,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,4266175,379680,70560,520288,16613376,16572416,0,0,800,640,0,0,0,0,0,65536,32,0,38304,1169480,18666994,2312529,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",524308,524300,262161,262159,262144,262152,15524,15516,15463,15543,262144,262152,262144,262144,32,0,0,0,31,0,262244,262247,36,2,0,0,0,5,2301484,0,0,4194304,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,8183878,740128,136096,1011808,32342016,32301056,0,0,800,640,0,0,0,0,0,131072,32,0,71072,2193367,35055504,4431216,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",1048594,1048590,524303,524305,524312,524296,14141,15948,14117,14145,524304,524312,524288,524288,0,32,0,0,0,31,524384,524391,4,34,0,0,0,5,4482696,0,0,8388608,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,16035740,1461024,267168,1994848,63799296,63758336,0,0,800,640,0,0,0,0,0,262144,32,0,136608,4349171,69550152,8619059,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",2097167,2097169,1048593,1048591,1048584,1048584,15820,15926,15870,15788,1048576,1048592,1048576,1048576,0,32,0,0,0,31,1048736,1048756,0,38,0,0,0,5,8639696,0,0,16777216,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,29969785,2902816,529312,3960928,126713856,126672896,0,0,800,640,0,0,0,0,0,524288,32,0,267680,8374617,133934444,16756307,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",4194320,4194320,2097171,2097165,2097160,2097285,15579,14115,15555,15647,2097152,2097168,2097152,2097152,32,0,0,0,31,0,2097248,2097255,37,1,0,0,5,0,17031736,0,0,33554432,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,59354660,5786400,1053600,7893088,252542976,252502016,0,0,800,640,0,0,0,0,0,1048576,32,0,529824,16707610,267240816,32776893,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",8388624,8388624,4194314,4194326,4194504,4194312,15528,15578,15571,15587,4194632,4194666,4194304,4194304,0,32,0,0,0,31,4194336,4194351,0,38,0,0,0,5,32934596,0,0,67108864,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,116302426,11553568,2102176,15757408,504201216,504160256,0,0,800,640,0,0,0,0,0,2097152,32,0,1054112,32557738,520827530,65072463,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",16777231,16777233,8388627,8388621,8394592,8394395,16312,14278,16315,16303,8394480,8394400,8388608,8388608,32,0,0,0,31,0,8388640,8388663,32,6,0,0,4,1,67944524,0,0,134217728,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,241094891,23087904,4199328,31486048,1007517696,1007476736,0,0,800,640,0,0,0,0,0,4194304,32,0,2102688,67027844,1072340166,134117514,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",33554453,33554443,16777230,16777234,16777248,16782900,15894,15939,15894,15887,16777236,16777256,16777216,16777216,0,32,0,0,0,30,16777316,16777327,1,37,0,0,0,5,141524012,0,0,268435456,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,505224047,46156576,8393632,62943328,2014150656,2014109696,0,0,800,640,0,0,0,0,0,8388608,32,0,4199840,140077590,2241047690,279680296,32,0,0,800,640
"GeForce GTX 980 (0)","1","7","dot(float*, float*, float*, int)",67108888,67108872,33554448,33554448,33562284,33561488,4846,15991,4887,4891,33562028,33561943,33554432,33554432,0,32,0,0,0,30,33561711,33561608,0,38,0,0,4,1,279861444,0,0,536870912,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,1002977314,92293920,16782240,125857888,4027416576,4027375616,0,0,800,640,0,0,0,0,0,16777216,32,0,8394144,278145351,4450171110,555640157,32,0,0,801,640
