"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","Device","Context","Stream","Name"
s,s,,,,,,,,B,B,KB,GB/s,,,,
0.471158,4.329700e-05,,,,,,,,,,256.000000,5.638742,"GeForce GTX 980 (0)","2","14","[CUDA memcpy HtoD]"
0.471254,3.328000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [103]"
0.471275,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [109]"
0.471293,2.752000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [115]"
0.471312,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [121]"
0.471330,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [127]"
0.471348,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [133]"
0.471366,2.592000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [139]"
0.471384,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [145]"
0.471402,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [151]"
0.471420,2.624000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [157]"
0.471438,2.016000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [163]"
0.471457,2.049000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [169]"
0.471475,2.144000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [175]"
0.471516,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [181]"
0.471533,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [187]"
0.471551,1.984000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [193]"
0.471569,2.048000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [199]"
0.471587,2.081000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [205]"
0.471605,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [211]"
0.471623,2.208000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [217]"
0.471641,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [223]"
0.471659,1.952000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [229]"
0.471676,1.952000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [235]"
0.471694,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [241]"
0.471712,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [247]"
0.471729,2.176000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [253]"
0.471748,2.176000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [259]"
0.471765,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [265]"
0.471783,2.176000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [271]"
0.471801,1.952000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [277]"
0.471819,1.952000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [283]"
0.471837,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [289]"
0.471855,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [295]"
0.471872,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [301]"
0.471890,2.144000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [307]"
0.471908,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [313]"
0.471926,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [319]"
0.471944,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [325]"
0.471961,1.984000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [331]"
0.471979,1.921000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [337]"
0.471997,2.080000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [343]"
0.472015,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [349]"
0.472033,2.112000e-06,256,1,1,128,1,1,8,0,0,,,"GeForce GTX 980 (0)","2","14","Bitonic_Sort(int*, int, int, int) [355]"
