256,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1056768,1056768,1056768,1056768,0,0,2,0,0,2,0,0,0,0,0,0,524288,524288,524288,524288,4096,4096,4096,4096,524288,524288,524288,524288,4096,4096,4096,4096,524288,524288,524296,524304,4102,4096,4096,4096,0,0,0,0,5,0,0,0,3782676,0,0,8388608,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,4096,7290015,7176265,540800,8257536,132120576,131989504,0,0,1310720,524288,0,0,0,0,0,524288,4096,0,270336,3754517,118513280,118513447,4096,0,0,1572864,524288
512,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",8421376,8421376,8421376,8421376,162454,32744,28910,27762,14461,14449,14500,14464,81228,81226,81228,81233,4194304,4194304,4194304,4194304,16384,16384,16384,16384,4177936,4177948,4177936,4177944,14336,14336,14336,14336,4259176,4259170,4259176,4259176,16385,16384,16389,16384,0,0,0,0,0,0,5,0,33170748,0,0,67108864,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,16384,71255937,57016391,4259968,65536000,1048576000,1048051712,0,0,10485760,4194304,0,0,0,0,0,4194304,16384,0,2129920,33150417,1057312344,1056218127,16384,0,0,12582912,4194304
768,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",28386820,28383740,28385280,28385280,6239588,5934677,56550,55096,28313,28237,28280,28232,3119300,3120288,3120044,3124597,14155776,14155776,14155776,14155776,36864,36864,36864,36864,11234228,11233836,11233056,11229080,32256,32256,32256,32256,14285512,14285524,14285528,14285536,36864,36864,36869,36865,0,0,0,0,0,0,0,5,139043380,0,0,226492416,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,36864,347435796,191987784,14303360,220594176,3529506816,3528327168,0,0,35389440,14155776,0,0,0,0,0,14155776,36864,0,7151616,139023126,4439517316,4427276156,36864,0,0,42467328,14155776
1024,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",67237884,67241988,67239936,67239936,17440728,17491636,83780,83901,41881,41899,41908,41894,8720362,8720393,8720392,8720368,33554432,33554432,33554432,33554432,65536,65536,65536,65536,25133036,25133036,25133036,25133036,57344,57344,57344,57344,33813992,33814008,33814024,33814016,65541,65537,65536,65536,0,0,0,0,1,4,0,0,333043668,0,0,536870912,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,65536,842870920,454557768,33816704,522190848,8355053568,8352956416,0,0,83886080,33554432,0,0,0,0,0,33554432,65536,0,16908288,333006173,10641412964,10665177812,65536,0,0,100663296,33554432
1280,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",131276800,131276800,131276800,131276800,33910920,33910704,120678,120690,60329,60349,60352,60344,16955428,16955492,16955416,16955469,65536000,65536000,65536000,65536000,102400,102400,102400,102400,49099516,49099412,49099532,49099500,89600,89600,89600,89600,66055008,66055008,66054992,66055000,102404,102400,102401,102401,0,0,0,0,0,4,0,1,665416788,0,0,1048576000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,102400,1709459120,887193728,65945728,1019084800,16305356800,16302080000,0,0,163840000,65536000,0,0,0,0,0,65536000,102400,0,32972800,665386883,21271743072,21261772064,102400,0,0,196608000,65536000
1536,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",226784252,226790404,226793480,226781176,58721434,58721016,167102,167014,83560,83542,83576,83544,29360692,29360742,29360704,29360697,113246208,113246208,113246208,113246208,147456,147456,147456,147456,84858736,84858688,84858864,84858872,129024,129024,129024,129024,114219344,114219366,114219328,114219328,147456,147457,147461,147456,0,0,0,0,0,1,0,4,1151998356,0,0,1811939328,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,147456,2962564213,1532362824,113836160,1760034816,28160557056,28155838464,0,0,283115520,113246208,0,0,0,0,0,113246208,147456,0,56918016,1151943159,36835715332,36856378822,147456,0,0,339738624,113246208
1792,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",360066564,360059388,360066564,360059388,93110663,93238824,220584,220358,110284,110300,110244,110214,46555380,46555283,46555420,46555340,179830784,179830784,179830784,179830784,200704,200704,200704,200704,134768656,134768548,134768516,134768596,175616,175616,175616,175616,181323032,181323070,181323112,181323136,200704,200709,200704,200705,0,0,0,0,4,1,0,0,1831828404,0,0,2877292544,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,200704,4717379926,2432532608,180633728,2793799680,44700794880,44694372352,0,0,449576960,179830784,0,0,0,0,0,179830784,200704,0,90316800,1831790459,58584207152,58623054214,200704,0,0,539492352,179830784
2048,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",537391100,537399300,537403400,537387000,138772183,138901568,280452,280374,140224,140228,140216,140210,69386068,69386115,69386048,69386056,268435456,268435456,268435456,268435456,262144,262144,262144,262144,201189804,201189788,201189804,201189808,229376,229376,229376,229376,270641392,270641452,270641424,270641464,262144,262144,262145,262149,0,0,0,0,0,0,5,0,2636298164,0,0,4294967296,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,262144,6646368418,3630170185,269484160,4169138176,66706210816,66697822208,0,0,671088640,268435456,0,0,0,0,0,268435456,262144,0,134742016,2636239525,84319146090,84333162242,262144,0,0,805306368,268435456
2304,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",765080068,765070844,765084680,765066232,197989580,197940140,353288,351566,176635,176653,176655,176652,98994636,98994901,98994701,98994629,382205952,382205952,382205952,382205952,331776,331776,331776,331776,286478940,286478940,286479024,286479064,290304,290304,290304,290304,385392004,385392064,385392052,385392076,331777,331780,331777,331776,0,0,0,0,1,4,0,0,3891667388,0,0,6115295232,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,331776,10014905491,5167743104,383533184,5934809088,94956945408,94946328576,0,0,955514880,382205952,0,0,0,0,0,382205952,331776,0,191766528,3891494868,124457597026,124432552580,331776,0,0,1146617856,382205952
2560,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",1049400324,1049390076,1049395200,1049395200,271533201,271562287,429268,431250,214608,214660,214656,214622,135766610,135766591,135766694,135766632,524288000,524288000,524288000,524288000,409600,409600,409600,409600,392998460,392998448,392998387,392998468,358400,358400,358400,358400,528699760,528699824,528699784,528699760,409600,409601,409600,409605,0,0,0,0,0,0,0,5,5343656624,0,0,8388608000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,409600,13759423523,7087718474,525926528,8139571200,130233139200,130220032000,0,0,1310720000,524288000,0,0,0,0,0,524288000,409600,0,262963200,5343590301,170935979278,170921333734,409600,0,0,1572864000,524288000
