252,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3999,6522,5407,5492,2735,2693,2706,2746,1996,3275,1984,1998,2811,2776,2798,2829,117852,118041,117348,117747,115864,116041,113520,115749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117868,118059,117366,117763,2812,2776,2802,2833,1913060,0,0,2667168,0,0,0,0,63504,0,0,0,0,0,0,0,0,0,0,0,2205,63504,2061675,2359824,69315,694575,92610,0,0,92610,2205,1852784,102881052,441,48510,0,0,0,0,0,0,0,325458,7749,138915,0,232848,5544,0,0,833490,92610,325771,7749,0,0
504,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,724711,723464,20553,20233,10225,10244,10229,10116,363460,359432,361066,363961,11201,11336,11278,11167,946260,939540,943320,949368,584516,581923,579328,587228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,946308,939590,943336,949384,11202,11336,11278,11172,15042462,0,0,21337344,0,0,0,0,254016,0,0,0,0,0,0,0,0,0,0,0,8820,254016,16211160,18922052,459600,5556600,740880,0,0,740880,8820,14950815,877381304,1764,379260,0,0,0,0,0,0,0,2614248,31122,1111320,0,1873368,22302,0,0,6667920,740880,2626990,31122,0,0
756,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2719052,2727597,46576,46772,23414,23150,23303,23591,1363651,1354833,1369067,1373356,25314,25119,25233,25449,3186918,3174066,3185028,3194478,1822107,1820927,1823575,1819651,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,3186934,3174082,3185048,3194498,25314,25119,25233,25453,50632926,0,0,72013536,0,0,0,0,571536,0,0,0,0,0,0,0,0,0,0,0,19845,571536,54395145,63738518,1449645,18753525,2500470,0,0,2500470,19845,50426121,2996109018,3969,1270080,0,0,0,0,0,0,0,8811180,69930,3750705,0,6310710,50085,0,0,22504230,2500470,8853672,69930,0,0
1008,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6822612,6827634,83241,82730,41402,41931,41617,41213,3409331,3420468,3410073,3404392,44898,45348,45101,44613,7555800,7555968,7552440,7563696,4143208,4152460,4136031,4168517,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7555848,7555984,7552460,7563712,44898,45317,45105,44618,120058074,0,0,170698752,0,0,0,0,1016064,0,0,0,0,0,0,0,0,0,0,0,35280,1016064,128560320,150920870,3317280,44452800,5927040,0,0,5927040,35280,119720413,7143506332,7056,2998800,0,0,0,0,0,0,0,20871648,124236,8890560,0,14944608,88956,0,0,53343360,5927040,20982440,124236,0,0
1260,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,13745413,13680461,129282,129563,64586,64875,64908,64612,6837032,6920452,6876151,6792497,70205,70341,70277,70157,14746200,14782215,14757225,14720160,7895963,7859087,7865569,7928951,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,14746216,14782231,14757243,14720178,70209,70341,70277,70157,235018800,0,0,333396000,0,0,0,0,1587600,0,0,0,0,0,0,0,0,0,0,0,55125,1587600,250653375,294642024,6340335,86821875,11576250,0,0,11576250,55125,234682859,14031768014,11025,5843250,0,0,0,0,0,0,0,40781160,194196,17364375,0,29204910,139071,0,0,104186250,11576250,41031439,194196,0,0
1512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,24176934,24061055,186034,187281,93362,92727,93139,93955,12049179,12117221,12086679,12008337,101375,100618,101040,101805,25505172,25506306,25508070,25499628,13442679,13368048,13408458,13496386,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,25505188,25506322,25508086,25499646,101376,100623,101040,101805,408485258,0,0,576108288,0,0,0,0,2286144,0,0,0,0,0,0,0,0,0,0,0,79380,2286144,432621000,509143215,10796640,150028200,20003760,0,0,20003760,79380,408158479,24433552570,15876,10081260,0,0,0,0,0,0,0,70584696,280098,30005640,0,50580936,200718,0,0,180033840,20003760,71116630,280098,0,0
1764,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,38961896,39044768,254317,252497,126513,127708,126937,125603,19503960,19476105,19483905,19547062,137402,138786,137994,136627,40524666,40344885,40445580,40622715,20999001,20868630,20944239,21094345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40524682,40344905,40445596,40622735,137402,138786,137998,136627,650320312,0,0,914838624,0,0,0,0,3111696,0,0,0,0,0,0,0,0,0,0,0,108045,3111696,686409885,808241331,16964025,238239225,31765230,0,0,31765230,108045,650037012,38927618016,21609,15990660,0,0,0,0,0,0,0,111956670,380805,47647845,0,80191440,272760,0,0,285887070,31765230,113027418,380805,0,0
2016,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,59661601,59858592,333477,332423,166214,167284,166618,165612,29904142,29773592,29874962,29969609,179698,180696,180348,178970,60573072,60138288,60356688,60755184,30650049,30349961,30477338,30722869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,60573090,60138304,60356708,60755200,179698,180696,180348,178970,973732070,0,0,1365590016,0,0,0,0,4064256,0,0,0,0,0,0,0,0,0,0,0,141120,4064256,1023966720,1206431266,25120320,355622400,47416320,0,0,47416320,141120,973278308,58307368030,28224,23849280,0,0,0,0,0,0,0,167142528,497448,71124480,0,119726208,356328,0,0,426746880,47416320,169125198,497448,0,0
2268,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,87554927,87026443,419988,419590,209698,210025,209785,209455,43497627,44114840,43754729,43210743,227578,227807,227731,227486,86003505,86196852,86089311,85917888,42508072,42106127,42351836,42706314,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,86003521,86196868,86089331,85917904,227578,227808,227735,227486,1392504040,0,0,1944365472,0,0,0,0,5143824,0,0,0,0,0,0,0,0,0,0,0,178605,5143824,1457238195,1717872074,35543355,506345175,67512690,0,0,67512690,178605,1392224308,83429308978,35721,33934950,0,0,0,0,0,0,0,237901860,629370,101269035,0,170389170,450765,0,0,607614210,67512690,241193891,629370,0,0
2520,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,122922490,122602809,518223,516845,258198,260218,259165,257389,61324881,61600809,61428336,61162609,280695,282574,281542,279739,118127310,117896520,118035750,118251420,56834497,56315650,56615209,57131765,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,118127328,117896538,118035766,118251436,280696,282574,281543,279739,1916616800,0,0,2667168000,0,0,0,0,6350400,0,0,0,0,0,0,0,0,0,0,0,220500,6350400,1998171000,2357204168,48510960,694575000,92610000,0,0,92610000,220500,1916084635,114837174034,44100,46525500,0,0,0,0,0,0,0,326516400,777420,138915000,0,233906400,556920,0,0,833490000,92610000,332033984,777420,0,0
2772,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,167744152,166977897,629751,628677,314396,315324,314887,313945,83498258,84317808,83833908,83057576,339903,340799,340238,339419,157089471,157205895,157146528,157043964,73554549,72912866,73300773,74046780,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,157089491,157205913,157146548,157043984,339903,340799,340239,339419,2554490162,0,0,3550000608,0,0,0,0,7683984,0,0,0,0,0,0,0,0,0,0,0,266805,7683984,2658711825,3137661462,64300965,924479325,123263910,0,0,123263910,266805,2553783308,153075711120,53361,61898760,0,0,0,0,0,0,0,434465262,940401,184895865,0,311201352,673596,0,0,1109375190,123263910,442883894,940401,0,0
3024,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,222463559,221225262,746054,747035,373321,372621,373442,374089,110757093,111634288,111075210,110179099,404921,404268,404710,405453,203996016,204090768,204061032,204005592,93300723,92421614,92955716,93802485,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,203996032,204090786,204061050,204005608,404921,404268,404715,405453,3315090886,0,0,4608866304,0,0,0,0,9144576,0,0,0,0,0,0,0,0,0,0,0,317520,9144576,3450807360,4074764973,83191200,1200225600,160030080,0,0,160030080,317520,3314590002,198703023178,63504,80332560,0,0,0,0,0,0,0,563915520,1118880,240045120,0,403885440,801360,0,0,1440270720,160030080,576923216,1118880,0,0
3276,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,288296023,287419903,875058,877686,438700,436070,437595,440078,143795476,144507379,144125701,143312634,475583,472973,474497,477027,259416066,259138971,259301406,259587237,115635568,114655747,115195005,116240681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,259416086,259138989,259301422,259587253,475587,472973,474497,477027,4214950268,0,0,5859768096,0,0,0,0,10732176,0,0,0,0,0,0,0,0,0,0,0,372645,10732176,4386404295,5182657697,105459495,1525981275,203464170,0,0,203464170,372645,4214151792,252647344114,74529,102104730,0,0,0,0,0,0,0,717042690,1313265,305196255,0,513578520,940620,0,0,1831177530,203464170,736295086,1313265,0,0
3528,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,365702865,365362762,1018605,1013469,507078,511688,508933,504769,182705989,183001523,182947095,182595725,550082,554471,551946,547619,324244074,323105118,323745744,324926448,141545839,139915427,140918232,142388576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324244094,323105134,323745760,324926464,550086,554471,551950,547619,5263917680,0,0,7318708992,0,0,0,0,12446784,0,0,0,0,0,0,0,0,0,0,0,432180,12446784,5477449320,6474770140,131383680,1905913800,254121840,0,0,254121840,432180,5263508219,315583376284,86436,127493100,0,0,0,0,0,0,0,896168448,1524096,381182760,0,642046608,1091916,0,0,2287096560,254121840,922749871,1524096,0,0
3780,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,458222868,458160453,1169146,1164376,582258,587016,584411,579781,228948695,229423544,229052422,228859077,631413,636090,633420,628842,398713770,397300365,398147085,399590730,169731511,168009181,169001493,170780197,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,398713790,397300383,398147133,399590746,631413,636090,633421,628842,6466033944,0,0,9001692000,0,0,0,0,14288400,0,0,0,0,0,0,0,0,0,0,0,496125,14288400,6735889125,7965156397,161241585,2344190625,312558750,0,0,312558750,496125,6465285902,387666282052,99225,156775500,0,0,0,0,0,0,0,1101696120,1748724,468838125,0,789137370,1252599,0,0,2813028750,312558750,1138026256,1748724,0,0
4032,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,565456751,565602386,1336180,1331685,666206,669910,667515,663884,282750956,282772351,282886351,282857019,718907,722743,720616,716582,484114176,482170080,483148176,485153424,201250685,199264558,200339287,202378654,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,484114194,482170098,483148192,485153440,718908,722743,720616,716582,7847823538,0,0,10924720128,0,0,0,0,16257024,0,0,0,0,0,0,0,0,0,0,0,564480,16257024,8173670400,9670948160,195311040,2844979200,379330560,0,0,379330560,564480,7847363188,470562706906,112896,190229760,0,0,0,0,0,0,0,1337140224,1989792,568995840,0,957809664,1425312,0,0,3413975040,379330566,1387450075,1989792,0,0
4284,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,688763784,690832984,1501862,1507682,754032,747905,750736,757375,345280902,343539205,344600628,346286633,813519,807948,811097,816850,580752606,577232229,579266415,582830346,235378639,233719482,234811478,236574387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,580752622,577232245,579266435,582830362,813519,807948,811097,816850,9403067954,0,0,13103796384,0,0,0,0,18352656,0,0,0,0,0,0,0,0,0,0,0,637245,18352656,9802739835,11598464897,233869875,3412446975,454992930,0,0,454992930,637245,9402208964,563809230080,127449,228133710,0,0,0,0,0,0,0,1603563318,2245887,682489395,0,1148570388,1608642,0,0,4094936370,454992931,1664174135,2245887,0,0
4536,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,831868745,827075869,1673639,1671314,834781,838936,837430,833497,413839861,418078249,415679132,411513385,910221,913459,911625,908237,688611294,688663080,688601844,688641534,274953662,270788540,273193842,276964985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688611314,688663098,688601862,688641550,910221,913463,911625,908237,11184583634,0,0,15554923776,0,0,0,0,20575296,0,0,0,0,0,0,0,0,0,0,0,714420,20575296,11635044120,13783679832,277195920,4050761400,540101520,0,0,540101520,714420,11182216550,670593027966,142884,270765180,0,0,0,0,0,0,0,1904072184,2518614,810152280,0,1363970664,1804194,0,0,4860913680,540101523,1991140789,2518614,0,0
4788,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,991403624,986526166,1871553,1868510,934188,936770,936109,932698,493491955,497935352,495296404,491012970,1014257,1016619,1015290,1012861,809734989,809975985,809854689,809537883,316192715,312029618,314576825,318411592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,809735009,809976001,809854707,809537899,1014257,1016620,1015290,1012865,13147755234,0,0,18294105312,0,0,0,0,22924944,0,0,0,0,0,0,0,0,0,0,0,796005,22924944,13682529945,16220717908,325567005,4764089925,635211990,0,0,635211990,796005,13146922006,"<OVERFLOW>",159201,318402000,0,0,0,0,0,0,0,2239002864,2805768,952817985,0,1603790874,2009763,0,0,5716907910,635211990,2352692135,2805768,0,0
5040,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1168283374,1165514020,2064418,2061114,1030233,1034667,1032558,1028203,583066742,585102027,583860005,581951178,1123563,1128182,1125458,1120997,945084000,942989460,944197380,946217160,361765995,357757109,359881446,364244883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,945084048,942989476,944197400,946217176,1123563,1128182,1125458,1120997,15341122378,0,0,21337344000,0,0,0,0,25401600,0,0,0,0,0,0,0,0,0,0,0,882000,25401600,15957144000,18932349299,379260960,5556600000,740880000,0,0,740880000,882000,15340575905,"<OVERFLOW>",176400,371322000,0,0,0,0,0,0,0,2611072800,3108420,1111320000,0,1870192800,2226420,0,0,6667920000,740880002,2760042477,3108420,0,0
5292,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1363371340,1369179506,2279174,2289465,1144518,1134666,1140130,1150189,683614094,679968441,681824980,687421942,1241576,1232282,1237553,1247193,1094710176,1088203662,1091925261,1098649629,411037761,408230984,409879005,411429497,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,1094710196,1088203680,1091925281,1098649645,1241577,1232282,1237553,1247193,17769841374,0,0,24700642848,0,0,0,0,28005264,0,0,0,0,0,0,0,0,0,0,0,972405,28005264,18470832975,21937148887,438555615,6432459075,857661210,0,0,857661210,972405,17768681047,"<OVERFLOW>",194481,429803010,0,0,0,0,0,0,0,3022816860,3427230,1286491815,0,2165155650,2454825,0,0,7718950890,857661213,3216044062,3427230,0,0
5544,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1591237707,1587075365,2494319,2494505,1246494,1247897,1247382,1245843,793980410,797174759,795462941,791665569,1360272,1362424,1361158,1358968,1257768204,1255636998,1256828034,1258934292,463647589,458456279,461187552,467254388,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,1257768224,1255637018,1256828050,1258934312,1360276,1362428,1361162,1358968,20430349618,0,0,28400004864,0,0,0,0,30735936,0,0,0,0,0,0,0,0,0,0,0,1067220,30735936,21235543560,25220082446,503728800,7395834600,986111280,0,0,986111280,1067220,20429180326,"<OVERFLOW>",213444,494122860,0,0,0,0,0,0,0,3477002760,3762990,1479166920,0,2490891480,2695770,0,0,8875001520,986111284,3700041838,3762990,0,0
5796,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1827844913,1835265285,2731549,2742471,1370892,1360560,1365861,1376067,916923289,910726347,913831033,921440537,1489291,1478827,1484757,1495270,1438443069,1429009113,1434456870,1443999018,521580989,518048694,520711189,522299165,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1438443085,1429009131,1434456888,1443999034,1489291,1478828,1484761,1495271,23339409376,0,0,32451433056,0,0,0,0,33593616,0,0,0,0,0,0,0,0,0,0,0,1166445,33593616,24263222445,28838588799,575058345,8450894025,1126785870,0,0,1126785870,1166445,23338547456,"<OVERFLOW>",233289,564559380,0,0,0,0,0,0,0,3971746674,4111539,1690178805,0,2844960804,2945094,0,0,10141072830,1126785893,4250602249,4111540,0,0
6048,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2104584286,2099308624,2960885,2950422,1474638,1485628,1480042,1470100,1049583946,1055399937,1051783274,1047133137,1617153,1627792,1621533,1610930,1632576456,1630989360,1632035160,1633626288,583061739,575942425,580236962,586810467,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1632576472,1630989380,1632035176,1633626304,1617153,1627792,1621533,1610934,26541312428,0,0,36870930432,0,0,0,0,36578304,0,0,0,0,0,0,0,0,0,0,0,1270080,36578304,27565816320,32782629346,652822080,9601804800,1280240640,0,0,1280240640,1270080,26540307286,"<OVERFLOW>",254016,641390400,0,0,0,0,0,0,0,4512848256,4477032,1920360960,0,3232607616,3206952,0,0,11522165760,1280240690,4848329350,4477032,0,0
6300,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2391276414,2401955529,3212839,3219640,1610922,1600905,1606011,1614553,1200053357,1191569665,1196896161,1205038375,1759000,1749178,1754878,1764594,1847391000,1834895475,1842062775,1854683250,646869369,643019201,645113965,649667793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1847391016,1834895491,1842062795,1854683266,1759000,1749183,1754882,1764594,29991996752,0,0,41674500000,0,0,0,0,39690000,0,0,0,0,0,0,0,0,0,0,0,1378125,39690000,31155271875,37068817650,737297835,10852734375,1447031250,0,0,1447031250,1378125,29990947854,"<OVERFLOW>",275625,724893750,0,0,0,0,0,0,0,5100165000,4857300,2170546875,0,3653133750,3479175,0,0,13023281250,1447031259,5496930377,4857302,0,0
6552,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2713291594,2723598622,3482108,3487087,1744856,1736640,1740512,1747976,1361523920,1351671323,1357912162,1366454119,1902264,1894168,1898949,1906577,2078367018,2064147540,2072377398,2086446180,716394264,711585520,714351963,720291505,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,2078367038,2064147556,2072377414,2086446196,1902264,1894168,1898949,1906577,33779515402,0,0,46878144768,0,0,0,0,42928704,0,0,0,0,0,0,0,0,0,0,0,1490580,42928704,35043535800,41733696815,828763440,12207850200,1627713360,0,0,1627713360,1490580,33778402619,"<OVERFLOW>",298116,815347260,0,0,0,0,0,0,0,5738136768,5254704,2441570040,0,4110423408,3764124,0,0,14649420240,1627713364,6219803405,5254704,0,0
6804,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3063147914,3073982708,3731179,3739630,1870513,1860701,1865433,1874927,1536436389,1526712103,1532424254,1541615400,2051562,2041410,2047341,2056806,2327080266,2311778070,2320630641,2336043969,790436252,785216177,787655203,795181324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2327080282,2311778090,2320630661,2336043985,2051562,2041414,2047346,2056807,"<OVERFLOW>",0,0,52497867744,0,0,0,0,46294416,0,0,0,0,0,0,0,0,0,0,0,1607445,46294416,39242554785,46785434387,927496725,13671319725,1822842630,0,0,1822842630,1607445,"<OVERFLOW>","<OVERFLOW>",321489,913028760,0,0,0,0,0,0,0,6425279154,5666031,2734263945,0,4602436524,4058586,0,0,16405583670,1822842637,7011541791,5666032,0,0
7056,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3452448977,3441584218,4021371,4021562,2009357,2012083,2011730,2009132,1721091890,1731855817,1725582945,1715030144,2203316,2206968,2204865,2201323,2592643116,2589652548,2591402436,2594472972,871275134,857973637,865729044,879109568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2592643136,2589652596,2591402456,2594472988,2203316,2206968,2204866,2201327,"<OVERFLOW>",0,0,58549671936,0,0,0,0,49787136,0,0,0,0,0,0,0,0,0,0,0,1728720,49787136,43764275520,52178622210,1033775520,15247310400,2032974720,0,0,2032974720,1728720,"<OVERFLOW>","<OVERFLOW>",345744,1018216080,0,0,0,0,0,0,0,7165198656,6092856,3049462080,0,5132223936,4364136,0,0,18296772480,2032974761,7832357577,6092856,0,0
7308,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3859600025,3853458136,4343239,4338580,2168448,2175464,2172034,2165286,1927753672,1931506674,1929599763,1924580267,2362974,2368562,2365303,2359713,2880917739,2874244317,2878070664,2884847616,953320412,942288574,948712539,960545242,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2880917755,2874244333,2878070684,2884847632,2362978,2368562,2365303,2359718,"<OVERFLOW>",0,0,65049560352,0,0,0,0,53406864,0,0,0,0,0,0,0,0,0,0,0,1854405,53406864,48620644695,58003758850,1147877655,16939989675,2258665290,0,0,2258665290,1854405,"<OVERFLOW>","<OVERFLOW>",370881,1131187050,0,0,0,0,0,0,0,7960958838,6536091,3387997935,0,5702293548,4681686,0,0,20327987610,2258665311,8732321077,6536091,0,0
7560,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4305501003,4287735363,4614871,4608737,2303342,2311280,2308638,2299370,2145358803,2159962673,2151747746,2136878903,2528242,2537616,2532224,2522868,3188315340,3187050930,3187828980,3189201750,1042705691,1027222661,1036096481,1052202447,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3188315356,3187050946,3187828998,3189201768,2528242,2537616,2532229,2522868,"<OVERFLOW>",0,0,72013536000,0,0,0,0,57153600,0,0,0,0,0,0,0,0,0,0,0,1984500,57153600,53823609000,64265447168,1270080960,18753525000,2500470000,0,0,2500470000,1984500,"<OVERFLOW>","<OVERFLOW>",396900,1252219500,0,0,0,0,0,0,0,8815942800,6996780,3750705000,0,6315472800,5012280,0,0,22504230000,2500470014,9737677270,6996782,0,0
7812,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4767882458,4780673809,4879525,4899330,2448407,2431913,2439580,2457279,2390307629,2377283866,2385567442,2395915835,2705271,2686982,2697504,2716192,3521838390,3500460852,3512820087,3534226269,1131472385,1123259970,1128093550,1138408261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3521838442,3500460868,3512820105,3534226287,2705271,2686983,2697504,2716192,"<OVERFLOW>",0,0,79457601888,0,0,0,0,61027344,0,0,0,0,0,0,0,0,0,0,0,2119005,61027344,59385115125,70962426425,1400663265,20692083825,2758944510,0,0,2758944510,2119005,"<OVERFLOW>","<OVERFLOW>",423801,1381591260,0,0,0,0,0,0,0,9724963500,7469250,4138416765,0,6966018990,5350245,0,0,24830500590,2758944540,10790358591,7469250,0,0
8064,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5284500585,5265916454,5357141,5347236,2674062,2682662,2677962,2669599,2634517502,2649617676,2641607710,2624814656,2876861,2886197,2880565,2871769,3869814144,3866705472,3868773888,3871393344,1235543340,1217577233,1227210204,1246933525,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3869814160,3866705492,3868773936,3871393392,2876866,2886198,2880565,2871769,"<OVERFLOW>",0,0,87397761024,0,0,0,0,65028096,0,0,0,0,0,0,0,0,0,0,0,2257920,65028096,65317109760,77902288335,1539902400,22759833600,3034644480,0,0,3034644480,2257920,"<OVERFLOW>","<OVERFLOW>",451584,1519580160,0,0,0,0,0,0,0,10697121792,7959168,4551966720,0,7662477312,5701248,0,0,27311800320,3034644716,11732392621,7959168,0,0
