252,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,95.972720,1.112500,0.868907,45.195982,1.076095,95.972720,1.112500,0.211915,0.067380,0.115630,0.000000,0.000000,0.000000,1.084093,1.475462,1.520197,63.848292,0.000000,58.500000,70.786517,70.786517,98.306114,0.000000,63.848292,0.000000,0.000000,1.348255,935.000000,32.771298,0.000000,0.000000,1.200000,1.000000,3.514286,3.514286,0,0,833490,92610,325458,7749,0,4,0,7997,10884,471088,11216,0.000000,0.000000,903.919640,100.435516,63.861848,1.520469,0.000000,568.589844,143325,101430,1177026,1026459,32006016,0,0,16003008,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (1)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",2061675,2498574,2429259,0.000000,16003008,0,13018320,0,1333584,25401600,3492720,0,0.000000,0,0.000000,0,0.000000,470988,11214,0,1.520197,0,4.316463,0.000000,5.369334,0.000000
504,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.312414,1.084157,0.916248,45.841323,558.827562,99.312414,1.084157,0.224104,0.068553,0.116936,0.000000,0.000000,0.000000,24.800330,718.686177,791.672379,64.941875,0.000000,58.500000,70.588235,70.588235,61.651698,0.000000,64.941875,0.000000,0.007950,1.327120,1838.000000,32.409591,0.000000,0.000000,1.200000,1.000000,3.528571,3.528571,0,0,6667920,740880,2614248,31122,0,2,0,1442948,40835,3778596,44987,0.000000,0.000000,916.826470,101.869608,64.943731,791.760379,0.000000,36.043945,1128960,776160,9564266,8180802,256048128,0,0,128024064,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",16211160,19844138,19384538,0.000000,128024064,0,100082304,0,10668672,202958784,24639552,0,0.000000,0,0.000000,0,0.000000,3778488,45286,0,797.022707,0,4.428657,0.000000,5.214401,0.000000
756,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.376338,1.079072,0.927988,46.003923,373.873155,99.376338,1.079072,0.225054,0.068953,0.116937,0.000000,0.000000,0.000000,27.898639,489.778961,529.159095,65.111373,0.000000,58.500000,70.654206,70.654206,57.137167,0.000000,65.111373,0.000000,0.000000,1.321921,2741.000000,32.329092,0.000000,0.000000,1.200000,1.000000,3.523810,3.523810,0,0,22504230,2500470,8811180,69930,0,1,0,5458990,93590,12740558,101117,0.000000,0.000000,920.078467,102.230941,65.111721,529.169561,0.000000,5.358398,3790395,2579850,32268700,27575100,864162432,0,0,432081216,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",54395145,66636989,65187344,0.000000,432081216,0,333205488,0,36006768,684700128,79443504,0,0.000000,0,0.000000,0,0.000000,12740490,101115,0,529.159095,0,4.436468,0.000000,5.191360,0.000000
1008,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.773250,1.073665,0.932281,45.738246,278.785501,99.773250,1.073665,0.225580,0.069155,0.116938,0.000000,0.000000,0.000000,29.237404,364.022639,394.946126,64.795849,0.000000,58.500000,70.588235,70.588235,54.903757,0.000000,64.795849,0.000000,0.000092,1.315862,3644.000000,32.203951,0.000000,0.000000,1.200000,1.000000,3.521429,3.521429,0,0,53343360,5927040,20871648,124236,0,9,0,13639538,165840,30228040,179933,0.000000,0.000000,914.764924,101.640547,64.796140,394.957101,0.000000,20.228516,8961120,6068160,76443248,65321676,2048385024,0,0,1024192512,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",128560320,157560895,154243615,0.000000,1024192512,0,784401408,0,85349376,1622654208,183907584,0,0.000000,0,0.000000,0,0.000000,30227904,179956,0,395.007586,0,4.444843,0.000000,5.094913,0.000000
1260,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.882506,1.067910,0.934464,45.796499,223.312451,99.882506,1.067910,0.226145,0.069276,0.117070,0.000000,0.000000,0.000000,30.178433,290.588634,316.182075,64.842027,0.000000,58.500000,70.627803,70.627803,53.469708,0.000000,64.842027,0.000000,0.000000,1.309413,4547.000000,32.060001,0.000000,0.000000,1.200000,1.000000,3.522830,3.522830,0,0,104186250,11576250,40781160,194196,0,2,0,27462167,258236,59005970,280986,0.000000,0.000000,915.929979,101.769998,64.842214,316.188827,0.000000,2.303711,17474625,11796750,149346335,127532946,4000752000,0,0,2000376000,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",250653375,307337493,300997158,0.000000,2000376000,0,1525683600,0,166698000,3168849600,354034800,0,0.000000,0,0.000000,0,0.000000,59005800,280980,0,316.182075,0,4.433646,0.000000,4.993263,0.000000
1512,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.947770,1.059847,0.935440,45.106596,183.290294,99.947770,1.059847,0.226833,0.069358,0.117381,0.000000,0.000000,0.000000,30.248022,239.270006,259.661250,63.901011,0.000000,58.500000,70.588235,70.588235,52.712380,0.000000,63.901011,0.000000,0.000000,1.300255,5450.000000,31.845137,0.000000,0.000000,1.200000,1.000000,3.528571,3.528571,0,0,180033840,20003760,70584696,280098,0,5,0,48291541,373046,102019340,404843,0.000000,0.000000,902.131918,100.236880,63.901114,259.664457,0.000000,3.283203,30164400,20321280,258211019,220321458,6913299456,0,0,3456649728,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",432621000,530753890,519957250,0.000000,3456649728,0,2629065600,0,288054144,5475314880,605828160,0,0.000000,0,0.000000,0,0.000000,102019176,404838,0,259.661250,0,4.408215,0.000000,4.908079,0.000000
1764,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.978008,1.055839,0.935804,44.913510,156.433448,99.978008,1.055839,0.226912,0.069416,0.117225,0.000000,0.000000,0.000000,30.612019,203.867175,221.525371,63.602011,0.000000,58.500000,70.616493,70.616493,51.805749,0.000000,63.602011,0.000000,0.000000,1.295421,6353.000000,31.733183,0.000000,0.000000,1.200000,1.000000,3.524504,3.524504,0,0,285887070,31765230,111956670,380805,0,4,0,77941630,506903,161938003,550815,0.000000,0.000000,898.270194,99.807799,63.602073,221.527783,0.000000,1.646484,47863935,32197410,409990240,349798335,10978063488,0,0,5489031744,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",686409885,842164322,825200297,0.000000,5489031744,0,4166560944,0,457419312,8694078624,955290672,0,0.000000,0,0.000000,0,0.000000,161937846,550809,0,221.525371,0,4.396562,0.000000,4.891377,0.000000
2016,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.981179,1.051592,0.936043,44.763370,136.421700,99.981179,1.051592,0.227275,0.069460,0.117272,0.000000,0.000000,0.000000,31.343481,178.861482,193.264074,63.414774,0.000000,58.500000,70.588235,70.588235,50.554472,0.000000,63.414774,0.000000,0.000000,1.290593,7256.000000,31.619873,0.000000,0.000000,1.200000,1.000000,3.525000,3.525000,0,0,426746880,47416320,167142528,497448,0,0,0,119523910,666077,241823398,719713,0.000000,0.000000,895.267403,99.474156,63.414818,193.264342,0.000000,0.000000,71406722,47980800,612166009,522076970,16387080192,0,0,8193540096,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Idle (0)","High (7)","Low (2)","Low (1)","Idle (0)",1023966720,1256688576,1231568256,0.000000,8193540096,0,6210183168,0,682795008,12977169408,1418425344,0,0.000000,0,0.000000,0,0.000000,241823232,719712,0,193.264074,0,4.381777,0.000000,4.856901,0.000000
2268,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.987203,1.046294,0.936277,44.571744,120.744617,99.987203,1.046294,0.227670,0.069494,0.117235,0.000000,0.000000,0.000000,32.007255,157.576554,171.001637,63.123651,0.000000,58.500000,70.610212,70.610212,49.288677,0.000000,63.123651,0.000000,0.000000,1.284504,8159.000000,31.474600,0.000000,0.000000,1.200000,1.000000,3.523810,3.523810,0,0,607614210,67512690,237901860,629370,0,8,0,174532663,839112,344207720,910612,0.000000,0.000000,891.434876,99.048320,63.123681,171.003515,0.000000,1.538086,101626245,68227110,871994426,743268960,23332385664,0,0,11666192832,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1457238195,1789007457,1753464102,0.000000,11666192832,0,8831945808,0,972182736,18476615808,2011235184,0,0.000000,0,0.000000,0,0.000000,344207556,910602,0,171.001637,0,4.362101,0.000000,4.805697,0.000000
2520,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.968897,1.042789,0.936460,44.921948,109.523986,99.968897,1.042789,0.228334,0.069521,0.117339,0.000000,0.000000,0.000000,33.051028,142.499426,155.158980,63.639426,0.000000,58.500000,70.588235,70.588235,48.040665,0.000000,63.639426,0.000000,0.000000,1.280894,9062.000000,31.389430,0.000000,0.000000,1.200000,1.000000,3.525714,3.525714,0,0,833490000,92610000,326516400,777420,0,10,0,245293919,1032797,472311134,1124558,0.000000,0.000000,898.438951,99.826550,63.639444,155.160084,0.000000,1.412109,139356000,93492000,1197361275,1019487420,32006016000,0,0,16003008000,0,0,0,0,0,"Mid (6)","Low (2)","Idle (0)","Low (2)","Low (1)","High (7)","Low (2)","Low (1)","Idle (0)",1998171000,2454421749,2405910789,0.000000,16003008000,0,12103862400,0,1333584000,25344446400,2749723200,0,0.000000,0,0.000000,0,0.000000,472311000,1124550,0,155.158980,0,4.348397,0.000000,4.786081,0.000000
