256,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",93.711739,0.863342,3.871529,3.844198,5285.000000,100.000000,100.000000,99.943236,0.000223,85.534816,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,6291456,8192,1407,4776,66.666667,0.000000,208.390139,1.447154,370.471358,1.447154,254.518164,863.950784,740.942716,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,4194304,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,33554432,0,16777216,0,0,10823680,10826091,"Low (1)","High (8)",0.000000,"Idle (0)",16777216,0,244383744,0,4325376,33619968,47054848,0,9635371,141312,141312,4210688,1058816,0,0.000000,4.482268,8.815842,20.618759,0.054511,0.000000,45.342189,0.173655,7.124134,0.134282,13.254360,0,5,2097223,8198,0,0.000000,66.623377,100.000000,100.000000,370.471358,1.447154,2097152,8192,370.483901,1.448214,0.000000,926.177734,"High (7)",0.000000,0,"Low (1)",0.000000,10.078526,4.450845,0.000000
512,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.037524,0.933244,4.087800,4.087701,10533.000000,100.000000,100.000000,99.971518,0.000029,90.966493,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,50331648,32768,64735,50354,66.666667,0.000000,229.014533,814.273895,407.136948,814.273895,1.570941,1.221953,814.273896,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,33554432,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,268435456,0,134217728,0,0,86286336,86288747,"Low (1)","High (8)",0.000000,"Idle (0)",134217728,0,1950613504,0,34078720,268697600,372768768,0,76809771,1089536,1089536,33619968,8429568,0,0.000000,4.058233,5.397570,18.255657,0.016750,0.000000,47.873471,0.026858,9.087830,0.044349,15.239281,0,5,16777287,32774,0,0.000000,66.644993,99.613786,50.000000,407.136948,814.273895,16777216,32768,407.138671,814.422994,0.000000,127.229492,"High (8)",0.000000,0,"Low (1)",0.000000,12.145867,4.896256,0.000000
768,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.582920,0.955706,4.037206,4.039469,15781.000000,100.000000,100.000000,99.980990,0.000009,89.896603,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,169869312,73728,2949219,99328,66.666667,0.000000,231.207965,548.048509,411.036382,548.048509,21.408864,738.343129,822.072763,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,113246208,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,905969664,0,452984832,0,0,290875392,290877888,"Low (2)","High (8)",0.000000,"Idle (0)",452984832,0,6578307072,0,114425856,906559488,1253965824,0,258934400,3631104,3631104,113393664,28403712,0,0.000000,4.082749,8.367974,19.555253,0.049286,0.000000,47.183913,0.007989,7.338018,0.043836,13.370982,0,5,56634117,73734,0,0.000000,66.652212,94.750358,41.300456,411.036382,548.048509,56623104,73728,411.116327,548.093109,0.000000,38.058594,"High (8)",0.000000,0,"Low (1)",0.000000,11.211204,4.890021,0.000000
1024,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.523724,0.946182,4.106086,4.106065,21029.000000,100.000000,100.000000,99.985734,0.000004,91.380326,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,402653184,131072,8483923,155535,66.666667,0.000000,230.093040,409.054294,409.054294,409.054294,25.856384,485.399320,818.108588,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,268435456,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,2147483648,0,1073741824,0,0,689078272,689080768,"Low (2)","High (8)",0.000000,"Idle (0)",1073741824,0,15587082240,0,270532608,2148532224,2967470080,0,613418624,8552448,8552448,268697600,67272704,0,0.000000,4.038249,5.950512,19.140886,0.030906,0.000000,47.411033,0.004087,8.517831,0.023114,14.883381,0,5,134229703,131078,0,0.000000,66.655823,93.701654,26.713562,409.054294,409.054294,134217728,131072,409.090790,409.073019,0.000000,15.978516,"High (8)",0.000000,0,"Low (1)",0.000000,12.115230,4.975966,0.000000
1280,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.676471,0.974105,3.882627,3.901096,26277.000000,100.000000,100.000000,99.988583,0.000002,86.819644,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,786432000,204800,16517719,231136,66.666667,0.000000,207.567625,295.207288,369.009111,295.207288,23.251300,333.169100,738.018221,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,524288000,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,4194304000,0,2097152000,0,0,1345382400,1345384896,"Low (2)","High (8)",0.000000,"Idle (0)",2097152000,0,30436556800,0,527564800,4195942400,5790105600,0,1197672064,16640000,16640000,524697600,131328000,0,0.000000,3.888808,11.202247,19.820655,0.139646,0.000000,47.962465,0.001604,5.709747,0.030743,11.244085,0,5,262155687,204806,0,0.000000,66.657991,93.697912,33.334961,369.009111,295.207288,262144000,204800,369.025562,295.215937,0.000000,7.379883,"High (7)",0.000000,0,"Low (1)",0.000000,9.973121,4.702316,0.000000
1536,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.766281,0.971293,4.104296,4.066281,31525.000000,100.000000,100.000000,99.990484,0.000001,90.496503,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,1358954496,294912,29974733,320732,66.666667,0.000000,204.245268,242.068465,363.102698,242.068465,24.027088,263.261932,726.205396,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,905969664,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,7247757312,0,3623878656,0,0,2324275200,2324277610,"Low (2)","High (8)",0.000000,"Idle (0)",3623878656,0,52586348544,0,910688256,7250116608,9998696448,0,2069104170,28680192,28680192,906559488,226861056,0,0.000000,3.915537,6.866676,18.611496,0.038010,0.000000,48.660449,0.001184,8.246964,0.016161,13.643522,0,5,453008423,294918,0,0.000000,66.659436,93.442629,24.880642,363.102698,242.068465,452984832,294912,363.121608,242.073390,0.000000,4.202148,"High (8)",0.000000,0,"Low (1)",0.000000,11.522376,4.937683,0.000000
1792,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.818802,0.972490,4.089079,4.092814,36773.000000,100.000000,100.000000,99.991842,0.000001,91.087448,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,2157969408,401408,48870991,427990,66.666667,0.000000,199.658365,202.827544,354.948204,202.827544,24.115268,216.259170,709.896408,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,1438646272,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,11509170176,0,5754585088,0,0,3690244096,3690246512,"Low (2)","High (8)",0.000000,"Idle (0)",5754585088,0,83496075264,0,1445068800,11512381440,15870066688,0,3285124656,45459456,45459456,1439449088,360163328,0,0.000000,3.852717,6.368654,18.794027,0.033301,0.000000,48.169364,0.000745,8.423517,0.014276,14.343400,0,5,719370407,401414,0,0.000000,66.660469,93.328338,28.435407,354.948204,202.827544,719323136,401408,354.971530,202.830576,0.000000,2.586914,"High (8)",0.000000,0,"Low (1)",0.000000,12.038360,4.987071,0.000000
2048,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.942860,0.955995,4.137006,4.142153,42021.000000,100.000000,100.000000,99.992861,0.000000,92.185833,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,3221225472,524288,85914419,550582,66.666667,0.000000,203.207451,180.628845,361.257691,180.628845,28.905687,189.687712,722.515382,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,2147483648,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,17179869184,0,8589934592,0,0,5507776512,5507779008,"Low (2)","High (9)",0.000000,"Idle (0)",8589934592,0,124625354752,0,2155872256,17184063488,23681040384,0,4903143040,67764224,67764224,2148532224,537526272,0,0.000000,3.906626,4.274658,19.153407,0.021204,0.000000,47.561179,0.000406,9.108480,0.008901,15.965140,0,5,1073799975,524294,0,0.000000,66.661243,91.947439,15.603638,361.257691,180.628845,1073741824,524288,361.277256,180.630912,0.000000,1.763672,"High (8)",0.000000,0,"Low (1)",0.000000,12.779438,5.034030,0.000000
2304,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.950068,0.953083,4.102582,4.116647,47269.000000,100.000000,100.000000,99.993653,0.000000,91.618448,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,4586471424,663552,130300992,690304,66.666667,0.000000,203.402006,160.712696,361.603567,160.712696,30.819316,167.192046,723.207134,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,3057647616,"Low (1)","High (9)","Low (1)","Idle (0)","Idle (0)","Max (10)",0,0,0,0,24461180928,0,12230590464,0,0,7841359872,7841362368,"Low (2)","High (8)",0.000000,"Idle (0)",12230590464,0,177433804800,0,3068264448,24466489344,33708441600,0,6980568704,96380928,96380928,3058974720,765241344,0,0.000000,3.967953,6.307093,19.192971,0.025128,0.000000,47.039020,0.000337,8.593137,0.011590,14.862772,0,5,1528905891,663558,0,0.000000,66.661846,91.794850,11.411012,361.603567,160.712696,1528823808,663552,361.622982,160.714149,0.000000,1.239258,"High (8)",0.000000,0,"Low (1)",0.000000,12.270606,5.006201,0.000000
2560,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",99.934927,0.953945,4.095685,4.071289,52517.000000,100.000000,100.000000,99.994288,0.000000,90.609171,0.000000,0.000000,0.000000,0.000000,6.000000,4.000000,0,0,0,0,6291456000,819200,190546598,845708,66.666667,0.000000,195.009001,138.673067,346.682668,138.673067,31.499483,143.160305,693.365337,0.000000,0.000000,0.000000,0.000000,56.250000,100.000000,4194304000,"Low (1)","High (8)","Low (1)","Idle (0)","Idle (0)","High (9)",0,0,0,0,33554432000,0,16777216000,0,0,10755481600,10755484018,"Low (2)","High (8)",0.000000,"Idle (0)",16777216000,0,243381043200,0,4207411200,33560985600,46229094400,0,9574811186,132096000,132096000,4195942400,1049600000,0,0.000000,4.025373,6.603682,19.653641,0.045227,0.000000,46.882240,0.000209,8.410718,0.010529,14.368380,0,5,2097268519,819206,0,0.000000,66.662328,90.883298,9.055664,346.682668,138.673067,2097152000,819200,346.701930,138.674083,0.000000,887.000000,"High (8)",0.000000,0,"Low (1)",0.000000,11.756801,4.987797,0.000000
