256,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",9469952,9469952,4489216,4489216,0,0,15,40,15,26,0,0,4456448,4456448,32768,32768,4456448,4456448,32768,23040,4456480,4456487,32769,32773,0,0,5,0,11455319,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,32922636,8444736,1190720,10823680,346357760,346161152,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,10578268,627878250,80462504,256,0,0,0,0
512,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",75628544,75628544,35782656,35782656,19419,14424,22730,17058,19941,19921,22899,22728,35651584,35651584,131072,131072,35634196,35634200,126976,90768,35657600,35657543,131073,131077,0,0,5,0,81788034,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,244555851,67330803,9478976,86286336,2761162752,2760376320,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,80482490,4978324542,637215361,1024,0,0,0,0
768,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",255098880,255098880,120619008,120619008,1294345,981312,56354,42544,49511,49540,1139727,1136740,120324096,120324096,294912,210688,119119786,119122662,279909,279957,120330112,120330055,294913,294917,0,0,5,0,287472325,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,881873520,226990912,31943488,290875392,9308012544,9306243072,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,285402150,17798396418,2278102782,2304,0,0,0,0
1024,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",604504064,604504064,285736960,285736960,4468805,3447486,89434,67358,78308,78408,3925505,3925286,285212672,285212672,524288,524288,281283232,281283034,492814,492809,285224613,203877883,524293,524289,0,0,1,4,648508733,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,1970937020,537756480,75662144,689078272,22050504704,22047358976,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,646270427,40355985984,5155842437,4096,0,0,0,0
1280,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",1180467200,1180467200,557875200,557875200,9427037,7133322,131470,99182,115469,114978,8282471,8281651,557056000,557056000,819200,819200,548809235,392055840,768336,768344,557085312,557084839,819205,819201,0,0,5,0,1358778040,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,4222184720,1049959232,147712832,1345382400,43052236800,43047321600,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,1352644236,84702918998,10811507208,6400,0,0,0,0
1536,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",2039611392,2039611392,963772416,963772416,16370395,12361014,183922,138354,161053,161046,14365626,14364135,962592768,962592768,1179648,1179648,948269749,677453556,1105562,1105571,962639648,962638887,1179653,1179649,0,0,1,4,2283890829,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,7020033302,1813930816,255173440,2324275200,74376806400,74369728512,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,2281328149,142836160400,18228794595,9216,0,0,0,0
1792,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",3238559744,3238559744,1530167296,1530167296,26010998,19640308,246368,185316,215601,215321,22833505,22830228,1528561664,1528561664,1605632,1605632,1505806421,1505809004,1503845,1503725,1528632824,1528631695,1605633,1605637,0,0,5,0,3608932352,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,11115037042,2880002880,405121856,3690244096,118087811072,118078177280,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,3604934930,226053564984,28912596443,12544,0,0,0,0
2048,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",4833935360,4833935360,2283798528,2283798528,38769467,29288257,319064,239183,278997,279165,34019629,34018348,2281701376,2281701376,2097152,2097152,2247780436,2247780466,1963213,1963203,2281807839,1630050415,2097156,2097154,0,0,4,1,5172036939,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,15824736432,4298506986,604635968,5507776512,176248848384,176236265472,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,5166475072,324054097534,41441681838,16384,0,0,0,0
2304,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",6882361344,6882361344,3251404800,3251404800,55488891,41915206,407191,305739,356477,356612,48710903,48703101,3248750592,3248750592,2654208,2654208,3200193938,3200197666,2477740,2478003,3248909304,3248906687,2654208,2654214,0,0,4,1,7748821335,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,23946116718,6119774967,860793664,7841359872,250923515904,250907590656,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,7740990901,486083404968,61747390643,20736,0,0,0,0
2560,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",9440460800,9440460800,4459724800,4459724800,76523328,57820043,510640,383032,446712,446892,67178408,67192927,4456448000,4456448000,3276800,2340608,4389493747,4389478643,3050288,3050664,4456665400,4456661863,3276800,3276806,0,0,0,5,10724711747,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,33233327618,8394138432,1180672832,10755481600,344175411200,344155750400,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,10720329201,673549419762,85639700428,25600,0,0,0,0
