256,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",270336,270336,139264,139264,0,8,70,1000,80,104,0,0,131072,131072,4096,4096,131072,131072,4096,4096,131104,131111,4100,4098,0,0,0,5,1078934,0,0,2097152,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,2510488,901952,533312,1966080,62914560,62783488,0,0,655360,65536,0,0,0,0,0,65536,2048,0,36864,986328,55852480,7021276,256,0,0,786432,65536
512,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",2129920,2129920,1081344,1081344,36784,27844,28308,21474,24961,25077,32288,32240,1048576,1048576,16384,16384,1015808,726144,8192,8192,1048608,1048615,16388,16386,0,0,0,5,7693371,0,0,16777216,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,19034019,7013105,4227904,15466496,494927872,494403584,0,0,5242880,524288,0,0,0,0,0,524288,8192,0,278528,7575532,473414912,59283489,1024,0,0,6291456,524288
768,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",7151616,7151616,3612672,3612672,1008148,761112,54389,42472,47649,34018,880329,628448,3538944,3538944,36864,36864,2643868,2643368,18432,18432,3538976,3538983,36865,36869,0,0,5,0,25948867,0,0,56623104,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,65166358,23446258,14230336,51904512,1660944384,1659764736,0,0,17694720,1769472,0,0,0,0,0,1769472,18432,0,921600,25700198,1619835666,202188011,2304,0,0,21233664,1769472
1024,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",16908288,16908288,8519680,8519680,4360840,3302684,89492,67300,78381,78373,3814878,3814876,8388608,8388608,65536,65536,4531524,4531600,32768,32768,8388736,5992576,65537,65541,0,0,5,0,61057307,0,0,134217728,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,154611056,55313216,33686336,122683392,3925868544,3923771392,0,0,41943040,4194304,0,0,0,0,0,4194304,32768,0,2162688,60861943,3863572404,483226667,4096,0,0,50331648,4194304
1280,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",32972800,32972800,16588800,16588800,9293916,6987284,130021,99128,113800,81238,8134447,5811172,16384000,16384000,102400,102400,8233860,8233882,51198,51196,16390032,16389935,102404,102402,0,0,0,5,119731893,0,0,262144000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,304435499,107725557,65741632,239206400,7654604800,7651328000,0,0,81920000,8192000,0,0,0,0,0,8192000,51200,0,4198400,119503709,7606543086,950236212,6400,0,0,98304000,8192000
1536,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",56918016,56918016,28606464,28606464,16330088,12260564,181672,137722,158971,113468,14295565,10214356,28311552,28311552,147456,147456,14018372,14018716,73722,73726,28317536,28317447,147457,147461,0,0,1,4,206155164,0,0,452984832,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,542538348,185795392,113541952,412876800,13212057600,13207339008,0,0,141557760,14155776,0,0,0,0,0,14155776,73728,0,7225344,205963015,13127418262,1641011193,9216,0,0,169869312,14155776
1792,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",90316800,90316800,45359104,45359104,25960864,19478390,243854,183698,213889,213449,22721492,22721244,44957696,44957696,200704,143360,22254884,22254792,100140,100154,44963680,44963591,200705,200709,0,0,5,0,327580438,0,0,719323136,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,835033352,294634304,180233024,655097856,20963131392,20956708864,0,0,224788480,22478848,0,0,0,0,0,22478848,100352,0,11440128,327353615,20887180864,2611826672,12544,0,0,269746176,22478848
2048,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",134742016,134742016,67633152,67633152,38678948,29030236,314314,236174,275214,275236,33856486,33856336,67108864,67108864,262144,262144,33263860,33263864,130032,130048,67120262,67120095,262145,262149,0,0,1,4,513793862,0,0,1073741824,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,1309602476,439354176,268960576,977272832,31272730624,31264342016,0,0,335544320,33554432,0,0,0,0,0,33554432,131072,0,17039360,513391684,32780960204,4088889518,16384,0,0,402653184,33554432
2304,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",191766528,191766528,96215040,96215040,55039436,41322720,393482,295684,344330,344536,48181644,48181552,95551488,95551488,331776,331776,47383400,47383184,163286,163298,95569184,95568903,331776,331782,0,0,4,1,710392455,0,0,1528823808,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,1872661093,625066731,382870336,1390804992,44505759744,44495142912,0,0,477757440,47775744,0,0,0,0,0,47775744,165888,0,24219648,710037656,45355685122,5748159456,20736,0,0,573308928,47775744
2560,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",262963200,262963200,131891200,131891200,75522268,56653128,481284,362446,421101,300853,66100145,47215352,131072000,131072000,409600,409600,65027536,65028216,202098,202168,131095110,131094751,409601,409605,0,0,1,4,954310960,0,0,2097152000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,2574831672,856883940,525108032,1907097600,61027123200,61014016000,0,0,655360000,65536000,0,0,0,0,0,65536000,204800,0,33177600,953855092,60946063622,7881161343,25600,0,0,786432000,65536000
2816,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",349904896,349904896,175448064,175448064,100518688,75459200,581532,436242,508848,509062,87975980,87974528,174456832,174456832,495616,354016,86471840,86471656,242446,242576,174480634,174480239,495621,495617,0,0,1,4,1316758919,0,0,2791309312,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,3249440456,1139917632,698819392,2537553920,81201725440,81185865728,0,0,872284160,87228416,0,0,0,0,0,87228416,247808,0,44109824,1316135428,84123108914,10483249717,30976,0,0,1046740992,87228416
3072,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",454164480,454164480,227672064,227672064,130750192,98115568,689224,517136,603149,603183,114441088,114443620,226492416,226492416,589824,589824,112123608,112119844,284970,284870,226527758,226527119,589829,589825,0,0,1,4,1697989854,0,0,3623878656,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,4287454368,1479279424,907150144,3293577216,105394470912,105375596544,0,0,1132462080,113246208,0,0,0,0,0,113246208,294912,0,57212928,1697412617,108507978170,13588880156,36864,0,0,1358954496,113246208
3328,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",577314816,577314816,289349632,289349632,166367972,125500792,804659,604898,704072,502858,145628741,104047416,287965184,287965184,692224,692224,141713348,141716144,330730,330820,288006208,288005543,692224,692230,0,0,0,5,2105628566,0,0,4607442944,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,5625848252,1880081216,1153246016,4186570752,133970264064,133948112896,0,0,1439825920,143982592,0,0,0,0,0,143982592,346112,0,72683520,2104839650,134573446698,17392458528,43264,0,0,1727791104,143982592
3584,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",720928768,720928768,361267200,361267200,209194124,157074574,932688,699718,816234,816244,183109044,183100760,359661568,359661568,802816,802816,176172532,176180016,373598,373704,359720256,359719303,802820,802818,0,0,4,1,2692143967,0,0,5754585088,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,7040713095,2347434729,1440252736,5227937792,167294009344,167268319232,0,0,1798307840,179830784,0,0,0,0,0,179830784,401408,0,90718208,2691326310,172097499752,21582370978,50176,0,0,2157969408,179830784
3840,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",886579200,886579200,444211200,444211200,261283496,196870956,1068008,801506,934750,934748,228694912,228693880,442368000,442368000,921600,921600,212911696,212914020,438164,437898,442439433,316055915,921601,921605,0,0,5,0,3330683545,0,0,7077888000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,8669626009,2886451951,1771316032,6429081600,205730611200,205701120000,0,0,2211840000,221184000,0,0,0,0,0,221184000,460800,0,111513600,3328699055,212951451768,26660407017,57600,0,0,2654208000,221184000
4096,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",1075838976,1075838976,538968064,538968064,318749328,239748585,1214104,908740,1062317,1062393,278993056,278991880,536870912,383483904,1048576,1048576,257969468,257969004,491482,491492,536953040,536951703,1048581,1048577,0,0,1,4,4034226195,0,0,8589934592,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,10406531550,3502244598,2149581632,7801405440,249644974080,249611419648,0,0,2684354560,268435456,0,0,0,0,0,268435456,524288,0,135266304,4031320979,257905075182,31318251463,65536,0,0,3221225472,268435456
4352,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",1290280960,1290280960,646324224,646324224,384222528,288262572,1368340,1026330,1197335,1197399,336277756,336278124,643956736,643956736,1183744,1183744,307732388,307733728,552108,551762,644061892,644060239,1183749,845537,0,0,1,4,4843926212,0,0,10303307776,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,12627031492,4199924544,2578195264,9356312576,299402002432,299364122624,0,0,3219783680,321978368,0,0,0,0,0,321978368,591872,0,162172928,4841089142,309706653632,38827766472,73984,0,0,3863740416,321978368
4608,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",1531478016,1531478016,767066112,767066112,453811552,341446446,1531816,1149270,1340534,1340492,397191424,397190352,764411904,764411904,1327104,1327104,366489412,366493190,608042,608582,764535024,764533019,1327108,1327106,0,0,0,5,5736115682,0,0,12230590464,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,14857819893,4984603367,3060302656,11105206272,355366600704,355324133376,0,0,3822059520,382205952,0,0,0,0,0,382205952,663552,0,192430080,5733804452,366800991068,45807898540,82944,0,0,4586471424,382205952
4864,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",1801003008,1801003008,901980160,901980160,534317512,401675810,1705318,1279154,1492276,1492172,467672008,467664572,899022848,899022848,1478656,1478656,431859180,431857700,660598,660766,899163520,642303104,1478661,1478657,0,0,1,0,6753235816,0,0,14384365568,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,17555580087,5861393129,3599049536,13059489792,417903673344,417856356352,0,0,4495114240,449511424,0,0,0,0,0,449511424,739328,0,226234368,6751339844,431873365658,53986899777,92416,0,0,5394137088,449511424
5120,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",2100428800,2100428800,1051852800,1051852800,624887070,468101592,1888058,1416010,1651953,1652103,546915730,546916794,1048576000,1048576000,1638400,1638400,501588844,501578246,689766,688896,1048746440,1048743639,1638405,1638401,0,0,1,4,7842682192,0,0,16777216000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,20343801932,6835405548,4197581632,15230566400,487378124800,487325696000,0,0,5242880000,524288000,0,0,0,0,0,524288000,819200,0,263782400,7841243549,501653796344,62758691770,102400,0,0,6291456000,524288000
5376,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",2431328256,2431328256,1217470464,1217470464,728425226,546400752,2079589,1559959,1819728,1819718,637548374,637562748,1213857792,1213857792,1806336,1806336,576689292,576678664,745906,746438,1214051970,1214048751,1806341,1290241,0,0,1,4,9080705500,0,0,19421724672,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,23560679890,7911752434,4859044672,17629839360,564154859520,564097056768,0,0,6069288960,606928896,0,0,0,0,0,606928896,903168,0,305270784,9078975387,580818931818,72655916156,112896,0,0,7283146752,606928896
5632,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int)",2795274240,2795274240,1399619584,1399619584,840749852,631379796,2280921,1710499,1995917,1995905,735900724,735860372,1395654656,1395654656,1982464,1982464,658823444,658863574,784878,784128,1395877872,1395874231,1982468,1982466,0,0,4,1,10445550342,0,0,22330474496,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,27072184509,9095545583,5586584384,20268711936,648598781952,648535343104,0,0,6978273280,697827328,0,0,0,0,0,697827328,991232,0,350896128,10443161916,668111598870,83727653216,123904,0,0,8373927936,697827328
