256,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",3153920,3153920,1056768,1056768,0,0,13,163,24,20,0,0,1048576,1048576,4096,4096,1048576,1048576,4096,4096,1048745,753867,4097,4101,0,0,5,0,2942606,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,1485732,8444736,1190720,10823680,346357760,346161152,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,2749078,151130490,19866778,256,0,0,0,0
512,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",25198592,25198592,8421376,8421376,36967,27848,28586,21666,25074,25124,32411,32444,8388608,8388608,16384,16384,8356232,8356224,8192,5856,8388768,8388807,16388,16386,0,0,4,1,21322615,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,7339544,67330802,9478976,86286336,2761162752,2760376320,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,21039002,1258101248,163836148,1024,0,0,0,0
768,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",85008384,85008384,28385280,28385280,1681021,1282376,56448,42622,49467,49539,1468037,1468376,28311552,28311552,36864,36864,26835872,26836392,14490,14346,28317568,28317511,36868,26337,0,0,4,1,72209877,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,27700886,226990830,31943488,290875392,9308012544,9306243072,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,71811749,4382948326,566926931,2304,0,0,0,0
1024,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",201457664,201457664,67239936,67239936,4845725,3657449,90022,65911,78769,78765,4242534,4242964,67108864,47939584,65536,65536,62848201,62848944,18744,19046,67114800,67114703,65536,65542,0,0,4,1,168691593,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,57328096,537756396,75662144,689078272,22050504704,22047358976,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,167740837,10211200032,1328538318,4096,0,0,0,0
1280,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",393420800,393420800,131276800,131276800,9508451,7177922,131848,99394,115515,115521,8327718,8327834,131072000,131072000,102400,102400,122760085,122758982,34382,34380,131083458,131083327,102401,102405,0,0,5,0,340461115,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,185723260,1049959148,147712832,1345382400,43052236800,43047321600,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,339447767,21083212676,2719765154,6400,0,0,0,0
1536,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",679772160,679772160,226787328,226787328,17150665,13016318,183288,136403,160579,160601,15014503,15016864,226492416,161808384,147456,147456,211601799,211599890,36452,36504,226504496,226504287,147457,147461,0,0,5,0,570660280,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,200955623,1813930721,255173440,2324275200,74376806400,74369728512,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,569107433,35476920598,4529372245,9216,0,0,0,0
1792,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",1079386112,1079386112,360062976,360062976,28152930,20878734,243914,183652,213644,213672,24687103,24675268,359661568,359661568,200704,143360,335026609,335042787,57916,58108,359679296,359679047,200704,200710,0,0,0,5,901211183,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,315149938,2880002880,405121856,3690244096,118087811072,118078177280,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,900312477,55994134204,7226407511,12544,0,0,0,0
2048,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",1611137024,1611137024,537395200,537395200,50672774,37144503,314536,236270,275478,275556,44372141,44373512,536870912,536870912,262144,262144,492658089,492655289,46370,45816,536900840,536900395,262144,262150,0,0,4,1,1332344910,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,429026978,4298506988,604635968,5507776512,176248848384,176236265472,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,1330814544,81063274846,10662463386,16384,0,0,0,0
2304,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",2293899264,2293899264,765075456,765075456,71793326,51447530,394688,295926,345300,345322,63039530,62991305,764411904,764411904,331776,331776,703669426,703711890,49594,49800,764447216,764446679,331777,236997,0,0,5,0,1909507725,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,658539622,6119774962,860793664,7841359872,250923515904,250907590656,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,1907647329,116503239728,15288285373,20736,0,0,0,0
2560,"GeForce GTX 970 (1)","2","14","matMul(float*, float*, float*, int, int)",3146547200,3146547200,1049395200,1049395200,106286857,80550972,481465,362722,421282,300956,92915461,66450823,1048576000,1048576000,409600,409600,945692655,945671400,37070,37304,1048640792,1048639735,409600,409606,0,0,4,1,2632048939,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,958022891,8394138343,1180672832,10755481600,344175411200,344155750400,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,2630749988,160981418794,21028151598,25600,0,0,0,0
