gpu_id,l1_cache_used,max_clock_rate,num_of_cores,threads_launched,Instructions.Executed,Instructions.Issued,Executed.IPC,Achieved.Occupancy,Global.Hit.Rate,Shared.Load.Transactions,Shared.Store.Transactions,Global.Load.Transactions,Global.Store.Transactions,Duration
7,0,1110,512,131072,86016,86528,1.473709,0.563606,50,0,0,65536,16384,1.5742999999999998e-05
7,0,1110,512,1048576,688128,688640,0.91011,0.8246459999999999,50,0,0,524288,131072,0.000242951
7,0,1110,512,524288,344064,344576,0.863658,0.8225290000000001,50,0,0,262144,65536,0.00010063
7,0,1110,512,262144,172032,172544,0.930385,0.837849,50,0,0,131072,32768,4.6587e-05
7,0,1110,512,131072,86016,86528,1.6813790000000002,0.702657,50,0,0,65536,16384,1.667e-05
7,0,1110,512,79691776,52297728,52298240,0.9366,0.90757,50,0,0,39845888,9961472,0.013669
7,0,1110,512,75497472,49545216,49545728,0.8261950000000001,0.904447,50,0,0,37748736,9437184,0.012991
7,0,1110,512,2097152,1376256,1376768,0.919955,0.824082,50,0,0,1048576,262144,0.000377881
7,0,1110,512,71303168,46792704,46793216,0.8359610000000001,0.89535,50,0,0,35651584,8912896,0.012274
7,0,1110,512,62914560,41287680,41288192,0.824924,0.904577,50,0,0,31457280,7864320,0.010829
7,0,1110,512,58720256,38535168,38535680,0.837432,0.903152,50,0,0,29360128,7340032,0.009973317
7,0,1110,512,54525952,35782656,35783168,0.823342,0.907773,50,0,0,27262976,6815744,0.009247538
7,0,1110,512,50331648,33030144,33030656,0.833224,0.903783,50,0,0,25165824,6291456,0.00860111
7,0,1110,512,46137344,30277632,30278144,0.836772,0.905222,50,0,0,23068672,5767168,0.007836006999999999
7,0,1110,512,41943040,27525120,27525632,0.833266,0.897022,50,0,0,20971520,5242880,0.0071681409999999985
7,0,1110,512,67108864,44040192,44040704,0.836867,0.902382,50,0,0,33554432,8388608,0.011452
7,0,1110,512,4194304,2752512,2753024,0.918808,0.817804,50,0,0,2097152,524288,0.0007462580000000001
7,0,1110,512,8388608,5505024,5505536,0.924201,0.830519,50,0,0,4194304,1048576,0.001496642
7,0,1110,512,12582912,8257536,8258048,0.821659,0.832681,50,0,0,6291456,1572864,0.00226037
7,0,1110,512,79691776,52297728,52298240,0.8212860000000001,0.8349,50,0,0,39845888,9961472,0.014218
7,0,1110,512,75497472,49545216,49545728,0.819014,0.8278409999999999,50,0,0,37748736,9437184,0.013568
7,0,1110,512,71303168,46792704,46793216,0.818665,0.82957,50,0,0,35651584,8912896,0.01281
7,0,1110,512,67108864,44040192,44040704,0.8176680000000001,0.8314440000000001,50,0,0,33554432,8388608,0.012116
7,0,1110,512,62914560,41287680,41288192,0.817103,0.828736,50,0,0,31457280,7864320,0.011293
7,0,1110,512,58720256,38535168,38535680,0.816117,0.834591,50,0,0,29360128,7340032,0.010532
7,0,1110,512,54525952,35782656,35783168,0.8254,0.836327,50,0,0,27262976,6815744,0.009754165
7,0,1110,512,50331648,33030144,33030656,0.812654,0.8323950000000001,50,0,0,25165824,6291456,0.00903005
7,0,1110,512,46137344,30277632,30278144,0.829147,0.832981,50,0,0,23068672,5767168,0.008310541999999999
7,0,1110,512,41943040,27525120,27525632,0.809337,0.8304450000000001,50,0,0,20971520,5242880,0.007526242
7,0,1110,512,37748736,24772608,24773120,0.8239850000000001,0.824844,50,0,0,18874368,4718592,0.006718519
7,0,1110,512,29360128,19267584,19268096,0.822845,0.8254379999999999,50,0,0,14680064,3670016,0.005228693
7,0,1110,512,25165824,16515072,16515584,0.827556,0.833953,50,0,0,12582912,3145728,0.00448186
7,0,1110,512,20971520,13762560,13763072,0.807056,0.833304,50,0,0,10485760,2621440,0.003747986
7,0,1110,512,16777216,11010048,11010560,0.825384,0.836734,50,0,0,8388608,2097152,0.002953543
7,0,1110,512,37748736,24772608,24773120,0.8146359999999999,0.90592,50,0,0,18874368,4718592,0.006428635
7,0,1110,512,33554432,22020096,22020608,0.816565,0.901869,50,0,0,16777216,4194304,0.005692969
7,0,1110,512,33554432,22020096,22020608,0.8340200000000001,0.832874,50,0,0,16777216,4194304,0.005909709
7,0,1110,512,25165824,16515072,16515584,0.8297,0.907644,50,0,0,12582912,3145728,0.004310171
7,0,1110,512,41943040,27525120,27525632,0.8336110000000001,0.8731709999999999,50,0,0,20971520,5242880,0.007166985
7,0,1110,512,37748736,24772608,24773010,0.8342950000000001,0.870568,50,0,0,18874368,4718592,0.006458484
7,0,1110,512,33554432,22020096,22020496,0.816504,0.875064,50,0,0,16777216,4194304,0.005685254
7,0,1110,512,29360128,19267584,19267987,0.836665,0.8707219999999999,50,0,0,14680064,3670016,0.005127713
7,0,1110,512,25165824,16515072,16515473,0.8279299999999999,0.8711399999999999,50,0,0,12582912,3145728,0.004305816
7,0,1110,512,20971520,13762560,13762962,0.80175,0.8745930000000001,50,0,0,10485760,2621440,0.003569031
7,0,1110,512,46137344,30277632,30278032,0.835247,0.876144,50,0,0,23068672,5767168,0.007984403000000001
7,0,1110,512,16777216,11010048,11010448,0.8353209999999999,0.872051,50,0,0,8388608,2097152,0.002849875
7,0,1110,512,4194304,2752512,2753024,0.937423,0.8536790000000001,50,0,0,2097152,524288,0.000713397
7,0,1110,512,2097152,1376256,1376768,0.929136,0.853301,50,0,0,1048576,262144,0.000361147
7,0,1110,512,1048576,688128,688530,0.940414,0.850248,50,0,0,524288,131072,0.000181582
7,0,1110,512,524288,344064,344576,0.919733,0.848355,50,0,0,262144,65536,9.5255e-05
7,0,1110,512,262144,172032,172544,0.983596,0.835832,50,0,0,131072,32768,4.3868e-05
7,0,1110,512,29360128,19267584,19268096,0.837744,0.9041,50,0,0,14680064,3670016,0.004986355
7,0,1110,512,12582912,8257536,8258048,0.8363659999999999,0.8724959999999999,50,0,0,6291456,1572864,0.002144382
7,0,1110,512,50331648,33030144,33030656,0.8196959999999999,0.874044,50,0,0,25165824,6291456,0.008733187
7,0,1110,512,8388608,5505024,5505427,0.832649,0.872217,50,0,0,4194304,1048576,0.001437545
7,0,1110,512,58720256,38535168,38535680,0.838622,0.876185,50,0,0,29360128,7340032,0.010085
7,0,1110,512,20971520,13762560,13763072,0.800706,0.904302,50,0,0,10485760,2621440,0.003711194
7,0,1110,512,54525952,35782656,35783057,0.8228549999999999,0.872341,50,0,0,27262976,6815744,0.009419067
7,0,1110,512,16777216,11010048,11010560,0.835842,0.909303,50,0,0,8388608,2097152,0.002845013
7,0,1110,512,12582912,8257536,8258048,0.8354659999999999,0.899711,50,0,0,6291456,1572864,0.002150398
7,0,1110,512,8388608,5505024,5505536,0.850649,0.908294,50,0,0,4194304,1048576,0.001436937
7,0,1110,512,2097152,1376256,1376768,0.93735,0.899383,50,0,0,1048576,262144,0.000360891
7,0,1110,512,1048576,688128,688640,0.930562,0.896526,50,0,0,524288,131072,0.00018235
7,0,1110,512,524288,344064,344576,0.923297,0.8896430000000001,50,0,0,262144,65536,9.439e-05
7,0,1110,512,4194304,2752512,2753024,0.937516,0.8945639999999999,50,0,0,2097152,524288,0.000714773
7,0,1110,512,131072,86016,86528,2.059967,0.7866569999999999,50,0,0,65536,16384,1.4942e-05
7,0,1110,512,79691776,52297728,52298128,0.8356110000000001,0.8699690000000001,50,0,0,39845888,9961472,0.013668
7,0,1110,512,62914560,41287680,41288084,0.8369,0.869452,50,0,0,31457280,7864320,0.010819
7,0,1110,512,75497472,49545216,49545616,0.8272799999999999,0.870547,50,0,0,37748736,9437184,0.012836000000000002
7,0,1110,512,71303168,46792704,46793216,0.836678,0.870317,50,0,0,35651584,8912896,0.012267
7,0,1110,512,262144,172032,172544,0.893199,0.8833989999999999,50,0,0,131072,32768,4.2076e-05
7,0,1110,512,67108864,44040192,44040704,0.837084,0.869872,50,0,0,33554432,8388608,0.011544
8,0,1076,3072,524288,344064,347136,0.665458,0.797112,50,0,0,262144,65536,2.2464e-05
8,0,1076,3072,262144,172032,175104,0.882202,0.803721,50,0,0,131072,32768,9.792e-06
8,0,1076,3072,131072,86016,89088,1.014495,0.758948,50,0,0,65536,16384,6.656e-06
8,0,1076,3072,268435456,176160768,176163107,0.512003,0.792623,50,0,0,134217728,33554432,0.012444
8,0,1076,3072,260046848,170655744,170658101,0.5119600000000001,0.773418,50,0,0,130023424,32505856,0.012056
8,0,1076,3072,255852544,167903232,167906304,0.55291,0.784838,50,0,0,127926272,31981568,0.011863
8,0,1076,3072,247463936,162398208,162400553,0.5119859999999999,0.7902560000000001,50,0,0,123731968,30932992,0.011471
8,0,1076,3072,1048576,688128,691200,0.561511,0.81823,50,0,0,524288,131072,4.8608e-05
8,0,1076,3072,251658240,165150720,165153081,0.512265,0.78592,50,0,0,125829120,31457280,0.011674
8,0,1076,3072,264241152,173408256,173410609,0.511987,0.788112,50,0,0,132120576,33030144,0.012263
8,0,1076,3072,2097152,1376256,1379328,0.5669,0.811329,50,0,0,1048576,262144,9.5873e-05
8,0,1076,3072,29360128,19267584,19270656,0.553399,0.795592,50,0,0,14680064,3670016,0.00130094
8,0,1076,3072,8388608,5505024,5508096,0.554906,0.8112050000000001,50,0,0,4194304,1048576,0.000375076
8,0,1076,3072,12582912,8257536,8260608,0.712391,0.813515,50,0,0,6291456,1572864,0.000559781
8,0,1076,3072,16777216,11010048,11013120,0.55409,0.813933,50,0,0,8388608,2097152,0.000744486
8,0,1076,3072,20971520,13762560,13765632,0.6414310000000001,0.798981,50,0,0,10485760,2621440,0.00092916
8,0,1076,3072,25165824,16515072,16518144,0.555988,0.802975,50,0,0,12582912,3145728,0.001110058
8,0,1076,3072,33554432,22020096,22023168,0.5535899999999999,0.816682,50,0,0,16777216,4194304,0.001484461
8,0,1076,3072,37748736,24772608,24775680,0.641588,0.812867,50,0,0,18874368,4718592,0.001670959
8,0,1076,3072,41943040,27525120,27528192,0.5536439999999999,0.804041,50,0,0,20971520,5242880,0.001855152
8,0,1076,3072,243269632,159645696,159648045,0.5123310000000001,0.785093,50,0,0,121634816,30408704,0.01128
8,0,1076,3072,46137344,30277632,30280704,0.572712,0.808996,50,0,0,23068672,5767168,0.002042962
8,0,1076,3072,4194304,2752512,2755584,0.557346,0.8197270000000001,50,0,0,2097152,524288,0.00018813
8,0,1076,3072,239075328,156893184,156896256,0.512008,0.785641,50,0,0,119537664,29884416,0.011089
8,0,1076,3072,163577856,107347968,107351040,0.554257,0.789899,50,0,0,81788928,20447232,0.007580893000000002
8,0,1076,3072,230686720,151388160,151391232,0.512083,0.780029,50,0,0,115343360,28835840,0.010695
8,0,1076,3072,50331648,33030144,33033216,0.55345,0.792783,50,0,0,25165824,6291456,0.002225555
8,0,1076,3072,134217728,88080384,88082726,0.5127149999999999,0.782863,50,0,0,67108864,16777216,0.006227306
8,0,1076,3072,138412032,90832896,90835968,0.512351,0.784068,50,0,0,69206016,17301504,0.006421677
8,0,1076,3072,142606336,93585408,93587753,0.512882,0.786222,50,0,0,71303168,17825792,0.006617136
8,0,1076,3072,146800640,96337920,96340250,0.5126029999999999,0.787215,50,0,0,73400320,18350080,0.006808754
8,0,1076,3072,150994944,99090432,99092785,0.512895,0.782654,50,0,0,75497472,18874368,0.006996565
8,0,1076,3072,155189248,101842944,101846016,0.512219,0.785435,50,0,0,77594624,19398656,0.007201368000000001
8,0,1076,3072,159383552,104595456,104598528,0.512502,0.78209,50,0,0,79691776,19922944,0.007397179
8,0,1076,3072,167772160,110100480,110103552,0.5120560000000001,0.781378,50,0,0,83886080,20971520,0.007783649
8,0,1076,3072,171966464,112852992,112855317,0.512357,0.783593,50,0,0,85983232,21495808,0.007979555
8,0,1076,3072,234881024,154140672,154143744,0.5119819999999999,0.782224,50,0,0,117440512,29360128,0.01089
8,0,1076,3072,176160768,115605504,115608576,0.513038,0.7888109999999999,50,0,0,88080384,22020096,0.008155238
8,0,1076,3072,184549376,121110528,121113600,0.512057,0.782208,50,0,0,92274688,23068672,0.008554124
8,0,1076,3072,192937984,126615552,126617896,0.512379,0.785199,50,0,0,96468992,24117248,0.008941489
8,0,1076,3072,197132288,129368064,129371136,0.5127510000000001,0.780755,50,0,0,98566144,24641536,0.009137876
8,0,1076,3072,201326592,132120576,132123648,0.512988,0.780672,50,0,0,100663296,25165824,0.009317047
8,0,1076,3072,205520896,134873088,134876160,0.5118779999999999,0.784295,50,0,0,102760448,25690112,0.00953065
8,0,1076,3072,209715200,137625600,137627952,0.512323,0.7870050000000001,50,0,0,104857600,26214400,0.009729277
8,0,1076,3072,213909504,140378112,140381184,0.512985,0.787323,50,0,0,106954752,26738688,0.009903999
8,0,1076,3072,218103808,143130624,143133696,0.512275,0.781079,50,0,0,109051904,27262976,0.010113
8,0,1076,3072,222298112,145883136,145885480,0.5122979999999999,0.781355,50,1,1,111149056,27787264,0.010306
8,0,1076,3072,226492416,148635648,148638720,0.512432,0.785077,50,0,0,113246208,28311552,0.0105
8,0,1076,3072,180355072,118358016,118360360,0.51253,0.785304,50,0,0,90177536,22544384,0.008368776
8,0,1076,3072,54525952,35782656,35785728,0.553295,0.8093640000000001,50,0,0,27262976,6815744,0.002414452
8,0,1076,3072,205520896,134873088,134876160,0.5547529999999999,0.807215,50,0,0,102760448,25690112,0.009089546
8,0,1076,3072,62914560,41287680,41290752,0.556221,0.802584,50,0,0,31457280,7864320,0.002773271
8,0,1076,3072,180355072,118358016,118361088,0.554427,0.8076369999999999,50,0,0,90177536,22544384,0.007969473000000001
8,0,1076,3072,184549376,121110528,121113600,0.554439,0.8029649999999999,50,1,1,92274688,23068672,0.008157698
8,0,1076,3072,188743680,123863040,123866112,0.556171,0.800975,50,0,0,94371840,23592960,0.008314275999999999
8,0,1076,3072,192937984,126615552,126618624,0.5543819999999999,0.805307,50,0,0,96468992,24117248,0.008526341
8,0,1076,3072,197132288,129368064,129371136,0.5543710000000001,0.803373,50,0,0,98566144,24641536,0.008716678
8,0,1076,3072,201326592,132120576,132123648,0.556516,0.793924,50,0,0,100663296,25165824,0.008872071
8,0,1076,3072,130023424,85327872,85330944,0.5120979999999999,0.7840590000000001,50,0,0,65011712,16252928,0.006030983
8,0,1076,3072,209715200,137625600,137628672,0.554581,0.802063,50,0,0,104857600,26214400,0.009270186
8,0,1076,3072,213909504,140378112,140381184,0.5563670000000001,0.792641,50,0,0,106954752,26738688,0.009509741
8,0,1076,3072,218103808,143130624,143133696,0.554625,0.8004680000000001,50,0,0,109051904,27262976,0.009640334
8,0,1076,3072,176160768,115605504,115608576,0.619397,0.807177,50,0,0,88080384,22020096,0.007785535
8,0,1076,3072,222298112,145883136,145886208,0.55456,0.806309,50,0,0,111149056,27787264,0.009825455
8,0,1076,3072,230686720,151388160,151391232,0.554366,0.807139,50,0,0,115343360,28835840,0.010198
8,0,1076,3072,234881024,154140672,154143744,0.554709,0.80782,50,0,0,117440512,29360128,0.010386
8,0,1076,3072,239075328,156893184,156896256,0.5546369999999999,0.798208,50,0,0,119537664,29884416,0.010578
8,0,1076,3072,243269632,159645696,159648768,0.55476,0.802828,50,0,0,121634816,30408704,0.010755
8,0,1076,3072,247463936,162398208,162401280,0.554771,0.804337,50,0,0,123731968,30932992,0.010939
8,0,1076,3072,251658240,165150720,165153792,0.556036,0.798319,50,0,0,125829120,31457280,0.011107
8,0,1076,3072,255852544,167903232,167906304,0.554693,0.8021560000000001,50,0,0,127926272,31981568,0.011311
8,0,1076,3072,260046848,170655744,170658816,0.554658,0.801706,50,1,1,130023424,32505856,0.011499
8,0,1076,3072,264241152,173408256,173411328,0.554391,0.7999649999999999,50,1,1,132120576,33030144,0.011706
8,0,1076,3072,268435456,176160768,176163840,0.555128,0.806075,50,0,0,134217728,33554432,0.011869
8,0,1076,3072,226492416,148635648,148638720,0.554107,0.808896,50,0,0,113246208,28311552,0.010034
8,0,1076,3072,171966464,112852992,112856064,0.554346,0.8077340000000001,50,0,0,85983232,21495808,0.007602045999999999
8,0,1076,3072,167772160,110100480,110103552,0.554457,0.805967,50,0,0,83886080,20971520,0.00741718
8,0,1076,3072,163577856,107347968,107351040,0.556186,0.798265,50,0,0,81788928,20447232,0.00721065
8,0,1076,3072,67108864,44040192,44043264,0.572611,0.807022,50,0,0,33554432,8388608,0.002967449
8,0,1076,3072,71303168,46792704,46795776,0.553595,0.806277,50,0,0,35651584,8912896,0.0031563140000000003
8,0,1076,3072,75497472,49545216,49548288,0.556747,0.810096,50,1,1,37748736,9437184,0.0033239000000000003
8,0,1076,3072,79691776,52297728,52300800,0.553742,0.810046,50,0,0,39845888,9961472,0.003522686
8,0,1076,3072,83886080,55050240,55053312,0.642825,0.805878,50,0,0,41943040,10485760,0.003709151
8,0,1076,3072,88080384,57802752,57805824,0.554813,0.8061010000000001,50,0,0,44040192,11010048,0.003892608
8,0,1076,3072,92274688,60555264,60558336,0.553786,0.808708,50,0,0,46137344,11534336,0.004081442
8,0,1076,3072,96468992,63307776,63310848,0.5537489999999999,0.8099,50,0,0,48234496,12058624,0.004266692
8,0,1076,3072,100663296,66060288,66063360,0.5557,0.817431,50,0,0,50331648,12582912,0.004444325
8,0,1076,3072,104857600,68812800,68815872,0.553926,0.809582,50,0,0,52428800,13107200,0.004638758
8,0,1076,3072,109051904,71565312,71568384,0.6416850000000001,0.805593,50,0,0,54525952,13631488,0.004820808
8,0,1076,3072,113246208,74317824,74320896,0.55318,0.804995,50,0,0,56623104,14155776,0.005014953
8,0,1076,3072,117440512,77070336,77073408,0.553601,0.806668,50,0,0,58720256,14680064,0.005194635
8,0,1076,3072,121634816,79822848,79825920,0.642759,0.8064359999999999,50,0,0,60817408,15204352,0.005380397
8,0,1076,3072,125829120,82575360,82578432,0.554956,0.795825,50,0,0,62914560,15728640,0.005560174
8,0,1076,3072,130023424,85327872,85330944,0.553755,0.80789,50,0,0,65011712,16252928,0.005749007
8,0,1076,3072,134217728,88080384,88083456,0.554072,0.798808,50,0,0,67108864,16777216,0.005934991999999999
8,0,1076,3072,138412032,90832896,90835968,0.6407189999999999,0.802035,50,0,0,69206016,17301504,0.006129042
8,0,1076,3072,142606336,93585408,93588480,0.554433,0.799063,50,0,0,71303168,17825792,0.006302131
8,0,1076,3072,146800640,96337920,96340992,0.554157,0.806143,50,0,0,73400320,18350080,0.006489141
8,0,1076,3072,150994944,99090432,99093504,0.555909,0.798137,50,0,0,75497472,18874368,0.006653815
8,0,1076,3072,155189248,101842944,101846016,0.573608,0.807951,50,0,0,77594624,19398656,0.006863286999999999
8,0,1076,3072,159383552,104595456,104598528,0.5547,0.806846,50,0,0,79691776,19922944,0.007046841
