gpu_id,l1_cache_used,max_clock_rate,num_of_cores,threads_launched,Instructions.Executed,Instructions.Issued,Executed.IPC,Achieved.Occupancy,Global.Hit.Rate,Shared.Load.Transactions,Shared.Store.Transactions,Global.Load.Transactions,Global.Store.Transactions,Duration
7,0,1110,512,4096,221053,221213,0.622732,0.167012,50,266494,4352,32768,19970,8.8375e-05
7,0,1110,512,4096,147594276,147594436,0.768345,0.181886,50,108265600,3481600,26214400,19968,0.049668
7,0,1110,512,4096,141691940,141692100,0.766914,0.181871,50,103940224,3342336,25165824,19968,0.047709
7,0,1110,512,4096,135789604,135789764,0.767597,0.181884,50,99614848,3203072,24117248,19968,0.045605
7,0,1110,512,4096,129887268,129887428,0.7688,0.181886,50,95289472,3063808,23068672,19968,0.043596
7,0,1110,512,4096,123984932,123985092,0.768874,0.181871,50,90964096,2924544,22020096,19968,0.041596
7,0,1110,512,4096,118082596,118082756,0.707099,0.181886,50,86638720,2785280,20971520,19968,0.039606
7,0,1110,512,4096,112180260,112180420,0.768763,0.18188,50,82313344,2646016,19922944,19968,0.03764
7,0,1110,512,4096,106277924,106278084,0.707923,0.18188,50,77987968,2506752,18874368,19968,0.035612
7,0,1110,512,4096,100375588,100375748,0.707753,0.181879,50,73662592,2367488,17825792,19968,0.033616
7,0,1110,512,4096,94473252,94473412,0.768591,0.181864,50,69337216,2228224,16777216,19968,0.031676
7,0,1110,512,4096,88570916,88571076,0.7079310000000001,0.181865,50,65011840,2088960,15728640,19968,0.029722
7,0,1110,512,4096,82668580,82668740,0.7698649999999999,0.181885,50,60686464,1949696,14680064,19968,0.027714
7,0,1110,512,4096,76766244,76766404,0.769871,0.181856,50,56361088,1810432,13631488,19968,0.025719
7,0,1110,512,4096,153496612,153496772,0.7674380000000001,0.181884,50,112590976,3620864,27262976,19968,0.051685
7,0,1110,512,4096,70863908,70864068,0.708824,0.181915,50,52035712,1671168,12582912,19968,0.023746
7,0,1110,512,4096,59059236,59059396,0.769964,0.167247,50,43384960,1392640,10485760,19968,0.019737
7,0,1110,512,4096,53156900,53157060,0.770575,0.181861,50,39059584,1253376,9437184,19968,0.017819
7,0,1110,512,4096,47254564,47254724,0.7691680000000001,0.167269,50,34734208,1114112,8388608,19968,0.015777
7,0,1110,512,4096,41352228,41352388,0.76804,0.181846,50,30408832,974848,7340032,19968,0.013862
7,0,1110,512,4096,35449892,35450052,0.7679520000000001,0.181848,50,26083456,835584,6291456,19968,0.011877
7,0,1110,512,4096,29547556,29547716,0.706892,0.181839,50,21758080,696320,5242880,19968,0.009945945
7,0,1110,512,4096,23645220,23645380,0.703646,0.181867,50,17432704,557056,4194304,19968,0.007959271
7,0,1110,512,4096,17742884,17743044,0.699735,0.181819,50,13107328,417792,3145728,19968,0.006012976999999999
7,0,1110,512,4096,11840548,11840708,0.687774,0.181768,50,8781952,278528,2097152,19968,0.004035805999999999
7,0,1110,512,4096,5938212,5938372,0.686196,0.168081,50,4456576,139264,1048576,19968,0.002097095
7,0,1110,512,4096,2987044,2987204,0.65162,0.16855,50,2293888,69632,524288,19968,0.001090768
7,0,1110,512,4096,1511460,1511620,0.633089,0.169067,50,1212544,34816,262144,19968,0.000591139
7,0,1110,512,4096,773662,773822,0.614444,0.170484,50,671872,17408,131072,19968,0.00027152400000000004
7,0,1110,512,4096,64961572,64961732,0.708268,0.181862,50,47710336,1531904,11534336,19968,0.021754
7,0,1110,512,4096,404766,404928,0.6347079999999999,0.168022,50,401536,8704,65536,19968,0.000141906
7,0,1110,512,4096,159398948,159399108,0.705213,0.181885,50,116916352,3760128,28311552,19968,0.050111
7,0,1110,512,4096,171203620,171203780,0.766334,0.181892,50,125567104,4038656,30408704,19968,0.05218
7,0,1110,512,4096,342371364,342371524,0.776694,0.1819,50,251003008,8077312,60817408,19968,0.104537
7,0,1110,512,4096,336469028,336469188,0.766329,0.181889,50,246677632,7938048,59768832,19968,0.102736
7,0,1110,512,4096,330566692,330566852,0.703589,0.181888,50,242352256,7798784,58720256,19968,0.100976
7,0,1110,512,4096,324664356,324664516,0.766501,0.181893,50,238026880,7659520,57671680,19968,0.098923
7,0,1110,512,4096,318762020,318762180,0.766441,0.181895,50,233701504,7520256,56623104,19968,0.097292
7,0,1110,512,4096,312859684,312859844,0.7664449999999999,0.181889,50,229376128,7380992,55574528,19968,0.095488
7,0,1110,512,4096,306957348,306957508,0.76613,0.181888,50,225050752,7241728,54525952,19968,0.093678
7,0,1110,512,4096,301055012,301055172,0.766184,0.181885,50,220725376,7102464,53477376,19968,0.09189
