3072,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",5436997632,5436997632,1813118976,1813118976,142850144,142590364,609436,608016,304731,304705,304798,304790,71423026,71427118,71402510,71396477,905969664,905969664,905969664,905969664,294912,294912,294912,294912,838432168,838448687,838490664,838489043,59800,60164,59726,59894,909927330,909927152,909927256,909927264,294912,294914,294912,294916,0,0,0,0,0,1,0,4,4581719924,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,1781864916,14503477504,2039906560,18583289856,594665275392,594636963840,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,4581318894,268661790282,37079778369,36864,0,0,0,0
3328,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",6912548864,6912548864,2305105920,2305105920,200584490,200542193,710306,716854,355147,355159,355220,355224,100275214,100309276,100275062,100315155,1151860736,1151860736,1151860736,1151860736,346112,346112,346112,346112,1056662878,1056635266,1056674698,1056652710,68450,68818,68438,68902,1156921544,1156921296,1156921400,1156921360,346116,346112,346113,346113,0,0,0,0,4,0,1,0,5827201076,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,2274478608,18439117056,2593417472,23625951232,756030439424,755997212672,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,5826500686,341251319270,47231007220,43264,0,0,0,0
3584,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",8633483264,8633483264,2878898176,2878898176,257549813,258768717,821030,822246,410506,410524,410458,410430,128786774,128763039,128804000,128801783,1438646272,1438646272,1438646272,1438646272,401408,401408,401408,401408,1316350785,1316384551,1316351967,1316356902,64726,64952,65094,64986,1445004618,1445004354,1445004448,1445004472,401408,401410,401419,401431,0,0,0,0,0,1,0,4,7277247248,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,2841051348,23029178624,3238961408,29507100672,944227221504,944188686336,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,7276519469,426012759796,59010340355,50176,0,0,0,0
3840,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",10618675200,10618675200,3540787200,3540787200,330577073,331495601,939804,939774,469895,469909,469914,469904,165278748,165298325,165388262,165377864,1769472000,1769472000,1769472000,1769472000,460800,460800,460800,460800,1611564154,1611568218,1611442594,1611445491,68332,69050,68956,68772,1777322822,1777322400,1777322480,1777322504,460800,460804,460802,460800,0,0,0,0,0,4,1,0,8952174544,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,3497609414,28323993856,3983616256,36291225600,1161319219200,1161274982400,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,8951467582,525345601844,72577077011,57600,0,0,0,0
4096,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",12886999040,12886999040,4297064448,4297064448,403116094,403598892,1068306,1071234,534159,534147,534120,534098,201557443,201558651,201562648,201560163,2147483648,2147483648,2147483648,2147483648,524288,524288,524288,524288,1955415102,1955409283,1955416194,1955410488,70376,69984,70342,69978,2157021428,2157020938,2157021048,2157021168,524292,524289,524288,524289,0,0,0,0,4,0,0,1,10860014804,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,4228624292,34373894400,4834459904,44042813440,1409370030080,1409319698432,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,10859311138,638439041296,88082542490,65536,0,0,0,0
4352,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",15457329152,15457329152,5154021376,5154021376,544136443,542966111,1203262,1201938,601641,601621,601672,601724,272125693,272010750,272311333,272214213,2575826944,2575826944,2575826944,2575826944,591872,591872,591872,591872,2316211489,2316258611,2316017022,2316145429,76554,76818,77104,76660,2587310738,2587310192,2587310408,2587310448,591877,591873,591876,591892,0,0,0,0,0,5,0,0,13034338988,0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,5107016508,41229211904,5798570240,52826351616,1690443251712,1690386432000,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,13033779591,764534313870,105599663453,73984,0,0,0,0
4608,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",6117949440,6117949440,672442870,670749344,1348402,1345252,674198,674204,674215,674215,336231423,336211447,336143036,336164892,3057647616,3057647616,3057647616,3057647616,663552,663552,663552,663552,2734105505,2734145212,2734187274,2734223480,74478,74394,74776,74206,3071272442,3071271882,3071272184,3071272248,663554,663556,663557,663571,0,0,0,0,0,4,1,0,15476970176,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,6079111470,48940278272,6883025408,62706327552,2006602481664,2006538780672,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,15475831137,906582890166,125412325371,82944,0,0,0,0
4864,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",7195140096,7195140096,846536747,860123034,1498224,1501584,749105,749119,749136,749094,423212138,423324609,423296517,423359033,3596091392,3596091392,3596091392,3596091392,739328,739328,739328,739328,3184461294,3184475655,3184507310,3184397375,87316,87044,87048,87268,3611987358,3611986640,3611987008,3611987032,739329,739332,739340,739347,0,0,0,0,0,4,1,0,"<OVERFLOW>",0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,7180648088,57557424640,8094902784,73747228672,2359911317504,2359840342016,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,18206009828,1070673206338,147501162963,92416,0,0,0,0
5120,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",8391884800,8391884800,1000790392,1005410731,1660868,1660816,830412,830456,830279,830333,500550407,500239985,500679497,500349529,4194304000,4194304000,4194304000,4194304000,819200,819200,819200,819200,3710412956,3710798859,3710332311,3710634808,76234,76094,75954,76506,4212989600,4212988760,4212989144,4212989192,819205,819201,819204,819220,0,0,0,0,0,4,0,1,"<OVERFLOW>",0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,8376926870,67130982912,9441280512,86013542400,2752433356800,2752354713600,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,21238480134,1247911284872,172037417007,102400,0,0,0,0
5376,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",9714475008,9714475008,1248213194,1262692148,1827698,1828936,913848,913850,913813,913797,624131592,624081602,624007984,624063203,4855431168,4855431168,4855431168,4855431168,903168,903168,903168,903168,4252898830,4252883963,4252900342,4252914609,81916,82210,81950,82280,4877101376,4877100442,4877100770,4877100888,903168,903169,903168,903173,0,0,0,0,0,1,4,0,"<OVERFLOW>",0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,9760750706,77711284736,10929236480,99569756160,3186232197120,3186145492992,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,24600609823,1446151268614,199257618817,112896,0,0,0,0
5632,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",11169202176,11169202176,1537101599,1528826130,2000662,2003870,1000333,1000329,1000364,1000321,768548043,768553556,768532631,768526980,5582618624,5582618624,5582618624,5582618624,991232,991232,991232,991232,4837706119,4837642004,4837711700,4837634923,79818,80182,80066,79548,5607532850,5607531804,5607532186,5607532248,991234,991237,991236,991251,0,0,0,0,1,4,0,0,"<OVERFLOW>",0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,11306467570,89348661760,12565848576,114480357376,3663371436032,3663276277760,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,28307881228,1660901365868,229104066095,123904,0,0,0,0
5888,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",12762357760,12762357760,1954881615,1984052366,2190145,2171350,1095072,1095073,1095082,1095086,977373986,977507629,977530699,977609286,6379012096,6379012096,6379012096,6379012096,1083392,1083392,1083392,1083392,5434140531,5434044788,5434090863,5434036196,76772,77518,77020,77478,6407494572,6407493538,6407493960,6407493960,1083395,1083396,1083396,1083411,0,0,0,0,1,4,0,0,"<OVERFLOW>",0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,13042256746,102093445888,14358194944,130809833472,4185914671104,4185810665472,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,32379552707,1884433391652,262043429830,135424,0,0,0,0
6144,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",14500233216,14500233216,2296317136,2289193139,2382785,2382582,1191386,1191399,1191329,1191303,1148137206,1148179930,1147921622,1147896374,7247757312,7247757312,7247757312,7247757312,1179648,1179648,1179648,1179648,6124114829,6124011905,6124332091,6124199515,76662,75964,76714,76608,7280132276,7280130626,7280131304,7280131632,1179650,1179653,1179652,1179667,0,0,0,0,5,0,0,0,"<OVERFLOW>",0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,14912742456,115995968000,16313352704,148622671872,4755925499904,4755812253696,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,36805458192,2136447625694,297863248258,147456,0,0,0,0
6400,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",16389120000,16389120000,2884318408,2857657899,2581407,2571002,1290706,1290701,1290712,1290748,1442190506,1442127902,1442099515,1441999474,8192000000,8192000000,8192000000,8192000000,1280000,1280000,1280000,1280000,6821789420,6821741064,6821769448,6821961398,70252,70090,70938,69816,8228721882,8228720234,8228720984,8228720936,1280002,1280004,1280009,1280039,0,0,0,0,4,0,1,0,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,17347088738,131106560768,18438400768,167983360000,5375467520000,5375344640000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,41721633690,2377566654278,336978586938,160000,0,0,0,0
6656,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3647513040,3588092400,2792329,2793531,1396164,1396165,1396198,1396186,1823761476,1823751564,1823747537,1823838599,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1384448,1384448,1384448,1384448,7430624963,7430605449,7430592343,7430449454,64256,64144,64174,63830,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1384450,1384449,1384456,1384467,0,0,0,0,1,0,0,4,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,20641254826,147475555072,20740416256,188956385280,6046604328960,6046471421952,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,47272448080,2620309532026,380089969588,173056,0,0,0,0
6912,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4239717993,4218211699,2993976,3012549,1496998,1496978,1496907,1496945,2119894394,2119823599,2119904939,2119954738,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1492992,1492992,1492992,1492992,8268075807,8268164714,8268118214,8268131468,58888,59056,58676,58936,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1492998,1492993,1492996,1493011,0,0,0,0,1,4,0,0,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,24383637116,165153282560,23226477056,211606235136,6771399524352,6771256197120,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,53184507304,2917013771730,427458973410,186624,0,0,0,0
7168,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4779218670,4804227350,3237912,3237813,1618957,1618955,1618906,1618909,2389639874,2389578796,2389592636,2389528437,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1605632,1605632,1605632,1605632,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",55268,55104,55604,55020,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1605635,1605636,1605641,1605670,0,0,0,0,4,0,1,0,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,27003916530,184190075648,25903661824,235997396992,7551916703744,7551762563072,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,59264620911,3248014747246,476980764286,200704,0,0,0,0
7424,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5444000345,5450311271,3471364,3469315,1735672,1735692,1735690,1735669,2721999484,2722000861,2721953108,2721924583,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1722368,1722368,1722368,1722368,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",56386,56604,56852,57022,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1722372,1722368,1722380,1722406,0,0,0,0,1,0,4,0,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,31267681556,204636265216,28779047680,262194358272,8390219464704,8390054117376,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,66173370068,3593620348494,531728695447,215296,0,0,0,0
7680,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6154109302,6169657643,3714357,3712959,1857177,1857180,1857121,1857143,3076989703,3077119599,3076944592,3076889779,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1843200,1843200,1843200,1843200,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",56582,56974,56710,56384,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1843202,1843201,1843208,1843243,0,0,0,0,0,0,4,1,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,34512481674,226542183424,31859713024,290261606400,9288371404800,9288194457600,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,73301580868,3975022867610,588831195318,230400,0,0,0,0
7936,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7159514052,7188254217,3966032,3964010,1983006,1983026,1982991,1983025,3579776656,3579737396,3579751078,3579755638,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1968128,1968128,1968128,1968128,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",60976,60586,60698,60372,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1968131,1968129,1968151,1968185,0,0,0,0,0,1,0,4,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,42777453108,249958161408,35152735232,320263628800,10248436121600,10248247181312,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,81606399680,4365546688736,654650635950,246016,0,0,0,0
8192,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",8027192334,8016935510,4220969,4205147,2110490,2110479,2110443,2110476,4013602536,4013589798,4013630256,4013632655,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2097152,2097152,2097152,2097152,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",57550,57488,57484,57490,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2097155,2097153,2097168,2097210,0,0,0,0,0,1,0,4,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,43137588168,274934530816,38665192192,352264912896,11272477212672,11272275886080,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,89263270656,4795905652470,719529113117,262144,0,0,0,0
