65536,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",24576,24576,16384,16384,0,0,0,16,0,0,8,4,0,0,0,0,4096,4096,4096,4096,2048,2048,2048,2048,4096,4096,4096,4096,2048,2048,2048,2048,4104,4112,4096,4096,2049,2049,2048,2052,0,0,0,0,1,0,4,0,34884,0,0,131072,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,41648,39424,2048,43008,1376256,1310720,0,0,0,0,0,0,0,0,0,4096,2048,0,4096,20271,1006282,139241,256,0,0,0,0
131072,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",49152,49152,32768,32768,404,372,7663,5080,3828,3835,3814,3788,216,188,228,244,8192,8192,8192,8192,4096,4096,4096,4096,7940,7944,7956,7956,0,0,0,0,8224,8232,8192,8200,4096,4100,4097,4097,0,0,0,0,4,0,1,0,60740,0,0,262144,0,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,4096,257102,78336,4096,86016,2752512,2621440,0,0,0,0,0,0,0,0,0,8192,4096,0,8192,45579,2283236,293756,512,0,0,0,0
262144,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",98304,98304,65536,65536,32790,25192,16492,19212,8244,8248,8186,8197,16406,16384,16396,16400,16384,16384,16384,16384,8192,8192,8192,8192,3904,4100,4008,4020,0,0,0,0,16392,16400,16392,16400,8193,8193,8196,8192,0,0,0,0,1,0,0,4,207844,0,0,524288,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,508108,156160,8192,172032,5505024,5242880,0,0,0,0,0,0,0,0,0,16384,8192,0,16384,192119,10969576,1266437,1024,0,0,0,0
524288,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",196608,196608,131072,131072,65544,65537,34476,33826,17281,17195,17240,17250,32776,32768,32777,32784,32768,32768,32768,32768,16384,16384,16384,16384,0,0,0,0,0,0,0,0,32776,32776,32768,32776,16385,16384,16388,16385,0,0,0,0,1,0,4,0,391520,0,0,1048576,0,0,0,0,524288,0,0,0,0,0,0,0,0,0,0,16384,1190340,311808,16384,344064,11010048,10485760,0,0,0,0,0,0,0,0,0,32768,16384,0,32768,375410,21312934,2780257,2048,0,0,0,0
1048576,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",393216,393216,262144,262144,131081,131096,65214,65201,32619,32595,32694,32650,65545,65536,65544,65552,65536,65536,65536,65536,32768,32768,32768,32768,0,0,0,0,0,0,0,0,65544,65544,65536,65544,32768,32769,32772,32769,0,0,0,0,0,0,0,5,750848,0,0,2097152,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,2314624,623104,32768,688128,22020096,20971520,0,0,0,0,0,0,0,0,0,65536,32768,0,65536,736052,42295138,5511581,4096,0,0,0,0
2097152,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",786432,786432,524288,524288,262153,262144,130582,130388,65278,65304,65432,65397,131081,131072,131080,131088,131072,131072,131072,131072,65536,65536,65536,65536,0,0,0,0,0,0,0,0,131080,131080,131072,131080,65537,65541,65536,65536,0,0,0,0,0,5,0,0,1499584,0,0,4194304,0,0,0,0,2097152,0,0,0,0,0,0,0,0,0,0,65536,4604152,1245696,65536,1376256,44040192,41943040,0,0,0,0,0,0,0,0,0,131072,65536,0,131072,1482208,85121900,11061114,8192,0,0,0,0
4194304,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",1572864,1572864,1048576,1048576,524297,524380,264394,262452,132229,132165,132151,132129,262152,262145,262144,262144,262144,262144,262144,262144,131072,131072,131072,131072,0,0,0,0,0,0,0,0,312722,312724,312720,312748,131072,131072,131078,131072,0,0,0,0,0,0,5,0,2964284,0,0,8388608,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,9157678,2490880,131072,2752512,88080384,83886080,0,0,0,0,0,0,0,0,0,262144,131072,0,262144,2948631,168955646,22089380,16384,0,0,0,0
8388608,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",3145728,3145728,2097152,2097152,1048584,1048641,526136,528070,263069,263067,262982,262956,524296,524288,524296,524305,524288,524288,524288,524288,262144,262144,262144,262144,0,0,0,0,0,0,0,0,524296,524296,524296,524312,262150,262144,262144,262144,0,0,0,0,1,4,0,0,5941156,0,0,16777216,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,0,262144,18448758,4981248,262144,5505024,176160768,167772160,0,0,0,0,0,0,0,0,0,524288,262144,0,524288,5924939,342003238,44461903,32768,0,0,0,0
16777216,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",6291456,6291456,4194304,4194304,2097161,2097153,1049942,1049306,524965,524977,524986,524982,1048584,1048577,1048576,1048576,1048576,1048576,1048576,1048576,524288,524288,524288,524288,0,0,0,0,0,0,0,0,1048584,1048592,1048576,1048576,524288,524289,524293,524288,0,0,0,0,0,1,0,4,11821148,0,0,33554432,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,36631873,9961984,524288,11010048,352321536,335544320,0,0,0,0,0,0,0,0,0,1048576,524288,0,1048576,11805615,680806796,88506158,65536,0,0,0,0
33554432,"GeForce GTX 750 (0)","2","14","vectorAdd(float const *, float const *, float*, int)",12582912,12582912,8388608,8388608,4304698,4304676,2098178,2098863,1049105,1049073,1049130,1049063,2152354,2152344,2152352,2152349,2097152,2097152,2097152,2097152,1048576,1048576,1048576,1048576,0,0,0,0,0,0,0,0,2152354,2152360,2152344,2152332,1048577,1048576,1048581,1048576,0,0,0,0,0,0,5,0,24074400,0,0,67108864,0,0,0,0,33554432,0,0,0,0,0,0,0,0,0,0,1048576,73133315,19923456,1048576,22020096,704643072,671088640,0,0,0,0,0,0,0,0,0,2097152,1048576,0,2097152,24059138,1376729344,180698423,131072,0,0,0,0
