2816,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",1399619584,1399619584,701792256,701792256,94952519,94984047,514948,514900,257480,257468,257530,257528,47476203,47476316,47476306,47475886,348913664,348913664,348913664,348913664,1982464,1982464,1982464,1982464,304980066,304979356,304978718,304979186,1858560,1858560,1858560,1858560,352482070,352481968,352482008,352482016,1982465,1982464,1982464,1982469,0,0,0,0,1,0,0,4,4279022612,0,0,2791309312,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,15275615308,1139917056,698818816,2537553920,81201725440,81185865728,0,0,872284160,87228416,0,0,0,0,0,87228416,247808,0,44109824,4278728679,273730099984,34221975271,30976,2093481984,610598912,3489136640,697827328
3072,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",1816657920,1816657920,910688256,910688256,123344789,123344896,611023,609540,305502,305521,305507,305518,61673731,61671058,61661982,61663900,452984832,452984832,452984832,452984832,2359296,2359296,2359296,2359296,395992940,395991738,395995852,395994956,2211840,2211840,2211840,2211840,457591374,457591164,457591352,457591285,2359297,2359297,2359296,2359300,0,0,0,0,0,1,4,0,5555782552,0,0,3623878656,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,19833190168,1479279104,907149824,3293577216,105394470912,105375596544,0,0,1132462080,113246208,0,0,0,0,0,113246208,294912,0,57212928,5554797003,355338275738,44429481048,36864,2717908992,792723456,4529848320,905969664
3328,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",2309259264,2309259264,1157398528,1157398528,157034854,157094457,711514,711798,355762,355752,355862,355820,78517376,78517478,78512106,78510073,575930368,575930368,575930368,575930368,2768896,2768896,2768896,2768896,503270562,503266200,503273526,503274972,2595840,2595840,2595840,2595840,581834534,581834304,581834416,581834416,2768896,2768901,2768896,2768897,0,0,0,0,4,0,0,1,7062700532,0,0,4607442944,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,25216025896,1880080640,1153245440,4186570752,133970264064,133948112896,0,0,1439825920,143982592,0,0,0,0,0,143982592,346112,0,72683520,7062275338,451836524236,56485282502,43264,3455582208,1007878144,5759303680,1151860736
3584,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",2883715072,2883715072,1445068800,1445068800,196223807,196090905,822426,820924,411242,411184,411200,411236,98111376,98112431,98109912,98111880,719323136,719323136,719323136,719323136,3211264,3211264,3211264,3211264,628505240,628508328,628510058,628506018,3010560,3010560,3010560,3010560,726719370,726719098,726719288,726719280,3211264,3211264,3211266,3211268,0,0,0,0,0,0,5,0,8821477140,0,0,5754585088,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,31493823796,2347434496,1440252416,5227937792,167294009344,167268319232,0,0,1798307840,179830784,0,0,0,0,0,179830784,401408,0,90718208,8820902133,564365217088,70554765789,50176,4315938816,1258815488,7193231360,1438646272
3840,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",3546316800,3546316800,1776844800,1776844800,242987084,242748514,941218,942833,470610,470608,470494,470448,121492444,121494640,121491800,121490897,884736000,884736000,884736000,884736000,3686400,3686400,3686400,3686400,772580648,772580280,772588356,772589862,3456000,3456000,3456000,3456000,893819446,893819152,893819354,893819413,3686405,3686400,3686405,3686420,0,0,0,0,0,4,1,0,10849182580,0,0,7077888000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,38738381428,2886451456,1771315456,6429081600,205730611200,205701120000,0,0,2211840000,221184000,0,0,0,0,0,221184000,460800,0,111513600,10848512773,694113658472,86767321033,57600,5308416000,1548288000,8847360000,1769472000
4096,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",4303355904,4303355904,2155872256,2155872256,292483273,293249349,1066628,1066628,533305,533323,533276,533246,146241850,146241423,146241306,146241468,1073741824,1073741824,1073741824,1073741824,4194304,4194304,4194304,4194304,938206444,938206232,938206094,938206080,3932160,3932160,3932160,3932160,1084706530,1084706096,1084706304,1084706368,4194306,4194304,4194313,4194323,0,0,0,0,1,0,4,0,13166858648,0,0,8589934592,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,47013242724,3502244352,2149581312,7801405440,249644974080,249611419648,0,0,2684354560,268435456,0,0,0,0,0,268435456,524288,0,135266304,13166269762,842434652244,105314210554,65536,6442450944,1879048192,10737418240,2147483648
4352,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",5161123840,5161123840,2585296896,2585296896,356407888,357288274,1203404,1205012,601698,601706,601692,601736,178204710,178203178,178231016,178219827,1287913472,1287913472,1287913472,1287913472,4734976,4734976,4734976,4734976,1122635642,1122648074,1122630236,1122629828,4439040,4439040,4439040,4439040,1301084182,1301083632,1301083960,1301084032,4734977,4734976,4734976,4734981,0,0,0,0,0,0,0,5,15792953552,0,0,10303307776,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,56392237618,4199924224,2578194944,9356312576,299402002432,299364122624,0,0,3219783680,321978368,0,0,0,0,0,321978368,591872,0,162172928,15792603380,1010483658766,126316217664,73984,7727480832,2253848576,12879134720,2575826944
4608,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",6125912064,6125912064,3068264448,3068264448,423867904,424269478,1348366,1351654,674183,674183,674203,674221,211934765,211933139,211942936,211939835,1528823808,1528823808,1528823808,1528823808,5308416,5308416,5308416,5308416,1332794334,1332795418,1332790812,1332785940,4976640,4976640,4976640,4976640,1544459568,1544458954,1544459248,1544459352,5308416,5308421,5308416,5308417,0,0,0,0,4,0,0,1,"<OVERFLOW>",0,0,12230590464,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,66938973278,4984603136,3060302336,11105206272,355366600704,355324133376,0,0,3822059520,382205952,0,0,0,0,0,382205952,663552,0,192430080,18746097370,1199392167874,149935357237,82944,9172942848,2675441664,15288238080,3057647616
4864,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",7204012032,7204012032,3607920640,3607920640,498114186,499704548,1496708,1501160,748339,748369,748396,748404,249059092,249055094,249068350,249066907,1798045696,1798045696,1798045696,1798045696,5914624,5914624,5914624,5914624,1567169720,1567168096,1567171956,1567167892,5544960,5544960,5544960,5544960,1816471160,1816470408,1816470776,1816470688,5914626,5914624,5914628,5914648,0,0,0,0,0,0,0,5,"<OVERFLOW>",0,0,14384365568,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,78723658468,5861392896,3599049216,13059489792,417903673344,417856356352,0,0,4495114240,449511424,0,0,0,0,0,449511424,739328,0,226234368,22046909780,1410714398818,176338949042,92416,10788274176,3146579968,17980456960,3596091392
5120,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",8401715200,8401715200,4207411200,4207411200,583801854,584193115,1657606,1656582,828763,828843,828892,828830,291900884,291900970,291902076,291899791,2097152000,2097152000,2097152000,2097152000,6553600,6553600,6553600,6553600,1826431834,1826429678,1826420840,1826425342,6144000,6144000,6144000,6144000,2118562298,2118561418,2118561864,2118561880,6553605,6553600,6553600,6553601,0,0,0,0,4,0,0,1,"<OVERFLOW>",0,0,16777216000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,91822154727,6835405312,4197581312,15230566400,487378124800,487325696000,0,0,5242880000,524288000,0,0,0,0,0,524288000,819200,0,263782400,25714850773,1645439638532,205691896003,102400,12582912000,3670016000,20971520000,4194304000
5376,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",9725313024,9725313024,4869881856,4869881856,683119538,680142621,1830954,1829018,915488,915466,915472,915469,341567505,341552033,341550659,341562486,2427715584,2427715584,2427715584,2427715584,7225344,7225344,7225344,7225344,2112455188,2112462608,2112467664,2112456228,6773760,6773760,6773760,6773760,2452564852,2452563682,2452564168,2452564264,7225348,7225344,7225344,7225346,0,0,0,0,0,4,0,1,"<OVERFLOW>",0,0,19421724672,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,106297849344,7911752192,4859044352,17629839360,564154859520,564097056768,0,0,6069288960,606928896,0,0,0,0,0,606928896,903168,0,305270784,29766596717,1904527400546,238108175428,112896,14566293504,4248502272,24277155840,4855431168
5632,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",11181096960,11181096960,5598478336,5598478336,786247172,786495215,2003800,2003778,1001894,1001906,1001900,1001896,393122051,393125121,393152386,393145367,2791309312,2791309312,2791309312,2791309312,7929856,7929856,7929856,7929856,2427478716,2427507248,2427494552,2427478774,7434240,7434240,7434240,7434240,2819856570,2819855364,2819855946,2819856104,7929857,7929857,7929860,7929880,0,0,0,0,0,1,0,4,"<OVERFLOW>",0,0,22330474496,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,122219739596,9095545344,5586584064,20268711936,648598781952,648535343104,0,0,6978273280,697827328,0,0,0,0,0,697827328,991232,0,350896128,34226070443,2189990946552,273775160033,123904,16747855872,4884791296,27913093120,5582618624
5888,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",12775358464,12775358464,6396346368,6396346368,914957462,914197996,2188109,2188100,1094042,1094067,1094024,1094082,457455227,457502235,457372374,457396385,3189506048,3189506048,3189506048,3189506048,8667136,8667136,8667136,8667136,2765482330,2765495338,2765482752,2765505410,8125440,8125440,8125440,8125440,3222140788,3222139226,3222139880,3222139984,8667141,8667136,8667141,8667156,0,0,0,0,4,0,1,0,"<OVERFLOW>",0,0,25516048384,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,139657896648,10391896576,6383346176,23158587392,741074796544,741005459456,0,0,7973765120,797376512,0,0,0,0,0,797376512,1083392,0,400855040,39106479024,2502325729916,312820560184,135424,19137036288,5581635584,31895060480,6379012096
6144,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",14514388992,14514388992,7266631680,7266631680,1033911101,1034110227,2382755,2380558,1191372,1191383,1191319,1191323,516952857,516958244,516974842,516959522,3623878656,3623878656,3623878656,3623878656,9437184,9437184,9437184,9437184,3142726492,3142732656,3142733130,3142727874,8847360,8847360,8847360,8847360,3660990086,3660988498,3660989352,3660989536,9437186,9437189,9437188,9437203,0,0,0,0,5,0,0,0,"<OVERFLOW>",0,0,28991029248,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,158669862958,11805917696,7252476416,26310868992,841947807744,841872310272,0,0,9059696640,905969664,0,0,0,0,0,905969664,1179648,0,455344128,44433914896,2843201521684,355430934571,147456,21743271936,6341787648,36238786560,7247757312
6400,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)",16404480000,16404480000,8212480000,8212480000,1181563690,1180226462,2589775,2583346,1294893,1294882,1294859,1294855,590790669,590773021,590766631,590794890,4096000000,4096000000,4096000000,4096000000,10240000,10240000,10240000,10240000,3547508660,3547514838,3547524514,3547524588,9600000,9600000,9600000,9600000,4137912738,4137910978,4137911704,4137911888,10240006,10240002,10240008,10240038,0,0,0,0,4,1,0,0,"<OVERFLOW>",0,0,32768000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,179354965336,13342721024,8197121024,29736960000,951582720000,951500800000,0,0,10240000000,1024000000,0,0,0,0,0,1024000000,1280000,0,514560000,50222725750,3213512242486,401740553539,160000,24576000000,7168000000,40960000000,8192000000
6656,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",9237037056,9237037056,1348511750,1348805468,2795553,2795359,1397781,1397772,1397760,1397752,674251891,674259859,674230183,674210350,4607442944,4607442944,4607442944,4607442944,11075584,11075584,11075584,11075584,3980479720,3980479500,3980430244,3980443168,10383360,10383360,10383360,10383360,4654546248,4654544180,4654544968,4654545160,11075586,11075584,11075592,11075628,0,0,0,0,0,0,4,1,"<OVERFLOW>",0,0,36859543552,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,201750074825,15007417088,9220424448,33448263680,1070344437760,1070255833088,0,0,11518607360,1151860736,0,0,0,0,0,1151860736,1384448,0,578699264,56489586055,3614616366816,451882863009,173056,27644657664,8063025152,46074429440,9214885888
6912,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",10343448576,10343448576,1525909767,1524817910,3012534,3007697,1506257,1506277,1506234,1506247,762954200,762955570,762985161,762964683,5159780352,5159780352,5159780352,5159780352,11943936,11943936,11943936,11943936,4449640682,4449628284,4449558734,4449557304,11197440,11197440,11197440,11197440,5212511640,5212509684,5212510626,5212510776,11943942,11943936,11943941,11943955,0,0,0,0,0,4,1,0,"<OVERFLOW>",0,0,41278242816,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,225935721944,16805118976,10325533696,37456183296,1198597865472,1198502313984,0,0,12899450880,1289945088,0,0,0,0,0,1289945088,1492992,0,647958528,63265520037,4048207812960,506071661140,186624,30958682112,9029615616,51597803520,10319560704
7168,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",11534860288,11534860288,1700579637,1699601450,3240923,3235705,1620467,1620456,1620407,1620445,850317553,850262084,850130774,850168718,5754585088,5754585088,5754585088,5754585088,12845056,12845056,12845056,12845056,4963399128,4963404984,4963297968,4963435888,12042240,12042240,12042240,12042240,5813431974,5813429478,5813430290,5813430624,12845060,12845060,12845069,12845113,0,0,0,0,0,4,1,0,"<OVERFLOW>",0,0,46036680704,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,251975481050,18740937472,11515593472,41772122112,1336707907584,1336605147136,0,0,14386462720,1438646272,0,0,0,0,0,1438646272,1605632,0,722534400,70560297845,4514903317912,564407762277,200704,34527510528,10070523904,57545850880,11509170176
7424,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",12814417920,12814417920,1919881466,1920049869,3471232,3471227,1735614,1735618,1735592,1735599,959958504,959922962,959950468,959960751,6393430016,6393430016,6393430016,6393430016,13778944,13778944,13778944,13778944,5498733180,5498807314,5498760464,5498737770,12917760,12917760,12917760,12917760,6458829608,6458826630,6458827922,6458828064,13778947,13778944,13778957,13778982,0,0,0,0,0,0,5,0,"<OVERFLOW>",0,0,51147440128,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,279953883540,20819985408,12793750528,46407483392,1485039468544,1484929236992,0,0,15983575040,1598357504,0,0,0,0,0,1598357504,1722368,0,802623488,78389759277,5016114453806,627051643100,215296,38360580096,11188502528,63934300160,12786860032
7680,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",14185267200,14185267200,2145722576,2144834962,3716206,3719330,1858122,1858084,1858061,1858083,1072875536,1072847040,1072869441,1072843260,7077888000,7077888000,7077888000,7077888000,14745600,14745600,14745600,14745600,6076999114,6077030364,6077020692,6077022142,13824000,13824000,13824000,13824000,7150277076,7150273796,7150275328,7150275748,14745605,14745600,14745623,14745680,0,0,0,0,1,0,4,0,"<OVERFLOW>",0,0,56623104000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,309928938708,23047373568,14163149568,51373670400,1643957452800,1643839488000,0,0,17694720000,1769472000,0,0,0,0,0,1769472000,1843200,0,888422400,86783794590,5553186259174,694161896572,230400,42467328000,12386304000,70778880000,14155776000
7936,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",15650553856,15650553856,2396106409,2393376536,3966121,3969164,1983061,1983060,1982980,1983019,1198035662,1198070747,1198014343,1197970705,7809531904,7809531904,7809531904,7809531904,15745024,15745024,15745024,15745024,6691772046,6691722860,6691718892,6691775024,14760960,14760960,14760960,14760960,7889398708,7889395096,7889396610,7889396688,15745029,15745024,15745040,15745081,0,0,0,0,1,0,4,0,"<OVERFLOW>",0,0,62476255232,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,341970805417,25428214784,15626937344,56682086400,1813826764800,1813700804608,0,0,19523829760,1952382976,0,0,0,0,0,1952382976,1968128,0,980127744,95752750684,6127110712866,765943613672,246016,46857191424,13666680832,78095319040,15619063808
8192,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2593735850,2609053101,4224046,4205081,2112034,2112012,2111971,2111997,1296868095,1296867755,1296871676,1296867489,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16777216,16777216,16777216,16777216,7381214386,7381208632,7381207966,7381214114,15728640,15728640,15728640,15728640,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",16777219,16777218,16777228,16777277,0,0,0,0,0,1,0,4,"<OVERFLOW>",0,0,68719476736,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,376227202718,27967620352,17188259072,62344134656,1995012308992,1994878091264,0,0,21474836480,2147483648,0,0,0,0,0,2147483648,2097152,0,1077936128,105349985731,6741236545308,842695932133,262144,51539607552,15032385536,85899345920,17179869184
