131072,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",32784,32784,16400,16400,12,0,60,91,28,32,45,31,8,4,8,0,8192,8192,8192,8192,0,0,0,32,8192,8192,8192,8192,0,0,0,32,8200,8200,8192,8200,5,1,0,32,0,0,0,0,5,0,0,0,59940,0,0,262144,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,112150,64288,13216,90208,2850816,2809856,0,0,800,640,0,0,0,0,0,8192,32,0,9632,45271,2358784,293155,32,0,0,800,640
262144,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",65552,65552,32784,32784,16920,16884,10319,10117,5125,5194,5140,5248,8464,8456,8420,8405,16384,16384,16384,16384,32,0,0,0,7948,7920,8036,7984,31,0,0,0,16392,16392,16384,16392,33,4,0,1,0,0,0,0,5,0,0,0,142580,0,0,524288,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,375810,109344,21408,151648,4816896,4775936,0,0,800,640,0,0,0,0,0,16384,32,0,13728,125395,7729424,964661,32,0,0,800,640
524288,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",131088,131088,65552,65552,58952,65572,18132,16360,9085,9047,9056,9028,29464,29488,29500,29557,32768,32768,32768,32768,0,0,0,32,9000,8956,8948,8896,0,0,0,31,32776,32784,32776,32768,5,0,0,33,0,0,0,0,4,0,0,1,321564,0,0,1048576,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,906917,199456,37792,274528,8749056,8708096,0,0,800,640,0,0,0,0,0,32768,32,0,21920,302866,19131624,2534228,32,0,0,800,640
1048576,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",262160,262160,131088,131088,136068,131104,19308,18276,9633,9675,9642,9640,68014,68025,68028,68033,65536,65536,65536,65536,32,0,0,0,0,8,0,24,31,0,0,0,65544,65544,65536,65544,32,1,5,0,0,0,0,0,0,0,1,4,598484,0,0,2097152,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,1831059,379680,70560,520288,16613376,16572416,0,0,800,640,0,0,0,0,0,65536,32,0,38304,574778,36547376,4497559,32,0,0,800,640
2097152,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",524304,524304,262160,262160,262153,262145,19262,18366,9603,9659,9726,9650,131081,131072,131072,131072,131072,131072,131072,131072,0,0,0,32,0,0,0,0,0,0,0,31,131080,131088,131072,131072,1,0,0,37,0,0,0,0,1,0,4,0,1066004,0,0,4194304,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,3249041,740128,136096,1011808,32342016,32301056,0,0,800,640,0,0,0,0,0,131072,32,0,71072,1038766,66266034,8233192,32,0,0,800,640
4194304,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",1048592,1048592,524304,524304,524297,524289,19410,18314,9707,9703,9742,9714,262153,262144,262144,262144,262144,262144,262144,262144,0,0,0,32,0,0,0,0,0,0,0,31,262160,262152,262144,262144,1,1,0,36,0,0,0,0,1,0,0,4,2065364,0,0,8388608,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,6416780,1461024,267168,1994848,63799296,63758336,0,0,800,640,0,0,0,0,0,262144,32,0,136608,2038442,130083254,16191912,32,0,0,800,640
8388608,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",2097168,2097168,1048592,1048592,1158971,1048609,19646,19306,9801,9845,9763,9757,579490,579481,579480,579468,524288,524288,524288,524288,0,32,0,0,0,0,0,0,0,31,0,0,524296,524296,524304,524312,5,33,0,0,0,0,0,0,4,1,0,0,4346672,0,0,16777216,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,12045332,2902816,529312,3960928,126713856,126672896,0,0,800,640,0,0,0,0,0,524288,32,0,267680,4304925,274764458,31073067,32,0,0,800,640
16777216,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",4194320,4194320,2097168,2097168,2102709,2097153,19438,18254,9711,9727,9639,9673,1051347,1051332,1051352,1051344,1048576,1048576,1048576,1048576,0,0,0,32,0,0,0,0,0,0,0,31,1048665,1048648,1048660,1048656,0,5,1,32,0,0,0,0,4,0,1,0,7935252,0,0,33554432,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,26223525,5786400,1053600,7893088,252542976,252502016,0,0,800,640,0,0,0,0,0,1048576,32,0,529824,7881669,502840610,61738446,32,0,0,800,640
33554432,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",8388624,8388624,4194320,4194320,4194313,4194305,18447,18441,9223,9224,9226,9217,2097161,2097152,2097152,2097152,2097152,2097152,2097152,2097152,0,32,0,0,0,0,0,0,0,31,0,0,2097160,2097160,2097160,2097152,0,33,1,4,0,0,0,0,0,0,5,0,15571544,0,0,67108864,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,49481459,11553568,2102176,15757408,504201216,504160256,0,0,800,640,0,0,0,0,0,2097152,32,0,1054112,15480855,989581868,123402363,32,0,0,800,640
67108864,"GeForce GTX 750 (0)","1","7","dotProd(float*, float*, float*, int)",16777232,16777232,8388624,8388624,8499003,8388608,20456,18431,10233,10223,10234,10221,4249506,4249497,4249512,4249500,4194304,4194304,4194304,4194304,0,0,0,32,0,0,0,0,0,0,0,31,4194312,4194312,4194312,4194304,1,4,0,33,0,0,0,0,1,4,0,0,31091152,0,0,134217728,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,256,95187658,23087904,4199328,31486048,1007517696,1007476736,0,0,800,640,0,0,0,0,0,4194304,32,0,2102688,30975443,1981659044,245012381,32,0,0,800,640
