256,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",9469952,9469952,4489216,4489216,0,0,40,4,16,24,28,32,0,0,0,0,2228224,2228224,2228224,2228224,16384,16384,16384,16384,2228224,2228224,2228224,2228224,16384,16384,16384,16384,2228232,2228224,2228232,2228232,16384,16384,16384,16390,0,0,0,0,0,0,4,1,9607000,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,28159216,8444160,1190144,10823680,346357760,346161152,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,9445476,559873980,74840105,256,0,0,0,0
512,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",75628544,75628544,35782656,35782656,80904,145267,16382,17782,8189,8193,8208,8204,40434,40445,40448,40488,17825792,17825792,17825792,17825792,65536,65536,65536,65536,17817656,17817668,17817712,17817704,63488,63488,63488,63488,17890658,17890656,17890672,17890664,65537,65536,65540,65537,0,0,0,0,1,0,0,4,76594676,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,227297392,67330304,9478400,86286336,2761162752,2760376320,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,76040413,4475211646,609497475,1024,0,0,0,0
768,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",255098880,255098880,120619008,120619008,2028077,2012212,56026,54472,28047,27979,27888,27866,1013760,1014317,1009132,1008963,60162048,60162048,60162048,60162048,147456,147456,147456,147456,59350556,59349616,59352504,59353376,138760,138755,138693,138713,60421616,60421584,60421596,60421585,147461,147457,147456,147456,0,0,0,0,1,4,0,0,263174676,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,789707708,226990336,31942912,290875392,9308012544,9306243072,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,262223801,15568477008,2107721452,2304,0,0,0,0
1024,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",604504064,604504064,285736960,285736960,5297168,5297216,84610,83300,42293,42317,42362,42358,2648600,2648568,2648589,2648563,142606336,142606336,142606336,142606336,262144,262144,262144,262144,140476872,140476868,140476860,140476860,245784,245783,245783,245783,143125380,143125344,143125376,143125336,262146,262148,262144,262144,0,0,0,0,5,0,0,0,620296696,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,1864872320,537755904,75661568,689078272,22050504704,22047358976,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,619621683,36637440452,4985783033,4096,0,0,0,0
1280,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",1180467200,1180467200,557875200,557875200,10242141,10243311,120862,120836,60460,60402,60377,60453,5121073,5121068,5121551,5121614,278528000,278528000,278528000,278528000,409600,409600,409600,409600,274380084,274380102,274379679,274379612,383857,383851,383857,383846,279501294,279501264,279501328,279501328,409600,409600,409601,409605,0,0,0,0,0,0,5,0,1216172820,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,3665812978,1049958656,147712256,1345382400,43052236800,43047321600,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,1215919469,72274196022,9783330300,6400,0,0,0,0
1536,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",2039611392,2039611392,963772416,963772416,17817969,17819090,169434,168082,84709,84725,84692,84707,8908816,8909153,8909596,8909504,481296384,481296384,481296384,481296384,589824,589824,589824,589824,474139638,474139578,474139206,474139122,552360,552368,552366,552408,483048166,483048120,483048152,483048160,589825,589828,589825,589824,0,0,0,0,0,4,1,0,2099628852,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,6325973090,1813930240,255172864,2324275200,74376806400,74369728512,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,2098796649,124816402862,16906461514,9216,0,0,0,0
1792,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",3238559744,3238559744,1530167296,1530167296,28388827,28364715,230119,229879,114969,115150,115114,114800,14194629,14194198,14194336,14193066,764280832,764280832,764280832,764280832,802816,802816,802816,802816,752877053,752876383,752875767,752877531,750117,750077,750070,750069,767070502,767070416,767070440,767070432,802816,802817,802821,802816,0,0,0,0,0,0,1,4,3340179476,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,10073177264,2880002304,405121280,3690244096,118087811072,118078177280,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,3339912345,198736594726,26897205477,12544,0,0,0,0
2048,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",4833935360,4833935360,2283798528,2283798528,42263014,42238052,301227,298635,150594,150633,150705,150712,21131629,21131385,21131273,21131385,1140850688,1140850688,1140850688,1140850688,1048576,1048576,1048576,1048576,1123870304,1123870504,1123870558,1123870398,978625,978611,978615,978609,1145002928,1145002752,1145002880,1145002864,1048576,1048580,1048576,1048578,0,0,0,0,0,4,0,1,4950363744,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,14895879318,4298506752,604635648,5507776512,176248848384,176236265472,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,4949787066,295104943432,39865451729,16384,0,0,0,0
2304,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",6882361344,6882361344,3251404800,3251404800,60798559,60814986,380019,384003,190097,189922,189765,189672,30398734,30399825,30402169,30399193,1624375296,1624375296,1624375296,1624375296,1327104,1327104,1327104,1327104,1599936443,1599934384,1599928532,1599932884,1236532,1236513,1236492,1236593,1630344184,1630343936,1630344128,1630344080,1327104,1327105,1327105,1327108,0,0,0,0,0,1,0,4,7131874356,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,21540953242,6119774464,860793088,7841359872,250923515904,250907590656,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,7130155322,426791713392,57355347882,20736,0,0,0,0
2560,"GeForce GTX 750 (0)","2","14","matMul(float*, float*, float*, int, int)",9440460800,9440460800,4459724800,4459724800,83917275,84201378,468003,470970,234006,233997,233705,233813,41959835,41957440,41956575,41957167,2228224000,2228224000,2228224000,2228224000,1638400,1638400,1638400,1638400,2194409126,2194408678,2194409674,2194410257,1525194,1525648,1525480,1525279,2236398884,2236398592,2236398704,2236398784,1638401,1638401,1638405,1638423,0,0,0,0,0,0,5,0,9775668916,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,29526213508,8394138368,1180672768,10755481600,344175411200,344155750400,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,9774849881,585475020556,78582443200,25600,0,0,0,0
