256,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",96.572301,0.969212,3.314718,3.222927,5281.000000,100.000000,100.000000,99.943193,0.000135,71.705893,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,6291456,16384,1860,122,58.333333,0.000000,120.816215,1.258502,402.720717,2.517004,292.601770,19.192159,644.353147,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,4194304,"Low (1)","High (7)","Low (1)","Idle (0)","Idle (0)","High (8)",0,0,0,0,33554432,0,16777216,0,0,10815488,10816952,"Low (1)","High (7)",0.000000,"Idle (0)",16777216,0,244121600,0,4325376,33619968,47054848,0,9626522,141312,141312,4210688,1058816,0,0.000000,3.142926,24.085171,18.977702,0.166664,0.000000,48.210074,0.036239,1.843624,0.219583,3.318016,0,5,2621511,16390,0,0.000000,58.181818,100.000000,100.000000,402.720717,2.517004,2621440,16384,402.731624,2.517926,0.000000,805.441406,"High (8)",0.000000,0,"Low (1)",0.000000,4.775676,3.718186,0.000000
512,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",97.327155,0.978327,3.208126,3.192425,10529.000000,100.000000,100.000000,99.971507,0.000024,71.040136,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,50331648,65536,62648,45524,58.333333,0.000000,132.661465,707.527812,442.204883,1.381890,1.320994,982.955814,707.527813,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,33554432,"Low (1)","High (7)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,268435456,0,134217728,0,0,86253568,86254781,"Low (1)","High (7)",0.000000,"Idle (0)",134217728,0,1949564928,0,34078720,268697600,372768768,0,76776130,1089536,1089536,33619968,8429568,0,0.000000,2.925092,25.037158,19.539364,0.257634,0.000000,47.328073,0.008275,1.691657,0.167531,3.045216,0,5,21072145,65542,0,0.000000,58.257477,99.701900,87.500000,442.204883,1.381890,20971520,65536,444.326659,1.382017,0.000000,110.550781,"High (8)",0.000000,0,"Low (1)",0.000000,4.652347,3.809693,0.000000
768,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.703963,0.988841,2.087090,2.065186,15777.000000,100.000000,100.000000,99.980985,0.000004,45.958400,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,169869312,147456,1495418,98312,58.333333,0.000000,89.647873,318.747992,298.826242,637.495983,6.313609,425.031908,478.121988,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,113246208,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (5)",0,0,0,0,905969664,0,452984832,0,0,290801664,290802874,"Low (1)","Mid (5)",0.000000,"Idle (0)",452984832,0,6575947776,0,114425856,906559488,1253965824,0,258859711,3631104,3631104,113393664,28403712,0,0.000000,1.524071,28.780429,21.741592,1.572795,0.000000,44.046408,0.001617,1.038559,0.133044,1.161483,0,5,70842579,147462,0,0.000000,58.282741,98.063920,87.500000,298.826242,637.495983,70778880,147456,299.095178,637.521923,0.000000,22.134766,"Mid (6)",0.000000,0,"Low (1)",0.000000,2.541710,2.648891,0.000000
1024,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.894948,0.986590,3.029705,3.043738,21025.000000,100.000000,100.000000,99.985731,0.000002,67.736700,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,402653184,262144,9059994,157957,58.333333,0.000000,128.836084,343.562889,429.453612,687.125779,23.191256,414.033229,687.125779,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,268435456,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,2147483648,0,1073741824,0,0,688947200,688948410,"Low (2)","Mid (6)",0.000000,"Idle (0)",1073741824,0,15582887936,0,270532608,2148532224,2967470080,0,613286590,8552448,8552448,268697600,67272704,0,0.000000,2.688963,25.828927,19.621738,0.504201,0.000000,46.949748,0.002052,1.580074,0.093234,2.731064,0,5,167992989,262150,0,0.000000,58.295381,94.327348,87.414169,429.453612,687.125779,167772160,262144,430.018878,687.141506,0.000000,13.419922,"High (8)",0.000000,0,"Low (1)",0.000000,4.342812,3.677698,0.000000
1280,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.745000,0.991265,2.291125,2.262539,26273.000000,100.000000,100.000000,99.988581,0.000001,50.352290,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,786432000,409600,27671670,231694,58.333333,0.000000,97.080942,207.106009,323.603140,414.212018,27.327390,234.302830,517.765023,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,524288000,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,4194304000,0,2097152000,0,0,1345177600,1345178815,"Low (2)","Mid (5)",0.000000,"Idle (0)",2097152000,0,30430003200,0,527564800,4195942400,5790105600,0,1197466307,16640000,16640000,524697600,131328000,0,0.000000,1.757749,27.235986,22.070969,1.609128,0.000000,44.605335,0.000770,1.137522,0.076865,1.505676,0,5,327988709,409606,0,0.000000,58.302967,91.459230,86.165527,323.603140,414.212018,327680000,409600,323.908008,414.218085,0.000000,5.176758,"Mid (6)",0.000000,0,"Low (1)",0.000000,2.934560,2.797065,0.000000
1536,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.767098,0.991824,2.492342,2.479021,31521.000000,100.000000,100.000000,99.990483,0.000001,55.170608,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,1358954496,589824,52827633,320790,58.333333,0.000000,105.508964,187.571491,351.696548,375.142983,32.812218,204.030554,562.714476,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,905969664,"Low (1)","Mid (5)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,7247757312,0,3623878656,0,0,2323980288,2323982418,"Low (2)","Mid (5)",0.000000,"Idle (0)",3623878656,0,52576911360,0,910688256,7250116608,9998696448,0,2068808996,28680192,28680192,906559488,226861056,0,0.000000,2.029634,26.626622,21.626547,1.389855,0.000000,45.214566,0.000511,1.256638,0.060954,1.794673,0,5,566893385,589830,0,0.000000,58.308026,90.481958,85.974460,351.696548,375.142983,566231040,589824,352.107942,375.146800,0.000000,3.255859,"High (7)",0.000000,0,"Low (1)",0.000000,3.283243,3.049428,0.000000
1792,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.797999,0.994058,2.541002,2.553601,36769.000000,100.000000,100.000000,99.991841,0.000000,56.830799,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,2157969408,802816,88049004,428114,58.333333,0.000000,107.629068,164.006198,358.763559,328.012396,35.131665,174.917664,574.021694,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,1438646272,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,11509170176,0,5754585088,0,0,3689842688,3689843896,"Low (2)","Mid (5)",0.000000,"Idle (0)",5754585088,0,83483230208,0,1445068800,11512381440,15870066688,0,3284722367,45459456,45459456,1439449088,360163328,0,0.000000,2.053041,27.165202,20.220037,1.136618,0.000000,46.234530,0.000315,1.265885,0.050995,1.873377,0,5,900062283,802822,0,0.000000,58.311640,90.449973,86.004265,358.763559,328.012396,899153920,802816,359.125997,328.014848,0.000000,2.091797,"High (7)",0.000000,0,"Low (1)",0.000000,3.416567,3.130886,0.000000
2048,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.822782,0.993686,2.910370,2.903391,42017.000000,100.000000,100.000000,99.992860,0.000000,64.615762,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,3221225472,1048576,119012731,551900,58.333333,0.000000,117.365104,156.486805,391.217014,312.973611,34.689758,164.728293,625.947222,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,2147483648,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,17179869184,0,8589934592,0,0,5507252224,5507253410,"Low (2)","Mid (6)",0.000000,"Idle (0)",8589934592,0,124608577536,0,2155872256,17184063488,23681040384,0,4902617778,67764224,67764224,2148532224,537526272,0,0.000000,2.470223,26.311496,19.649915,0.720281,0.000000,46.924961,0.000115,1.450265,0.043698,2.429044,0,5,1343549807,1048582,0,0.000000,58.314351,91.804293,85.013962,391.217014,312.973611,1342177280,1048576,391.617077,312.975401,0.000000,1.527344,"High (8)",0.000000,0,"Low (1)",0.000000,4.063702,3.532012,0.000000
2304,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.864377,0.994603,2.687900,2.710660,47265.000000,100.000000,100.000000,99.993653,0.000000,60.326727,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,4586471424,1327104,193858299,690966,58.333333,0.000000,108.035074,128.041569,360.116913,256.083138,36.530908,133.331480,576.187060,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,3057647616,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","Mid (6)",0,0,0,0,24461180928,0,12230590464,0,0,7840696320,7840697516,"Low (2)","Mid (6)",0.000000,"Idle (0)",12230590464,0,177412571136,0,3068264448,24466489344,33708441600,0,6979904183,96380928,96380928,3058974720,765241344,0,0.000000,2.215078,26.565154,20.386804,0.974147,0.000000,46.401786,0.000158,1.332733,0.038484,2.085656,0,5,1913228003,1327110,0,0.000000,58.316459,89.952372,84.354203,360.116913,256.083138,1911029760,1327104,360.531153,256.084295,0.000000,0.987305,"High (7)",0.000000,0,"Low (1)",0.000000,3.692341,3.295800,0.000000
2560,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",99.891325,0.988905,2.817645,2.824720,52513.000000,100.000000,100.000000,99.994287,0.000000,62.865383,0.000000,0.000000,0.000000,0.000000,6.000000,8.000000,0,0,0,0,6291456000,1638400,266948798,846942,58.333333,0.000000,109.430397,116.725757,364.767991,233.451513,37.145377,120.678644,583.628785,0.000000,0.000000,0.000000,0.000000,30.000000,50.000000,4194304000,"Low (1)","Mid (6)","Low (1)","Idle (0)","Idle (0)","High (7)",0,0,0,0,33554432000,0,16777216000,0,0,10754662400,10754663592,"Low (2)","Mid (6)",0.000000,"Idle (0)",16777216000,0,243354828800,0,4207411200,33560985600,46229094400,0,9573991095,132096000,132096000,4195942400,1049600000,0,0.000000,2.391366,25.839170,20.827129,0.890454,0.000000,46.252245,0.000114,1.425684,0.034957,2.338882,0,5,2624281121,1638406,0,0.000000,58.318146,89.907839,81.455811,364.767991,233.451513,2621440000,1638400,365.163327,233.452369,0.000000,747.000000,"High (7)",0.000000,0,"Low (1)",0.000000,3.935817,3.430809,0.000000
