256,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1064960,1064960,540672,540672,0,0,3,12,8,11,0,0,524288,524288,16384,16384,524288,524288,16384,16384,524417,524419,16388,16386,0,0,4,1,2109556,0,0,4194304,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,5833795,1884356,401775,2686976,85983232,85852160,0,0,655360,131072,0,0,0,0,0,131072,2048,0,69632,2030069,125461830,62771641,1024,524288,131072,1572864,262144
512,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",8454144,8454144,4259840,4259840,16060,15832,16402,16402,16394,16404,16044,15980,4194304,4194304,65536,65536,4170784,4170692,61440,61440,4194432,4194407,65537,65541,0,0,5,0,15979256,0,0,33554432,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,45418663,14876866,3178999,21233664,679477248,678952960,0,0,5242880,1048576,0,0,0,0,0,1048576,8192,0,540672,15873109,996404354,497419088,4096,4194304,1048576,12582912,2097152
768,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",28459008,28459008,14303232,14303232,854619,841374,49459,49444,49443,49481,852495,851656,14155776,14155776,147456,147456,13414343,13414549,132055,132083,14155808,14155815,147456,147462,0,0,4,1,54168780,0,0,113246208,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,153608071,49987778,10691063,71368704,2283798528,2282618880,0,0,17694720,3538944,0,0,0,0,0,3538944,18432,0,1806336,53540711,3382092650,1689548646,9216,14155776,3538944,42467328,7077888
1024,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",67371008,67371008,33816576,33816576,4027992,4010056,78777,78629,78774,78784,4027962,4027967,33554432,33554432,262144,262144,29402489,29402844,229085,229072,33554560,33554535,262145,262149,0,0,1,4,126799792,0,0,268435456,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,361737384,118227141,25297393,168820736,5402263552,5400166400,0,0,41943040,8388608,0,0,0,0,0,8388608,32768,0,4259840,126332140,8005954202,4003535409,16384,33554432,8388608,100663296,16777216
1280,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",131476464,131486736,65945600,65945600,12437635,13054488,116074,114931,116129,116175,12347106,12329546,65536000,65536000,409600,409600,52663356,52674036,366272,366169,65646404,65646425,409605,409601,0,0,5,0,289324404,0,0,524288000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,910204744,230605824,49357824,329318400,10538188800,10534912000,0,0,81920000,16384000,0,0,0,0,0,16384000,51200,0,8294400,288401792,18336173088,9545325261,25600,65536000,16384000,196608000,32768000
1536,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",227082240,227082240,113836032,113836032,26283436,25987105,160428,159698,160299,160483,26312888,26305365,113246208,113246208,589824,589824,86734796,86745686,542014,541998,113466984,113467019,589829,589825,0,0,1,4,564376692,0,0,905969664,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,1737649318,398131399,85230061,568590336,18194890752,18190172160,0,0,141557760,28311552,0,0,0,0,0,28311552,73728,0,14303232,563600481,35927436580,17812119406,36864,113246208,28311552,339738624,56623104
1792,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",360485936,360442832,180630000,180637200,43883797,44113183,214085,214341,214097,214063,43879181,43848126,179830784,179830784,802816,802816,136284641,136270890,739160,739264,180162012,180162045,802820,802818,0,0,4,1,942657948,0,0,1438646272,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,2992555732,631816390,135274998,902365184,28875685888,28869263360,0,0,224788480,44957696,0,0,0,0,0,44957696,100352,0,22679552,941294252,60033708478,30119270837,50176,179830784,44957696,539492352,89915392
2048,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",537919488,537919488,269484032,269484032,65458126,65336143,275980,275914,275976,275985,65458323,65458183,268435456,268435456,1048576,1048576,203013176,203013071,794588,794587,268766604,268766653,1048581,1048577,0,0,1,4,1009224324,0,0,2147483648,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,2890149354,942670024,201851374,1346371584,43083890688,43075502080,0,0,335544320,67108864,0,0,0,0,0,67108864,131072,0,33816576,1008319993,64283879484,32167034853,65536,268435456,67108864,805306368,134217728
2304,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",765739008,765739008,383533056,383533056,96421986,96167068,345472,345576,345443,345434,96410094,96408282,382205952,382205952,1327104,1327104,287062726,287063099,1070030,1070782,382868589,382868695,1327109,1327105,0,0,1,4,2104838584,0,0,3057647616,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,6786660047,1341702652,287318831,1916338176,61322821632,61312204800,0,0,477757440,95551488,0,0,0,0,0,95551488,165888,0,48107520,2102055672,134209354726,66883388370,82944,382205952,95551488,1146617856,191102976
2560,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1050214400,1050214400,525926400,525926400,132963191,132991337,423538,423436,423514,423545,132952995,132947885,524288000,524288000,1638400,1638400,392582169,392587235,1242560,1242856,525281380,525281513,1638404,1638402,0,0,0,5,2912630184,0,0,4194304000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,9422900564,1839924224,394036224,2627993600,84095795200,84082688000,0,0,655360000,131072000,0,0,0,0,0,131072000,204800,0,65945600,2908896846,185734119924,92840535604,102400,524288000,131072000,1572864000,262144000
2816,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1397637120,1397637120,699809792,699809792,178523164,177718879,518495,509356,518554,518557,178205082,178036314,697827328,697827328,1982464,1982464,520890590,520638304,1597872,1597330,699151840,699152007,1982469,1982465,0,0,1,4,3866390612,0,0,5582618624,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,12547378737,2448343234,524362237,3497066496,111906127872,111890268160,0,0,872284160,174456832,0,0,0,0,0,174456832,247808,0,87724032,3859620783,246431914474,123812966813,123904,697827328,174456832,2093481984,348913664
3072,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1814298624,1814298624,908328960,908328960,230831112,230875584,603712,603456,603713,603714,231867741,231715337,905969664,905969664,2359296,2359296,675965079,676313311,1903170,1902892,907735648,907735879,2359296,2359302,0,0,0,5,4774773132,0,0,7247757312,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,15153292902,3177971907,680657391,4539285504,145257136128,145238261760,0,0,1132462080,226492416,0,0,0,0,0,226492416,294912,0,113836032,4771736276,304745490848,157962555686,147456,905969664,226492416,2717908992,452984832
3328,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",2306490368,2306490368,1154629632,1154629632,293233688,293293788,705718,706108,705733,705771,293275580,293266731,1151860736,1151860736,2768896,2768896,860950180,860948699,2077514,2077488,1154179060,1154179377,2768897,2768901,0,0,5,0,6354051064,0,0,9214885888,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,19553711713,4039819459,865280494,5770379264,184652136448,184629985280,0,0,1439825920,287965184,0,0,0,0,0,287965184,346112,0,144674816,6352017406,405675362694,199379428022,173056,1151860736,287965184,3455582208,575930368
3584,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",2880460752,2880546864,1441864720,1441850352,366709068,371162764,816708,816578,816724,816729,369295098,369150717,1438646272,1438646272,3211264,3211264,1072652410,1072585950,2470019,2470506,1441516072,1441516411,3211265,3211269,0,0,5,0,7804794968,0,0,11509170176,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,26432444748,5044895944,1080590842,7206076416,230594445312,230568755200,0,0,1798307840,359661568,0,0,0,0,0,359661568,401408,0,180633600,7801996001,498420335378,259850971183,200704,1438646273,359661569,4315938816,719323136
3840,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",3542676528,3542584272,1773150704,1773166096,451906757,453547115,935512,935555,935508,935521,451897455,451927886,1769472000,1769472000,3686400,3686400,1319198352,1319191839,2764973,2764965,1773004128,1773004547,3686400,3686406,0,0,0,5,9601109704,0,0,14155776000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,31313744066,6204211395,1328947757,8862105600,283587379200,283557888000,0,0,2211840000,442368000,0,0,0,0,0,442368000,460800,0,222105600,9598440854,613009211810,315580056558,230400,1769472000,442368000,5308416000,884736000
4096,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",4299161600,4299161600,2151677952,2151677952,549396450,549533456,1062445,1062552,1062440,1062453,549396163,549397847,2147483648,2147483648,4194304,4194304,1599259165,1599260076,3145728,3145728,2150593988,2150594375,4194344,4194318,0,0,4,1,8070562692,0,0,17179869184,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,23125752506,7528775877,1612710378,10754195456,344134254592,344100700160,0,0,2684354560,536870912,0,0,0,0,0,536870912,524288,0,269484032,8065183873,515725731386,257843803010,262144,2147483648,536870912,6442450944,1073741824
4352,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",5156458560,5156319168,2580588080,2580535760,661593686,663829524,1206855,1197644,1206893,1206933,661547839,661543456,2575826944,2575826944,4734976,4734976,1918190520,1918129110,3551238,3551314,2581236189,2581236829,4734980,4734978,0,0,4,1,15109319536,0,0,20606615552,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,47806327616,9029599429,1934238187,12898074624,412738387968,412700508160,0,0,3219783680,643956736,0,0,0,0,0,643956736,591872,0,323162112,15101811343,964524329218,462022041833,295936,2575826944,643956736,7727480832,1287913472
4608,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",6120566752,6120640544,3062965264,3062946800,797361912,796029588,1340966,1341077,1341001,1341003,795340101,795395162,3057647616,3057647616,5308416,5308416,2272831082,2272830393,4009781,4009583,3063718660,3063719461,5308417,5308421,0,0,1,4,16071094548,0,0,24461180928,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,53381934062,10717692100,2295890420,15309471744,489903095808,489860628480,0,0,3822059520,764411904,0,0,0,0,0,764411904,663552,0,383533056,16066796276,1027045615972,524393900768,331776,3057647616,764411904,9172942848,1528823808
4864,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",7198097408,7198097408,3602006016,3602006016,933995732,934277524,1492545,1492743,1492561,1492545,933988139,933992849,3596091392,3596091392,5914624,5914624,2667291789,2667289026,4435968,4435968,3603266156,3603267089,5914664,5914638,0,0,0,5,19857577972,0,0,28768731136,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,62897807929,12604063945,2700026356,18004115456,576131694592,576084377600,0,0,4495114240,899022848,0,0,0,0,0,899022848,739328,0,450990080,19854315043,1269022672748,598164490619,369664,3596091392,899022848,10788274176,1798045696
5120,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",8395141104,8395182096,4200847344,4200867856,1095166840,1092511205,1652411,1651529,1652401,1652426,1096246716,1096200829,4194304000,4194304000,6553600,6553600,3106465471,3106371523,4931097,4931182,4202582780,4202583853,6553604,6553602,0,0,4,1,21806472292,0,0,33554432000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,68906090142,14699725287,3149005587,20997734400,671927500800,671875072000,0,0,5242880000,1048576000,0,0,0,0,0,1048576000,819200,0,525926400,21802317279,1393729399932,740757375614,409600,4194304000,1048576000,12582912000,2097152000
5376,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",9718109200,9718066160,4862645744,4862667280,1263401739,1270643739,1829507,1820402,1829526,1829526,1263380907,1263388477,4855431168,4855431168,7225344,7225344,3591746318,3591741442,5419008,5419008,4865034824,4865035953,7225344,7225350,0,0,4,1,27015066072,0,0,38843449344,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,80220369796,17015685314,3645186536,24306057216,777793830912,777736028160,0,0,6069288960,1213857792,0,0,0,0,0,1213857792,903168,0,608735232,27001554674,1725979191536,806608021146,451584,4855431168,1213857792,14566293504,2427715584
5632,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",11173076928,11173257280,5590514640,5590582320,1467290015,1491633503,1996479,1996541,1996459,1996464,1481845828,1482050728,5582618624,5582618624,7929856,7929856,4113895937,4114071282,6066935,6066393,5593987836,5593989317,7929860,7929858,0,0,0,5,30370099816,0,0,44660948992,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,99406174112,19562955304,4190929762,27944812544,894234001408,894170562560,0,0,6978273280,1395654656,0,0,0,0,0,1395654656,991232,0,699809792,30364160904,1941309746994,961148300883,495616,5582618624,1395654656,16747855872,2791309312
5888,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",12766667760,12766714896,6387679232,6387679232,1665346563,1675507369,2180768,2180723,2180754,2180783,1665342900,1665353195,6379012096,6379012096,8667136,8667136,4709282018,4709301442,6500356,6500354,6391705868,6391707501,8667136,8667142,0,0,4,1,33336042132,0,0,51032096768,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,105214054302,22352544575,4788594067,31929729024,1021751328768,1021681991680,0,0,7973765120,1594753024,0,0,0,0,0,1594753024,1083392,0,799543296,33326208123,2131246806408,1117492390422,541696,6379012097,1594753025,19137036288,3189506048
