256,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",5259264,5259264,2375680,2375680,12,0,4099,16,4097,4102,20,10,2359296,2359296,16384,16384,2359296,2359296,16384,16384,2359328,2359335,16389,16385,0,0,5,0,7305208,0,0,33554432,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,2048,19108141,8436085,1190542,10815488,346095616,345899008,0,0,0,0,0,0,0,0,0,1048576,2048,0,141312,7211865,447278836,223801948,1024,0,0,0,0
512,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",42029088,41988064,18939904,18939904,15876,15832,16411,16388,16389,16419,15884,15896,18874368,18874368,65536,65536,18858192,18858220,61440,61440,18874400,18874407,65540,65538,0,0,0,5,44136048,0,0,268435456,0,0,0,0,262144,0,0,0,0,0,0,0,0,0,0,8192,98548737,67297476,9478637,86253568,2760114176,2759327744,0,0,0,0,0,0,0,0,0,8388608,8192,0,1089536,43814931,2720455050,1367362512,4096,0,0,0,0
768,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",141720592,141689840,63848448,63848448,1275454,1246895,51766,49957,51736,51823,1274295,1272933,63700992,63700992,147456,147456,62554702,62556109,128367,128324,63811396,63811417,147461,147457,0,0,5,0,152733468,0,0,905969664,0,0,0,0,589824,0,0,0,0,0,0,0,0,0,0,18432,346352753,226916843,31943443,290801664,9305653248,9303883776,0,0,0,0,0,0,0,0,0,28311552,18432,0,3631104,151456862,9476984890,4768817278,9216,0,0,0,0
1024,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",335806464,335806464,151247856,151266320,5181810,5002504,78352,78552,78372,78339,5181898,5181546,150994944,150994944,262144,262144,145699296,145699337,217330,217341,151105508,151105497,262144,262150,0,0,0,5,343380456,0,0,2147483648,0,0,0,0,1048576,0,0,0,0,0,0,0,0,0,0,32768,756075793,537624772,75661805,688947200,22046310400,22043164672,0,0,0,0,0,0,0,0,0,67108864,32768,0,8552448,342317613,21578860308,10843925225,16384,0,0,0,0
1280,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",655692752,655846448,295321600,295321600,14173707,10377346,118551,117190,118535,118546,14174535,14172834,294912000,294912000,409600,409600,284401995,284396394,332536,332376,295132776,295132811,409604,409602,0,0,0,5,727361724,0,0,4194304000,0,0,0,0,1638400,0,0,0,0,0,0,0,0,0,0,51200,1739612529,1049754107,147712812,1345177600,43045683200,43040768000,0,0,0,0,0,0,0,0,0,131072000,51200,0,16640000,723413946,45682905370,23346370944,25600,0,0,0,0
1536,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1133051904,1133051904,510225440,510170080,18380524,16504719,163022,162590,163018,163191,18376576,18377323,509607936,509607936,589824,589824,493888714,493892171,481749,481528,510049456,510049519,589825,589829,0,0,1,4,1204442108,0,0,7247757312,0,0,0,0,2359296,0,0,0,0,0,0,0,0,0,0,73728,2769337000,1813636096,255173632,2323980288,74367369216,74360291328,0,0,0,0,0,0,0,0,0,226492416,73728,0,28680192,1201771023,76130920144,38454729756,36864,0,0,0,0
1792,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",1798895520,1799325792,810009056,810073632,43342493,43478682,225196,225216,225173,225142,43336575,43344006,809238528,809238528,802816,802816,766735562,766739762,602680,602609,809900792,809900883,802816,802822,0,0,0,5,1990273468,0,0,11509170176,0,0,0,0,3211264,0,0,0,0,0,0,0,0,0,0,100352,4575234696,2879600842,405121532,3689842688,118074966016,118065332224,0,0,0,0,0,0,0,0,0,359661568,100352,0,45459456,1984411123,125693862238,62501185228,50176,1,1,0,0
2048,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",2685403136,2685403136,1208971232,1209045024,64774190,66511274,289065,290159,289065,289099,64774112,64774355,1207959552,1207959552,1048576,1048576,1143097861,1143097258,783335,783361,1208953052,1208953169,1048576,1048582,0,0,4,1,2773997676,0,0,17179869184,0,0,0,0,4194304,0,0,0,0,0,0,0,0,0,0,131072,6202674799,4297982457,604635945,5507252224,176232071168,176219488256,0,0,0,0,0,0,0,0,0,536870912,131072,0,67764224,2768275164,175519615838,88752179002,65536,0,0,0,0
2304,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",3823340528,3823432720,1721274640,1721233136,98525306,98377745,382473,378505,382539,382260,98507894,98506285,1719926784,1719926784,1327104,1327104,1623202428,1623198950,958708,958945,1721472184,1721472355,1327109,1327105,0,0,1,4,4530004508,0,0,24461180928,0,0,0,0,5308416,0,0,0,0,0,0,0,0,0,0,165888,11054717176,6119111680,860793856,7840696320,250902282240,250886356992,0,0,0,0,0,0,0,0,0,764411904,165888,0,96380928,4522333507,286716964728,142249233626,82944,0,0,0,0
2560,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",5244415968,5244620832,2360888288,2360980512,136237304,136337363,474587,475031,474555,474531,136227454,136240777,2359296000,2359296000,1638400,1638400,2225217975,2225223739,1182266,1181654,2361613844,2361614145,1638400,1638406,0,0,0,5,6271383980,0,0,33554432000,0,0,0,0,6553600,0,0,0,0,0,0,0,0,0,0,204800,15619223582,8393319424,1180673024,10754662400,344149196800,344129536000,0,0,0,0,0,0,0,0,0,1048576000,204800,0,132096000,6260740266,398329145184,199281994036,102400,0,0,0,0
2816,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",6980143072,6980368416,3142205440,3142205440,183338342,184049400,621150,626538,621127,620921,183383913,183401507,3140222976,3140222976,1982464,1982464,2959719510,2959718463,1368645,1368467,3143975656,3143976139,1982464,1982470,0,0,4,1,9900691428,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,26756056317,11170937029,1571351024,14313637888,458036412416,458012622848,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,9897162056,625810578384,312750172936,123904,0,0,0,0
3072,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",9061933024,9062178848,4079195120,4079250448,239300196,240106983,740990,762656,740907,740799,239279700,239204187,4076863488,4076863488,2359296,2359296,3842074516,3842161958,1634005,1633740,4081499344,4081499923,2359300,2359298,0,0,0,5,12204081464,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,32178278283,14502297800,2039906795,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,12199068443,766168450162,387723652451,147456,0,0,0,0
3328,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",11521309680,11521442832,5186112240,5186172176,314634849,314802359,931596,919329,931557,931566,314665842,314645868,5183373312,5183373312,2768896,2768896,4875556666,4875564561,1863407,1863385,5189665657,5189666461,2768901,2768897,0,0,1,4,17819482452,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,49547298807,18437732549,2593417715,23624566784,755986137088,755952910336,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,17798499452,1126526850682,564210400834,173056,0,0,0,0
3584,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",14389673984,14389673984,6477119488,6477119488,397475757,399495880,1100267,1109692,1100605,1100350,397512230,397498141,6473908224,6473908224,3211264,3211264,6082070974,6082057131,2118288,2117560,6482187068,6482188069,3211265,3211269,0,0,1,4,22866854076,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,65409718847,23027573578,3238962593,29505495040,944175841280,944137306112,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,22860896921,1451721062398,729483193019,200704,0,0,0,0
3840,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",17698329584,17698483216,7966310400,7966310400,523544821,510297880,1358645,1321510,1359219,1358978,523246466,523670348,7962624000,7962624000,3686400,3686400,7450069638,7449622399,2352560,2353591,7973552288,7973553577,3686404,3686402,0,0,4,1,29669429460,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,85937572901,28322151235,3983617424,36289382400,1161260236800,1161216000000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,29662640066,1878153085132,941629711633,230400,0,0,0,0
4096,"GeForce GTX 980 (0)","1","7","matMul(float*, float*, float*, int)",21479030784,21479030784,9667870720,9667870720,607222830,609397929,1516108,1517638,1515924,1516030,607225127,607223474,9663676416,9663676416,4194304,4194304,9066029457,9066030142,2675871,2676002,9675818272,9675819843,4194309,4194305,0,0,5,0,32501442176,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,90474735411,34371797841,4834461174,44040716288,1409302921216,1409252589568,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,32494983813,2063086966670,1034309540876,262144,0,0,0,0
