"","gpu_name","gpu_id","AppName","AppId","Input.Size","Duration","max_clock_rate","num_of_cores","Achieved.Occupancy","Executed.Load.Store.Instructions","Shared.Load.Transactions","Shared.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Unified.Cache.Throughput","Floating.Point.Operations.Single.Precision.","Instructions.Issued","warps_launched","Block.X"
"419","TitanX",8,"matMul_gpu_sharedmem",4,2560,0.042814,1076,3072,0.997376,852992000,786432000,65536000,524288000,819200,8,4,195.188047,33554432000,1939870208,204800,16
"420","TitanX",8,"matMul_gpu_sharedmem",4,2816,0.0572,1076,3072,0.997911,1135208448,1046740992,87228416,697827328,991232,8,4,195.433788,44660948992,2581172736,247808,16
"421","TitanX",8,"matMul_gpu_sharedmem",4,3072,0.07408,1076,3072,0.998201,1473675264,1358954496,113246208,905969664,1179648,8,4,195.962786,57982058496,3350204230,294912,16
"422","TitanX",8,"matMul_gpu_sharedmem",4,3328,0.09373,1076,3072,0.999174,1873504256,1727791104,143982592,1151860736,1384448,8,4,195.296264,73719087104,4258566656,346112,16
"423","TitanX",8,"matMul_gpu_sharedmem",4,3584,0.118017,1076,3072,0.99872,2339807232,2157969408,179830784,1438646272,1605632,8,4,194.230201,92073361408,5317857792,401408,16
"424","TitanX",8,"matMul_gpu_sharedmem",4,3840,0.143856,1076,3072,0.998809,2877696000,2654208000,221184000,1769472000,1843200,8,4,195.892833,113246208000,6539678208,460800,16
"425","TitanX",8,"matMul_gpu_sharedmem",4,4096,0.160987,1076,3072,0.999566,3492282368,3221225472,268435456,2147483648,2097152,8,4,199.84234,137438953472,7935627066,524288,16
"426","TitanX",8,"matMul_gpu_sharedmem",4,4352,0.208266,1076,3072,0.999602,4188678144,3863740416,321978368,2575826944,2367488,8,4,195.419116,164852924416,9517305666,591872,16
"427","TitanX",8,"matMul_gpu_sharedmem",4,4608,0.239349,1076,3072,0.99948,4971995136,4586471424,382205952,3057647616,2654208,8,4,196.506438,195689447424,11296313147,663552,16
"428","TitanX",8,"matMul_gpu_sharedmem",4,4864,0.28799,1076,3072,0.999415,5847345152,5394137088,449511424,3596091392,2957312,8,4,196.225865,230149849088,13284249416,739328,16
"429","TitanX",8,"matMul_gpu_sharedmem",4,5120,0.324617,1076,3072,0.999494,6819840000,6291456000,524288000,4194304000,3276800,8,4,196.41846,268435456000,15492714296,819200,16
"430","TitanX",8,"matMul_gpu_sharedmem",4,5376,0.382343,1076,3072,0.999339,7894591488,7283146752,606928896,4855431168,3612672,8,4,196.308223,310747594752,17933307716,903168,16
"431","TitanX",8,"matMul_gpu_sharedmem",4,5632,0.429588,1076,3072,0.999528,9076711424,8373927936,697827328,5582618624,3964928,8,4,196.26745,357287591936,20617630208,991232,16
"432","TitanX",8,"matMul_gpu_sharedmem",4,5888,0.496477,1076,3072,0.999419,10371311616,9568518144,797376512,6379012096,4333568,8,4,195.642046,408256774144,23557280256,1083392,16
"433","TitanX",8,"matMul_gpu_sharedmem",4,6144,0.548509,1076,3072,0.999468,11783503872,10871635968,905969664,7247757312,4718592,8,4,196.714115,463856467968,26763858432,1179648,16
"434","TitanX",8,"matMul_gpu_sharedmem",4,6400,0.631046,1076,3072,0.999513,13318400000,1.2288e+10,1.024e+09,8.192e+09,5120000,8,4,196.457204,5.24288e+11,30248963917,1280000,16
"435","TitanX",8,"matMul_gpu_sharedmem",4,6656,0.699128,1076,3072,0.999506,14981111808,13822328832,1151860736,9214885888,5537792,8,4,195.681961,589752696832,34024198656,1384448,16
"436","TitanX",8,"matMul_gpu_sharedmem",4,6912,0.793544,1076,3072,0.999558,16776751104,15479341056,1289945088,10319560704,5971968,8,4,194.550478,660451885056,38101160448,1492992,16
"437","TitanX",8,"matMul_gpu_sharedmem",4,7168,0.890112,1076,3072,0.999578,18710429696,17263755264,1438646272,11509170176,6422528,8,4,195.931499,736586891264,42491449146,1605632,16
"438","TitanX",8,"matMul_gpu_sharedmem",4,7424,0.992329,1076,3072,0.999612,20787259392,19180290048,1598357504,12786860032,6889472,8,4,192.068228,818359042048,47206666752,1722368,16
"439","TitanX",8,"matMul_gpu_sharedmem",4,7680,1.091355,1076,3072,0.999641,23012352000,21233664000,1769472000,14155776000,7372800,8,4,193.756255,905969664000,52258410299,1843200,16
"440","TitanX",8,"matMul_gpu_sharedmem",4,7936,1.21543,1076,3072,0.999683,25390819328,23428595712,1952382976,15619063808,7872512,8,4,190.417051,999620083712,57658282496,1968128,16
"441","TitanX",8,"matMul_gpu_sharedmem",4,8192,1.301501,1076,3072,0.999676,27927773184,25769803776,2147483648,17179869184,8388608,8,4,194.711088,1099511627776,63417880392,2097152,16
"442","TitanX",8,"matrix_sum_normal",5,256,7.968e-06,1076,3072,0.680602,14336,0,0,131072,65536,32,32,36.379172,65536,73991,2048,8
"443","TitanX",8,"matrix_sum_normal",5,512,2.4224e-05,1076,3072,0.784059,57344,0,0,524288,262144,32,32,51.649478,262144,276744,8192,8
"444","TitanX",8,"matrix_sum_normal",5,768,6.8449e-05,1076,3072,0.816754,129024,0,0,1179648,589824,32,32,48.913452,589824,614666,18432,8
"445","TitanX",8,"matrix_sum_normal",5,1024,0.00011181,1076,3072,0.822314,229376,0,0,2097152,1048576,32,32,54.889273,1048576,1087744,32768,8
"446","TitanX",8,"matrix_sum_normal",5,1280,0.000241123,1076,3072,0.824371,358400,0,0,3276800,1638400,32,32,48.436948,1638400,1696000,51200,8
"447","TitanX",8,"matrix_sum_normal",5,1536,0.000371205,1076,3072,0.831627,516096,0,0,4718592,2359296,32,32,48.017955,2359296,2440003,73728,8
"448","TitanX",8,"matrix_sum_normal",5,1792,0.000511718,1076,3072,0.830141,702464,0,0,6422528,3211264,32,32,48.323197,3211264,3318595,100352,8
"449","TitanX",8,"matrix_sum_normal",5,2048,0.000530919,1076,3072,0.829049,917504,0,0,8388608,4194304,32,32,58.805597,4194304,4331789,131072,8
"450","TitanX",8,"matrix_sum_normal",5,2304,0.000878891,1076,3072,0.834315,1161216,0,0,10616832,5308416,32,32,47.368758,5308416,5481272,165888,8
"451","TitanX",8,"matrix_sum_normal",5,2560,0.001104845,1076,3072,0.831722,1433600,0,0,13107200,6553600,32,32,47.087171,6553600,6764813,204800,8
"452","TitanX",8,"matrix_sum_normal",5,2816,0.001350766,1076,3072,0.832726,1734656,0,0,15859712,7929856,32,32,47.262676,7929856,8184628,247808,8
"453","TitanX",8,"matrix_sum_normal",5,3072,0.001680689,1076,3072,0.833337,2064384,0,0,18874368,9437184,32,32,45.59958,9437184,9738480,294912,8
"454","TitanX",8,"matrix_sum_normal",5,3328,0.001946387,1076,3072,0.833338,2422784,0,0,22151168,11075584,32,32,45.799504,11075584,11428080,346112,8
"455","TitanX",8,"matrix_sum_normal",5,3584,0.002216564,1076,3072,0.83081,2809856,0,0,25690112,12845056,32,32,46.621955,12845056,13252898,401408,8
"456","TitanX",8,"matrix_sum_normal",5,3840,0.00257916,1076,3072,0.832619,3225600,0,0,29491200,14745600,32,32,45.663161,14745600,15212784,460800,8
"457","TitanX",8,"matrix_sum_normal",5,4096,0.002328405,1076,3072,0.832419,3670016,0,0,33554432,16777216,32,32,51.122674,16777216,17308497,524288,8
"458","TitanX",8,"matrix_sum_normal",5,4352,0.003258525,1076,3072,0.833275,4143104,0,0,37879808,18939904,32,32,46.121013,18939904,19538774,591872,8
"459","TitanX",8,"matrix_sum_normal",5,4608,0.003744514,1076,3072,0.833865,4644864,0,0,42467328,21233664,32,32,46.492043,21233664,21903621,663552,8
"460","TitanX",8,"matrix_sum_normal",5,4864,0.004034756,1076,3072,0.831805,5175296,0,0,47316992,23658496,32,32,45.105797,23658496,24404800,739328,8
"461","TitanX",8,"matrix_sum_normal",5,5120,0.004529448,1076,3072,0.834195,5734400,0,0,52428800,26214400,32,32,46.131998,26214400,27040549,819200,8
"462","TitanX",8,"matrix_sum_normal",5,5376,0.005114573,1076,3072,0.831857,6322176,0,0,57802752,28901376,32,32,45.502337,28901376,29811510,903168,8
"463","TitanX",8,"matrix_sum_normal",5,5632,0.005518321,1076,3072,0.834082,6938624,0,0,63438848,31719424,32,32,45.235813,31719424,32717048,991232,8
"464","TitanX",8,"matrix_sum_normal",5,5888,0.006039158,1076,3072,0.833887,7583744,0,0,69337088,34668544,32,32,45.925617,34668544,35758906,1083392,8
"465","TitanX",8,"matrix_sum_normal",5,6144,0.007659492,1076,3072,0.83334,8257536,0,0,75497472,37748736,32,32,40.494766,37748736,38934788,1179648,8
"466","TitanX",8,"matrix_sum_normal",5,6400,0.007274145,1076,3072,0.833342,8960000,0,0,81920000,40960000,32,32,45.213906,40960000,42246398,1280000,8
"467","TitanX",8,"matrix_sum_normal",5,6656,0.007831749,1076,3072,0.834275,9691136,0,0,88604672,44302336,32,32,46.054872,44302336,45693212,1384448,8
"468","TitanX",8,"matrix_sum_normal",5,6912,0.008530221,1076,3072,0.831997,10450944,0,0,95551488,47775744,32,32,45.402978,47775744,49275159,1492992,8
"469","TitanX",8,"matrix_sum_normal",5,7168,0.009483733,1076,3072,0.833564,11239424,0,0,102760448,51380224,32,32,44.725611,51380224,52992250,1605632,8
"470","TitanX",8,"matrix_sum_normal",5,7424,0.010111,1076,3072,0.833611,12056576,0,0,110231552,55115776,32,32,44.315256,55115776,56844545,1722368,8
"471","TitanX",8,"matrix_sum_normal",5,7680,0.01104,1076,3072,0.832803,12902400,0,0,117964800,58982400,32,32,43.09383,58982400,60832572,1843200,8
"472","TitanX",8,"matrix_sum_normal",5,7936,0.012456,1076,3072,0.833418,13776896,0,0,125960192,62980096,32,32,41.8202,62980096,64954616,1968128,8
"473","TitanX",8,"matrix_sum_normal",5,8192,0.012262,1076,3072,0.830713,14680064,0,0,134217728,67108864,32,32,41.270344,67108864,69212978,2097152,8
"474","TitanX",8,"matrix_sum_normal",5,256,1.5232e-05,1076,3072,0.680602,14336,0,0,131072,65536,32,32,36.379172,65536,73991,2048,16
"475","TitanX",8,"matrix_sum_normal",5,512,4.3009e-05,1076,3072,0.784059,57344,0,0,524288,262144,32,32,51.649478,262144,276744,8192,16
"476","TitanX",8,"matrix_sum_normal",5,768,0.000100065,1076,3072,0.816754,129024,0,0,1179648,589824,32,32,48.913452,589824,614666,18432,16
"477","TitanX",8,"matrix_sum_normal",5,1024,0.000163874,1076,3072,0.822314,229376,0,0,2097152,1048576,32,32,54.889273,1048576,1087744,32768,16
"478","TitanX",8,"matrix_sum_normal",5,1280,0.000266403,1076,3072,0.824371,358400,0,0,3276800,1638400,32,32,48.436948,1638400,1696000,51200,16
"479","TitanX",8,"matrix_sum_normal",5,1536,0.000371301,1076,3072,0.831627,516096,0,0,4718592,2359296,32,32,48.017955,2359296,2440003,73728,16
"480","TitanX",8,"matrix_sum_normal",5,1792,0.000521767,1076,3072,0.830141,702464,0,0,6422528,3211264,32,32,48.323197,3211264,3318595,100352,16
"481","TitanX",8,"matrix_sum_normal",5,2048,0.000614056,1076,3072,0.829049,917504,0,0,8388608,4194304,32,32,58.805597,4194304,4331789,131072,16
"482","TitanX",8,"matrix_sum_normal",5,2304,0.000858923,1076,3072,0.834315,1161216,0,0,10616832,5308416,32,32,47.368758,5308416,5481272,165888,16
"483","TitanX",8,"matrix_sum_normal",5,2560,0.001054702,1076,3072,0.831722,1433600,0,0,13107200,6553600,32,32,47.087171,6553600,6764813,204800,16
"484","TitanX",8,"matrix_sum_normal",5,2816,0.001289841,1076,3072,0.832726,1734656,0,0,15859712,7929856,32,32,47.262676,7929856,8184628,247808,16
"485","TitanX",8,"matrix_sum_normal",5,3072,0.001585876,1076,3072,0.833337,2064384,0,0,18874368,9437184,32,32,45.59958,9437184,9738480,294912,16
"486","TitanX",8,"matrix_sum_normal",5,3328,0.001824438,1076,3072,0.833338,2422784,0,0,22151168,11075584,32,32,45.799504,11075584,11428080,346112,16
"487","TitanX",8,"matrix_sum_normal",5,3584,0.002091225,1076,3072,0.83081,2809856,0,0,25690112,12845056,32,32,46.621955,12845056,13252898,401408,16
"488","TitanX",8,"matrix_sum_normal",5,3840,0.002450974,1076,3072,0.832619,3225600,0,0,29491200,14745600,32,32,45.663161,14745600,15212784,460800,16
"489","TitanX",8,"matrix_sum_normal",5,4096,0.002787553,1076,3072,0.832419,3670016,0,0,33554432,16777216,32,32,51.122674,16777216,17308497,524288,16
"490","TitanX",8,"matrix_sum_normal",5,4352,0.003130372,1076,3072,0.833275,4143104,0,0,37879808,18939904,32,32,46.121013,18939904,19538774,591872,16
"491","TitanX",8,"matrix_sum_normal",5,4608,0.003502343,1076,3072,0.833865,4644864,0,0,42467328,21233664,32,32,46.492043,21233664,21903621,663552,16
"492","TitanX",8,"matrix_sum_normal",5,4864,0.003872585,1076,3072,0.831805,5175296,0,0,47316992,23658496,32,32,45.105797,23658496,24404800,739328,16
"493","TitanX",8,"matrix_sum_normal",5,5120,0.004318379,1076,3072,0.834195,5734400,0,0,52428800,26214400,32,32,46.131998,26214400,27040549,819200,16
"494","TitanX",8,"matrix_sum_normal",5,5376,0.004760205,1076,3072,0.831857,6322176,0,0,57802752,28901376,32,32,45.502337,28901376,29811510,903168,16
"495","TitanX",8,"matrix_sum_normal",5,5632,0.005223855,1076,3072,0.834082,6938624,0,0,63438848,31719424,32,32,45.235813,31719424,32717048,991232,16
"496","TitanX",8,"matrix_sum_normal",5,5888,0.00569813,1076,3072,0.833887,7583744,0,0,69337088,34668544,32,32,45.925617,34668544,35758906,1083392,16
"497","TitanX",8,"matrix_sum_normal",5,6144,0.006972764,1076,3072,0.83334,8257536,0,0,75497472,37748736,32,32,40.494766,37748736,38934788,1179648,16
"498","TitanX",8,"matrix_sum_normal",5,6400,0.006833339,1076,3072,0.833342,8960000,0,0,81920000,40960000,32,32,45.213906,40960000,42246398,1280000,16
"499","TitanX",8,"matrix_sum_normal",5,6656,0.007363711,1076,3072,0.834275,9691136,0,0,88604672,44302336,32,32,46.054872,44302336,45693212,1384448,16
"500","TitanX",8,"matrix_sum_normal",5,6912,0.007981572,1076,3072,0.831997,10450944,0,0,95551488,47775744,32,32,45.402978,47775744,49275159,1492992,16
"501","TitanX",8,"matrix_sum_normal",5,7168,0.008686659,1076,3072,0.833564,11239424,0,0,102760448,51380224,32,32,44.725611,51380224,52992250,1605632,16
"502","TitanX",8,"matrix_sum_normal",5,7424,0.009428137,1076,3072,0.833611,12056576,0,0,110231552,55115776,32,32,44.315256,55115776,56844545,1722368,16
"503","TitanX",8,"matrix_sum_normal",5,7680,0.01047,1076,3072,0.832803,12902400,0,0,117964800,58982400,32,32,43.09383,58982400,60832572,1843200,16
"504","TitanX",8,"matrix_sum_normal",5,7936,0.011355,1076,3072,0.833418,13776896,0,0,125960192,62980096,32,32,41.8202,62980096,64954616,1968128,16
"505","TitanX",8,"matrix_sum_normal",5,8192,0.013422,1076,3072,0.830713,14680064,0,0,134217728,67108864,32,32,41.270344,67108864,69212978,2097152,16
"506","TitanX",8,"matrix_sum_coalesced",6,256,6.08e-06,1076,3072,0.670522,14336,0,0,32768,8192,8,4,125.136148,65536,72699,2048,8
"507","TitanX",8,"matrix_sum_coalesced",6,512,1.392e-05,1076,3072,0.795502,57344,0,0,131072,32768,8,4,194.302129,262144,275892,8192,8
"508","TitanX",8,"matrix_sum_coalesced",6,768,2.9696e-05,1076,3072,0.834468,129024,0,0,294912,73728,8,4,164.885609,589824,613329,18432,8
"509","TitanX",8,"matrix_sum_coalesced",6,1024,5.2449e-05,1076,3072,0.866619,229376,0,0,524288,131072,8,4,160.870192,1048576,1086896,32768,8
"510","TitanX",8,"matrix_sum_coalesced",6,1280,8.8705e-05,1076,3072,0.862584,358400,0,0,819200,204800,8,4,162.940738,1638400,1694703,51200,8
"511","TitanX",8,"matrix_sum_coalesced",6,1536,0.000119618,1076,3072,0.861914,516096,0,0,1179648,294912,8,4,164.495232,2359296,2438556,73728,8
"512","TitanX",8,"matrix_sum_coalesced",6,1792,0.000170594,1076,3072,0.86116,702464,0,0,1605632,401408,8,4,165.072555,3211264,3316696,100352,8
"513","TitanX",8,"matrix_sum_coalesced",6,2048,0.000208002,1076,3072,0.863368,917504,0,0,2097152,524288,8,4,164.542965,4194304,4330477,131072,8
"514","TitanX",8,"matrix_sum_coalesced",6,2304,0.000274595,1076,3072,0.865953,1161216,0,0,2654208,663552,8,4,166.167884,5308416,5479845,165888,8
"515","TitanX",8,"matrix_sum_coalesced",6,2560,0.00034778,1076,3072,0.860742,1433600,0,0,3276800,819200,8,4,166.697819,6553600,6763470,204800,8
"516","TitanX",8,"matrix_sum_coalesced",6,2816,0.000416228,1076,3072,0.859796,1734656,0,0,3964928,991232,8,4,167.034286,7929856,8182723,247808,8
"517","TitanX",8,"matrix_sum_coalesced",6,3072,0.000470565,1076,3072,0.855976,2064384,0,0,4718592,1179648,8,4,167.361303,9437184,9737690,294912,8
"518","TitanX",8,"matrix_sum_coalesced",6,3328,0.000593446,1076,3072,0.849211,2422784,0,0,5537792,1384448,8,4,166.596406,11075584,11426801,346112,8
"519","TitanX",8,"matrix_sum_coalesced",6,3584,0.000671815,1076,3072,0.858884,2809856,0,0,6422528,1605632,8,4,166.358051,12845056,13251579,401408,8
"520","TitanX",8,"matrix_sum_coalesced",6,3840,0.000755528,1076,3072,0.859866,3225600,0,0,7372800,1843200,8,4,165.79483,14745600,15211489,460800,8
"521","TitanX",8,"matrix_sum_coalesced",6,4096,0.00081956,1076,3072,0.862135,3670016,0,0,8388608,2097152,8,4,166.621346,16777216,17306585,524288,8
"522","TitanX",8,"matrix_sum_coalesced",6,4352,0.000976362,1076,3072,0.848957,4143104,0,0,9469952,2367488,8,4,164.976082,18939904,19537404,591872,8
"523","TitanX",8,"matrix_sum_coalesced",6,4608,0.001095692,1076,3072,0.851301,4644864,0,0,10616832,2654208,8,4,166.213101,21233664,21902300,663552,8
"524","TitanX",8,"matrix_sum_coalesced",6,4864,0.001242252,1076,3072,0.860075,5175296,0,0,11829248,2957312,8,4,166.857753,23658496,24402885,739328,8
"525","TitanX",8,"matrix_sum_coalesced",6,5120,0.001378926,1076,3072,0.849814,5734400,0,0,13107200,3276800,8,4,166.837936,26214400,27039179,819200,8
"526","TitanX",8,"matrix_sum_coalesced",6,5376,0.001547952,1076,3072,0.854504,6322176,0,0,14450688,3612672,8,4,166.467367,28901376,29809646,903168,8
"527","TitanX",8,"matrix_sum_coalesced",6,5632,0.001712657,1076,3072,0.854757,6938624,0,0,15859712,3964928,8,4,166.573598,31719424,32715767,991232,8
"528","TitanX",8,"matrix_sum_coalesced",6,5888,0.001903059,1076,3072,0.850111,7583744,0,0,17334272,4333568,8,4,166.537362,34668544,35757013,1083392,8
"529","TitanX",8,"matrix_sum_coalesced",6,6144,0.00198914,1076,3072,0.859915,8257536,0,0,18874368,4718592,8,4,167.087083,37748736,38933463,1179648,8
"530","TitanX",8,"matrix_sum_coalesced",6,6400,0.002264118,1076,3072,0.853673,8960000,0,0,20480000,5120000,8,4,165.981791,40960000,42245059,1280000,8
"531","TitanX",8,"matrix_sum_coalesced",6,6656,0.002437016,1076,3072,0.85272,9691136,0,0,22151168,5537792,8,4,166.17788,44302336,45692325,1384448,8
"532","TitanX",8,"matrix_sum_coalesced",6,6912,0.00261321,1076,3072,0.855973,10450944,0,0,23887872,5971968,8,4,166.372301,47775744,49273768,1492992,8
"533","TitanX",8,"matrix_sum_coalesced",6,7168,0.00283062,1076,3072,0.854013,11239424,0,0,25690112,6422528,8,4,165.787591,51380224,52991404,1605632,8
"534","TitanX",8,"matrix_sum_coalesced",6,7424,0.003070431,1076,3072,0.854626,12056576,0,0,27557888,6889472,8,4,165.518534,55115776,56843698,1722368,8
"535","TitanX",8,"matrix_sum_coalesced",6,7680,0.003272417,1076,3072,0.849333,12902400,0,0,29491200,7372800,8,4,165.37792,58982400,60830656,1843200,8
"536","TitanX",8,"matrix_sum_coalesced",6,7936,0.003568709,1076,3072,0.858231,13776896,0,0,31490048,7872512,8,4,165.261582,62980096,64953305,1968128,8
"537","TitanX",8,"matrix_sum_coalesced",6,8192,0.00388276,1076,3072,0.857036,14680064,0,0,33554432,8388608,8,4,166.219039,67108864,69211128,2097152,8
"538","TitanX",8,"matrix_sum_coalesced",6,256,4.96e-06,1076,3072,0.670522,14336,0,0,32768,8192,8,4,125.136148,65536,72699,2048,16
"539","TitanX",8,"matrix_sum_coalesced",6,512,8.832e-06,1076,3072,0.795502,57344,0,0,131072,32768,8,4,194.302129,262144,275892,8192,16
"540","TitanX",8,"matrix_sum_coalesced",6,768,2.5696e-05,1076,3072,0.834468,129024,0,0,294912,73728,8,4,164.885609,589824,613329,18432,16
"541","TitanX",8,"matrix_sum_coalesced",6,1024,4.8385e-05,1076,3072,0.866619,229376,0,0,524288,131072,8,4,160.870192,1048576,1086896,32768,16
"542","TitanX",8,"matrix_sum_coalesced",6,1280,7.6513e-05,1076,3072,0.862584,358400,0,0,819200,204800,8,4,162.940738,1638400,1694703,51200,16
"543","TitanX",8,"matrix_sum_coalesced",6,1536,0.000105697,1076,3072,0.861914,516096,0,0,1179648,294912,8,4,164.495232,2359296,2438556,73728,16
"544","TitanX",8,"matrix_sum_coalesced",6,1792,0.00014541,1076,3072,0.86116,702464,0,0,1605632,401408,8,4,165.072555,3211264,3316696,100352,16
"545","TitanX",8,"matrix_sum_coalesced",6,2048,0.000189762,1076,3072,0.863368,917504,0,0,2097152,524288,8,4,164.542965,4194304,4330477,131072,16
"546","TitanX",8,"matrix_sum_coalesced",6,2304,0.000238979,1076,3072,0.865953,1161216,0,0,2654208,663552,8,4,166.167884,5308416,5479845,165888,16
"547","TitanX",8,"matrix_sum_coalesced",6,2560,0.000296227,1076,3072,0.860742,1433600,0,0,3276800,819200,8,4,166.697819,6553600,6763470,204800,16
"548","TitanX",8,"matrix_sum_coalesced",6,2816,0.000356067,1076,3072,0.859796,1734656,0,0,3964928,991232,8,4,167.034286,7929856,8182723,247808,16
"549","TitanX",8,"matrix_sum_coalesced",6,3072,0.000418981,1076,3072,0.855976,2064384,0,0,4718592,1179648,8,4,167.361303,9437184,9737690,294912,16
"550","TitanX",8,"matrix_sum_coalesced",6,3328,0.000498565,1076,3072,0.849211,2422784,0,0,5537792,1384448,8,4,166.596406,11075584,11426801,346112,16
"551","TitanX",8,"matrix_sum_coalesced",6,3584,0.000576966,1076,3072,0.858884,2809856,0,0,6422528,1605632,8,4,166.358051,12845056,13251579,401408,16
"552","TitanX",8,"matrix_sum_coalesced",6,3840,0.000663846,1076,3072,0.859866,3225600,0,0,7372800,1843200,8,4,165.79483,14745600,15211489,460800,16
"553","TitanX",8,"matrix_sum_coalesced",6,4096,0.000751495,1076,3072,0.862135,3670016,0,0,8388608,2097152,8,4,166.621346,16777216,17306585,524288,16
"554","TitanX",8,"matrix_sum_coalesced",6,4352,0.000860744,1076,3072,0.848957,4143104,0,0,9469952,2367488,8,4,164.976082,18939904,19537404,591872,16
"555","TitanX",8,"matrix_sum_coalesced",6,4608,0.000951721,1076,3072,0.851301,4644864,0,0,10616832,2654208,8,4,166.213101,21233664,21902300,663552,16
"556","TitanX",8,"matrix_sum_coalesced",6,4864,0.001059978,1076,3072,0.860075,5175296,0,0,11829248,2957312,8,4,166.857753,23658496,24402885,739328,16
"557","TitanX",8,"matrix_sum_coalesced",6,5120,0.001176203,1076,3072,0.849814,5734400,0,0,13107200,3276800,8,4,166.837936,26214400,27039179,819200,16
"558","TitanX",8,"matrix_sum_coalesced",6,5376,0.00129774,1076,3072,0.854504,6322176,0,0,14450688,3612672,8,4,166.467367,28901376,29809646,903168,16
"559","TitanX",8,"matrix_sum_coalesced",6,5632,0.001423757,1076,3072,0.854757,6938624,0,0,15859712,3964928,8,4,166.573598,31719424,32715767,991232,16
"560","TitanX",8,"matrix_sum_coalesced",6,5888,0.00155483,1076,3072,0.850111,7583744,0,0,17334272,4333568,8,4,166.537362,34668544,35757013,1083392,16
"561","TitanX",8,"matrix_sum_coalesced",6,6144,0.001675375,1076,3072,0.859915,8257536,0,0,18874368,4718592,8,4,167.087083,37748736,38933463,1179648,16
"562","TitanX",8,"matrix_sum_coalesced",6,6400,0.001839665,1076,3072,0.853673,8960000,0,0,20480000,5120000,8,4,165.981791,40960000,42245059,1280000,16
"563","TitanX",8,"matrix_sum_coalesced",6,6656,0.00199061,1076,3072,0.85272,9691136,0,0,22151168,5537792,8,4,166.17788,44302336,45692325,1384448,16
"564","TitanX",8,"matrix_sum_coalesced",6,6912,0.002145043,1076,3072,0.855973,10450944,0,0,23887872,5971968,8,4,166.372301,47775744,49273768,1492992,16
"565","TitanX",8,"matrix_sum_coalesced",6,7168,0.002313813,1076,3072,0.854013,11239424,0,0,25690112,6422528,8,4,165.787591,51380224,52991404,1605632,16
"566","TitanX",8,"matrix_sum_coalesced",6,7424,0.002486807,1076,3072,0.854626,12056576,0,0,27557888,6889472,8,4,165.518534,55115776,56843698,1722368,16
"567","TitanX",8,"matrix_sum_coalesced",6,7680,0.002663896,1076,3072,0.849333,12902400,0,0,29491200,7372800,8,4,165.37792,58982400,60830656,1843200,16
"568","TitanX",8,"matrix_sum_coalesced",6,7936,0.002849722,1076,3072,0.858231,13776896,0,0,31490048,7872512,8,4,165.261582,62980096,64953305,1968128,16
"569","TitanX",8,"matrix_sum_coalesced",6,8192,0.003015867,1076,3072,0.857036,14680064,0,0,33554432,8388608,8,4,166.219039,67108864,69211128,2097152,16
"570","TitanX",8,"dotProd",7,131072,1.3184e-05,1076,3072,0.842225,76800,12800,10240,65536,512,8,1,88.818781,392704,524777,4096,256
"571","TitanX",8,"dotProd",7,262144,2.2336e-05,1076,3072,0.886279,153600,25600,20480,131072,1024,8,1,101.64585,785408,1046528,8192,256
"572","TitanX",8,"dotProd",7,524288,4.2369e-05,1076,3072,0.912489,307200,51200,40960,262144,2048,8,1,108.666926,1570816,2089984,16384,256
"573","TitanX",8,"dotProd",7,1048576,8.0097e-05,1076,3072,0.922762,614400,102400,81920,524288,4096,8,1,117.498872,3141632,4176896,32768,256
"574","TitanX",8,"dotProd",7,2097152,0.000154657,1076,3072,0.928975,1228800,204800,163840,1048576,8192,8,1,122.532682,6283264,8350720,65536,256
"575","TitanX",8,"dotProd",7,4194304,0.000303427,1076,3072,0.93147,2457600,409600,327680,2097152,16384,8,1,125.328863,12566528,16697685,131072,256
"576","TitanX",8,"dotProd",7,8388608,0.000600518,1076,3072,0.932794,4915200,819201,655361,4194304,32768,8,1,126.85204,25133056,33392993,262144,256
"577","TitanX",8,"dotProd",7,12582912,0.000897867,1076,3072,0.933451,7372800,1228800,983040,6291456,49152,8,1,124.657441,37699584,50088960,393216,256
"578","TitanX",8,"dotProd",7,16777216,0.001193453,1076,3072,0.933632,9830400,1638400,1310720,8388608,65536,8,1,127.936658,50266112,66784256,524288,256
"579","TitanX",8,"dotProd",7,20971520,0.001491216,1076,3072,0.933734,12288000,2048000,1638400,10485760,81920,8,1,127.142918,62832640,83478872,655360,256
"580","TitanX",8,"dotProd",7,25165824,0.001787893,1076,3072,0.933718,14745600,2457600,1966080,12582912,98304,8,1,123.239483,75399168,100174163,786432,256
"581","TitanX",8,"dotProd",7,29360128,0.002085047,1076,3072,0.933914,17203200,2867200,2293760,14680064,114688,8,1,127.803946,87965696,116869463,917504,256
"582","TitanX",8,"dotProd",7,33554432,0.002382138,1076,3072,0.933918,19660800,3276800,2621440,16777216,131072,8,1,125.20634,100532224,133565440,1048576,256
"583","TitanX",8,"dotProd",7,37748736,0.002680638,1076,3072,0.934096,22118400,3686400,2949120,18874368,147456,8,1,128.333828,113098752,150260056,1179648,256
"584","TitanX",8,"dotProd",7,41943040,0.002976321,1076,3072,0.934854,24576000,4096000,3276800,20971520,163840,8,1,128.233169,125665280,166955349,1310720,256
