"","Gpus","Apps","InputSize","ThreadBlock","Measured","Predicted","accuracy","Min","max","Mean","Median","SD","mse","mae","mape"
"4","GTX-680","matMul_gpu_uncoalesced",1024,64,0.079599,0.299358358393679,3.76083064352164,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"14","GTX-680","matMul_gpu_uncoalesced",3584,64,3.349367,2.43655456427137,0.727467179401769,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"18","GTX-680","matMul_gpu_uncoalesced",4608,64,7.154504,5.64026060547134,0.788351031108704,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"34","GTX-680","matMul_gpu_uncoalesced",512,256,0.017742,0.423305864654726,23.8589710660988,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"39","GTX-680","matMul_gpu_uncoalesced",1792,256,0.763392,1.37917938086689,1.80664636368588,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"45","GTX-680","matMul_gpu_uncoalesced",3328,256,4.884389,7.66138908928205,1.56854605341263,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"49","GTX-680","matMul_gpu_uncoalesced",4352,256,11.152865,13.4002131714123,1.20150411319534,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"50","GTX-680","matMul_gpu_uncoalesced",4608,256,15.210519,14.4113261310045,0.947457882995608,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"52","GTX-680","matMul_gpu_uncoalesced",5120,256,21.693089,19.9989915490926,0.92190612176498,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"53","GTX-680","matMul_gpu_uncoalesced",5376,256,23.997876,24.5944203288052,1.02485821365212,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"57","GTX-680","matMul_gpu_uncoalesced",6400,256,41.040661,43.0857948644446,1.04983189389773,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"62","GTX-680","matMul_gpu_uncoalesced",7680,256,80.180449,66.2864108317162,0.826715385838213,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"65","GTX-680","matMul_gpu_uncoalesced",256,1024,0.004154104,0.417806309990386,100.576757344156,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"74","GTX-680","matMul_gpu_uncoalesced",2560,1024,4.137578,4.37899185271125,1.05834665901434,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"90","GTX-680","matMul_gpu_uncoalesced",6656,1024,71.804558,70.9276642141772,0.987787769881923,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"91","GTX-680","matMul_gpu_uncoalesced",6912,1024,80.434555,79.9429995555366,0.993888752856737,0.727467179401769,100.576757344156,8.88124165465512,1.03734505377493,25.1038390185908,13.675737573834,1.85906479158071,22.260970181
"103","GTX-680","matMul_gpu",1792,64,0.237666,0.354685090137875,1.49236781928368,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"104","GTX-680","matMul_gpu",2048,64,0.338078,0.470872132921321,1.39279140589249,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"116","GTX-680","matMul_gpu",5120,64,5.278743,5.13579576044899,0.972920212340133,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"120","GTX-680","matMul_gpu",6144,64,9.137592,8.99111933994259,0.983970321715238,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"123","GTX-680","matMul_gpu",6912,64,13.161028,13.0412048162308,0.990895606044666,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"135","GTX-680","matMul_gpu",1792,256,0.176418,0.228841801921717,1.29715676360529,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"143","GTX-680","matMul_gpu",3840,256,1.718229,1.85856774843766,1.08167639379714,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"157","GTX-680","matMul_gpu",7424,256,12.553817,12.310457899859,0.980614732543812,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"162","GTX-680","matMul_gpu",512,1024,0.002867557,-0.13372883882947,-46.6351109426838,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"163","GTX-680","matMul_gpu",768,1024,0.009616557,-0.0639484627226398,-6.64982932276487,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"171","GTX-680","matMul_gpu",2816,1024,0.440018,0.516382757863618,1.17354916813316,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"178","GTX-680","matMul_gpu",4608,1024,1.948557,1.87056569590703,0.959974840821713,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"181","GTX-680","matMul_gpu",5376,1024,3.061826,2.96039911499704,0.96687372665757,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"184","GTX-680","matMul_gpu",6144,1024,4.680837,4.47751232250359,0.956562324751661,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"187","GTX-680","matMul_gpu",6912,1024,6.581794,6.49532203401445,0.98686194584857,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"189","GTX-680","matMul_gpu",7424,1024,8.171304,8.1617618390391,0.998832235226973,-46.6351109426838,1.49236781928368,-2.37811829804916,0.985416133781904,11.9598349045958,0.0165263604625814,0.116278820243233,3.818066430375
"196","GTX-680","matMul_gpu_sharedmem_uncoalesced",1024,64,0.026301,0.0212524497983397,0.808047214871668,-0.208069888923724,375.762269203103,24.3370859213404,1.00401114304835,93.714028305928,5.93440001781931,1.18242171668961,4.6387692304375
"197","GTX-680","matMul_gpu_sharedmem_uncoalesced",1280,64,0.049628,-0.0103260924475066,-0.208069888923724,-0.208069888923724,375.762269203103,24.3370859213404,1.00401114304835,93.714028305928,5.93440001781931,1.18242171668961,4.6387692304375
"210","GTX-680","matMul_gpu_sharedmem_uncoalesced",4608,64,4.65162,3.12101704813838,0.67095271069829,-0.208069888923724,375.762269203103,24.3370859213404,1.00401114304835,93.714028305928,5.93440001781931,1.18242171668961,4.6387692304375
